"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	0	"AWI"	0	-99	73	-16	23.1386025200458	0.458190148911798	5.04009163802978	0	1.26002290950745	0	0	1.1454753722795	5.72737686139748	0	0	0.11454753722795	0	3.66552119129439	1.60366552119129	0	0	0	10.0801832760596	0.572737686139748	0	0.11454753722795	0	0	0	18.4421534936999	7.21649484536082	0	15.6930126002291	0	3.20733104238259	0	0	0	1.26002290950745	0.458190148911798	0	0	0.229095074455899	0.572737686139748	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	10	"AWI"	10	5	379	195	7.05128205128205	0	17.9487179487179	0.32051282051282	0.32051282051282	0	0	5.44871794871795	0.641025641025641	1.28205128205128	0	0.961538461538462	0	25.9615384615385	8.65384615384615	0	0	0	7.69230769230769	0.641025641025641	0	0	0	0	0	7.05128205128205	8.33333333333333	0	0	0	5.44871794871795	0	0	0	0	0	0	0	0.641025641025641	1.6025641025641	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	20	"AWI"	20	251	1815	809	23.9800995024876	0.099502487562189	13.7313432835821	0	0	0	0	0	0.298507462686567	0.099502487562189	0	0	0	3.78109452736318	5.57213930348259	0	0	0	10.4477611940298	0.199004975124378	0	0	0.099502487562189	0	0	14.228855721393	15.0248756218905	0	7.06467661691542	0	4.47761194029851	0	0	0	0.199004975124378	0.099502487562189	0	0	0.099502487562189	0.398009950248756	0.099502487562189
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	30	"AWI"	30	803	2425	1810	22.2222222222222	0	13.4502923976608	0	0	0	0	0.87719298245614	0.584795321637427	0.292397660818713	0	0	0	11.1111111111111	4.67836257309941	0	0	0	5.84795321637427	1.16959064327485	0	0	0	0	0	12.8654970760234	20.4678362573099	0	0	0	4.3859649122807	0	0	0.584795321637427	0	0	0	0	0.292397660818713	1.16959064327485	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	40	"AWI"	40	2363	2715	2531	23.8754325259516	0	15.7439446366782	0	0	0	0	0	1.55709342560554	0.69204152249135	0	0	0	13.6678200692042	2.24913494809689	0	0	0	2.42214532871972	0	0	0	0	0	0	9.16955017301038	26.9896193771626	0	0	0	2.24913494809689	0	0	0.346020761245675	0.173010380622837	0	0	0	0.173010380622837	0.69204152249135	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	50	"AWI"	50	2462	3137	2747	16.0606060606061	0	20.3030303030303	0	0	0	0	0	1.21212121212121	0	0	0	0	16.969696969697	3.03030303030303	0	0	0	8.18181818181818	2.42424242424242	0	0	0	0	0	9.6969696969697	11.8181818181818	0	0	0	8.18181818181818	0	0	0	0	0	0	0	0.909090909090909	1.21212121212121	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	60	"AWI"	60	2638	3343	2999	25.9481037924152	0	12.9740518962076	0	0	0	0	0	0.998003992015968	0.199600798403194	0	0	0	10.5788423153693	18.3632734530938	0	0	0	5.18962075848303	0.199600798403194	0	0	0.199600798403194	0	0	17.9640718562874	4.39121756487026	0	0	0	1.39720558882236	0	0	0	0.399201596806387	0	0	0	0	1.19760479041916	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	70	"AWI"	70	2874	3467	3245	16.2079510703364	0	26.9113149847095	0	0	0	0	0	0.305810397553517	1.52905198776758	0	0	0	18.6544342507645	6.42201834862385	0	0	0	2.44648318042813	2.14067278287462	0	0	0	0	0	10.0917431192661	5.19877675840979	0	0	0	7.95107033639144	0	0	0	0	0	0	0	0.305810397553517	1.8348623853211	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	80	"AWI"	80	3288	3567	3438	33.1818181818182	0.151515151515152	12.8787878787879	0	0	0	0	0	1.81818181818182	0.151515151515152	0	0	0	5.75757575757576	16.969696969697	0	0	0	3.78787878787879	0.151515151515152	0	0	0.151515151515152	0	0	16.2121212121212	6.06060606060606	0	0	0	1.81818181818182	0	0	0.454545454545455	0	0	0	0	0.151515151515152	0.303030303030303	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	90	"AWI"	90	3412	3900	3588	26.0479041916168	0	11.9760479041916	0	0.149700598802395	0	0	0	1.49700598802395	0.149700598802395	0	0.149700598802395	0	10.0299401197605	30.8383233532934	0	0	0	1.79640718562874	0.449101796407186	0	0	0	0	0	9.58083832335329	4.64071856287425	0	0	0	0.598802395209581	0	0	0.449101796407186	0	0	0	0	0.29940119760479	1.34730538922156	0
14639	22966	"Wachseldorn Untermoos"	46.82194	7.735	100	"AWI"	100	3514	4095	3773	36.8932038834951	0	6.31067961165049	0.161812297734628	0.323624595469256	0	0	0	0.647249190938511	0.323624595469256	0	0	0	7.28155339805825	11.3268608414239	0	0	0	2.10355987055016	0.485436893203883	0.161812297734628	0	0	0	0	21.3592233009709	8.41423948220065	0	0	0	2.26537216828479	0	0	0	0	0	0	0	0.647249190938511	1.29449838187702	0
