"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
13388	20034	"Dalmutladdo"	69.16667	20.71667	0	"AWI"	0	-126	76	-28	11.4583333333333	0	0	1.04166666666667	0	0	0	0	0	1.04166666666667	0	33.3333333333333	0	0	0	0	0	1.04166666666667	4.16666666666667	0	0	5.20833333333333	0	34.375	1.04166666666667	0	0	0	0	0	0	4.16666666666667	0	0	0	2.08333333333333	0	0	0	1.04166666666667
13388	20034	"Dalmutladdo"	69.16667	20.71667	4.5	"AWI"	4.5	-94	541.5	257	4.31654676258993	0	0	0.719424460431655	0	0	0	0	0	0.719424460431655	0	30.2158273381295	0	20.863309352518	0	0	0	0.719424460431655	11.5107913669065	0	0	1.43884892086331	0	25.8992805755396	1.43884892086331	0.719424460431655	0	0	0	0	0	0	0	0	0	0	0	0	0.719424460431655	0.719424460431655
13388	20034	"Dalmutladdo"	69.16667	20.71667	8	"AWI"	8	-36	654	377	3.39321357285429	0	0	0.199600798403194	0	74.251497005988	0	0	0	0.399201596806387	0	8.18363273453094	0	6.187624750499	0	0	0	0.598802395209581	1.59680638722555	0	0	0.598802395209581	0	3.39321357285429	0.399201596806387	0	0.199600798403194	0	0	0	0	0	0	0	0	0.399201596806387	0	0	0.199600798403194	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	12	"AWI"	12	39	754	469	13.4146341463415	0	0	1.21951219512195	0	0	0	0	0	2.4390243902439	0	37.8048780487805	0	0	0	0	0	2.4390243902439	12.1951219512195	0	0	4.8780487804878	0	21.9512195121951	2.4390243902439	0	0	0	0	0	0	0	0	0	0	1.21951219512195	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	16	"AWI"	16	176	825	572	11.1111111111111	1.01010101010101	0	1.01010101010101	0	0	0	0	0	3.03030303030303	0	35.3535353535354	0	0	0	0	0	0	18.1818181818182	0	0	10.1010101010101	0	16.1616161616162	0	0	0	0	0	0	0	0	0	0	2.02020202020202	1.01010101010101	0	0	0	1.01010101010101
13388	20034	"Dalmutladdo"	69.16667	20.71667	20	"AWI"	20	415	882	669	0.763358778625954	0	0	0	0	81.6793893129771	0	0	0	0.508905852417303	0.254452926208651	6.87022900763359	0	0	0	0.254452926208651	0	0.254452926208651	2.29007633587786	0	0	1.27226463104326	0	5.59796437659033	0	0	0.254452926208651	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	24	"AWI"	24	604	982	778	9.57446808510638	1.06382978723404	0	1.06382978723404	0	0	0	0	0	1.06382978723404	0	38.2978723404255	0	0	0	0	0	1.06382978723404	20.2127659574468	0	0	5.31914893617021	0	19.1489361702128	0	0	0	0	0	0	0	0	0	0	0	2.12765957446809	0	0	0	1.06382978723404
13388	20034	"Dalmutladdo"	69.16667	20.71667	28	"AWI"	28	715	1161	914	10	0	0	0	0	0	0	0	0	1.42857142857143	0	31.4285714285714	0	0	0	0	0	1.42857142857143	24.2857142857143	0	0	8.57142857142857	0	18.5714285714286	1.42857142857143	0	0	0	0	0	0	0	0	0	1.42857142857143	1.42857142857143	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	32	"AWI"	32	806	1330	1051	18.75	0	0	0	0	0	0	0	0	3.125	0	0	0	0	0	0	1.5625	1.5625	17.1875	0	0	12.5	0	45.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	36	"AWI"	36	909	1479	1197	6.06060606060606	0	0	0	0	0	0	0	0	0	0	43.9393939393939	0	0	0	1.51515151515152	0	0	16.6666666666667	0	0	13.6363636363636	0	16.6666666666667	0	0	1.51515151515152	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	40	"AWI"	40	1011	1607	1339	13.75	0	0	0	0	0	0	0	0	2.5	0	30	0	0	0	0	0	1.25	15	0	0	5	0	23.75	1.25	0	2.5	0	0	0	0	0	0	0	0	3.75	0	0	0	1.25
13388	20034	"Dalmutladdo"	69.16667	20.71667	44	"AWI"	44	1212	1698	1472	6.38297872340426	0	0	1.06382978723404	0	0	0	0	0	1.06382978723404	0	36.1702127659575	0	0	0	0	0	1.06382978723404	24.468085106383	0	0	7.4468085106383	0	20.2127659574468	0	0	0	0	0	0	0	0	0	0	0	2.12765957446809	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	48	"AWI"	48	1413	1804	1603	16.2162162162162	0	0	1.35135135135135	0	0	0	0	0	2.7027027027027	0	31.0810810810811	0	0	0	0	0	1.35135135135135	10.8108108108108	0	0	9.45945945945946	0	21.6216216216216	1.35135135135135	1.35135135135135	0	0	0	0	0	0	0	0	0	1.35135135135135	1.35135135135135	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	52	"AWI"	52	1528	1965	1740	17.8082191780822	0	0	0	0	0	0	0	0	1.36986301369863	1.36986301369863	35.6164383561644	0	0	0	1.36986301369863	0	1.36986301369863	12.3287671232877	0	0	6.84931506849315	0	15.0684931506849	0	1.36986301369863	1.36986301369863	0	0	0	0	0	0	0	1.36986301369863	0	0	0	0	2.73972602739726
13388	20034	"Dalmutladdo"	69.16667	20.71667	56	"AWI"	56	1617	2197	1870	8.57142857142857	0	0	0	0	0	0	0	0	0.952380952380952	0	49.5238095238095	0	0	0	0	0	1.9047619047619	17.1428571428571	0	0	4.76190476190476	0	15.2380952380952	0	0	1.9047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	60	"AWI"	60	1704	2371	2016	6.59340659340659	0	0	1.0989010989011	0	0	0	0	0	2.1978021978022	0	34.0659340659341	0	0	0	1.0989010989011	0	0	24.1758241758242	0	0	2.1978021978022	0	24.1758241758242	0	0	2.1978021978022	0	0	0	0	0	0	0	0	0	0	0	2.1978021978022	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	64	"AWI"	64	1834	2505	2165	8.33333333333333	0	0	3.125	0	0	0	0	0	1.04166666666667	0	39.5833333333333	0	0	0	0	0	0	18.75	0	0	2.08333333333333	0	25	1.04166666666667	0	0	0	0	0	0	0	0	0	0	1.04166666666667	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	68	"AWI"	68	1985	2633	2308	19.2771084337349	0	0	2.40963855421687	0	0	0	0	0	2.40963855421687	0	39.7590361445783	0	0	0	2.40963855421687	0	2.40963855421687	10.8433734939759	0	0	2.40963855421687	0	14.4578313253012	1.20481927710843	0	0	0	0	0	0	0	0	0	1.20481927710843	1.20481927710843	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	72	"AWI"	72	2174	2735	2454	7.89473684210526	0	0	0	0	0	0	0	0	0.87719298245614	0	41.2280701754386	0	0	0	0	0	0.87719298245614	24.5614035087719	0	0	3.50877192982456	0	18.4210526315789	0.87719298245614	0	0	0	0	0	0	0	0	0	0	1.75438596491228	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	76	"AWI"	76	2354	2862	2591	10.1123595505618	0	0	0	0	0	0	0	0	1.12359550561798	1.12359550561798	42.6966292134831	0	0	0	0	0	1.12359550561798	19.1011235955056	0	0	4.49438202247191	0	17.9775280898876	1.12359550561798	0	0	0	0	0	0	0	0	0	0	1.12359550561798	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	80	"AWI"	80	2418	3080	2722	8.24742268041237	0	0	1.03092783505155	0	0	0	0	0	0	1.03092783505155	51.5463917525773	0	0	0	0	0	3.09278350515464	13.4020618556701	0	0	2.06185567010309	0	16.4948453608247	1.03092783505155	0	0	0	0	0	0	0	0	0	0	2.06185567010309	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	84	"AWI"	84	2525	3215	2852	10.6796116504854	0	0	0	0	0	0	0	0	0.970873786407767	0	46.6019417475728	0	0	0	0	0	2.9126213592233	13.5922330097087	0	0	2.9126213592233	0	16.504854368932	0.970873786407767	0	1.94174757281553	0	0	0	0	0	0	0	0.970873786407767	1.94174757281553	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	88	"AWI"	88	2628	3348	2982	4.92753623188406	0	0	0	0	64.927536231884	0	0	0	0	0	10.7246376811594	0	0	0	0	0	0.579710144927536	9.85507246376812	0	0	1.15942028985507	0	6.66666666666667	0.289855072463768	0	0.579710144927536	0	0	0	0	0	0	0	0	0.289855072463768	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	92	"AWI"	92	2732	3488	3108	10.4761904761905	0	0	0	0	0	0	0	0	0	0	38.0952380952381	0	0	0	0	0.952380952380952	0	24.7619047619048	0	0	1.9047619047619	0	17.1428571428571	0.952380952380952	0	0.952380952380952	0	0	0	0	0	0	0	0	2.85714285714286	0	0	0.952380952380952	0.952380952380952
13388	20034	"Dalmutladdo"	69.16667	20.71667	96	"AWI"	96	2854	3613	3241	11.1111111111111	1.11111111111111	0	0	0	0	0	0	0	1.11111111111111	0	35.5555555555556	0	0	0	0	0	1.11111111111111	25.5555555555556	1.11111111111111	0	2.22222222222222	0	17.7777777777778	2.22222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	100	"AWI"	100	2971	3740	3379	19.5121951219512	1.21951219512195	0	0	0	0	0	0	0	0	0	29.2682926829268	0	0	0	0	0	0	18.2926829268293	0	0	3.65853658536585	0	25.609756097561	0	0	0	0	0	0	0	0	0	0	1.21951219512195	1.21951219512195	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	104	"AWI"	104	3128	3846	3507	2.3696682464455	0	0	0	0	80.5687203791469	0	0	0	0.947867298578199	0	5.45023696682464	0	0	0	0	0	0.23696682464455	4.2654028436019	0	0	0.710900473933649	0	4.50236966824645	0.4739336492891	0	0	0	0	0	0	0	0	0	0.23696682464455	0.23696682464455	0	0	0	0
13388	20034	"Dalmutladdo"	69.16667	20.71667	108	"AWI"	108	3329	3940	3633	19.4805194805195	0	0	1.2987012987013	0	0	0	0	0	1.2987012987013	0	22.0779220779221	0	0	0	0	0	3.8961038961039	11.6883116883117	0	0	1.2987012987013	0	31.1688311688312	0	0	1.2987012987013	0	0	0	0	0	0	0	0	2.5974025974026	0	0	3.8961038961039	0
