"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15991	24669	"Marais des Bourbes"	46.55	-1.81667	5	"AWI"	5	-112	44	-29	0	0	2.07253886010363	1.03626943005181	0	0	0	0	0	0	0	0.518134715025907	0	0	0	0	0	0.518134715025907	0.518134715025907	0	0	0	0	1.03626943005181	0	0.518134715025907	0	0	0	0	0.518134715025907	0	0	0	0	0	0	0.518134715025907	0	0	0	0	0	0	0	0	67.8756476683938	0	0	8.29015544041451	0	0	0	8.29015544041451	5.18134715025907	1.03626943005181	0	0	0	0	2.07253886010363	0	0	0	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	10	"AWI"	10	-99	68	-13	0.244498777506112	0	3.42298288508557	2.20048899755501	0.488997555012225	0	0.733496332518337	0	0	0.244498777506112	0	0.733496332518337	0	0.244498777506112	0.244498777506112	0	0	0.244498777506112	0	0	0	0.488997555012225	0	10.0244498777506	0	0.488997555012225	0	0.97799511002445	0	0	0.244498777506112	0	0	0	0.244498777506112	0	0.733496332518337	0.244498777506112	0	0	0	0	0	0	0.244498777506112	0	37.4083129584352	0	0	29.3398533007335	0	0.244498777506112	0	4.15647921760391	1.46699266503667	0.488997555012225	0	0	0.244498777506112	1.46699266503667	1.46699266503667	0	0	0.733496332518337	0	0	0	0.244498777506112	0.244498777506112	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	15	"AWI"	15	-90	98	3	0	0	0.632911392405063	1.89873417721519	0.632911392405063	0	0.632911392405063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632911392405063	0	0.632911392405063	0	0	0	0	0	0	0	0	0	0	0.632911392405063	0.632911392405063	0	0	0	0	0	0	0	0	89.2405063291139	0	0	0	0	0	0	3.16455696202532	1.26582278481013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	20	"AWI"	20	-83	132	18	0	0.332225913621262	0.664451827242525	0.996677740863787	0.996677740863787	0	0.332225913621262	0	0	0	0	1.32890365448505	0	0	0	0	0	0	0	0	0	0.664451827242525	0	11.9601328903654	0	0.332225913621262	0.332225913621262	0.664451827242525	0	0	0	0	0	0	0	0	0.332225913621262	0	0	0	0	0	0	0	0	0	54.485049833887	0	0	15.6146179401993	0	0.332225913621262	0	3.98671096345515	1.32890365448505	0.332225913621262	0	0	0.664451827242525	1.32890365448505	0.332225913621262	0	0	1.66112956810631	0	0	0	0.332225913621262	0.332225913621262	0	0	0	0.332225913621262
15991	24669	"Marais des Bourbes"	46.55	-1.81667	25	"AWI"	25	-76	169	33	0	0	0	1.6304347826087	0.543478260869565	0	1.6304347826087	0	0	0	0	0.543478260869565	0	0	0	0	0	0.543478260869565	0	0	0	0	0	5.43478260869565	0.543478260869565	0.543478260869565	0	0	0	0	0	0	0	0	0	0	0.543478260869565	0.543478260869565	0	0	0	0	0	0	0	0	73.9130434782609	0	0	0	0	0	0	8.69565217391304	3.26086956521739	0	0	0	0	0	1.08695652173913	0	0	0.543478260869565	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	30	"AWI"	30	-70	208	48	0	0	0.555555555555556	0.833333333333333	0	0	1.94444444444444	0	0	0	0	1.11111111111111	0.277777777777778	0.277777777777778	0.277777777777778	0	0	0.277777777777778	0	0	0	1.11111111111111	0	17.5	0	0.555555555555556	0	0	0	0.277777777777778	0	0	0	0.277777777777778	0	0	0	0.277777777777778	0	0	0	0	0	0	0.277777777777778	0	48.8888888888889	0	0	18.6111111111111	0	0	0	3.33333333333333	0.277777777777778	0.277777777777778	0	0	0	1.38888888888889	0.833333333333333	0	0.555555555555556	0	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	35	"AWI"	35	-57	236	64	0	0	0	1.0752688172043	0	0	0	0	0	0.3584229390681	0	0	0	0	0	0	0	0	0	0	0	0.3584229390681	0	48.3870967741936	0.3584229390681	1.4336917562724	0	0	0	1.0752688172043	0	0	0	0	0	0	0.3584229390681	0	0	0	0	0	0	0	0	0	39.426523297491	0	0	0	0	1.0752688172043	0	2.1505376344086	0.716845878136201	0.716845878136201	0	0	0	1.4336917562724	0	0	0	0.3584229390681	0	0	0	0	0.716845878136201	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	40	"AWI"	40	-39	246	84	0	0	0.36231884057971	1.08695652173913	1.08695652173913	0	1.08695652173913	0	0	0	0	2.89855072463768	0	0	0.36231884057971	0	0	0	0	0	0	1.08695652173913	0	21.7391304347826	0	0	0	0	0	0	0	0	0	0.36231884057971	0	0	0	0.36231884057971	0	0	0	0	0	0	0	0	38.768115942029	0	0	23.1884057971014	0	0	0	3.26086956521739	1.08695652173913	1.08695652173913	0	0	0	1.44927536231884	0.36231884057971	0	0	0.36231884057971	0	0	0	0	0	0	0	0	0
15991	24669	"Marais des Bourbes"	46.55	-1.81667	50	"AWI"	50	-16	268	127	0	0.355871886120996	0.711743772241993	2.13523131672598	3.20284697508897	0	3.20284697508897	0	0	0.355871886120996	0	1.77935943060498	0	0.711743772241993	0	0	0	0	0	0	0	1.06761565836299	0	54.0925266903915	0.355871886120996	0.355871886120996	0	0	0	1.06761565836299	0.355871886120996	0	0	0	0.355871886120996	0	0.355871886120996	0	0.355871886120996	0	0	0	0	0	0	0	1.77935943060498	0	0	11.7437722419929	0	0.355871886120996	0	5.33807829181495	0.355871886120996	1.77935943060498	0	0	0.711743772241993	2.49110320284698	2.13523131672598	0	0	1.77935943060498	0	0	0	0	0.355871886120996	0	0	0	0.355871886120996
15991	24669	"Marais des Bourbes"	46.55	-1.81667	60	"AWI"	60	0	308	166	0	0.617283950617284	2.77777777777778	1.54320987654321	0.617283950617284	0	4.01234567901235	0	0	0.308641975308642	0	1.54320987654321	0	0.308641975308642	0.308641975308642	0	0	0	0	0	0	0.925925925925926	0	41.0493827160494	0	0.617283950617284	0	0	0	0.308641975308642	0.308641975308642	0	0	0	0.308641975308642	0	0.925925925925926	0.308641975308642	0.308641975308642	0	0	0	0	0	0.308641975308642	0	1.85185185185185	0	0	26.5432098765432	0	0.308641975308642	0	6.79012345679012	1.23456790123457	0.925925925925926	0	0	0	2.46913580246914	1.54320987654321	0	0	0.617283950617284	0	0	0	0	0.308641975308642	0	0	0	0
