"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acanthaceae"	"Acer"	"Aizoaceae"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cotinus"	"Cyperaceae"	"Datiscaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Morus"	"Olea"	"Oleaceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Paliurus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
3139	4083	"Halos I"	39.160154	22.837282	45	"AWI"	45	126	1050	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238	0	0	0	0	0	0	52.3809523809524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.4285714285714	0	0	0	0	0	0	0	0	16.6666666666667	2.38095238095238	0	0	0	0	0	0	2.38095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38095238095238
3139	4083	"Halos I"	39.160154	22.837282	60	"AWI"	60	350	1188	798	0	0	0	0	0.99009900990099	0	0	0	0	0.99009900990099	0	0	0	0	0	0	0	0	0	0.99009900990099	0	5.94059405940594	0	0.99009900990099	0	0	0	1.98019801980198	0	23.7623762376238	0	0	2.97029702970297	0	0	0.99009900990099	0	0	0	0	0	0	0	0.99009900990099	0	0	0	0	0	0	0.99009900990099	0	0	0	4.95049504950495	0.99009900990099	0	0	6.93069306930693	0	0	0	0	0	0	0	0	34.6534653465347	8.91089108910891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99009900990099	0	0.99009900990099	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	80	"AWI"	80	710	1350	1074	1.60427807486631	0	0	0	0	0	0	0	0.53475935828877	0	0	0	0.53475935828877	0	0.53475935828877	0	0	0	0	0	0	1.60427807486631	1.06951871657754	0	0	0	0	0.53475935828877	0	29.4117647058824	0	0	3.20855614973262	0	0	0	0	0	0	0	0	0	0	0.53475935828877	0	0	0	0.53475935828877	0	0	1.60427807486631	0	0.53475935828877	0	0	0	0	0	21.9251336898396	0.53475935828877	0	0	0	0	0	0	0	28.3422459893048	6.41711229946524	0	0	0	0.53475935828877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	100	"AWI"	100	1120	1560	1350	1.03092783505155	0	0	0	2.06185567010309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03092783505155	0	34.020618556701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06185567010309	0	0	0	0	0	0	0	31.9587628865979	0	0	0	0	0	0	0	0	20.6185567010309	4.12371134020619	0	0	0	0	0	0	0	1.03092783505155	0	0	0	0	0	0	0	0	0	0	0	0	2.06185567010309
3139	4083	"Halos I"	39.160154	22.837282	120	"AWI"	120	1254	2236	1611	0.806451612903226	0	0	0	0.806451612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.8709677419355	0	0	1.61290322580645	0	0	0	0	0	0	0	0	0	0	0.806451612903226	0	0.806451612903226	0	0	0	0	2.41935483870968	0	0	0	0	0	0	0	25.8064516129032	0	0	0	0	0	0	0	0	19.3548387096774	10.4838709677419	0	0	0	0	0	0	0.806451612903226	0	0	0	0	2.41935483870968	0	0	0	0	0	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	140	"AWI"	140	1464	2550	1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82758620689655	0	0	0	0	0	0.689655172413793	0	22.7586206896552	0	0	2.75862068965517	0	0	0	0	0	0	0	0	0	0.689655172413793	0	0	0	0	0	0	0	2.75862068965517	0	0	0	0	0	0	0.689655172413793	24.1379310344828	0	0	0	0	0	0	0	0	26.2068965517241	11.7241379310345	0	0	0	0	0	0	1.37931034482759	0	0	0	0	0	0	0	0	0.689655172413793	0.689655172413793	0	0	0	0
3139	4083	"Halos I"	39.160154	22.837282	160	"AWI"	160	1722	2810	2293	2.74725274725275	0	0	0	1.64835164835165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64835164835165	0.549450549450549	0	0	0	0	0.549450549450549	0	29.1208791208791	0	0	4.3956043956044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549450549450549	0	0	1.64835164835165	0	0	0	0	0	0	0	22.5274725274725	0	0	0	0	0	0	0	0	29.6703296703297	4.3956043956044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549450549450549
3139	4083	"Halos I"	39.160154	22.837282	180	"AWI"	180	2120	3029	2610	0	0	0	0	0.699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7972027972028	1.3986013986014	0	0	0	0	0	0	31.4685314685315	0	0	2.7972027972028	0	0	0	0	0	0	0	0	0	0	1.3986013986014	0	0	0	0	0	0	1.3986013986014	0	0	0	0	0	0	0	11.8881118881119	0.699300699300699	0	0	0	0	0	0	0	28.6713286713287	13.2867132867133	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3986013986014	0.699300699300699	0	0.699300699300699	0	0	0.699300699300699	0
3139	4083	"Halos I"	39.160154	22.837282	200	"AWI"	200	2614	3223	2920	0.190114068441065	0	0	0	0.380228136882129	37.8326996197719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.190114068441065	0	0	0.570342205323194	0	0	0	43.1558935361217	0	0	0.950570342205323	0	0	0	0	0	0	0	0.190114068441065	0	0	0	0	0.190114068441065	0	0	0	0	0.760456273764259	0.570342205323194	0	0	0	0	0.380228136882129	0	3.99239543726236	0	0	0	0	0	0	0	0	7.41444866920152	2.09125475285171	0	0	0	0	0	0	0	0.190114068441065	0	0	0	0	0	0	0	0	0.190114068441065	0	0	0.380228136882129	0.380228136882129
3139	4083	"Halos I"	39.160154	22.837282	210	"AWI"	210	2840	3356	3081	14.0845070422535	0	0	0	1.40845070422535	0	0	0	2.8169014084507	0	0	0	0	0	1.40845070422535	0	0	0	1.40845070422535	0	0	0	0	0	0	0	0	0	0	11.2676056338028	0	0	2.8169014084507	0	0	0	0	0	0	0	0	0	1.40845070422535	0	0	0	0	1.40845070422535	0	0	2.8169014084507	0	0	0	0	0	0	0	30.9859154929577	0	0	0	0	0	0	0	0	23.943661971831	2.8169014084507	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40845070422535	0	0	0	0	0	0	0
