"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26991	47520	"Prášilské jezero"	49.075004	13.399778	1517.25	"AWI"	1517.25	948.25	2035.25	1447.25	78	0	43	0	0	0	1	0	25	0	0	0	1	0	0	18	2	0	0	0	0	104	5	0	0	0	0	0	0	0	0	12	131	49	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	3	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1518.25	"AWI"	1518.25	992	2102.75	1498.5	116	2	49	2	0	0	1	0	31	0	0	0	1	0	0	43	2	0	0	0	0	127	3	0	0	0	0	0	0	0	0	22	113	41	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	1	2	1	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1519.25	"AWI"	1519.25	1077.25	2139.75	1557.75	94	2	55	0	0	0	1	0	26	0	0	0	2	0	0	26	5	0	0	0	0	91	3	0	0	0	0	0	0	0	0	17	78	47	0	0	0	0	0	0	29	0	0	0	1	2	0	0	0	0	1	2	2	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1520.25	"AWI"	1520.25	1150.75	2170.75	1620	90	0	61	0	0	0	3	0	65	0	0	0	3	0	0	32	2	0	0	0	0	108	8	0	0	0	0	0	0	0	0	19	116	66	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	7	4	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1521.25	"AWI"	1521.25	1207.5	2205.5	1680.75	76	0	62	0	0	0	0	0	36	0	1	0	2	0	0	36	3	0	0	0	0	121	3	0	0	1	0	0	0	0	1	12	96	41	0	0	0	0	0	0	20	0	0	1	0	1	0	0	0	0	0	4	0	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1522.25	"AWI"	1522.25	1242.5	2256.75	1743	89	2	84	0	0	0	2	0	44	0	0	0	0	0	0	55	2	0	0	0	0	127	8	0	0	0	0	0	0	0	0	16	123	52	0	0	0	0	0	0	19	0	0	0	2	4	0	0	0	0	2	5	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1523.25	"AWI"	1523.25	1283	2310.75	1800.75	97	0	72	3	0	0	4	0	61	0	1	0	0	0	0	44	4	0	0	0	0	147	8	0	0	4	0	0	0	0	0	21	140	41	0	0	0	0	0	0	35	0	0	0	0	3	0	0	0	0	0	1	11	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1524.25	"AWI"	1524.25	1357.5	2326.5	1851	49	0	65	0	0	0	0	0	34	0	0	0	0	0	0	29	1	0	0	0	0	147	5	0	0	0	0	0	0	0	1	4	86	38	0	0	0	0	0	0	30	0	0	0	0	2	0	0	0	0	2	3	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1525.25	"AWI"	1525.25	1401.75	2347	1901.5	65	0	39	0	0	0	2	0	18	0	0	0	0	0	0	18	2	0	0	0	0	117	3	0	0	0	0	0	0	0	0	14	123	41	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	3	2	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1526.25	"AWI"	1526.25	1439.5	2377.5	1958	94	0	54	0	0	0	0	0	24	0	0	0	0	0	0	22	2	0	0	0	0	131	2	0	0	2	0	0	0	0	0	8	115	67	0	0	0	0	0	0	44	0	0	2	3	2	0	0	0	0	1	8	8	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1527.25	"AWI"	1527.25	1473.25	2418.75	2009.25	84	0	53	0	0	0	0	0	25	0	2	0	1	0	0	25	1	0	0	0	0	88	3	0	0	0	0	0	0	0	0	8	77	75	0	0	0	0	0	0	40	0	0	0	3	1	0	0	0	0	1	4	6	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1528.25	"AWI"	1528.25	1517.75	2462	2058.25	64	0	64	0	0	0	3	0	30	0	1	0	0	0	0	26	2	0	0	0	0	84	2	0	0	0	0	0	0	0	0	9	85	83	0	0	0	0	0	0	36	0	0	0	1	1	0	0	0	0	3	2	4	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1530.25	"AWI"	1530.25	1673.75	2502.5	2161.25	62	2	63	1	0	0	1	0	94	0	0	0	1	0	0	31	2	0	0	0	0	114	3	0	0	0	0	0	0	0	1	6	77	96	0	0	0	0	0	0	25	0	0	0	1	4	0	0	0	0	2	3	6	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1531.25	"AWI"	1531.25	1732	2532.75	2217.75	53	2	45	0	0	0	0	0	36	0	0	0	1	0	0	19	2	0	0	0	0	170	4	0	0	0	0	0	0	0	0	3	76	66	0	0	0	0	0	0	32	0	0	0	3	1	0	0	0	0	3	6	8	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1532.25	"AWI"	1532.25	1787.75	2569.25	2272.75	82	1	39	0	0	0	1	0	31	0	0	0	0	0	0	35	2	0	0	0	0	132	1	0	0	2	0	0	0	0	0	3	102	45	0	0	0	0	0	0	39	0	0	0	3	0	0	0	0	0	5	3	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1534.25	"AWI"	1534.25	1998.75	2629.5	2368.5	57	0	53	2	0	0	1	0	85	0	0	0	0	0	0	46	3	0	0	0	0	64	1	0	0	0	0	0	0	0	0	3	94	85	0	0	0	0	0	0	20	0	0	0	1	1	0	0	0	1	2	1	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1536.25	"AWI"	1536.25	2218.25	2661.25	2463.25	49	0	41	0	0	0	4	0	39	0	0	0	0	0	0	29	0	0	0	0	0	105	2	0	0	0	0	0	0	0	1	4	111	59	0	0	0	0	0	0	22	0	0	1	5	4	0	0	0	0	3	4	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1538.25	"AWI"	1538.25	2372.5	2719.75	2568.75	56	1	57	0	0	0	3	0	65	0	0	0	1	0	0	29	1	0	0	0	0	140	3	0	0	1	0	0	0	0	0	4	131	37	0	0	0	0	0	0	12	0	0	1	1	2	0	0	0	0	0	4	5	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1539.25	"AWI"	1539.25	2461	2756	2628	81	0	43	1	0	0	1	0	42	0	0	0	0	0	0	52	4	0	0	0	0	152	3	0	0	0	0	0	0	0	0	12	98	24	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	3	5	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1540.25	"AWI"	1540.25	2513	2854	2689.75	73	1	54	1	0	0	2	0	33	0	0	0	1	0	0	37	3	0	0	0	0	132	2	0	0	1	0	0	0	0	0	3	130	47	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	5	3	4	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1542.25	"AWI"	1542.25	2558.75	3132.5	2800.75	85	0	70	0	0	0	1	0	36	0	0	0	0	0	0	31	0	0	0	0	0	74	6	0	0	0	0	0	0	0	0	4	94	70	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	1	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1544.25	"AWI"	1544.25	2631	3297.25	2906.75	77	1	51	0	0	0	1	0	33	0	0	0	1	0	0	48	7	0	0	0	0	134	4	0	0	1	0	0	0	0	0	3	109	46	0	0	0	0	0	0	23	0	0	0	1	3	0	0	0	0	3	4	7	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1546.25	"AWI"	1546.25	2688	3425.25	3020.5	70	0	65	0	0	0	2	0	61	0	1	0	2	0	0	48	1	0	0	0	0	90	11	0	0	1	0	0	0	0	0	6	74	35	0	0	0	0	0	0	23	0	0	0	2	2	0	0	0	0	5	5	0	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1548.25	"AWI"	1548.25	2747.75	3620	3124.5	71	0	57	0	0	0	3	0	47	0	0	0	0	0	0	70	3	0	0	0	0	81	4	0	0	0	0	0	0	0	0	4	98	53	0	0	0	0	0	0	44	0	0	0	2	1	0	0	0	0	3	3	2	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1550.25	"AWI"	1550.25	2862.5	3732.75	3249.75	69	1	65	0	0	0	6	0	38	0	0	0	1	0	0	61	3	0	0	0	0	117	6	0	0	1	0	0	0	0	0	3	105	35	0	0	0	0	0	0	27	0	0	0	0	2	0	0	0	0	3	3	8	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1552.25	"AWI"	1552.25	2926.5	3913.5	3385	62	0	56	1	0	0	3	0	29	0	0	0	0	0	0	62	0	0	0	0	0	83	5	0	0	1	0	0	0	0	0	1	95	47	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	3	0	4	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1554.25	"AWI"	1554.25	3033	4039.25	3504.5	61	0	55	1	0	0	4	0	18	0	0	0	1	0	0	59	3	0	0	0	0	90	3	0	0	0	0	0	0	0	1	2	123	24	0	0	0	0	0	0	21	0	0	1	0	2	0	0	0	0	2	2	5	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1556.25	"AWI"	1556.25	3120.75	4129	3625.5	105	0	50	0	0	0	1	0	40	0	0	0	1	0	0	57	0	0	0	0	0	149	3	0	0	0	0	0	0	0	0	8	174	28	0	0	0	0	0	0	21	0	0	1	0	0	0	0	1	0	2	5	6	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1558.25	"AWI"	1558.25	3209.25	4246.25	3742	71	0	76	0	0	0	3	0	48	0	0	0	0	0	0	44	2	0	0	0	0	118	2	0	0	0	0	0	0	0	0	3	97	42	0	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	1	3	0	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1560.25	"AWI"	1560.25	3351.5	4301.5	3855.5	46	2	64	0	0	0	2	0	18	0	0	0	1	0	0	59	2	0	0	0	0	123	3	0	0	0	0	0	0	1	0	5	100	28	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	3	11	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1561.25	"AWI"	1561.25	3397.75	4345.75	3913.75	56	0	96	0	0	0	2	0	35	0	0	0	0	0	0	56	3	0	0	0	0	83	16	0	0	0	0	0	0	0	0	3	90	39	0	0	0	0	0	0	13	0	0	0	0	3	0	0	1	0	2	9	4	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1562.25	"AWI"	1562.25	3433.25	4400.5	3972.75	56	1	69	0	0	0	2	0	24	0	0	0	0	0	0	61	3	0	0	0	0	88	5	0	0	0	0	0	1	0	0	2	107	28	0	0	0	0	0	0	21	0	0	0	0	3	0	0	0	0	6	11	2	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1564.25	"AWI"	1564.25	3605.5	4484.25	4085.5	86	2	68	0	0	0	0	0	16	0	0	0	0	0	0	79	1	0	0	0	0	108	4	0	0	0	0	0	0	0	0	3	135	22	0	0	0	0	0	0	29	0	0	0	1	1	0	0	0	0	0	5	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1566.25	"AWI"	1566.25	3760	4547.5	4205.25	26	1	70	0	0	0	1	0	34	0	0	0	1	0	0	49	3	0	0	0	0	140	10	0	0	2	0	0	0	0	1	0	66	28	0	0	0	0	0	0	39	0	0	0	0	1	0	0	0	0	2	2	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1568.25	"AWI"	1568.25	3894	4654.75	4330.75	66	2	47	0	0	0	1	0	18	0	0	0	0	0	0	80	1	0	0	0	0	107	4	0	0	0	0	0	0	0	0	4	149	39	0	0	0	0	0	0	29	0	0	1	0	1	0	0	0	0	8	5	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1570.25	"AWI"	1570.25	4211.5	4726	4430.5	37	1	66	1	0	0	1	0	35	0	1	0	0	0	0	79	4	0	0	0	0	127	16	0	0	0	0	0	0	0	0	2	136	24	0	0	0	0	0	0	34	0	0	0	0	1	0	0	0	0	11	9	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1571.25	"AWI"	1571.25	4346	4763.25	4486.5	43	1	51	0	0	0	1	0	31	0	0	0	0	0	0	67	4	0	0	0	0	77	15	0	0	0	0	0	0	0	1	4	136	37	0	0	0	0	0	0	23	0	0	1	0	1	0	0	0	0	1	6	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1572.25	"AWI"	1572.25	4426	4826.25	4549	16	0	35	0	0	0	1	0	26	0	0	0	2	0	0	73	2	0	0	0	0	90	11	0	0	1	0	0	0	0	1	2	142	43	0	0	0	0	0	0	22	0	0	0	0	1	0	0	1	0	8	7	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1574.25	"AWI"	1574.25	4503.75	4994	4697.75	40	0	51	0	0	0	1	0	41	0	0	0	0	0	0	97	1	0	0	0	0	100	3	0	0	0	0	0	0	0	0	2	151	53	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	8	7	1	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1576.25	"AWI"	1576.25	4543	5273.75	4851.5	41	2	56	0	0	0	3	0	31	0	0	0	0	0	0	76	6	0	0	0	0	72	8	0	0	1	0	0	0	0	0	1	129	19	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	2	2	3	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1578.25	"AWI"	1578.25	4592	5611.25	4991.5	49	0	62	0	0	0	1	0	31	0	0	0	0	0	0	76	4	0	0	0	0	94	9	0	0	0	0	0	0	0	0	1	149	31	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	0	5	7	1	0	0
