"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Aristolochiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	265	"AWI"	265	1311	2927	2363	10.9120521172638	0.488599348534202	0	0.488599348534202	0	0	0	0	0.977198697068404	0	0	0	0	0	0	0	0	0	0	0	3.09446254071661	0	0	0	0	0	0	37.9478827361564	0.162866449511401	1.1400651465798	0	0	0	0	0	0	0	0	0	0	0.162866449511401	13.3550488599349	12.7035830618893	0	0	0	0	0	0	0	14.3322475570033	0	0	0	0.488599348534202	0	0.162866449511401	0	0	0	0	0.162866449511401	0.651465798045603	1.62866449511401	1.1400651465798	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	270	"AWI"	270	1651	2972	2486	13.5467980295567	0.246305418719212	0	0.738916256157635	0	0	0.246305418719212	0	1.23152709359606	0	0	0	0.246305418719212	0	0.492610837438424	0	0	0	0	0	5.17241379310345	0	0	0	0	0	0	41.6256157635468	0	1.47783251231527	0	0	0	0	0	0	0	0	0	0	0	10.5911330049261	11.8226600985222	0	0	0	0	0	0	0	6.40394088669951	0	0.246305418719212	0	0	0	0	0	0	0	0	0.246305418719212	2.46305418719212	2.95566502463054	0	0	0.246305418719212
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	275	"AWI"	275	1901	3038	2609	9.79381443298969	1.03092783505155	0	0	0	0	0	0	3.09278350515464	0	0	0	0	0	0.171821305841924	0	0	0	0	0	5.15463917525773	0	0	0	0	0	0	38.3161512027491	0	0.687285223367698	0	0	0	0	0	0	0	0	0	0	0	13.0584192439863	11.5120274914089	0	0	0	0	0	0.171821305841924	0	10.1374570446735	0	0	0	1.3745704467354	0	0.171821305841924	0	0	0	0	0.171821305841924	1.20274914089347	3.60824742268041	0.343642611683849	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	280	"AWI"	280	2082	3129	2736	5.66502463054187	1.23152709359606	0	0.246305418719212	0	0	0	0	0.985221674876847	0	0	0	0	0.246305418719212	0.246305418719212	0	0	0	0	0	3.94088669950739	0	0	0	0	0	0	47.7832512315271	0	1.72413793103448	0	0	0	0	0	0	0	0	0	0	0	6.40394088669951	18.4729064039409	0	0	0	0	0	0	0	4.67980295566502	0	0	0	0.985221674876847	0	0.985221674876847	0	0	0	0	0.492610837438424	0.738916256157635	3.69458128078818	1.23152709359606	0	0.246305418719212
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	285	"AWI"	285	2387	3193	2827	4.54545454545455	0.545454545454546	0	0.727272727272727	0	0	0	0	5.45454545454545	0	0	0	0	0	0.181818181818182	0	0	0	0	0	4.90909090909091	0	0	0	0	0	0	39.8181818181818	0	2.36363636363636	0	0	0	0	0	0	0	0	0	0	0	10	16.5454545454545	0	0	0	0	0	0	0	8.18181818181818	0	0	0	0.363636363636364	0	0.545454545454546	0	0	0	0	0.181818181818182	1.45454545454545	3.09090909090909	1.09090909090909	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	290	"AWI"	290	2560	3291	2931	3.29411764705882	0.470588235294118	0	0.235294117647059	0	0	0	0	4	0	0	0	0	0	0.235294117647059	0	0	0	0	0	7.29411764705882	0	0	0	0	0	0	39.0588235294118	0	1.17647058823529	0	0	0	0	0	0	0	0	0	0	0	9.64705882352941	21.4117647058824	0	0	0	0	0	0	0	4.47058823529412	0	0	0	0.470588235294118	0	0.705882352941177	0	0	0	0	0.235294117647059	1.41176470588235	4.47058823529412	1.41176470588235	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	295	"AWI"	295	2686	3422	3045	2.02020202020202	0.336700336700337	0	0.336700336700337	0	0	0	0	3.1986531986532	0	0	0	0	0	0	0	0	0	0	0	4.20875420875421	0	0	0	0	0	0	50	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	7.91245791245791	20.03367003367	0	0	0	0	0	0	0	6.56565656565657	0	0	0	0	0	0.505050505050505	0	0	0.168350168350168	0	0	0	2.86195286195286	0.841750841750842	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	300	"AWI"	300	2798	3549	3153	1.73267326732673	0.742574257425743	0	0.99009900990099	0	0	0	0	3.71287128712871	0	0	0	0.247524752475248	0	0.495049504950495	0	0	0	0	0	8.91089108910891	0	0	0	0	0	0	41.0891089108911	0	0	0	0	0	0	0	0	0	0	0	0	0	8.16831683168317	20.7920792079208	0	0	0	0	0	0	0	7.92079207920792	0	0	0	0.495049504950495	0	0.495049504950495	0	0	0	0	0.247524752475248	0.742574257425743	1.98019801980198	1.23762376237624	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	305	"AWI"	305	2867	3729	3250	0.613496932515337	1.22699386503067	0	1.6359918200409	0	0	0	0	6.74846625766871	0	0	0	0.204498977505113	0	0	0	0	0	0	0	5.72597137014315	0	0	0	0	0	0	46.6257668711656	0	2.45398773006135	0	0	0	0	0	0	0	0	0.204498977505113	0	0	6.95296523517382	16.1554192229039	0	0	0	0	0	0.204498977505113	0	6.13496932515337	0	0	0	0.204498977505113	0	0.204498977505113	0	0	0	0	0.204498977505113	0	2.04498977505112	2.45398773006135	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	310	"AWI"	310	2939	3906	3347	1.1142061281337	0.278551532033426	0	0.835654596100279	0	0	0	0	3.62116991643454	0	0	0	0	0	0	0	0	0	0	0	4.73537604456824	0	0	0	0	0	0	44.2896935933148	0	0.557103064066852	0	0	0	0	0	0	0	0	0	0	0	9.74930362116992	24.2339832869081	0	0	0	0	0	0	0	6.12813370473538	0	0	0	0	0	0.278551532033426	0	0	0	0	0	0	3.62116991643454	0.557103064066852	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	315	"AWI"	315	3033	3990	3456	0	1.44628099173554	0	0.619834710743802	0	0	0	0	3.09917355371901	0	0	0	0	0	0.413223140495868	0	0	0	0	0	6.40495867768595	0	0	0	0	0	0	42.9752066115703	0	2.06611570247934	0	0	0	0	0	0	0	0	0.826446280991736	0	0	10.1239669421488	19.4214876033058	0	0	0	0	0	0	0	6.61157024793388	0	0	0	0	0	0	0	0	0	0	0.206611570247934	1.2396694214876	4.13223140495868	0.413223140495868	0	0
3458	4476	"Tarnawa Wyzna"	49.111154	22.82692	320	"AWI"	320	3091	4107	3559	0.196078431372549	0.196078431372549	0	0.196078431372549	0	0	0	0	2.74509803921569	0	0	0	0	0	0.196078431372549	0	0	0	0	0	4.50980392156863	0	0	0	0	0	0	39.0196078431373	0	2.35294117647059	0.196078431372549	0	0	0	0	0	0	0	0	0	0	11.9607843137255	22.5490196078431	0	0	0	0	0	0.196078431372549	0	7.64705882352941	0	0	0	0.196078431372549	0	0.196078431372549	0	0	0	0	0.392156862745098	2.35294117647059	3.13725490196078	1.76470588235294	0	0
