"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Violaceae"
14274	22346	"Stráženská slat"	48.899104	13.741768	180	"AWI"	180	1671	4143	2804	53	1	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	14	0	0	0	0	74	1	0	0	0	0	0	0	0	0	0	0	32	61	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	3	0
14274	22346	"Stráženská slat"	48.899104	13.741768	190	"AWI"	190	1790	4337	2968	42	0	0	1	0	0	2	0	24	0	0	0	0	0	0	0	0	0	22	0	0	0	0	90	0	0	0	1	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	200	"AWI"	200	1928	4477	3129	120	0	0	1	0	0	1	0	25	0	0	0	0	0	0	0	0	1	22	1	0	0	0	125	3	0	0	1	0	0	0	0	0	0	0	41	29	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	210	"AWI"	210	2060	4678	3284	100	0	0	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	8	3	0	0	0	120	3	0	0	0	0	0	0	0	0	0	0	55	26	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	1	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	220	"AWI"	220	2206	4825	3452	47	0	0	0	0	1	2	0	26	0	0	0	0	0	0	0	0	0	15	1	0	0	0	83	1	0	0	0	0	0	0	0	0	0	0	35	16	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	1	1	0
14274	22346	"Stráženská slat"	48.899104	13.741768	230	"AWI"	230	2347	5031	3612	90	1	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	26	0	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	90	20	0	0	0	0	0	0	0	20	0	0	0	1	1	0	0	0	0	0	2	3	0
14274	22346	"Stráženská slat"	48.899104	13.741768	240	"AWI"	240	2499	5181	3786	125	1	0	2	0	0	5	0	13	0	0	0	0	0	0	0	0	0	35	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	90	18	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	250	"AWI"	250	2637	5378	3947	130	1	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	33	2	0	0	0	160	1	0	0	0	0	0	0	0	0	0	0	105	29	0	7	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	3	0
14274	22346	"Stráženská slat"	48.899104	13.741768	260	"AWI"	260	2817	5519	4112	135	1	0	0	0	0	1	0	40	0	0	0	0	0	0	0	0	0	18	2	0	0	0	110	1	0	0	0	0	0	0	0	0	0	0	90	18	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	4	0
14274	22346	"Stráženská slat"	48.899104	13.741768	270	"AWI"	270	2947	5709	4277	135	2	0	1	0	0	2	0	23	0	0	0	0	0	0	0	0	0	40	2	0	0	0	115	1	0	0	0	0	0	0	0	0	0	0	120	24	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	280	"AWI"	280	3121	5843	4437	105	1	0	0	0	0	3	0	27	0	0	0	0	0	0	0	0	0	46	2	0	1	0	125	0	0	0	0	0	0	0	0	0	0	0	135	15	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	1	4	0
14274	22346	"Stráženská slat"	48.899104	13.741768	290	"AWI"	290	3247	5999	4595	115	1	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	30	1	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	115	23	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	300	"AWI"	300	3397	6133	4765	45	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	28	1	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	110	19	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	1	0	3	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	310	"AWI"	310	3522	6303	4921	50	1	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	21	0	0	0	0	61	1	0	0	0	0	0	0	0	0	0	0	105	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	3	4	0
14274	22346	"Stráženská slat"	48.899104	13.741768	320	"AWI"	320	3708	6432	5081	62	1	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	13	0	0	0	0	68	2	0	0	0	0	0	0	0	0	0	0	100	14	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	330	"AWI"	330	3848	6569	5249	53	1	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	26	1	0	0	0	54	1	0	0	0	0	0	0	0	0	0	0	160	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	5	0
14274	22346	"Stráženská slat"	48.899104	13.741768	340	"AWI"	340	4013	6727	5403	43	0	0	0	0	0	1	0	19	0	0	0	1	0	0	0	0	0	40	1	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	135	15	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	1	5	0
14274	22346	"Stráženská slat"	48.899104	13.741768	350	"AWI"	350	4148	6882	5567	62	1	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	21	1	0	0	0	87	1	0	0	0	0	0	0	0	0	0	0	150	15	0	4	0	0	0	0	0	14	0	0	0	1	2	0	0	0	0	0	2	3	0
14274	22346	"Stráženská slat"	48.899104	13.741768	360	"AWI"	360	4335	7024	5726	35	1	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	20	1	0	0	0	54	1	0	0	0	0	0	0	0	0	0	0	110	14	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	5	0
14274	22346	"Stráženská slat"	48.899104	13.741768	370	"AWI"	370	4512	7172	5887	35	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	21	5	0	0	0	200	2	0	0	0	0	0	0	0	0	0	0	250	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	9	5	0
14274	22346	"Stráženská slat"	48.899104	13.741768	380	"AWI"	380	4686	7309	6051	27	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	28	0	0	0	0	135	4	0	0	0	0	0	0	0	0	0	0	300	13	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	4	0
14274	22346	"Stráženská slat"	48.899104	13.741768	390	"AWI"	390	4820	7437	6216	16	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	15	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	135	13	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	0	0	1	4	0
14274	22346	"Stráženská slat"	48.899104	13.741768	400	"AWI"	400	5000	7565	6379	6	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	42	0	0	0	0	140	5	0	0	0	0	0	0	0	0	0	0	210	12	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	7	0
14274	22346	"Stráženská slat"	48.899104	13.741768	410	"AWI"	410	5213	7696	6553	12	1	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	24	0	0	0	0	100	1	0	0	0	0	0	0	0	0	0	0	145	18	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	6	0
14274	22346	"Stráženská slat"	48.899104	13.741768	420	"AWI"	420	5405	7826	6712	8	1	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	45	3	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	140	7	0	0	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	0	3	6	0
14274	22346	"Stráženská slat"	48.899104	13.741768	430	"AWI"	430	5573	7948	6870	31	1	0	0	0	0	2	0	31	0	0	0	0	0	0	0	0	0	22	2	0	0	0	120	1	0	0	0	0	0	0	0	0	0	0	185	12	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	7	11	0
14274	22346	"Stráženská slat"	48.899104	13.741768	440	"AWI"	440	5731	8091	7030	16	2	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	24	2	0	0	0	76	3	0	0	0	0	0	0	0	0	0	0	160	18	0	0	0	0	0	0	0	27	0	0	0	1	0	1	0	0	0	0	4	6	0
14274	22346	"Stráženská slat"	48.899104	13.741768	450	"AWI"	450	5935	8194	7198	13	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	54	6	0	0	0	115	5	0	0	0	0	0	0	0	0	0	0	120	25	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	11	17	0
14274	22346	"Stráženská slat"	48.899104	13.741768	460	"AWI"	460	6102	8351	7368	11	2	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	26	0	0	0	0	70	2	0	0	0	0	0	0	0	0	0	0	260	19	0	0	0	0	0	0	0	19	0	0	0	0	1	1	0	0	0	0	2	11	0
14274	22346	"Stráženská slat"	48.899104	13.741768	470	"AWI"	470	6331	8458	7531	3	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	16	2	0	0	0	68	2	0	0	0	0	0	0	0	0	0	0	220	24	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	7	13	0
14274	22346	"Stráženská slat"	48.899104	13.741768	480	"AWI"	480	6500	8610	7696	3	1	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	0	63	1	0	0	0	50	1	1	0	0	0	0	0	0	0	0	0	100	25	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	1	13	11	0
14274	22346	"Stráženská slat"	48.899104	13.741768	490	"AWI"	490	6730	8693	7858	8	2	0	0	0	1	2	0	25	0	0	0	0	0	0	0	0	0	58	2	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	170	35	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	17	0
14274	22346	"Stráženská slat"	48.899104	13.741768	500	"AWI"	500	6896	8825	8020	5	1	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	70	0	0	1	0	10	2	0	0	0	0	0	0	0	0	0	0	120	44	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	14	15	0
14274	22346	"Stráženská slat"	48.899104	13.741768	510	"AWI"	510	7127	8897	8174	7	2	0	0	0	1	0	0	40	0	0	0	0	0	0	0	0	0	40	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	75	50	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	19	15	0
14274	22346	"Stráženská slat"	48.899104	13.741768	520	"AWI"	520	7314	9017	8344	26	1	0	0	0	2	1	0	11	0	0	1	0	0	0	0	0	0	62	0	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0	120	20	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	12	15	0
14274	22346	"Stráženská slat"	48.899104	13.741768	530	"AWI"	530	7567	9095	8506	1	1	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	0	70	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	130	60	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	14	14	0
14274	22346	"Stráženská slat"	48.899104	13.741768	540	"AWI"	540	7768	9208	8673	0	1	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	90	3	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	160	120	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	10	6	0
14274	22346	"Stráženská slat"	48.899104	13.741768	550	"AWI"	550	8041	9278	8820	1	0	0	0	0	2	2	0	35	0	0	0	0	0	0	0	0	0	55	5	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	8	15	0
14274	22346	"Stráženská slat"	48.899104	13.741768	560	"AWI"	560	8286	9351	8974	2	0	0	0	0	1	4	0	45	0	0	0	0	0	0	0	0	0	140	6	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	95	100	0	0	0	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	15	16	0
14274	22346	"Stráženská slat"	48.899104	13.741768	570	"AWI"	570	8705	9420	9128	1	0	0	0	0	2	0	0	55	0	0	0	0	0	0	0	0	0	100	11	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	90	140	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	11	17	0
14274	22346	"Stráženská slat"	48.899104	13.741768	580	"AWI"	580	9043	9513	9300	3	0	0	0	0	0	1	0	62	0	3	0	1	0	0	0	0	0	49	60	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	47	146	0	0	0	0	0	0	0	9	0	0	1	0	2	0	0	0	0	0	2	9	1
14274	22346	"Stráženská slat"	48.899104	13.741768	585	"AWI"	585	9204	9690	9463	0	0	0	2	0	0	7	0	42	0	5	1	0	0	0	0	0	0	10	165	0	0	0	2	3	0	0	0	0	2	0	0	1	7	0	2	106	0	0	0	0	0	0	0	1	0	0	0	1	14	0	0	0	0	0	1	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	590	"AWI"	590	9440	10008	9763	0	1	0	2	0	0	4	0	11	0	4	0	0	0	0	0	0	0	0	604	0	0	0	1	1	0	1	0	0	8	1	0	0	0	0	2	158	0	0	0	0	3	0	0	2	0	0	5	0	4	0	0	0	0	1	0	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	595	"AWI"	595	9592	10381	10071	0	0	0	1	0	0	3	0	86	0	5	0	0	0	0	0	0	0	2	280	0	0	0	0	0	0	0	0	0	7	0	0	1	2	0	2	154	0	0	0	0	0	0	0	0	0	7	0	1	1	0	0	1	0	2	1	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	600	"AWI"	600	9719	10770	10383	0	1	13	2	0	0	7	0	38	0	8	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	6	0	0	3	0	0	13	57	0	0	1	0	0	0	0	3	0	0	1	2	2	0	0	0	0	3	1	3	0
14274	22346	"Stráženská slat"	48.899104	13.741768	605	"AWI"	605	9980	11124	10685	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	610	"AWI"	610	10686	11238	10974	1	0	0	0	4	0	2	0	14	0	0	0	0	0	0	0	0	0	5	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
14274	22346	"Stráženská slat"	48.899104	13.741768	615	"AWI"	615	10837	12035	11290	1	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	1	0	1	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	620	"AWI"	620	10901	12962	11553	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	625	"AWI"	625	10958	13928	11827	2	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	49	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
