"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Melanthiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15763	24221	"Pancavská louka"	50.76618	15.541672	1	"AWI"	1	-92	105	-6	3.003003003003	0	0	0	0.3003003003003	0	0	1.8018018018018	0	8.10810810810811	0	0	0	0	0	0	0	0	0.600600600600601	0	2.1021021021021	0	0	0	5.10510510510511	0.3003003003003	0	0	0	0	0.3003003003003	0	0	0	0	0	0	0.600600600600601	21.3213213213213	53.1531531531532	0	0	0	0	0	0	2.4024024024024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.900900900900901	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	2	"AWI"	2	-76	187	23	0.783289817232376	0	0	0	0.783289817232376	0	0	1.56657963446475	0	8.61618798955614	0	0	0	0	0	0	0	0	0.783289817232376	0	1.82767624020888	0	0	0	4.96083550913838	0.261096605744125	0	0	0	0	0	0	0	0	0	0	0	1.82767624020888	14.8825065274151	51.4360313315927	0	0	9.13838120104439	0	0	0	2.088772845953	0	0	0	0	0	0	0.261096605744125	0	0	0	0	0	0	0	0	0.783289817232376	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	3	"AWI"	3	-55	250	55	1.16618075801749	0.291545189504373	0	0	0.583090379008746	0	0	0.87463556851312	0	8.7463556851312	0	0	0	0	0	0	0	0	1.74927113702624	0	0.291545189504373	0	0	0	0.87463556851312	0.291545189504373	0	0	0	0	0	0	0	0	0	0	0	1.45772594752187	9.91253644314869	62.6822157434402	0	0	5.83090379008746	0	0	0	3.79008746355685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45772594752187	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	4	"AWI"	4	-37	299	89	0.519480519480519	0	0	0	1.03896103896104	0	0	1.03896103896104	0	9.09090909090909	0	0	0	0	0	0	0	0	1.03896103896104	0	1.03896103896104	0	0	0	3.11688311688312	0	0	0	0	0	0.25974025974026	0	0	0	0	0	0	0.519480519480519	18.7012987012987	57.9220779220779	0	0	0	0	0	0	3.8961038961039	0	0	0	0	0	0	0.25974025974026	0	0	0	0	0	0	0.25974025974026	0	1.2987012987013	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	5	"AWI"	5	-22	355	122	1.04166666666667	0	0	0	2.43055555555556	0	0	1.04166666666667	0	18.0555555555556	0	0	0	0	0	0.347222222222222	0	0	1.73611111111111	0	0.694444444444444	0	0	0	1.04166666666667	1.04166666666667	0	0	0	0.694444444444444	0.347222222222222	0.347222222222222	0	0	0.347222222222222	0	0	0.694444444444444	5.90277777777778	43.0555555555556	0	0	12.8472222222222	0	0	0	2.77777777777778	0	0	0	0	0.347222222222222	2.08333333333333	1.38888888888889	0	0	0	0	0	0	0	0	1.73611111111111	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	6	"AWI"	6	8	391	154	0.22883295194508	0.45766590389016	0	0	1.37299771167048	0	0	1.1441647597254	0	16.4759725400458	0	0	0	0.22883295194508	0	0.91533180778032	0	0	1.60183066361556	0	2.2883295194508	0	0	0	0.45766590389016	1.1441647597254	0	0	0.22883295194508	0	0	0	0	0.68649885583524	0	0	0	2.74599542334096	3.4324942791762	37.7574370709382	0	0	19.4508009153318	0	0	0	6.17848970251716	0	0	0	0	0	0	1.1441647597254	0.22883295194508	0	0	0	0	0	0.22883295194508	0.22883295194508	1.37299771167048	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	7	"AWI"	7	28	448	187	0.531914893617021	0.265957446808511	0	0	0.797872340425532	0	0	0.531914893617021	0	10.9042553191489	0	0	0	0	0	0	0	0	0.797872340425532	0	0.531914893617021	0	0	0	1.59574468085106	0.265957446808511	0	0	0.797872340425532	0	0	0	0	0.265957446808511	0	0	0	2.65957446808511	11.7021276595745	43.3510638297872	0	0	13.8297872340426	0	0	0	6.64893617021277	0	0	0	0	0	0	0.531914893617021	0	0	0	0	0	0	0	0.265957446808511	3.45744680851064	0	0.265957446808511
15763	24221	"Pancavská louka"	50.76618	15.541672	8	"AWI"	8	49	491	219	0.256410256410256	0	0	0	0.256410256410256	0	0	0.512820512820513	0	26.6666666666667	0	0	0	0.512820512820513	0	0	0	0	1.53846153846154	0	2.82051282051282	0	0	0	4.1025641025641	0.512820512820513	0	0	0	0	0	0	0	0.256410256410256	0	0	0	0.769230769230769	4.35897435897436	32.3076923076923	0	0	13.0769230769231	0	0	0	6.66666666666667	0	0	0	0	0	1.53846153846154	0.512820512820513	0	0	0	0	0	0	0	0	2.82051282051282	0.512820512820513	0
15763	24221	"Pancavská louka"	50.76618	15.541672	9	"AWI"	9	73	523	252	0.721153846153846	0	0	6.73076923076923	0	0	0	1.92307692307692	0	25.4807692307692	0	0	0	0	0	0	0	0	2.16346153846154	0	1.92307692307692	0	0	0	1.20192307692308	0	0	0	0	0	0.480769230769231	0	0	0.240384615384615	0	0	0	0.721153846153846	1.92307692307692	39.1826923076923	0	0	11.0576923076923	0	0	0	3.60576923076923	0	0	0	0	0	0	0.961538461538462	0.480769230769231	0	0	0	0	0	0	0.240384615384615	0.961538461538462	0	0
15763	24221	"Pancavská louka"	50.76618	15.541672	10	"AWI"	10	91	566	283	2.16450216450216	0	0	0	0.432900432900433	0	0	0.432900432900433	0	23.3766233766234	0	0	0	0	0.865800865800866	0	0	0	3.03030303030303	0	2.5974025974026	0	0	0	2.16450216450216	0	0	0	0	0.432900432900433	0	0	0	0	0	0	0	4.32900432900433	6.92640692640693	50.2164502164502	0	0	0	0	0	0	2.16450216450216	0	0	0	0	0	0	0.432900432900433	0	0	0	0.432900432900433	0	0	0	0	0	0	0
