"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23862	41366	"Silberhohl"	51.908476	10.181276	245	"AWI"	245	442	1526	916	1	0	70	4	4	0	7	0	0	171	3	3	5	0	0	0	0	0	229	53	0	0	0	96	0	0	0	2	0	0	0	0	0	0	0	0	36	0	9	36	0	0	0	0	81	0	0	0	3	31	46	0	0	1	0	0	0	10	3	1	0
23862	41366	"Silberhohl"	51.908476	10.181276	255	"AWI"	255	465	1585	957	0	1	71	2	0	1	3	0	0	98	3	3	4	0	0	0	0	0	198	98	0	1	0	110	0	2	0	2	1	2	0	0	0	0	0	0	24	0	7	51	0	0	0	0	88	0	0	0	2	22	83	0	0	2	0	0	0	12	5	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	265	"AWI"	265	512	1618	998	2	4	82	2	2	0	3	0	0	61	1	1	3	0	1	0	0	0	148	82	0	11	0	201	5	0	0	3	0	0	0	0	0	0	0	0	40	0	3	33	0	0	0	0	115	2	0	0	0	11	19	0	0	0	0	0	0	4	4	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	275	"AWI"	275	549	1663	1041	0	2	24	0	1	0	5	0	0	35	3	1	0	0	1	0	0	0	63	14	0	0	0	340	2	1	0	0	0	0	0	0	0	0	0	0	20	0	1	16	0	0	0	0	55	0	0	0	0	10	22	0	0	0	0	0	0	3	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	285	"AWI"	285	581	1705	1085	0	0	21	1	1	0	4	0	0	55	0	1	1	0	0	0	0	0	112	15	0	0	0	323	7	0	0	1	0	0	0	0	0	0	0	0	25	0	4	16	0	0	0	0	44	0	0	0	0	5	16	0	0	0	0	0	0	5	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	295	"AWI"	295	603	1752	1124	0	1	97	2	3	1	6	0	0	45	2	0	3	0	0	0	0	0	83	12	0	0	0	309	1	0	0	0	0	0	0	0	0	0	0	0	31	0	4	19	6	0	0	0	58	0	1	0	1	6	21	0	0	0	0	0	0	1	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	305	"AWI"	305	643	1787	1164	2	1	80	0	5	0	2	0	0	61	3	0	3	0	0	1	0	0	138	58	0	0	0	226	10	4	0	0	0	1	0	0	0	0	0	0	44	0	3	17	0	0	0	0	90	0	0	0	0	20	28	0	0	0	0	0	0	6	3	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	315	"AWI"	315	679	1824	1205	0	0	43	0	3	0	2	0	0	56	0	0	2	0	1	0	0	0	113	54	0	0	0	297	2	1	0	0	0	0	0	0	0	0	0	0	30	0	1	17	0	0	0	0	63	0	0	0	0	24	25	0	0	0	0	0	0	5	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	325	"AWI"	325	707	1862	1248	1	0	47	1	0	0	7	0	0	72	2	0	2	0	0	0	0	0	84	27	0	0	0	271	3	1	0	0	0	0	0	0	0	0	0	0	30	0	2	14	0	0	0	0	76	4	0	0	0	12	21	0	0	0	0	0	0	2	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	335	"AWI"	335	736	1915	1289	2	1	142	0	0	0	1	0	0	21	3	0	0	0	0	0	0	0	55	8	0	0	0	307	0	7	0	0	0	0	0	0	0	0	0	0	19	0	9	13	0	0	0	0	42	0	0	0	2	4	52	0	0	0	0	0	14	16	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	345	"AWI"	345	774	1958	1328	1	2	194	0	0	0	1	0	0	24	1	0	2	0	1	0	0	0	44	6	0	0	0	264	0	3	0	0	0	1	0	0	0	0	0	0	25	0	4	12	0	0	0	0	33	2	0	0	0	2	27	0	0	0	0	0	0	106	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	355	"AWI"	355	815	1989	1365	0	2	458	0	0	0	2	0	0	9	2	0	0	0	1	0	0	0	36	3	0	1	0	315	0	7	0	0	0	0	0	0	0	0	0	0	91	0	3	6	0	0	0	0	25	0	0	0	0	5	13	0	0	0	0	0	0	20	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	365	"AWI"	365	843	2032	1410	1	10	204	0	1	0	0	0	0	30	1	0	0	0	0	0	0	0	53	40	0	0	0	292	0	5	0	0	0	0	0	0	0	0	0	0	39	0	6	18	0	0	0	0	39	0	0	0	0	7	30	0	0	0	0	0	0	27	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	375	"AWI"	375	868	2082	1450	0	6	138	0	1	1	0	0	0	18	1	0	0	0	1	0	0	0	52	35	0	0	0	312	0	16	0	0	0	0	0	0	0	0	0	0	29	0	4	8	0	0	0	0	32	0	0	0	0	2	37	0	0	0	0	0	0	26	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	385	"AWI"	385	906	2125	1489	0	4	141	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	70	31	0	0	0	334	0	5	0	0	0	0	0	0	0	0	0	0	20	0	5	22	0	0	0	0	39	2	0	0	0	3	15	0	0	0	0	0	0	11	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	395	"AWI"	395	955	2156	1530	1	6	219	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	74	57	0	0	0	314	0	8	0	0	0	0	0	0	0	0	1	0	21	0	9	21	0	0	0	0	47	0	0	0	2	2	10	0	0	1	0	0	0	22	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	405	"AWI"	405	992	2193	1569	2	2	937	0	0	0	1	0	0	23	0	0	0	0	0	0	0	0	77	71	0	0	0	340	0	9	0	0	0	0	0	0	0	0	0	0	24	0	5	16	0	0	0	0	37	0	0	0	1	2	18	0	0	0	0	0	0	14	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	415	"AWI"	415	1022	2238	1612	0	4	216	0	1	1	3	0	0	23	1	0	0	0	1	0	0	0	86	274	0	0	0	353	0	9	0	0	0	0	0	0	0	70	0	0	42	0	2	7	0	0	0	0	27	0	0	0	0	1	6	0	0	0	0	0	0	7	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	425	"AWI"	425	1054	2299	1656	0	3	937	0	1	0	2	0	0	25	0	0	0	0	0	0	0	0	34	14	0	0	0	369	0	9	0	0	0	0	1	0	0	0	0	0	17	0	3	6	0	0	0	0	39	0	0	0	1	0	2	0	0	0	0	0	0	12	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	435	"AWI"	435	1106	2330	1695	1	4	979	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	48	18	0	0	0	374	0	11	0	0	0	0	0	0	0	0	0	0	8	0	4	11	0	0	0	0	28	0	0	0	1	0	3	0	0	0	0	0	0	20	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	445	"AWI"	445	1145	2360	1736	0	2	997	1	5	0	3	0	0	23	0	0	0	0	0	0	0	0	37	108	0	0	0	349	0	2	0	0	0	0	0	0	0	0	1	0	6	0	6	13	0	0	0	0	45	0	0	0	4	2	7	0	0	0	0	0	0	20	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	455	"AWI"	455	1177	2402	1780	0	7	3176	1	3	0	1	0	0	24	0	0	0	0	0	0	0	0	101	37	0	0	0	345	0	2	0	0	0	0	0	0	0	0	0	0	15	0	3	14	0	0	0	0	29	3	0	0	1	2	3	0	0	0	0	0	0	19	2	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	465	"AWI"	465	1208	2459	1825	0	4	1273	0	2	1	1	0	0	31	0	0	0	0	0	0	0	0	60	82	0	0	0	357	0	17	0	0	0	0	0	0	0	0	1	0	15	0	3	11	0	0	0	0	39	0	0	0	5	0	4	0	0	0	0	0	0	5	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	475	"AWI"	475	1267	2480	1866	0	5	305	0	1	0	4	0	0	23	1	0	0	0	2	0	0	0	24	92	0	0	0	335	0	17	0	0	0	0	0	0	0	0	0	0	11	0	3	18	0	0	0	0	42	0	0	0	1	2	2	0	0	0	0	0	0	34	3	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	485	"AWI"	485	1309	2509	1912	0	2	519	0	0	0	1	0	0	25	0	0	1	0	1	0	0	0	45	16	0	0	0	328	0	7	0	0	0	0	0	0	0	0	0	0	4	0	3	11	0	0	0	0	72	0	0	0	3	1	5	0	0	0	0	0	0	31	2	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	495	"AWI"	495	1341	2544	1955	2	5	1115	0	0	0	2	0	0	24	0	0	0	0	2	0	0	0	75	34	0	0	0	341	0	11	0	0	0	0	0	0	0	0	0	0	9	0	4	11	0	0	0	0	50	3	0	0	0	3	12	0	0	0	0	0	0	20	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	505	"AWI"	505	1373	2585	1996	0	4	356	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	66	2	0	0	0	334	0	12	0	0	0	0	0	0	0	0	0	0	8	0	3	6	0	0	0	0	41	2	0	0	2	2	2	0	0	0	0	0	0	53	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	515	"AWI"	515	1422	2624	2038	0	4	150	0	1	0	0	0	0	23	0	0	0	0	1	0	0	0	81	83	0	0	0	36	0	11	0	1	0	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	35	0	0	0	0	1	3	0	0	0	0	0	0	35	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	525	"AWI"	525	1470	2654	2081	0	4	219	0	2	0	1	0	0	21	0	0	1	0	0	0	0	0	76	8	0	0	0	335	0	9	0	0	0	1	0	0	0	0	0	0	10	0	0	9	0	0	0	0	43	0	0	0	0	1	2	0	0	0	0	0	0	41	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	535	"AWI"	535	1515	2692	2126	0	2	206	0	5	0	0	0	0	52	0	0	1	0	1	0	0	0	52	26	0	0	0	338	1	5	0	0	0	1	0	0	0	0	0	0	1	0	2	16	0	0	0	0	41	0	0	0	1	2	8	0	0	1	1	0	0	27	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	545	"AWI"	545	1547	2732	2165	0	2	172	0	2	0	1	0	0	42	0	0	1	0	0	0	0	0	24	85	0	0	0	342	1	8	0	0	0	0	0	0	0	0	0	0	2	0	1	15	0	0	0	0	36	0	0	0	3	1	0	0	0	0	0	0	0	45	3	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	555	"AWI"	555	1593	2771	2208	0	4	237	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	25	28	0	0	0	298	0	5	0	2	0	0	0	0	0	0	0	0	2	0	1	16	0	0	0	0	23	0	0	0	3	1	1	0	0	0	0	0	0	29	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	565	"AWI"	565	1631	2794	2250	0	9	207	0	1	0	1	0	0	33	0	0	0	0	0	0	0	0	49	50	0	0	0	314	7	8	0	0	0	0	0	0	0	0	0	0	16	0	1	3	0	0	0	0	50	0	1	0	1	4	7	0	0	1	0	0	0	26	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	575	"AWI"	575	1669	2832	2290	3	14	888	1	0	0	3	0	3	31	0	1	0	0	0	0	0	0	26	17	0	0	0	331	3	1	0	1	0	0	0	0	0	0	1	0	6	0	3	9	0	0	0	0	52	0	0	0	2	1	2	0	0	0	0	0	0	34	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	585	"AWI"	585	1709	2877	2332	0	43	371	0	0	1	3	0	0	68	0	0	0	0	0	0	0	0	75	45	0	0	0	242	1	13	0	1	0	0	0	0	0	0	0	0	10	0	2	22	0	0	0	0	60	0	0	0	1	2	6	0	0	0	0	0	0	29	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	595	"AWI"	595	1747	2915	2373	0	17	137	0	1	1	5	0	0	34	0	0	1	0	0	0	0	0	126	16	0	0	0	306	0	11	0	1	0	0	0	0	0	0	0	0	3	0	1	17	0	0	0	0	57	0	0	0	0	4	28	0	0	0	0	0	0	21	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	605	"AWI"	605	1795	2938	2414	0	4	134	0	1	0	5	0	0	46	0	0	1	0	0	0	0	0	69	61	0	0	0	297	0	26	0	0	0	0	0	0	0	0	0	0	3	0	4	9	4	0	0	0	43	0	0	0	4	4	11	0	0	0	0	0	0	45	13	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	615	"AWI"	615	1838	2964	2457	0	5	207	0	0	0	11	0	0	122	0	1	2	0	0	0	0	0	71	20	0	0	0	193	1	23	0	1	0	0	0	0	0	0	0	0	5	0	2	12	0	0	0	0	96	6	0	0	1	5	12	0	0	0	0	0	0	22	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	625	"AWI"	625	1883	2998	2497	0	11	114	1	2	0	7	0	0	80	0	1	1	0	0	0	0	0	68	16	0	0	4	305	1	10	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	43	0	0	0	2	3	4	0	0	0	0	0	0	34	2	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	635	"AWI"	635	1923	3042	2537	0	12	112	1	3	0	9	0	0	104	0	0	0	0	0	0	0	0	55	16	0	0	0	300	0	9	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	32	0	0	0	0	5	6	0	0	1	0	0	0	30	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	645	"AWI"	645	1974	3068	2578	0	9	134	0	1	1	9	0	0	54	0	0	1	0	0	0	0	0	39	19	0	0	0	346	2	5	0	1	0	0	0	0	0	0	0	0	4	0	4	12	0	0	0	0	34	0	0	0	1	6	2	0	0	1	0	0	0	25	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	655	"AWI"	655	2027	3092	2619	0	7	100	2	1	0	9	0	0	71	0	1	0	0	1	0	0	0	63	23	0	0	0	326	2	6	0	0	0	0	0	0	0	0	0	0	5	0	2	20	0	0	0	0	33	0	0	0	1	3	9	0	0	0	0	0	0	19	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	665	"AWI"	665	2069	3128	2657	0	15	102	1	1	0	7	0	0	55	0	2	2	0	0	0	0	0	47	25	0	0	0	309	0	10	0	1	0	0	0	0	0	0	0	0	2	0	1	39	0	0	0	0	34	0	0	0	0	4	5	0	0	0	0	0	0	25	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	675	"AWI"	675	2108	3163	2699	0	14	84	1	2	0	12	0	0	66	0	0	0	0	0	0	0	0	71	42	0	0	0	300	0	17	0	6	0	0	0	0	0	1	0	0	1	0	2	16	0	0	0	0	51	2	0	0	1	10	9	0	0	1	0	0	0	23	2	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	685	"AWI"	685	2158	3192	2737	0	19	121	0	0	2	8	0	0	20	0	0	0	0	0	0	0	0	47	68	0	0	0	249	1	27	0	2	0	2	0	0	0	0	0	0	2	0	2	17	8	0	0	0	59	0	0	0	7	2	4	0	0	0	0	0	0	55	23	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	695	"AWI"	695	2230	3218	2776	0	26	73	0	0	4	2	0	3	33	0	1	0	0	1	0	0	0	66	131	0	0	0	271	1	10	0	1	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	77	0	0	0	1	2	1	0	0	3	0	0	0	17	2	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	700	"AWI"	700	2255	3233	2798	1	46	67	0	9	6	7	0	1	37	1	1	0	0	4	0	0	0	83	128	0	0	0	240	0	16	0	1	0	0	0	0	0	0	0	0	1	0	7	34	5	0	0	0	54	15	0	0	2	0	3	0	0	0	0	0	0	30	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	705	"AWI"	705	2282	3249	2817	0	31	73	0	2	4	12	0	4	32	1	0	0	0	2	0	0	0	83	115	0	0	0	266	0	11	0	1	0	0	0	0	0	0	0	0	0	0	4	34	0	0	0	0	58	4	0	0	3	0	2	0	0	0	0	1	0	29	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	715	"AWI"	715	2317	3286	2860	1	30	68	2	0	1	9	0	2	37	0	0	0	0	0	0	0	0	85	159	0	0	0	275	1	18	0	1	0	0	0	0	0	1	0	0	2	0	3	19	0	0	0	0	54	3	0	0	2	5	2	0	0	0	0	1	0	32	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	725	"AWI"	725	2374	3316	2899	1	42	78	2	2	1	5	0	1	40	0	0	0	0	1	0	0	1	80	114	0	0	0	239	0	35	0	3	0	0	0	3	0	2	1	0	1	0	2	16	3	0	0	0	60	0	0	0	3	2	2	0	0	0	0	1	0	39	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	735	"AWI"	735	2434	3341	2939	1	50	72	2	1	4	4	0	1	20	1	1	1	0	1	0	0	0	108	83	0	0	0	277	0	3	0	1	0	0	0	0	0	0	0	0	1	0	5	43	5	0	0	0	43	0	0	0	1	3	2	0	0	1	0	0	0	29	0	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	745	"AWI"	745	2492	3371	2979	2	36	80	0	2	0	3	0	2	26	0	1	0	0	1	0	0	0	93	96	0	0	0	241	0	17	0	0	0	0	0	0	0	0	1	0	2	0	4	42	0	0	0	0	63	2	0	0	1	2	2	0	0	0	0	0	0	34	1	0	0
23862	41366	"Silberhohl"	51.908476	10.181276	755	"AWI"	755	2537	3404	3021	0	29	88	2	1	2	6	0	1	53	1	1	1	0	2	0	0	0	77	99	0	0	0	256	0	21	0	0	0	0	0	0	0	0	1	0	2	0	2	24	0	0	0	0	45	0	0	0	2	2	3	0	0	3	0	0	0	39	2	0	0
