"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
16304	25289	"Col Luitel"	45.08833	5.84972	10	"AWI"	10	2855	3253	3004	3.9440203562341	0	2.41730279898219	0.508905852417303	0.508905852417303	0	0.254452926208651	0	2.92620865139949	0	0	0	0	0	5.08905852417303	1.14503816793893	0	4.9618320610687	3.43511450381679	0.381679389312977	0	0	0.254452926208651	0	0	0	0	0.127226463104326	0	5.72519083969466	55.470737913486	1.65394402035623	7.25190839694656	0	2.92620865139949	0.127226463104326	0	0.127226463104326	0.127226463104326	0	0	0	0.127226463104326	0.254452926208651	0.254452926208651	0
16304	25289	"Col Luitel"	45.08833	5.84972	20	"AWI"	20	2911	3469	3106	13.2097334878331	0.347624565469293	6.48899188876014	0.231749710312862	0.463499420625724	0	0.231749710312862	0	2.08574739281576	0	0	0	0	0	5.90961761297798	0.115874855156431	0	5.67786790266512	22.9432213209733	0.463499420625724	0	0	2.08574739281576	0	0	0	0	0	0	1.15874855156431	28.505214368482	1.27462340672074	4.40324449594438	0	3.70799536500579	0	0	0	0	0	0	0.115874855156431	0	0.231749710312862	0.347624565469293	0
16304	25289	"Col Luitel"	45.08833	5.84972	30	"AWI"	30	2960	3636	3223	7.39030023094688	0	12.3556581986143	0.23094688221709	0.23094688221709	0	0.46189376443418	0	3.81062355658199	0	0	0	0	0	9.69976905311778	0	0	1.270207852194	32.2170900692841	0.23094688221709	0	0	0.23094688221709	0	0	0	0	0	0	0.23094688221709	18.2448036951501	0.577367205542725	1.61662817551963	0	9.00692840646651	0.346420323325635	0	0	0	0	0	0	0	0	1.84757505773672	0
16304	25289	"Col Luitel"	45.08833	5.84972	40	"AWI"	40	3042	3767	3335	23.5064935064935	0	10	0.25974025974026	0.12987012987013	0	0.12987012987013	0	1.94805194805195	0.12987012987013	0	0	0	0	7.01298701298701	0	0	2.33766233766234	28.7012987012987	0.12987012987013	0	0	0	0	0	0	0	0	0	0.38961038961039	15.4545454545455	0.779220779220779	0	0	6.88311688311688	0.12987012987013	0	0	0	0	0	0.25974025974026	0	0.649350649350649	1.16883116883117	0
16304	25289	"Col Luitel"	45.08833	5.84972	50	"AWI"	50	3113	3929	3448	26.4817150063052	0.504413619167718	11.9798234552333	0	0.252206809583859	0	0.252206809583859	0	2.39596469104666	0	0	0	0	0	8.07061790668348	0.378310214375788	0	1.26103404791929	20.4287515762926	0.630517023959647	0	0	0	0	0	0	0	0	0.126103404791929	0.126103404791929	17.6544766708701	0.378310214375788	0	0	5.92686002522068	0	0	0.126103404791929	0	0.126103404791929	0	0.630517023959647	0	0.126103404791929	2.1437578814628	0
16304	25289	"Col Luitel"	45.08833	5.84972	60	"AWI"	60	3208	4029	3568	31.4450867052023	0.46242774566474	12.485549132948	0.115606936416185	0	0	0.346820809248555	0	1.5028901734104	0	0	0	0	0	7.28323699421965	0	0	0	21.0404624277457	0.69364161849711	0	0.115606936416185	0	0	0	0	0	0	0	0.46242774566474	8.55491329479769	0.346820809248555	1.15606936416185	0	10.7514450867052	0.115606936416185	0	0	0	0	0	0	0	0.346820809248555	2.77456647398844	0
16304	25289	"Col Luitel"	45.08833	5.84972	70	"AWI"	70	3311	4145	3684	25.5720053835801	0.134589502018843	10.7671601615074	0	0	0	0.134589502018843	0	3.36473755047106	0	0.53835800807537	0	0.134589502018843	0	16.0161507402423	0.672947510094213	0	0	15.4777927321669	0.942126514131898	0	0	0	0	0	0	0	0	0	0	11.0363391655451	0.269179004037685	0	0.269179004037685	11.3055181695828	0.134589502018843	0	0.134589502018843	0	0	0	0	0.269179004037685	0.269179004037685	2.55720053835801	0
16304	25289	"Col Luitel"	45.08833	5.84972	80	"AWI"	80	3397	4279	3797	23.8157894736842	0.526315789473684	13.0263157894737	0.263157894736842	0.394736842105263	0.131578947368421	0.526315789473684	0	1.84210526315789	0	0	0	0	0	10.3947368421053	1.97368421052632	0	1.44736842105263	17.6315789473684	0.789473684210526	0	0.131578947368421	0	0	0	0	0	0	0.263157894736842	0.263157894736842	11.8421052631579	0.526315789473684	0	1.05263157894737	8.42105263157895	0	0	0	0.131578947368421	0.131578947368421	0	0	0	1.18421052631579	3.28947368421053	0
16304	25289	"Col Luitel"	45.08833	5.84972	90	"AWI"	90	3540	4376	3907	36.0911270983213	0	11.1510791366906	0	0	0.359712230215827	0.599520383693046	0	2.39808153477218	0.119904076738609	0	0	0	0.239808153477218	9.83213429256595	0.719424460431655	0	0.359712230215827	10.0719424460432	1.67865707434053	0	0.119904076738609	0	0	0	0	0	0	0	0.119904076738609	8.15347721822542	0.119904076738609	0	0	11.3908872901679	0.119904076738609	0	0	0.119904076738609	0	0	0.119904076738609	0	1.43884892086331	4.67625899280576	0
16304	25289	"Col Luitel"	45.08833	5.84972	100	"AWI"	100	3660	4497	4039	33.3333333333333	0.738007380073801	8.11808118081181	0	0.2460024600246	0.1230012300123	0.3690036900369	0	1.7220172201722	0	0	0	0.1230012300123	0	6.51906519065191	4.4280442804428	0	1.8450184501845	12.0541205412054	0.861008610086101	0	0.1230012300123	0	0	0	0	0	0	0	0.1230012300123	10.2091020910209	0.984009840098401	2.9520295202952	0.2460024600246	8.97908979089791	0.1230012300123	0	0.1230012300123	0	0.1230012300123	0	0	0.1230012300123	1.230012300123	4.1820418204182	0
