"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3303	4287	"Lake Mullsjön"	58.31761	14.21136	798	"AWI"	798	9358	10165	9547	0.491642084562439	0	0	0.0983284169124877	0	16.8141592920354	0	0	7.07964601769912	0.0983284169124877	0	0	0	0	0.196656833824975	0	71.5830875122911	0	2.3598820058997	0	0.0983284169124877	0	0	0.196656833824975	0	0.589970501474926	0	0.0983284169124877	0	0.294985250737463
3303	4287	"Lake Mullsjön"	58.31761	14.21136	803	"AWI"	803	9576	10559	9827	0	0	0.0983284169124877	0.196656833824975	0	14.4542772861357	0	0	6.3913470993117	0.393313667649951	0.196656833824975	0	0	0	0	0	76.4995083579154	0	1.27826941986234	0	0.196656833824975	0	0	0	0	0.294985250737463	0	0	0	0
3303	4287	"Lake Mullsjön"	58.31761	14.21136	807	"AWI"	807	10024	10748	10354	0	0	0	0.289017341040462	0	17.6300578034682	0	0	2.02312138728324	0.144508670520231	0.867052023121387	0	0	0	0.144508670520231	0.144508670520231	75	0	2.45664739884393	0	0	0	0	0	0	1.15606936416185	0	0	0	0.144508670520231
3303	4287	"Lake Mullsjön"	58.31761	14.21136	810	"AWI"	810	10268	11005	10741	0	0	0	1.55038759689922	0	43.2558139534884	0	0	0.310077519379845	0.930232558139535	1.70542635658915	0	0	0	0.62015503875969	0	46.2015503875969	0	2.48062015503876	0	0.155038759689922	0	0	0	0	2.48062015503876	0	0	0	0.310077519379845
3303	4287	"Lake Mullsjön"	58.31761	14.21136	815	"AWI"	815	10506	11306	11051	0.140252454417952	0.140252454417952	0.140252454417952	1.12201963534362	0	51.7531556802244	0	0	0.140252454417952	1.12201963534362	1.82328190743338	0	0	0.140252454417952	4.48807854137447	0	32.9593267882188	0	1.96353436185133	0	0	0	0	0	0	3.50631136044881	0	0.140252454417952	0	0.420757363253857
3303	4287	"Lake Mullsjön"	58.31761	14.21136	817	"AWI"	817	10563	11341	11097	0	0.30441400304414	0	0.76103500761035	0	32.572298325723	0	0	0	4.5662100456621	2.89193302891933	0	0	0	11.1111111111111	0	40.3348554033485	0.15220700152207	3.0441400304414	0	0	0	0	0	0.30441400304414	3.95738203957382	0	0	0	0
3303	4287	"Lake Mullsjön"	58.31761	14.21136	819	"AWI"	819	10612	11389	11145	0	0.274725274725275	0.137362637362637	1.0989010989011	0	43.543956043956	0	0	0.274725274725275	2.33516483516484	2.47252747252747	0	0	0	9.89010989010989	0.137362637362637	31.456043956044	0.137362637362637	4.25824175824176	0	0	0	0	0	0.274725274725275	3.43406593406593	0	0.137362637362637	0	0.137362637362637
3303	4287	"Lake Mullsjön"	58.31761	14.21136	820	"AWI"	820	10627	11415	11167	0	0	0	1.23762376237624	0	27.970297029703	0	0	0.247524752475248	5.94059405940594	2.72277227722772	0	0	0	4.45544554455445	0	50.2475247524753	0	3.46534653465347	0	0	0	0	0	0	3.71287128712871	0	0	0	0
3303	4287	"Lake Mullsjön"	58.31761	14.21136	822	"AWI"	822	10666	11482	11211	0.15600624024961	0.93603744149766	0	1.09204368174727	0	39.4695787831513	0.15600624024961	0	0.31201248049922	3.58814352574103	0.31201248049922	0.15600624024961	0	0	4.52418096723869	0.15600624024961	40.7176287051482	0	2.96411856474259	0	0	0	0	0.15600624024961	0.46801872074883	4.83619344773791	0	0	0	0
3303	4287	"Lake Mullsjön"	58.31761	14.21136	825	"AWI"	825	10735	11516	11256	0.286944045911047	0.860832137733142	0	1.86513629842181	0	42.6111908177905	0	0	0	4.59110473457676	0.143472022955524	0	0	0	2.00860832137733	0	39.167862266858	0	3.73027259684362	0	0	0	0	0.143472022955524	1.00430416068867	3.58680057388809	0	0	0	0
