"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14498	22709	"Loch Cleat"	57.6225	-6.27778	0	"AWI"	0	-131	41	-31	1.03092783505155	0	0	0	0	0	0	0.687285223367698	0	0	0	3.43642611683849	30.5841924398625	0	0	0	0	0	0	10.9965635738832	0	0	0	0	0	0	1.3745704467354	0	51.2027491408935	0	0	0.343642611683849	0	0	0	0	0	0	0	0	0	0	0	0.343642611683849	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	20	"AWI"	20	-47	323	87	0.33003300330033	0	1.65016501650165	0	0.99009900990099	0	0	0.99009900990099	0	0	0	2.31023102310231	17.8217821782178	0	0	0	0	0	0	10.8910891089109	0	0	0	0.33003300330033	0	0	0	0	50.8250825082508	0	0	0.33003300330033	4.62046204620462	0	0	8.58085808580858	0	0	0	0	0	0	0	0.33003300330033	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	40	"AWI"	40	30	505	223	0	0.305810397553517	0	0	2.75229357798165	0	0	0	0	0	0	10.0917431192661	15.9021406727829	0	0	0	0	0	0	19.8776758409786	0	0	0	0	0	0	0	10.0917431192661	37.3088685015291	0	0	0.305810397553517	3.05810397553517	0	0.305810397553517	0	0	0	0	0	0	0	0	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	60	"AWI"	60	114	700	361	0.671140939597315	0	0	0	2.01342281879195	0	3.02013422818792	0.671140939597315	0	0	0	8.7248322147651	28.5234899328859	0	0	0	0	0.335570469798658	0	19.1275167785235	0	0	0	0	0	0	0.335570469798658	0	35.2348993288591	0	0	1.00671140939597	0	0	0	0	0	0	0	0	0	0	0	0.335570469798658	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	80	"AWI"	80	224	852	497	0.60790273556231	0.303951367781155	0	0	1.51975683890578	0	1.82370820668693	1.51975683890578	0	0	0	4.25531914893617	17.3252279635258	0	0	0	0	0	0	14.2857142857143	0	0	0	0	0	0	0	13.9817629179331	39.8176291793313	0	0	0	3.64741641337386	0	0	0	0	0	0	0	0	0	0.303951367781155	0.60790273556231	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	100	"AWI"	100	330	981	633	0.36231884057971	0	0	0	1.44927536231884	0	0	0	0	0	0	6.88405797101449	34.0579710144928	0	0	0	0	0	0	9.42028985507246	0	0	0	0	0	0	0.72463768115942	0	41.304347826087	0	0	1.08695652173913	3.26086956521739	0	0	0	0	0	0	0	0	0	0.36231884057971	1.08695652173913	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	120	"AWI"	120	439	1111	780	1.56862745098039	0	0	0	0	0	10.5882352941176	0.784313725490196	0	0	0	16.8627450980392	35.2941176470588	0	0	0	0	0	0	10.5882352941176	0	0	0	0	0	0	0	0	23.921568627451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392156862745098	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	140	"AWI"	140	569	1254	922	4.2	0	0	0	0	0	27.2	0	0	0	0	17.8	18.8	0	0	0	0	0.2	0	5.8	0	0	0	0	0	0	1	0	23.4	0	0	0.4	0	0	0	0	0	0.2	0	0.4	0	0	0.6	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	160	"AWI"	160	705	1371	1055	4.88372093023256	0.232558139534884	0	0	0	0	31.8604651162791	0.232558139534884	0	0	0	14.4186046511628	13.0232558139535	0	0	0	0	0	0	4.65116279069767	0.232558139534884	0	0	0	0	0	0.930232558139535	0	26.9767441860465	0	0	1.16279069767442	0	0	0	0	0	0	0	0.930232558139535	0	0	0.465116279069767	0	0
14498	22709	"Loch Cleat"	57.6225	-6.27778	180	"AWI"	180	850	1480	1195	6.2780269058296	0	0	0	0	0	0	0	0	0	0	17.9372197309417	28.2511210762332	0	0	0	0	0	0	11.2107623318386	0.448430493273543	0	0	0	0	0	0.896860986547085	0	33.6322869955157	0	0	1.34529147982063	0	0	0	0	0	0	0	0	0	0	0	0	0
