"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	55	"AWI"	55	9693	11269	10454	0	0.202839756592292	0.405679513184584	0	1.62271805273834	0	0	0	0	0.202839756592292	0	5.67951318458418	0	0	0	0	0	88.8438133874239	0	2.23123732251521	0	0	0	0	0	0	0	0	0.811359026369168	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	58	"AWI"	58	10083	11681	10863	0	0.208768267223382	0.417536534446764	0	2.2964509394572	0	0	0.208768267223382	0	0.208768267223382	0	6.26304801670146	0	0	0	0	0	89.9791231732777	0	0	0	0	0.417536534446764	0	0	0	0	0	0	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	61	"AWI"	61	10477	12097	11268	0	0	0	0.11454753722795	1.1454753722795	0	0	0	0	0	0	4.58190148911798	0	0	0	0	0.11454753722795	91.7525773195876	0	2.06185567010309	0	0	0	0	0.11454753722795	0	0	0	0.11454753722795	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	64	"AWI"	64	10886	12483	11675	0	0	0.357142857142857	0	1.07142857142857	0	0	0	0	0	0	5.35714285714286	0	0	0	0	0.357142857142857	92.8571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	67	"AWI"	67	11283	12883	12088	0	0	0	0	2.65060240963855	0	0	0	0	0	0	8.19277108433735	0	0	0	0	0	88.6746987951807	0	0	0	0	0	0	0.240963855421687	0	0	0	0.240963855421687	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	70	"AWI"	70	11702	13292	12494	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	93.75	0	0	0	0	0	0	0	0	0	0	0	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	73	"AWI"	73	12113	13699	12906	0	0	0	0	0	0	0	0	0	0	0	6.66666666666667	0	0	0	6.66666666666667	0	86.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	76	"AWI"	76	12533	14078	13314	0	0	0	0	2.60869565217391	0	0	0.869565217391304	0	0.869565217391304	0	39.1304347826087	0	0	0	0	0.869565217391304	52.1739130434783	0	0	0	0	0	0	0	0	3.47826086956522	0	0	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	79	"AWI"	79	12955	14476	13723	0	0	1.38888888888889	0	5.55555555555556	0	0	0	0	0	0	56.9444444444444	0	0	0	0	1.38888888888889	34.7222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	85	"AWI"	85	13819	15240	14534	0	0.171821305841924	0.171821305841924	0.171821305841924	2.23367697594502	0	0	0	0	0	0	8.24742268041237	0	0	0	0	0	81.9587628865979	0	6.52920962199313	0	0.171821305841924	0	0	0	0	0	0	0.343642611683849	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	88	"AWI"	88	14250	15603	14948	0	0.189753320683112	0.189753320683112	0	0.94876660341556	0	20.303605313093	0.189753320683112	0	0.189753320683112	0	12.3339658444023	0	0	0	0	0	63.1878557874763	0	2.08728652751423	0	0	0	0	0	0	0	0	0.379506641366224	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	91	"AWI"	91	14694	15971	15354	0	0	0	0	1.01302460202605	0	0	0	0	0	0	4.63096960926194	0	0	0	0	0	90.7380607814761	0	3.18379160636758	0	0	0	0	0	0	0	0	0.434153400868307	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	94	"AWI"	94	15148	16341	15767	0	0	0	0.286532951289398	5.15759312320917	0	0	0	0	0	0	53.2951289398281	0	0	0	0	0.859598853868195	27.2206303724928	0	10.0286532951289	0	0	0	0	0	0	2.57879656160458	0.286532951289398	0.286532951289398	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	97	"AWI"	97	15621	16693	16176	0	0	0.34965034965035	0	4.89510489510489	0	0	0	0	0	0	55.5944055944056	0	0	0	0	0	38.1118881118881	0	0	0	0	0	0	0	0	0	0	1.04895104895105	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	100	"AWI"	100	16101	17040	16581	0.193423597678917	0.193423597678917	0	0	2.90135396518375	0	0	0	0	0.193423597678917	0	29.2069632495164	0	0	0	0.386847195357834	0	56.4796905222437	0	9.67117988394584	0	0	0	0	0	0	0	0	0.773694390715667	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	103	"AWI"	103	16620	17418	16980	0	0.245098039215686	0	0.245098039215686	3.43137254901961	0	14.9509803921569	0	0	0.490196078431373	0	30.1470588235294	0	0	0	0.735294117647059	0.245098039215686	36.0294117647059	0	10.0490196078431	0	0	0	0	0	0	2.69607843137255	0	0.735294117647059	0	0
15765	24229	"Melnický úval - Prívory"	50.29944	14.57833	106	"AWI"	106	17113	17820	17378	0	0.251256281407035	0.251256281407035	0.251256281407035	2.51256281407035	0	10.5527638190955	0	0	0.251256281407035	0	42.713567839196	0	0	0	0.753768844221105	0	32.6633165829146	0	9.04522613065327	0	0	0	0	0	0	0	0.251256281407035	0.50251256281407	0	0
