"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
27234	48668	"Flögeln Fischer"	53.66697	8.80243	171	"AWI"	171	4996	5547	5254	0	0	103	0	0	1	0	0	337	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	37	0	0	0	0	1	0	15	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	169	"AWI"	169	4954	5475	5201	0	0	211	1	1	0	1	0	168	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	64	0	0	0	0	0	0	22	13	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	170	"AWI"	170	4973	5518	5227	0	0	101	0	0	0	0	0	304	0	0	0	0	0	0	0	0	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	72	0	0	0	0	0	0	17	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	165	"AWI"	165	4858	5363	5093	0	0	283	5	0	0	1	0	89	0	0	0	0	0	0	0	0	144	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	71	0	0	0	0	1	0	13	10	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	137	"AWI"	137	4044	4636	4333	0	0	148	2	0	0	0	0	237	0	0	0	0	0	0	0	0	71	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	97	0	0	0	0	0	0	6	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	151	"AWI"	151	4423	5002	4711	0	0	195	2	0	0	0	0	186	0	0	0	0	0	0	0	0	69	6	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	1	0	87	0	0	0	0	0	0	3	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	159	"AWI"	159	4665	5199	4932	0	0	172	4	0	0	1	0	218	0	0	0	0	0	0	0	0	55	2	0	0	1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	77	0	0	0	1	0	0	5	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	167	"AWI"	167	4911	5420	5149	0	0	247	0	0	1	1	0	90	0	0	0	0	0	0	0	0	125	20	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	17	0	0	0	0	0	0	100	0	0	0	0	2	0	30	11	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	133	"AWI"	133	3937	4526	4221	0	0	154	3	0	0	0	0	155	0	0	0	0	0	0	0	0	158	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	146	0	0	0	0	2	0	6	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	161	"AWI"	161	4730	5253	4985	0	0	312	2	0	0	3	0	164	0	0	0	0	0	0	0	0	94	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	86	0	0	0	1	1	0	5	9	0
