"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
27234	48668	"Flögeln Fischer"	53.66697	8.80243	141	"AWI"	141	4148	4742	4441	0	0	184	5	0	0	1	0	290	0	0	0	0	0	0	0	0	105	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	93	0	0	0	0	2	0	5	6	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	131	"AWI"	131	3891	4463	4170	0	0	173	3	0	1	0	0	148	0	0	0	0	0	0	0	0	88	5	0	0	2	0	4	0	0	0	0	0	0	0	4	0	0	0	1	19	0	0	0	0	0	0	139	0	0	0	0	2	0	8	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	81	"AWI"	81	2546	3068	2818	0	0	214	3	0	0	0	0	190	0	0	0	0	0	0	0	0	290	6	0	0	6	0	0	0	0	0	0	0	0	0	185	0	0	1	2	11	0	0	0	0	0	0	70	0	0	0	0	2	0	1	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	129	"AWI"	129	3845	4403	4114	0	0	225	2	0	0	0	0	140	0	0	0	0	0	0	0	0	88	4	0	0	2	0	1	0	0	0	0	0	0	0	5	0	0	2	0	23	0	0	0	0	1	0	90	0	0	0	0	0	0	15	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	117	"AWI"	117	3572	4027	3788	0	0	225	2	0	0	0	0	203	0	0	0	0	0	0	0	0	427	7	0	0	0	0	2	0	0	0	0	0	0	0	95	0	0	0	0	15	0	0	0	0	0	0	49	0	4	0	5	0	0	2	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	139	"AWI"	139	4098	4687	4387	0	0	163	1	0	0	0	0	216	0	0	0	0	0	0	0	0	76	3	0	0	2	0	6	0	0	0	0	0	0	0	1	0	0	1	0	15	0	0	0	0	4	0	85	0	0	0	0	4	0	4	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	135	"AWI"	135	3988	4580	4276	0	0	136	5	0	0	0	0	238	0	0	0	0	0	0	0	0	61	0	0	0	3	2	1	0	0	0	0	0	0	0	5	0	0	1	0	15	0	0	0	0	10	0	94	0	0	0	1	3	0	5	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	143	"AWI"	143	4199	4800	4495	1	0	158	1	0	0	3	0	160	0	0	0	0	0	0	0	0	100	10	0	0	0	1	5	0	0	0	0	0	0	0	3	0	0	2	0	27	0	0	0	0	0	0	131	0	0	0	2	0	0	6	10	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	163	"AWI"	163	4795	5301	5038	0	0	290	1	0	0	0	0	64	0	0	0	0	0	0	0	0	110	15	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	110	0	0	0	3	0	0	6	9	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	145	"AWI"	145	4250	4853	4551	0	0	131	1	1	1	2	0	262	0	0	0	0	0	0	0	0	76	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	91	0	0	0	0	0	0	7	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	83	"AWI"	83	2610	3119	2881	0	0	228	1	0	0	1	0	191	0	0	0	0	0	0	0	0	395	25	0	0	6	0	2	0	0	0	0	0	0	0	232	0	0	1	0	10	0	0	0	0	0	0	52	0	0	0	4	2	0	4	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	125	"AWI"	125	3745	4296	4002	0	0	185	0	0	0	0	0	260	0	0	0	0	0	0	0	0	180	1	0	0	1	0	4	0	0	0	0	0	0	0	13	0	0	0	0	16	0	0	0	0	0	0	75	0	0	0	1	1	0	7	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	155	"AWI"	155	4534	5102	4822	0	0	285	5	0	0	0	0	126	0	0	0	0	0	0	0	0	45	2	0	0	0	15	5	0	0	0	0	0	0	0	1	0	0	0	1	20	0	0	0	0	2	0	56	0	0	0	1	0	0	1	6	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	153	"AWI"	153	4481	5051	4766	0	0	247	3	0	2	0	0	156	0	0	0	0	0	0	0	0	80	2	0	0	0	9	4	3	0	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	4	0	73	0	0	0	0	0	0	3	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	149	"AWI"	149	4365	4952	4659	0	0	173	2	0	0	0	0	183	0	0	0	0	0	0	0	0	77	3	0	0	3	2	1	0	0	0	0	0	0	0	1	0	0	0	2	20	0	0	0	0	0	0	109	0	0	0	0	1	0	6	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	147	"AWI"	147	4309	4902	4604	0	0	160	2	0	0	0	0	164	0	0	0	0	0	0	0	0	97	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	1	0	145	0	0	0	0	2	0	9	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	119	"AWI"	119	3616	4098	3844	0	0	208	8	0	0	0	0	216	0	0	0	0	0	0	0	0	345	12	0	0	0	2	5	0	0	0	0	0	1	0	95	0	0	1	0	6	0	0	0	0	0	0	55	0	0	0	4	1	0	1	7	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	63	"AWI"	63	2001	2528	2268	0	0	200	5	0	0	2	0	150	0	0	0	0	0	0	0	0	121	16	0	0	19	0	3	0	0	0	0	0	0	0	95	0	0	3	0	21	0	0	0	0	0	0	92	0	0	0	4	3	0	6	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	67	"AWI"	67	2109	2659	2389	1	0	195	4	0	0	0	0	175	0	0	0	0	0	0	0	0	218	28	0	0	9	0	4	0	0	0	0	0	0	0	120	0	0	1	0	22	0	0	0	0	0	0	85	0	0	0	12	1	0	2	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	79	"AWI"	79	2479	3014	2755	0	0	216	2	0	0	2	0	198	0	0	0	0	0	0	0	0	350	1	0	0	3	0	6	0	1	0	0	0	0	0	310	0	0	1	1	16	0	0	0	0	0	0	51	0	0	0	3	2	0	2	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	23	"AWI"	23	568	1255	896	0	0	208	3	0	0	2	0	119	0	0	0	1	0	0	0	0	80	29	0	0	60	0	2	0	0	0	0	0	0	0	31	0	0	14	1	9	0	0	0	0	0	0	77	0	0	0	2	6	0	0	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	75	"AWI"	75	2340	2907	2634	0	0	207	0	2	0	3	0	169	0	0	0	0	0	0	0	0	370	10	0	0	7	0	5	0	0	0	0	0	0	0	206	0	0	3	2	18	0	0	0	0	0	0	84	0	0	0	13	0	0	2	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	157	"AWI"	157	4601	5149	4878	0	0	250	3	0	0	1	0	150	0	0	0	0	0	0	0	0	57	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	6	0	67	0	3	0	2	0	0	4	8	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	91	"AWI"	91	2898	3304	3128	0	0	214	3	0	0	5	0	174	0	0	3	0	0	0	0	0	205	9	0	0	2	0	9	0	0	0	0	0	0	0	77	0	0	1	0	14	0	0	0	0	0	0	73	0	0	0	1	0	0	3	10	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	77	"AWI"	77	2406	2960	2695	0	0	240	3	2	0	2	0	167	0	0	0	0	0	0	0	0	365	11	0	0	2	0	1	0	0	0	0	0	0	0	147	0	0	1	0	10	0	0	0	0	0	0	71	0	0	0	6	1	0	3	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	25	"AWI"	25	642	1336	982	0	0	180	5	1	0	4	0	143	0	0	0	0	0	0	0	0	223	54	0	0	42	0	2	0	0	0	0	0	0	0	155	0	0	13	0	8	0	0	0	0	0	0	104	0	0	0	4	2	0	1	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	29	"AWI"	29	799	1473	1148	0	0	201	7	1	0	3	0	112	0	0	0	0	0	0	0	0	183	65	0	0	43	0	4	0	0	0	0	0	2	0	65	0	0	14	3	24	0	0	0	0	0	0	94	0	0	0	6	2	0	2	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	127	"AWI"	127	3794	4348	4057	0	0	158	7	0	0	1	0	249	0	0	0	0	0	0	0	0	130	5	0	0	3	0	4	0	0	0	0	0	0	0	3	0	0	1	0	22	0	0	0	0	0	0	101	0	0	0	2	3	0	7	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	115	"AWI"	115	3524	3960	3730	0	0	205	3	1	0	1	0	221	0	0	0	0	0	0	0	0	378	7	0	0	2	0	0	0	0	0	0	0	0	0	138	0	0	2	0	16	0	0	0	0	0	0	52	0	9	0	6	0	0	1	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	123	"AWI"	123	3703	4231	3950	0	0	204	5	0	0	2	0	169	0	0	0	0	0	0	0	0	340	14	0	0	1	0	2	0	0	0	0	0	0	0	100	0	0	0	0	21	0	0	0	0	0	0	89	0	0	0	4	3	0	4	7	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	59	"AWI"	59	1890	2387	2146	0	0	192	2	0	0	5	0	114	0	0	0	0	0	0	0	0	138	59	0	0	32	0	9	0	0	0	0	0	1	0	62	0	0	12	1	22	0	0	0	0	0	0	112	0	0	0	14	1	0	0	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	121	"AWI"	121	3660	4161	3898	0	0	263	7	0	0	3	0	157	0	0	0	0	0	0	0	0	362	6	0	0	2	3	0	0	0	0	0	0	0	0	103	0	0	0	0	12	0	0	0	0	0	0	59	0	0	0	3	1	0	4	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	85	"AWI"	85	2677	3171	2943	0	0	292	6	0	1	2	0	110	0	0	0	0	0	0	0	0	350	34	0	0	4	0	6	0	0	0	0	0	0	0	116	0	0	2	0	8	0	0	0	0	0	0	71	0	0	0	14	0	1	3	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	69	"AWI"	69	2167	2724	2450	0	0	222	1	1	0	1	0	134	0	0	0	0	0	0	0	0	183	21	0	0	24	0	6	0	0	0	0	0	0	0	165	0	0	4	0	17	0	0	0	0	0	0	87	0	0	0	7	1	0	2	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	51	"AWI"	51	1647	2163	1924	0	0	200	7	0	0	4	0	122	0	0	0	0	0	0	0	0	162	50	0	0	26	0	3	0	0	0	0	0	0	0	50	0	0	12	1	15	0	0	0	0	0	0	117	0	0	0	12	1	0	0	3	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	57	"AWI"	57	1828	2329	2091	0	0	191	1	1	0	8	0	145	0	1	0	0	0	0	0	0	183	69	0	0	16	0	8	0	0	0	0	0	1	0	93	0	0	0	3	23	0	0	0	0	0	0	110	0	0	0	11	4	0	0	0	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	35	"AWI"	35	1071	1688	1398	0	0	130	7	0	0	5	0	160	0	0	0	0	0	0	0	0	79	71	0	0	50	0	2	0	0	0	0	0	0	0	40	0	0	16	0	12	0	0	0	0	0	0	127	0	0	0	4	2	0	0	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	71	"AWI"	71	2225	2787	2512	0	0	214	4	0	0	4	0	159	0	0	0	0	0	0	0	0	252	42	0	0	10	0	1	0	0	0	0	0	0	0	122	0	0	4	0	18	0	0	0	0	0	0	87	0	0	0	9	1	0	2	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	89	"AWI"	89	2822	3259	3066	0	0	211	2	1	1	2	0	166	0	0	0	0	0	0	0	0	228	10	0	0	5	0	3	0	0	0	0	0	0	0	63	0	0	2	2	16	0	0	0	0	0	0	85	0	0	0	7	2	0	2	6	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	87	"AWI"	87	2746	3213	3005	0	1	196	3	1	0	1	0	158	0	0	0	0	0	0	0	0	266	11	0	0	4	0	6	0	0	0	0	0	0	0	95	0	0	2	0	19	0	0	0	0	0	0	103	0	0	0	12	1	0	1	9	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	27	"AWI"	27	725	1406	1066	0	0	180	2	0	0	6	0	125	0	1	0	0	0	0	0	0	192	61	0	0	44	0	2	0	0	0	0	0	0	0	120	0	0	15	2	16	0	0	0	0	0	0	108	0	0	0	5	6	0	0	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	31	"AWI"	31	889	1544	1231	0	0	181	1	0	0	2	0	157	0	0	0	1	0	0	0	0	118	52	0	0	25	1	10	0	0	0	0	0	0	0	90	0	0	17	0	7	0	0	0	0	0	0	97	0	0	0	2	1	0	1	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	47	"AWI"	47	1533	2051	1814	0	0	180	4	1	0	8	0	132	0	0	0	0	0	0	0	0	152	54	0	0	23	0	3	0	0	0	0	0	0	0	78	0	0	6	0	34	0	0	0	0	0	0	116	0	0	0	9	4	0	0	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	37	"AWI"	37	1171	1746	1479	0	0	201	3	0	0	2	0	107	0	0	0	0	0	0	0	0	136	72	0	0	52	0	6	0	0	0	0	0	0	0	67	0	0	14	1	9	0	0	0	0	0	0	107	0	0	0	6	1	0	0	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	43	"AWI"	43	1429	1934	1699	0	0	194	2	0	0	5	0	150	0	0	0	0	0	0	0	0	138	60	0	0	23	0	1	0	0	0	0	0	0	0	80	0	0	10	1	17	0	86	0	0	0	0	97	0	0	0	11	2	0	0	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	21	"AWI"	21	491	1165	814	0	0	199	3	0	0	7	0	97	0	0	0	0	0	0	0	0	123	74	0	0	64	0	4	0	0	0	0	0	0	0	43	0	0	19	2	24	0	0	0	0	0	0	85	0	0	0	8	1	0	1	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	61	"AWI"	61	1948	2447	2205	0	0	186	3	0	1	3	0	162	0	0	0	0	0	0	0	0	130	24	0	0	8	0	3	0	0	0	0	0	0	0	74	0	0	6	0	41	0	0	0	0	0	0	85	0	0	0	5	3	0	2	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	49	"AWI"	49	1593	2109	1871	0	0	211	3	0	0	10	0	106	0	1	0	0	0	0	0	0	108	74	0	0	31	0	5	0	0	0	0	0	0	0	86	0	0	8	0	22	0	119	0	0	0	0	110	0	0	0	19	2	0	0	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	55	"AWI"	55	1762	2281	2035	0	0	199	6	0	0	4	0	140	0	2	0	1	0	0	0	0	190	77	0	0	24	0	4	1	0	0	0	0	0	0	68	0	0	8	1	31	0	0	0	0	0	0	87	0	0	0	5	1	0	0	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	39	"AWI"	39	1277	1808	1560	0	0	170	6	1	0	8	0	118	0	0	0	0	0	0	0	0	79	99	0	0	37	0	7	0	0	0	0	0	0	0	60	0	0	20	0	18	0	90	0	0	0	0	120	0	0	0	8	3	0	1	6	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	33	"AWI"	33	983	1617	1316	2	0	132	5	0	0	2	0	153	0	0	0	0	0	0	0	0	59	63	0	0	42	0	8	0	0	0	0	0	0	0	32	0	0	19	2	21	0	0	0	0	0	0	117	0	0	0	10	2	0	1	1	1
27234	48668	"Flögeln Fischer"	53.66697	8.80243	93	"AWI"	93	2967	3347	3189	1	0	228	2	0	0	4	0	132	0	0	0	0	0	0	0	0	259	7	0	0	2	0	2	0	0	0	0	0	0	0	60	0	0	3	2	23	0	0	0	0	0	0	93	0	0	0	7	0	0	1	13	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	109	"AWI"	109	3379	3790	3582	0	0	218	4	0	0	0	0	192	1	0	0	0	0	0	0	0	300	3	0	0	0	4	0	4	0	0	0	0	0	0	89	0	0	0	1	12	0	0	0	0	0	0	68	0	0	0	1	1	0	3	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	65	"AWI"	65	2050	2599	2329	0	0	211	3	0	0	2	0	154	0	0	0	0	0	0	0	0	204	19	0	0	8	0	5	0	0	0	0	0	1	0	108	0	0	4	0	25	0	0	0	0	1	0	83	0	0	0	8	2	0	2	6	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	95	"AWI"	95	3033	3395	3244	0	0	236	0	1	0	3	0	138	0	0	0	0	0	0	0	0	255	17	0	0	3	0	3	2	0	0	0	0	1	0	125	0	11	1	0	14	0	0	0	0	0	0	90	0	0	0	1	1	0	3	11	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	45	"AWI"	45	1475	2000	1759	0	0	215	4	1	0	9	0	111	0	0	0	0	0	0	0	0	200	92	0	0	36	0	1	0	0	0	0	0	0	0	50	0	0	4	2	19	0	89	0	0	0	0	104	0	0	0	8	2	1	2	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	41	"AWI"	41	1365	1865	1631	0	2	157	7	0	0	11	0	150	0	0	0	0	0	0	0	0	115	83	0	0	26	0	8	0	0	0	0	0	0	0	89	0	0	12	0	15	0	93	0	0	0	0	123	0	0	0	17	2	0	0	5	1
27234	48668	"Flögeln Fischer"	53.66697	8.80243	53	"AWI"	53	1705	2220	1980	0	0	194	1	1	1	8	0	131	0	2	0	1	0	0	0	0	129	48	0	0	32	0	2	0	0	0	0	0	1	0	68	0	0	15	0	17	0	97	0	0	0	0	103	0	0	0	10	2	0	0	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	107	"AWI"	107	3324	3742	3532	0	0	252	0	0	0	2	0	127	1	0	0	0	0	0	0	0	258	8	0	0	3	1	1	8	0	0	0	0	2	0	82	0	27	0	0	22	0	0	0	0	0	0	90	0	0	0	4	0	0	0	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	20	"AWI"	20	448	1133	773	0	1	180	5	1	0	3	8	114	0	6	0	27	0	0	0	0	115	48	0	0	42	0	1	0	0	0	0	0	0	0	55	0	0	11	0	37	0	159	0	0	0	0	103	0	0	0	40	3	0	2	6	1
27234	48668	"Flögeln Fischer"	53.66697	8.80243	105	"AWI"	105	3270	3692	3483	1	0	227	0	0	0	1	0	129	0	1	4	0	0	0	0	0	249	6	0	0	4	0	2	3	0	0	0	0	1	0	75	0	0	2	0	19	0	0	0	0	0	0	109	0	0	0	4	2	0	1	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	111	"AWI"	111	3431	3838	3629	0	0	242	5	0	0	3	0	141	0	0	0	0	0	0	0	0	263	4	0	0	2	4	2	4	0	0	0	0	4	0	76	0	9	0	0	21	0	0	0	0	0	0	87	0	0	0	2	1	1	3	1	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	13	"AWI"	13	216	824	482	1	0	166	4	0	0	1	31	104	0	5	0	49	0	0	0	0	126	82	0	0	52	0	5	2	0	0	0	0	0	0	48	0	0	17	0	41	0	226	0	0	0	0	106	0	0	0	91	5	0	1	2	3
27234	48668	"Flögeln Fischer"	53.66697	8.80243	15	"AWI"	15	280	922	567	0	0	169	4	1	0	3	9	114	0	5	0	48	0	0	0	0	89	95	0	0	36	0	4	0	0	1	0	0	2	0	32	0	0	15	3	36	0	166	0	0	0	0	109	0	0	0	69	11	0	1	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	19	"AWI"	19	419	1084	731	0	0	166	7	0	0	2	23	90	0	5	0	47	0	0	0	0	125	67	0	0	49	3	3	0	0	1	1	0	0	0	37	0	0	16	2	42	0	233	0	0	0	0	110	0	0	0	101	16	0	0	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	99	"AWI"	99	3131	3520	3342	0	0	250	4	1	0	5	0	110	0	0	6	0	0	0	1	0	260	11	0	0	5	2	1	10	0	0	0	0	5	0	95	0	20	2	0	30	10	0	0	0	0	0	94	0	0	0	4	0	0	2	6	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	103	"AWI"	103	3225	3634	3435	1	0	238	4	3	0	0	0	134	0	0	5	0	0	0	0	0	242	25	0	0	1	0	3	14	0	0	0	0	3	0	73	0	27	0	0	20	0	0	0	0	0	0	90	0	0	0	4	2	0	3	8	2
27234	48668	"Flögeln Fischer"	53.66697	8.80243	97	"AWI"	97	3084	3458	3294	0	0	235	3	2	0	1	0	160	0	0	0	0	0	0	0	0	292	6	248	0	7	0	4	5	1	0	0	0	2	0	97	0	15	3	0	12	0	0	0	0	0	0	72	0	0	0	4	1	1	2	4	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	101	"AWI"	101	3179	3580	3388	0	0	272	2	3	0	1	0	130	1	0	13	0	0	0	0	0	281	17	0	0	6	0	2	12	0	0	0	29	3	0	92	0	0	4	1	30	0	0	0	0	0	0	96	0	0	0	2	1	3	6	2	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	11	"AWI"	11	158	728	398	0	1	147	6	1	0	1	54	108	0	6	5	44	0	0	0	0	123	167	0	0	64	0	2	0	0	0	0	0	0	0	25	0	0	20	1	42	0	311	0	0	0	0	99	0	0	0	135	10	0	1	5	3
27234	48668	"Flögeln Fischer"	53.66697	8.80243	3	"AWI"	3	-45	282	74	0	1	115	5	2	0	0	24	250	0	9	0	14	0	12	0	0	117	25	0	0	15	0	2	0	0	0	1	0	0	0	17	1	0	3	0	27	0	193	0	0	0	0	68	0	0	0	25	12	0	2	4	1
27234	48668	"Flögeln Fischer"	53.66697	8.80243	9	"AWI"	9	99	621	318	1	0	162	12	3	0	4	54	124	0	9	0	51	0	0	0	0	130	100	0	0	33	0	1	2	0	0	1	0	0	0	27	0	0	11	3	49	0	587	0	0	0	0	107	0	0	0	98	3	0	2	3	3
27234	48668	"Flögeln Fischer"	53.66697	8.80243	113	"AWI"	113	3483	3891	3678	0	0	223	4	3	1	1	0	135	0	0	15	0	0	0	0	0	249	9	0	0	3	0	3	7	0	0	0	0	5	0	137	0	34	2	1	20	0	0	1	0	0	0	103	13	0	0	2	2	0	3	5	0
27234	48668	"Flögeln Fischer"	53.66697	8.80243	5	"AWI"	5	-9	420	152	1	0	163	1	4	0	3	31	126	0	12	0	38	0	0	0	0	187	87	0	0	30	0	2	2	0	0	0	0	0	0	32	0	0	4	2	46	0	207	0	0	0	0	104	0	0	0	63	17	1	1	4	3
