"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23886	41421	"Pannel Bridge"	50.90583	0.67528	15	"AWI"	15	-57	672	240	0	13.5514018691589	0.700934579439252	0	0	0	0	0	0	3.97196261682243	0	0	0	0	0	0	0	4.67289719626168	0	8.41121495327103	0	0	0	0	0	0.233644859813084	0	0	0	0	5.60747663551402	0	0	0	0	4.20560747663551	0.233644859813084	0	0	0	0	0	51.1682242990654	0	0	0.233644859813084	3.03738317757009	3.27102803738318	0	0	0.233644859813084	0	0.467289719626168	0	0	0	0	0	0	0	0
23886	41421	"Pannel Bridge"	50.90583	0.67528	20	"AWI"	20	-43	927	340	0.376647834274953	21.0922787193974	0.753295668549906	0	0	0	0.564971751412429	0	0	6.59133709981168	0	0	0	0	0	0	0	3.95480225988701	0	12.9943502824859	0	0	0	0	0	0.188323917137476	0	0	0	0	4.51977401129944	0	0	0	0	1.88323917137476	0	0	0	0	0.188323917137476	0	40.6779661016949	0	0	0	4.14312617702448	0	0	0	0.941619585687382	0	0.564971751412429	0	0	0	0	0	0.564971751412429	0	0
23886	41421	"Pannel Bridge"	50.90583	0.67528	25	"AWI"	25	-33	1173	442	0.0914913083257091	52.1500457456542	0.0914913083257091	0	0.0914913083257091	0	0	0	0	5.12351326623971	0	0	0	0	0	0	0	5.48947849954254	0	14.0896614821592	0	0	0	0	0.457456541628545	0.457456541628545	0	0	0	0.0914913083257091	0.365965233302836	0	0	0	0	2.10430009149131	0	0	0	0	0	0	13.8151875571821	0	0	0.0914913083257091	3.29368709972553	0	0	0	0.182982616651418	0	1.28087831655993	0	0.0914913083257091	0	0	0.0914913083257091	0.0914913083257091	0.182982616651418	0.274473924977127
23886	41421	"Pannel Bridge"	50.90583	0.67528	30	"AWI"	30	-22	1424	541	0	72.6690676270508	0.0800320128051221	0	0	0	0.0800320128051221	0	0	2.08083233293317	0	0	0	0	0	0	0	7.6030412164866	0	8.88355342136855	0	0	0	0.120048019207683	0.120048019207683	0.440176070428171	0	0	0	0.040016006402561	0.320128051220488	0	0	0	0	1.60064025610244	0	0	0	0	0.120048019207683	0	0	0	0	0	4.88195278111245	0	0	0	0.200080032012805	0	0.440176070428171	0	0	0	0	0.120048019207683	0.120048019207683	0	0.0800320128051221
23886	41421	"Pannel Bridge"	50.90583	0.67528	38	"AWI"	38	-5	1823	702	0	54.5318352059925	0	0	0.0749063670411985	0.0749063670411985	0	0	0	4.26966292134831	0	0	0	0	0	0	0	9.8876404494382	0	14.0074906367041	0	0	0	0.149812734082397	0.224719101123596	1.57303370786517	0	0	0	0.149812734082397	0.224719101123596	0	0	0	0	2.47191011235955	0	0	0	0	0.149812734082397	0	1.87265917602996	0	0.0749063670411985	0	6.51685393258427	0	0	0	0.224719101123596	0	1.72284644194757	0	0	0	0	0	0.0749063670411985	0.0749063670411985	1.64794007490637
23886	41421	"Pannel Bridge"	50.90583	0.67528	46	"AWI"	46	143	1883	872	0	66.9634906500445	0.133570792520036	0	0.178094390026714	0.0890471950133571	0	0	0	3.60641139804096	0	0	0	0	0	0	0	7.52448797862867	0.0890471950133571	6.14425645592164	0	0	0	0.356188780053428	0.178094390026714	0.400712377560107	0	0	0	0.0890471950133571	2.62689225289403	0	0	0	0.0445235975066785	2.58236865538736	0	0.0445235975066785	0	0	0.133570792520036	0	0	0	0.0445235975066785	0	7.03472840605521	0	0	0	0.0890471950133571	0	0.445235975066785	0	0	0	0	0.178094390026714	0.0890471950133571	0.0890471950133571	0.845948352626892
23886	41421	"Pannel Bridge"	50.90583	0.67528	54	"AWI"	54	220	1964	1040	0	60.6271777003484	0.174216027874564	0	0.0871080139372822	0.0871080139372822	0.261324041811847	0	0	6.3588850174216	0	0	0	0	0	0	0	8.01393728222996	0	7.8397212543554	0	0	0	0.0871080139372822	0.174216027874564	0.696864111498258	0	0	0	0	0.0871080139372822	0	0	0	0	2.78745644599303	0	0	0	0	0.0871080139372822	0	0	0	0.174216027874564	0.0871080139372822	8.53658536585366	0	0.0871080139372822	0	0.174216027874564	0.174216027874564	0.78397212543554	0	0.0871080139372822	0.174216027874564	0	0.0871080139372822	0.174216027874564	0.174216027874564	1.91637630662021
23886	41421	"Pannel Bridge"	50.90583	0.67528	64	"AWI"	64	295	2121	1258	0	58.4070796460177	0.221238938053097	0	0	0.0737463126843658	0.0737463126843658	0	0	5.1622418879056	0	0	0	0	0	0	0	7.89085545722714	0	9.88200589970502	0.147492625368732	0.0737463126843658	0	0.221238938053097	0.147492625368732	0.884955752212389	0	0	0.0737463126843658	0.147492625368732	0.368731563421829	0	0	0	0	3.24483775811209	0	0	0	0.0737463126843658	0.221238938053097	0	3.31858407079646	0	0	0.0737463126843658	7.89085545722714	0	0	0	0.147492625368732	0	0.51622418879056	0	0	0	0	0	0.0737463126843658	0.147492625368732	0.51622418879056
23886	41421	"Pannel Bridge"	50.90583	0.67528	70	"AWI"	70	344	2256	1378	0	65.1201325600663	0	0	0.0828500414250207	0.248550124275062	0	0	0	5.38525269262635	0	0	0	0	0	0	0	7.04225352112676	0	6.95940347970174	0	0	0	0.165700082850041	0.248550124275062	0.994200497100249	0	0	0	0.0828500414250207	0.331400165700083	0	0	0	0.0828500414250207	3.64540182270091	0	0.0828500414250207	0	0	0	0	0	0	0	0	7.04225352112676	0	0	0	0	0	1.65700082850041	0	0	0	0	0.0828500414250207	0.165700082850041	0	0.579950289975145
23886	41421	"Pannel Bridge"	50.90583	0.67528	78	"AWI"	78	457	2423	1523	0	78.852119958635	0.103412616339193	0	0	0.103412616339193	0	0	0	2.37849017580145	0	0	0	0	0	0	0	5.17063081695967	0	3.41261633919338	0	0	0	0.206825232678387	0.206825232678387	0.413650465356774	0	0	0	0	2.79214064115822	0	0	0	0	1.39607032057911	0	0	0	0	0.15511892450879	0	0	0.0517063081695967	0	0	3.77456049638056	0	0	0	0	0	0.258531540847983	0	0	0	0	0.0517063081695967	0.0517063081695967	0	0.62047569803516
23886	41421	"Pannel Bridge"	50.90583	0.67528	86	"AWI"	86	815	2472	1660	0	78.3532536520584	0	0	0	0	0	0	0	4.58167330677291	0	0	0	0	0	0	0	2.65604249667995	0	4.9136786188579	0	0	0	0.265604249667995	0.132802124833997	0.531208499335989	0	0	0	0	0.0664010624169987	0	0	0	0	3.51925630810093	0.0664010624169987	0	0	0	0	0	0	0	0	0	3.38645418326693	0	0	0	0.199203187250996	0	0.863213811420983	0	0.0664010624169987	0.132802124833997	0	0.0664010624169987	0	0	0.199203187250996
