"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
3180	4136	"Kangerjoki"	66.12667	28.99524	50	"AWI"	50	5218	6048	5651	3.58974358974359	0	0	0.056980056980057	0	50.8831908831909	0	0	0	0	0	0.626780626780627	1.88034188034188	0	0	0.113960113960114	0	0.455840455840456	0.056980056980057	0.227920227920228	0	1.31054131054131	40.1139601139601	0	0	0.170940170940171	0	0	0	0	0.056980056980057	0	0	0	0	0	0.455840455840456	0
3180	4136	"Kangerjoki"	66.12667	28.99524	55	"AWI"	55	5516	6707	6041	3.89401846647933	0.0401445202729827	0.0401445202729827	0	0	67.6435166599759	0	0	0	0	0	2.16780409474107	3.65315134484143	0.762745885186672	0	0	0	0.160578081091931	0.0401445202729827	0.481734243275793	0.0802890405459655	0.44158972300281	19.8715375351265	0	0	0.160578081091931	0	0	0	0	0.120433560818948	0	0.0802890405459655	0.0401445202729827	0.0401445202729827	0	0.281011641910879	0
3180	4136	"Kangerjoki"	66.12667	28.99524	61	"AWI"	61	5936	7126	6540	2.73381294964029	0	0	0.0479616306954436	0	68.4892086330935	0	0	0	0	0.0479616306954436	1.19904076738609	2.01438848920863	0	0	0	0	0.0479616306954436	0	0	0	0.0479616306954436	24.9880095923261	0	0	0	0	0	0	0	0.143884892086331	0	0	0	0	0	0.191846522781775	0.0479616306954436
3180	4136	"Kangerjoki"	66.12667	28.99524	65	"AWI"	65	6212	7395	6874	5.74837310195228	0	0	0.0542299349240781	0	67.0281995661605	0.0542299349240781	0	0	0	0	3.79609544468547	2.00650759219089	0	0	0	0	0.0542299349240781	0	0	0	0.108459869848156	20.2819956616052	0	0	0	0	0	0	0	0.108459869848156	0	0.0542299349240781	0	0	0	0.704989154013015	0
3180	4136	"Kangerjoki"	66.12667	28.99524	71	"AWI"	71	6823	7668	7330	3.88625592417062	0	0	0.18957345971564	0	48.5308056872038	0	0	0	0	0	0.663507109004739	4.739336492891	0.4739336492891	0	0	0	0	0	0	0	0.0947867298578199	40.7582938388626	0	0	0	0	0	0	0	0.37914691943128	0	0	0	0	0	0.28436018957346	0
3180	4136	"Kangerjoki"	66.12667	28.99524	75	"AWI"	75	7013	8115	7552	5.33544638140518	0	0	0	0	42.3666138404649	0	0	0	0	0	1.00369783412573	3.486529318542	1.53195985208664	0	0.0528262017960909	0	0.158478605388273	0	0.158478605388273	0	0.105652403592182	45.1664025356577	0	0	0.105652403592182	0	0	0	0	0.105652403592182	0	0	0	0.0528262017960909	0	0.369783412572636	0
3180	4136	"Kangerjoki"	66.12667	28.99524	80	"AWI"	80	7238	8524	7834	1.78335535006605	0	0.0660501981505945	0.0660501981505945	0	39.8282694848085	0	0.132100396301189	0	0	0	0.264200792602378	7.72787318361955	0	0	0	0	0.0660501981505945	0	0.132100396301189	0	0.0660501981505945	49.4715984147952	0	0	0	0	0	0.0660501981505945	0	0.132100396301189	0	0.0660501981505945	0	0	0.0660501981505945	0	0.0660501981505945
3180	4136	"Kangerjoki"	66.12667	28.99524	85	"AWI"	85	7482	8866	8129	2.97482837528604	0	0	0	0	42.5629290617849	0	0	0.22883295194508	0	0	0.91533180778032	16.7048054919908	0	0	0	0	0	0	0	0	0	35.0114416475973	0	0	0	0	0	0	0	0.68649885583524	0	0	0	0	0	0.91533180778032	0
3180	4136	"Kangerjoki"	66.12667	28.99524	91	"AWI"	91	7814	9216	8488	0	0	0.518134715025907	0.259067357512953	0	43.5233160621762	0	0	0	0.129533678756477	0	0	38.3419689119171	0	0	0	0	0.259067357512953	0	0.259067357512953	0	0	14.7668393782383	0	0	0	0	0	0	0	1.6839378238342	0	0	0	0.129533678756477	0	0.129533678756477	0
3180	4136	"Kangerjoki"	66.12667	28.99524	95	"AWI"	95	8034	9501	8728	0	0	0.396825396825397	0.264550264550265	0	55.4232804232804	0	0	0	0.132275132275132	0	0	27.2486772486773	0	0	0	0	0	0	0.132275132275132	0	0	14.5502645502645	0	0	0	0	0	0	0	1.05820105820106	0	0.264550264550265	0	0	0	0.529100529100529	0
3180	4136	"Kangerjoki"	66.12667	28.99524	100	"AWI"	100	8383	9791	9023	0	0	0	0.390117035110533	0	59.037711313394	0	0	0	0	0	0.260078023407022	33.8101430429129	0	0	0	0	0	0	0.260078023407022	0	0	5.07152145643693	0	0	0	0	0	0	0	0.910273081924577	0	0.130039011703511	0	0	0	0.130039011703511	0
3180	4136	"Kangerjoki"	66.12667	28.99524	105	"AWI"	105	8763	10091	9316	0	0	0	0.471698113207547	0	53.0660377358491	0	0	0	0	0	0	39.622641509434	0	0	0	0	0	0	0	0	0	4.00943396226415	0	0	0	0	0	0	0	2.12264150943396	0.471698113207547	0	0	0	0	0.235849056603774	0
3180	4136	"Kangerjoki"	66.12667	28.99524	107	"AWI"	107	8899	10329	9493	0	0	0	0.102564102564103	0	52.3076923076923	0	0	0	0	0	0	44.2051282051282	0	0	0	0.102564102564103	0.205128205128205	0	0	0	0	1.94871794871795	0	0	0	0	0	0	0.102564102564103	1.02564102564103	0	0	0	0	0	0	0
3180	4136	"Kangerjoki"	66.12667	28.99524	108	"AWI"	108	8952	10523	9577	0	0	0	0	0	55.0231839258114	0	0	0	0.463678516228748	0	0	39.1035548686244	0	0	0	0	0.154559505409583	0	0	0	0	3.24574961360124	0	0	0	0	0	0	0.154559505409583	1.85471406491499	0	0	0	0	0	0	0
3180	4136	"Kangerjoki"	66.12667	28.99524	109	"AWI"	109	8998	10747	9658	0	0	0	0.36101083032491	0	56.3176895306859	0	0	0	0	0	0	36.2815884476534	0	0.180505415162455	0	0	0.180505415162455	0	0	0	0	2.16606498194946	0	0	0	0	0	0	0.180505415162455	3.97111913357401	0	0	0	0	0	0.36101083032491	0
3180	4136	"Kangerjoki"	66.12667	28.99524	110	"AWI"	110	9040	10984	9737	0	0	0	0.448430493273543	0	65.9192825112108	0	0	0	0	0	0	25.5605381165919	0	0	0	0	0.448430493273543	0	0	0	0	2.69058295964126	0	0	0	0	0	0	0	4.48430493273543	0	0	0	0	0	0.448430493273543	0
