"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Ceratonia"	"Chamaerops"	"Cistaceae"	"Citrus"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ficus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Heliotropium"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrtus"	"Nerium"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
23933	41587	"Biviere di Gela"	37.01879	14.34455	0	"AWI"	0	-150	20	-56	0	0	0	0	0	0	0	0	5.34351145038168	0	0	0	0	0	0	0	0	0	0	0	1.52671755725191	0	0.763358778625954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1908396946565	0	0	1.52671755725191	0	0	0	0	0	49.618320610687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52671755725191	0	3.05343511450382	0	0	0	0	0	0	0	1.52671755725191	0.763358778625954	0	0	0	6.87022900763359	0	0	0	0	0	0	0	0	2.29007633587786
23933	41587	"Biviere di Gela"	37.01879	14.34455	8	"AWI"	8	-135	36	-42	0	0	0	0	0	0	0	0	5.12820512820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56410256410256	0	0	0	0	0	0	0	0	0	2.56410256410256	0	0	0	0	0	2.56410256410256	0	0	0	0	2.56410256410256	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	35.8974358974359	0	0	0	0	0	0	5.12820512820513	0	0	0	0	0	0	0	0	0	0	5.12820512820513	0	0	0	0	0	0	0	0	0	0	0	0	2.56410256410256	0	0	0	0	2.56410256410256	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	16	"AWI"	16	-126	60	-27	0	0	0	0	0	0	0	0	19.811320754717	0	0	0	0	0	0	0	0	0	0	0	0.943396226415094	0	0	0.943396226415094	0	0	0	0.943396226415094	0	0	0	0	0	4.71698113207547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9811320754717	0	0	0	0	1.88679245283019	0	0	0	45.2830188679245	0	0	0	0.943396226415094	0	0	1.88679245283019	0	0	0	0	0	0	0	0	0	0	3.77358490566038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88679245283019
23933	41587	"Biviere di Gela"	37.01879	14.34455	24	"AWI"	24	-116	92	-15	0	0	0	0	0	0	0	0	3.57142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57142857142857	0	0	0	0	0	0	0	0	0	10.7142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2857142857143	0	0	0	0	0	0	0	0	7.14285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57142857142857	0	0	0	14.2857142857143	0	0	3.57142857142857
23933	41587	"Biviere di Gela"	37.01879	14.34455	32	"AWI"	32	-110	125	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4390243902439	0	0	0	0	0	0	0	0	0	0	0	0	14.6341463414634	0	0	0	0	0	0	0	0	0	0	7.31707317073171	0	0	0	0	9.75609756097561	0	0	0	0	0	0	0	0	53.6585365853659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1951219512195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	40	"AWI"	40	-96	144	11	0	0	0	18.9024390243902	0	0	0	0	0.609756097560976	0	0	0	0	0	0	0	0	0	0	0	1.21951219512195	0	0	1.21951219512195	0	0	0	0	0	0	0	0	0.609756097560976	3.65853658536585	0	0	0	0	0	0	0	0	0	0	0.609756097560976	0	0	0	0	6.09756097560976	0	0	0	0	1.21951219512195	0	0	0	54.2682926829268	0	0	0	0	0	0	2.4390243902439	0	0	0	0	0	1.21951219512195	0	0	0	0	4.26829268292683	0	0	0	0	0	0	0	0.609756097560976	0	0	0	0	1.21951219512195	0	0	0	0	0	0	0	0	1.82926829268293
23933	41587	"Biviere di Gela"	37.01879	14.34455	48	"AWI"	48	-84	163	25	0	0	0	0	0	0	0	0	14.8936170212766	0	0	0	0	0	0	0	0	0	0	0	2.12765957446809	2.12765957446809	0	2.83687943262411	0	0	0	0	0	0	0	0	0.709219858156028	2.12765957446809	0	0	0.709219858156028	0	0	0	0	0	0	0	0	0	0	0	0	14.1843971631206	0	0	0.709219858156028	0	0	0	0	0	16.3120567375887	0	0	0	2.83687943262411	0	0	0	0	0	0	0	0	0	0	0	0	4.25531914893617	2.12765957446809	0	0	0	0	0	0	0	3.54609929078014	0	0	0	0	27.6595744680851	0	0	0	0	0	0	0	0	2.83687943262411
23933	41587	"Biviere di Gela"	37.01879	14.34455	56	"AWI"	56	-74	178	39	0	0	0	0	0	0	0	0	6.52173913043478	0	0	0	0	0	0	0	0	0	0	0	2.17391304347826	0	0	0	0	0	0	0	0	0	0	0	0	2.17391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9130434782609	0	0	0	0	0	0	0	0	26.0869565217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52173913043478	13.0434782608696	0	0	0	0	0	0	0	0	0	0	0	0	15.2173913043478	0	4.34782608695652	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	64	"AWI"	64	-66	200	54	0	0	0	0	0	0	0	0	1.96078431372549	0	0	0	0	0	0	0	0	0	0	0	0.980392156862745	0	0	0.980392156862745	0	0	0	0	0	0	0	0	0	2.94117647058824	0	0	0	0	0	0	0	0.980392156862745	0	0	0	0	0	0	0	5.88235294117647	0	0	0	0	0	0	0	0	68.6274509803922	0	0	0	3.92156862745098	0	0	3.92156862745098	0	0	0	0	0	0	0	0	0	0	4.90196078431373	0	0	0	0	0	0	0	0.980392156862745	0	0	0	0	3.92156862745098	0	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	72	"AWI"	72	-54	215	68	0	0	0	0	0	0	0	0	7.69230769230769	0	0	0	0	0	0	0	0	0	0	0	2.56410256410256	0	0	0	0	0	0	0	0	0	0	0	2.56410256410256	7.69230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12820512820513	0	0	0	0	0	0	0	0	35.8974358974359	0	0	5.12820512820513	5.12820512820513	0	0	0	0	0	0	0	0	0	0	0	0	17.9487179487179	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12820512820513	0	0	0	0	0	0	0	0	5.12820512820513
