"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Malus"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
3166	4118	"Liptovský Ján"	49.04167	19.67778	10	"AWI"	10	-18	969	385	0.184162062615101	0	2.57826887661142	0.184162062615101	0.920810313075507	0	1.10497237569061	0	1.65745856353591	0	0	0	0	0	0	0	0	0.920810313075507	31.4917127071823	0	0	0	0.368324125230203	0	0.184162062615101	0	0	0	0	0	0	0	0	0	0	29.4659300184162	25.5985267034991	0	0	0	0	0	0	1.28913443830571	0	0	0	0	0	3.86740331491713	0	0	0	0.184162062615101	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	15	"AWI"	15	8	1478	599	2.96296296296296	0	1.48148148148148	1.2962962962963	0	0	1.2962962962963	0	0.37037037037037	0	0	0	0	0	0	0	0	0.185185185185185	0.925925925925926	0	0	0	0.37037037037037	0	0.555555555555556	0	0	0.185185185185185	0	0.185185185185185	0	0	0	0.37037037037037	0	58.3333333333333	27.7777777777778	0	0	0	0	0	0	0.555555555555556	0	0	0	0.37037037037037	0	1.2962962962963	0	0	1.11111111111111	0	0.37037037037037	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	20	"AWI"	20	214	1685	850	1.56521739130435	0	0.695652173913043	1.73913043478261	0.521739130434783	0	1.73913043478261	0	0.521739130434783	0	0	0	0	0	0	0	0	1.73913043478261	1.91304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.7826086956522	40.8695652173913	0	0	0	0	0	0	0.869565217391304	0	0	0	0	0	0.869565217391304	0	0	0	0	0.173913043478261	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	25	"AWI"	25	353	1827	1149	4.08163265306122	0	1.58730158730159	0.90702947845805	0.226757369614512	0	1.8140589569161	0	0.453514739229025	0	0	0	0	0	0	0	0	1.13378684807256	0.680272108843537	0	0	0	1.13378684807256	0	0.680272108843537	0	0	0	0	0.226757369614512	0	0	0	0.453514739229025	0	53.2879818594104	31.5192743764172	0	0	0	0	0.226757369614512	0	0.453514739229025	0	0	0	0	0	0.90702947845805	0	0	0	0	0.226757369614512	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	30	"AWI"	30	450	2019	1443	7.19754977029096	0	2.45022970903522	1.07197549770291	0.153139356814701	0	0.765696784073507	0	1.53139356814701	0	0	0	0	0	0	0	0	1.68453292496172	1.68453292496172	0	0	0	0.612557427258806	0	0.153139356814701	0	0	0	0	0	0	0.765696784073507	0	1.22511485451761	0	42.1133231240429	35.6814701378254	0	0	0.153139356814701	0	0.918836140888208	0	1.07197549770291	0	0	0	0.306278713629403	0	0.153139356814701	0	0	0	0.306278713629403	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	35	"AWI"	35	764	2179	1669	6.66666666666667	0	0.900900900900901	1.08108108108108	0.36036036036036	0	0.900900900900901	0	1.08108108108108	0	0	0	0	0	0	0	0	1.8018018018018	5.22522522522523	0.18018018018018	0	0	0.36036036036036	0	0.540540540540541	0	0	0	0	0	0	0.720720720720721	0	0.18018018018018	0	40.7207207207207	38.7387387387387	0	0	0	0	0	0	0.18018018018018	0	0	0	0.18018018018018	0	0.18018018018018	0	0	0	0	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	40	"AWI"	40	1261	2220	1848	15.5487804878049	0	1.52439024390244	0.609756097560976	0.76219512195122	0	1.82926829268293	0	1.21951219512195	0	0	0	0	0	0	0	0	0.609756097560976	3.20121951219512	0	0	0	0.914634146341463	0	0	0	0	0	0	0	0	0.304878048780488	0.304878048780488	0	0	34.9085365853659	37.0426829268293	0	0	0	0	0	0	1.06707317073171	0	0	0	0.152439024390244	0	0	0	0	0	0	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	45	"AWI"	45	1727	2282	2039	14.2638036809816	0	2.91411042944785	0.306748466257669	0.306748466257669	0.153374233128834	1.68711656441718	0	1.84049079754601	0	0	0	0	0	0	0	0	1.07361963190184	2.76073619631902	0	0	0	0.613496932515337	0	0	0	0	0	0	0	0	0.153374233128834	0	0.766871165644172	0	42.7914110429448	28.9877300613497	0	0	0	0	0	0	0.920245398773006	0	0	0	0	0	0	0	0	0	0.306748466257669	0.153374233128834	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	50	"AWI"	50	1948	2374	2200	19.4174757281553	0	1.74757281553398	0	0	0	0.388349514563107	0	0.388349514563107	0	0	0	0	0	0	0	0	2.13592233009709	2.13592233009709	0	0	0	0.776699029126214	0	0	0	0	0	0	0	0	0	0	0.194174757281553	0	51.4563106796116	19.0291262135922	0	0	0	0	0	0	2.13592233009709	0	0	0	0	0	0.194174757281553	0	0	0	0	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	55	"AWI"	55	2017	2459	2262	18.2108626198083	0	3.03514376996805	0.638977635782748	0.638977635782748	0	0.958466453674121	0	2.71565495207668	0	0	0	0	0	0	0	0	1.43769968051118	5.27156549520767	0	0	0	3.99361022364217	0	0	0	0	0	0	0	0	0	0	0.958466453674121	0	41.6932907348243	18.370607028754	0	0	0	0	0	0	1.11821086261981	0	0	0	0.479233226837061	0	0	0	0	0	0	0.479233226837061	0	0
