"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3279	4259	"Mayralampi"	62.34206	26.23393	820	"AWI"	820	-126	75	-52	0	0	5.8974358974359	0	0	0.0854700854700855	0	19.6581196581197	0	0	0	0	0	0.854700854700855	0	0	0	0	0.598290598290598	0	1.1965811965812	0.0854700854700855	0	0	0.0854700854700855	0	8.11965811965812	50.7692307692308	0	10.2564102564103	0.427350427350427	0	0	0	0	1.79487179487179	0.0854700854700855	0	0	0.0854700854700855
3279	4259	"Mayralampi"	62.34206	26.23393	822.5	"AWI"	822.5	-58.5	273.5	106.5	0	0	10.2218700475436	0	0	0.237717908082409	0.158478605388273	29.0015847860539	0.0792393026941363	0.316957210776545	0	0	0.0792393026941363	1.66402535657686	0	0	0	0	0.63391442155309	0	3.40729001584786	0	0	0	0	0	3.16957210776545	35.9746434231379	0	9.50871632329635	0.475435816164818	0.0792393026941363	0	0.871632329635499	0	3.88272583201268	0	0	0	0.237717908082409
3279	4259	"Mayralampi"	62.34206	26.23393	825	"AWI"	825	-32	566	257	0	0	13.8405132905591	0.0916590284142988	0.0916590284142988	0.183318056828598	0.183318056828598	39.6883593033914	0.366636113657195	0	0	0	0.274977085242896	1.28322639780018	0	0	1.74152153987168	0	1.09990834097159	0	2.29147571035747	0	0	0	0	0	1.83318056828598	33.6388634280477	0	0	0.916590284142988	0.274977085242896	0	0	0	1.64986251145738	0.366636113657195	0	0.0916590284142988	0.0916590284142988
3279	4259	"Mayralampi"	62.34206	26.23393	827.5	"AWI"	827.5	218	602.5	417	0	0	13.3458646616541	0.093984962406015	0	0.37593984962406	0	41.0714285714286	0	0	0	0	0.093984962406015	1.2218045112782	0	0	0	0	1.59774436090226	0	1.97368421052632	0	0	0	0	0	2.34962406015038	34.7744360902256	0	0	1.50375939849624	0.093984962406015	0	0	0	0.93984962406015	0	0	0.093984962406015	0.469924812030075
3279	4259	"Mayralampi"	62.34206	26.23393	830	"AWI"	830	344	683	581	0	0	6.4030131826742	0.188323917137476	0	0.470809792843691	0	40.9604519774011	0	0	0	0	0.376647834274953	0.753295668549906	0	0	0	0	0.376647834274953	0	2.73069679849341	0	0	0	0	0	5.1789077212806	39.924670433145	0	0	1.2241054613936	0.188323917137476	0	0	0.0941619585687382	0.753295668549906	0	0	0.188323917137476	0.188323917137476
3279	4259	"Mayralampi"	62.34206	26.23393	832.5	"AWI"	832.5	450.5	955	693	0	0	6.88336520076482	0.0956022944550669	0	0.0956022944550669	0	41.1089866156788	0.0956022944550669	0	0	0	0.191204588910134	0.860420650095602	0	0	0.0956022944550669	0.0956022944550669	0.478011472275335	0	2.39005736137667	0	0	0	0	0	5.92734225621415	38.623326959847	0	0	2.10325047801147	0	0	0	0.0956022944550669	0.286806883365201	0	0	0.286806883365201	0.286806883365201
3279	4259	"Mayralampi"	62.34206	26.23393	835	"AWI"	835	517	1297	796	0	0	6.48312611012433	0	0	0.355239786856128	0	41.8294849023091	0	0	0	0	0.44404973357016	1.24333925399645	0	0	0	0	0.88809946714032	0	2.84191829484902	0	0	0	0	0.266429840142096	7.01598579040853	34.1030195381883	0	0	2.66429840142096	0.710479573712256	0	0	0	0.355239786856128	0.266429840142096	0	0.355239786856128	0.177619893428064
3279	4259	"Mayralampi"	62.34206	26.23393	837.5	"AWI"	837.5	603.5	1411	936.5	0	0	5.6980056980057	0	0	0.189933523266857	0	38.1766381766382	0	0	0	0	0.284900284900285	0.949667616334283	0	0	0	0.0949667616334283	0.56980056980057	0	3.03893637226971	0	0	0	0	0	7.40740740740741	40.5508072174739	0	0	1.61443494776828	0.664767331433998	0	0	0	0.0949667616334283	0.189933523266857	0	0.0949667616334283	0.379867046533713
3279	4259	"Mayralampi"	62.34206	26.23393	840	"AWI"	840	653	1613	1057	0	0	3.87596899224806	0	0.0968992248062016	0.290697674418605	0	37.6937984496124	0	0	0	0	0.387596899224806	0.678294573643411	0	0	0	0.0968992248062016	0.775193798449612	0	1.35658914728682	0	0	0	0	0.290697674418605	8.23643410852713	41.8604651162791	0	0	3.19767441860465	0.484496124031008	0	0	0	0.0968992248062016	0.484496124031008	0	0.0968992248062016	0
3279	4259	"Mayralampi"	62.34206	26.23393	842.5	"AWI"	842.5	775.5	1708	1199	0	0	2.90416263310745	0	0	0.193610842207164	0	50.919651500484	0	0	0	0	0	0.484027105517909	0	0	0.0968054211035818	0	0.387221684414327	0	2.42013552758955	0	0	0	0	0	2.42013552758955	36.5924491771539	0	0	2.71055179090029	0.484027105517909	0	0	0	0.0968054211035818	0	0	0.0968054211035818	0.193610842207164
