"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3223	4183	"Landshaftnoe"	64.56667	30.53333	25	"AWI"	25	-59	533	110	0.436681222707424	0	0	0	0	0	0	0	0	21.8340611353712	0	0	0.436681222707424	0	0	0	0	0	0	3.49344978165939	72.0524017467249	0	1.31004366812227	0	0	0	0.436681222707424	0	0	0	0	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	50	"AWI"	50	32	839	305	0	0	0	0	0.294117647058824	0	34.1176470588235	0	0	27.9411764705882	0	0	0	0	0	0	0.294117647058824	0	0	2.35294117647059	33.5294117647059	0	0.882352941176471	0	0	0	0.294117647058824	0	0	0.294117647058824	0	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	75	"AWI"	75	152	1086	514	0.401606425702811	0	0	0	2.00803212851406	0.401606425702811	0	0	0	12.85140562249	0	0	0.803212851405622	0	0	0	0.401606425702811	0	0	8.83534136546185	70.6827309236948	0	2.81124497991968	0	0	0.401606425702811	0	0	0	0	0	0	0	0	0	0	0.401606425702811
3223	4183	"Landshaftnoe"	64.56667	30.53333	100	"AWI"	100	290	1339	724	0.416666666666667	0	0	0	0.416666666666667	0	0	0	0	14.5833333333333	0	0	0	0	0	0	0.416666666666667	0	0	7.5	72.0833333333333	0	3.75	0	0.416666666666667	0	0.416666666666667	0	0	0	0	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	125	"AWI"	125	445	1569	931	0	0	0	0	0.549450549450549	0	0	0	0	23.0769230769231	0	0	0	0	0	0	0.549450549450549	0	0	12.0879120879121	60.989010989011	0	1.64835164835165	0	0	0.549450549450549	0	0	0	0	0	0	0	0	0	0.549450549450549	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	150	"AWI"	150	600	1800	1135	0.523560209424084	0	0	0	1.04712041884817	0	0	0	0	28.7958115183246	0	0	0.523560209424084	0	0	0	0	0	0	15.7068062827225	51.3089005235602	0	1.57068062827225	0	0	0	0	0	0	0	0.523560209424084	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	175	"AWI"	175	773	1988	1341	0.930232558139535	0	0	0	0.930232558139535	0	0	0	0	23.2558139534884	0	0	0	0	0	0	0.465116279069767	0	0	12.5581395348837	58.1395348837209	0	0.930232558139535	0	0	0.465116279069767	0	0	0	0	0.930232558139535	0	0	0	0.465116279069767	0.930232558139535	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	200	"AWI"	200	950	2198	1545	0	0	0	0	0.975609756097561	0	0	0	0.48780487804878	17.0731707317073	0	0	0	0	0	0	0	0.48780487804878	0.48780487804878	14.6341463414634	60.9756097560976	0	1.95121951219512	0	0	0.48780487804878	0	0	0	0	1.46341463414634	0	0	0	0	0.975609756097561	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	225	"AWI"	225	1115	2396	1747	0.581395348837209	0	0	0	0.581395348837209	0	0	0.581395348837209	0.581395348837209	23.2558139534884	0	0	0	0.581395348837209	0.581395348837209	0	0.581395348837209	0	1.16279069767442	17.4418604651163	51.1627906976744	0.581395348837209	0.581395348837209	0	0	0	0	0	0	0.581395348837209	1.16279069767442	0	0	0	0	0	0
3223	4183	"Landshaftnoe"	64.56667	30.53333	250	"AWI"	250	1317	2590	1955	0	0	0	0	0	0	0	0	0	20.5479452054795	0	0	0	0	0	0	0.45662100456621	0	0	16.4383561643836	61.1872146118721	0	0.45662100456621	0	0	0	0.45662100456621	0	0	0	0	0	0.45662100456621	0	0	0	0
