"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lentibulariaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1290	"AWI"	1290	-134	34	-47	1.5	0	0	0.25	0	0	50.5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0.25	1.5	0	5.75	0	0	0	0.5	21.5	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.25
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1294	"AWI"	1294	-57	529	126	2.26700251889169	0	0	0.503778337531486	0	0	48.3627204030227	0	0	0	0	0.251889168765743	0.251889168765743	0	8.06045340050378	0	0	0	0	0	0	0.251889168765743	2.51889168765743	0	10.5793450881612	0	0.251889168765743	0	1.00755667506297	16.1209068010076	0	0	9.06801007556675	0.251889168765743	0	0	0	0	0	0	0	0	0	0.251889168765743	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1298	"AWI"	1298	49	799	337	2.24089635854342	0	0.560224089635854	0	0	0	47.0588235294118	0	0	0	0	0	0.280112044817927	0	10.6442577030812	0	0	0	0	0	0	0.280112044817927	3.92156862745098	0	9.2436974789916	0	0	0	1.12044817927171	11.7647058823529	0	0	11.7647058823529	0	0	0.280112044817927	0	0	0	0	0	0	0	0.560224089635854	0	0.280112044817927	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1302	"AWI"	1302	204	1016	572	2.82608695652174	0	0	0.217391304347826	0	0	47.1739130434783	0	0	0	0	0	0	0.217391304347826	8.26086956521739	0	0	0	0	0	0	0	1.30434782608696	0	9.1304347826087	0	0	0	0.869565217391304	17.3913043478261	0	0	11.0869565217391	0.217391304347826	0.217391304347826	0	0	0	0	0	0	0	0.217391304347826	0.434782608695652	0	0	0.434782608695652
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1306	"AWI"	1306	393	1190	819	3.19148936170213	0	0	0.265957446808511	0.265957446808511	0	47.3404255319149	0	0	0	0	0	0	0	8.77659574468085	0	0	0	0	0	0	0.265957446808511	1.59574468085106	0	7.97872340425532	0	0	0	0.531914893617021	25.2659574468085	0	0	4.25531914893617	0	0	0	0	0	0	0	0	0	0	0.265957446808511	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1310	"AWI"	1310	617	1344	1039	1.35869565217391	0	0	0.271739130434783	0.543478260869565	0	55.7065217391304	0	0	0	0	0	0	0	9.23913043478261	0	0	0	0	0	0	0.271739130434783	2.71739130434783	0	7.33695652173913	0	0.543478260869565	0	0.271739130434783	12.2282608695652	0	0	8.69565217391304	0	0	0	0.543478260869565	0	0	0	0	0	0.271739130434783	0	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1314	"AWI"	1314	917	1486	1250	2.60303687635575	0	0	0.433839479392625	0	0	54.6637744034707	0	0	0	0	0	0.216919739696312	0	5.2060737527115	0	0	0	0	0	0	0.216919739696312	1.51843817787419	0	6.941431670282	0	0	0	1.30151843817787	17.1366594360087	0	0	6.29067245119306	0.216919739696312	0	0	0	0	0	0	1.7353579175705	0	0	0.650759219088937	0	0	0.867678958785249
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1318	"AWI"	1318	1081	1701	1414	1.69082125603865	0	0	0	0.241545893719807	0	50.9661835748792	0	0	0	0	0	0	0	9.42028985507246	0	0	0	0	0	0	0	0.966183574879227	0	6.03864734299517	0	0	0	0.966183574879227	23.6714975845411	0	0	5.07246376811594	0	0	0	0	0	0	0	0	0	0	0.483091787439614	0	0	0.483091787439614
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1322	"AWI"	1322	1210	1927	1560	8.61244019138756	0	0	0.478468899521531	0.478468899521531	0	0	0	0	0	0	0	0	0	13.8755980861244	0	0	0	0	0	0	0	3.34928229665072	0	13.8755980861244	0	0	0	0.956937799043062	46.4114832535885	0	0	10.0478468899522	0	0	0	0.956937799043062	0	0	0	0	0	0.478468899521531	0.478468899521531	0	0	0
26169	45642	"Bjørnfjelltjørn"	68.44417	18.07167	1326	"AWI"	1326	1320	2130	1705	1.82291666666667	0	0	0	0	0	49.21875	0	0	0	0	0	0.260416666666667	0	8.85416666666667	0	0	0	0	0	0	0	2.60416666666667	0	7.03125	0	0	0	0.260416666666667	21.09375	0	0	8.07291666666667	0	0.260416666666667	0	0	0	0	0	0	0	0	0.260416666666667	0.260416666666667	0	0
