"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	4	"AWI"	4	-72	244	38	0.687285223367698	0.343642611683849	0.343642611683849	0.687285223367698	0	39.8625429553265	0	0	1.03092783505155	0	0.343642611683849	0.343642611683849	0	0	28.5223367697594	0.687285223367698	0.343642611683849	0	0	0	1.03092783505155	0	0	0	0.343642611683849	0.343642611683849	0	0.343642611683849	17.1821305841924	0	5.49828178694158	0	0	0	0	0	0.687285223367698	0	0	1.03092783505155	0	0	0.343642611683849
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	8	"AWI"	8	-17	395	151	3.2258064516129	0	0	0	0	61.9354838709677	0.645161290322581	0	0	0	0.645161290322581	0	0	0	0	0	0	0	0	0	1.93548387096774	0.645161290322581	0	0	0	0	0	0.645161290322581	24.5161290322581	0	4.51612903225806	0	0	0	0	0	1.29032258064516	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	12	"AWI"	12	38	539	282	1.44404332129964	0	0	0.36101083032491	0	51.985559566787	0	0	0	0.36101083032491	0	0	0	0	0	0	0	0	0	0	1.80505415162455	1.08303249097473	0	0	0	0	0	0.72202166064982	27.0758122743682	0	10.4693140794224	0	0.36101083032491	0	0	0	2.52707581227437	0	0	0.72202166064982	0	0	1.08303249097473
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	20	"AWI"	20	202	813	508	1.95121951219512	0	0	0.48780487804878	0	52.6829268292683	0.48780487804878	0	0	0	1.46341463414634	0	0	0	0	0	0.48780487804878	0	0	0	0.48780487804878	0	0	0	0	0	0	0.48780487804878	29.7560975609756	0	7.31707317073171	0	0.48780487804878	0	0	0	1.95121951219512	0	0	0	0	0	1.95121951219512
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	28	"AWI"	28	453	949	769	0.946372239747634	0.315457413249211	0	0	0	38.4858044164038	0.946372239747634	0	0.315457413249211	0	0.946372239747634	0	0	0	22.397476340694	0	0	0	0	0	1.57728706624606	0.630914826498423	0	0	0	0	0	0.315457413249211	23.3438485804416	0	6.62460567823344	0	0.315457413249211	0	0	0	0.315457413249211	0	0	0.946372239747634	0	0	1.57728706624606
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	36	"AWI"	36	839	1098	970	3.40909090909091	0	0	0	0	51.8939393939394	0.757575757575758	0	0.378787878787879	0	0	0	0	0	0	0	0	0	0	0	1.51515151515152	0.378787878787879	0	0	0	0	0	0.378787878787879	31.0606060606061	0	7.57575757575758	0	0	0	0	0	0.378787878787879	0	0	0.378787878787879	0	0	1.89393939393939
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	44	"AWI"	44	1019	1306	1163	0.390625	0	0	0.390625	0	40.625	0	0	0	0	0	0	0	0	14.84375	0	0	0	0	0	0.78125	0.78125	0	0	0	0	0	0.390625	30.078125	0	8.203125	0	0	0	0	0	1.5625	0	0	1.5625	0	0.390625	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	52	"AWI"	52	1305	1491	1361	3.2051282051282	0	0	0.32051282051282	0	46.1538461538462	0	0	0.961538461538462	0.32051282051282	0	0.32051282051282	0	0	0	0	0	0	0	0	2.88461538461538	0.641025641025641	0.32051282051282	0	0	0	0	0.641025641025641	28.2051282051282	0	8.65384615384615	0.961538461538462	0.641025641025641	0	0	0	2.56410256410256	0	0	0.961538461538462	0	1.28205128205128	0.961538461538462
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	60	"AWI"	60	1394	1853	1587	2.12765957446809	0	0	1.27659574468085	0	46.3829787234043	1.27659574468085	0	0.425531914893617	0	0	0	0	0	0	0	0	0	0	0	0.425531914893617	1.70212765957447	0	0	0	0	0	0	33.1914893617021	0	8.93617021276596	0	0.425531914893617	0.425531914893617	0	0	2.12765957446809	0	0	0	0	0.425531914893617	0.851063829787234
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	62	"AWI"	62	1444	1887	1650	4.49438202247191	0	0	0.561797752808989	0	44.9438202247191	0.561797752808989	0	0.561797752808989	0	1.68539325842697	0.561797752808989	0	0	0	0	0	0	0	0	1.68539325842697	0.561797752808989	0	0	0	0	0	0	32.0224719101124	0	7.86516853932584	0	0.561797752808989	0.561797752808989	0	0	1.12359550561798	0	0	2.24719101123596	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	68	"AWI"	68	1594	2070	1842	1.29310344827586	0	0	0	0	45.6896551724138	0.431034482758621	0	0.431034482758621	0	0	0	0	0	0	0	0	0	0	0	2.58620689655172	1.72413793103448	0	0	0	0	0	0.862068965517241	40.0862068965517	0	3.44827586206897	0	0.431034482758621	1.29310344827586	0	0	0.862068965517241	0	0	0	0	0	0.862068965517241
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	76	"AWI"	76	1958	2280	2140	4.67836257309941	0	0	0	0	49.7076023391813	0.584795321637427	0	0	0	0.584795321637427	0	0	0	0	0	0	0	0	0	0.584795321637427	0.87719298245614	0	0	0	0	0	0.292397660818713	33.6257309941521	0	6.4327485380117	0.292397660818713	0.292397660818713	0	0	0	0.87719298245614	0	0	0.87719298245614	0	0	0.292397660818713
