"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Melanthiaceae"	"Myrica"	"Myrtus"	"Olea"	"Orobanchaceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Vitaceae"
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	0	"AWI"	0	-104	69	-21	0.471698113207547	0	0	0.235849056603774	0	0.235849056603774	0	0	0.235849056603774	0	0	0	0	0	0	0	0.471698113207547	0.235849056603774	0.943396226415094	0	0	0	0	0	0	0	0	0	1.17924528301887	0	0	0	0	0	0	0	0	5.89622641509434	0	0	69.811320754717	0	0	0	15.0943396226415	0.235849056603774	0	0	0	4.95283018867925	0	0	0	0	0	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	2.5	"AWI"	2.5	-72.5	115.5	16.5	0	0.209643605870021	0	0	0	0	0	0	0	0	0	0	0	0	0.209643605870021	0	0	0.419287211740042	0.628930817610063	0	0	0	0	0	0	0	0	0	0.209643605870021	0	0	0	0	0	0	0	0	7.54716981132075	0	0	54.5073375262054	0	0	0.209643605870021	26.8343815513627	0	0	0	7.9664570230608	0	0	0	0	0	0.838574423480084	0	0	0	0	0	0	0	0.419287211740042
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	5	"AWI"	5	-54	189	53	0.344234079173838	0.172117039586919	0	0.172117039586919	0	0.172117039586919	0	0	0.172117039586919	0.172117039586919	0	0	0	0.688468158347676	0	0	0.172117039586919	0.688468158347676	0	0	0	0	0	0	0	0	0	0	0.172117039586919	0	0	0	0	0	0	0	0	9.29432013769363	0	0	46.1273666092943	0	0	0.172117039586919	24.9569707401033	0	0	0	16.0068846815835	0.172117039586919	0	0	0	0	0	0	0	0	0.344234079173838	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	7.5	"AWI"	7.5	-43	271	87.5	0.29673590504451	0	0	0.890207715133531	0	0	0	0	1.18694362017804	0	0.29673590504451	0	0	1.18694362017804	0.29673590504451	0	0.29673590504451	0.890207715133531	6.23145400593472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.52818991097923	0	0	29.080118694362	0	0	0	42.1364985163205	0	0	0	10.0890207715134	0	0	0	0	0	0	0	0	0	0.29673590504451	0	0	0	0.29673590504451
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	10	"AWI"	10	-32	360	121	1.32075471698113	0	0	0.188679245283019	0	0	0	0	0	0	0	0	0	0.566037735849057	0.188679245283019	0	0	1.88679245283019	2.07547169811321	0	0	0	0	0	0	0	0	0	1.13207547169811	0.188679245283019	0	0	1.69811320754717	0	0	0	0	12.8301886792453	0	0	43.0188679245283	0	0	0.188679245283019	19.811320754717	0	0	0	13.9622641509434	0.377358490566038	0	0	0	0	0	0	0	0	0.566037735849057	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	12.5	"AWI"	12.5	-22.5	452.5	155	0.495049504950495	0	0	0	0	0.247524752475248	0	0	0	0	0	0	0	0.99009900990099	0	0	0	8.66336633663366	0.247524752475248	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495049504950495	0	0	0	0	15.0990099009901	0	0	22.7722772277228	0	0	0	35.6435643564356	0	0	0	14.3564356435644	0.495049504950495	0	0	0	0	0	0	0	0	0	0	0	0	0.495049504950495
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	15	"AWI"	15	-14	542	188	0.112485939257593	0.112485939257593	0	0.224971878515186	0	0	0	0	0	0.112485939257593	0	0	0	0.337457817772778	0.112485939257593	0	0	3.59955005624297	1.01237345331834	0	13.4983127109111	0	0	0	0	0	0	0	0.899887514060743	0	0	0	1.5748031496063	0	0	0	0	10.7986501687289	0	0	17.7727784026997	0	0	0	28.0089988751406	0	0	0	21.0348706411699	0.337457817772778	0	0	0	0	0	0	0	0	0.449943757030371	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	17.5	"AWI"	17.5	16.5	593.5	224	0.131578947368421	0.131578947368421	0	0	0	0.131578947368421	0	0	0.131578947368421	0	0.263157894736842	0	0	0.657894736842105	0.394736842105263	0	0	3.42105263157895	0.921052631578947	0	12.1052631578947	0	0	0	0	0	0.131578947368421	0	0.131578947368421	0	0.131578947368421	0	1.05263157894737	0	0	0	0	9.86842105263158	0	0	15	0	0	0	38.8157894736842	0	0	0	15	0.263157894736842	0	0	0	0.394736842105263	0.921052631578947	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	20	"AWI"	20	52	620	265	0.524475524475524	0	0	0	0.174825174825175	0	0	0	0	0	0	0.174825174825175	0	0.174825174825175	0.524475524475524	0	0	1.3986013986014	1.57342657342657	0	0	0	0	0	0	0	0	0	0.524475524475524	0	0	0	1.74825174825175	0	0	0	0	11.1888111888112	0	0	6.29370629370629	0	0	0	57.8671328671329	0	0	0	15.9090909090909	1.22377622377622	0	0	0	0	0.524475524475524	0	0	0	0.174825174825175	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	25	"AWI"	25	98	685	348	0.530035335689046	0.530035335689046	0	0.88339222614841	0	0.353356890459364	0	0	0.176678445229682	0	0.353356890459364	0.176678445229682	0	0.353356890459364	0.353356890459364	0	0.176678445229682	0.353356890459364	1.76678445229682	0	16.7844522968198	0	0.176678445229682	0	0.353356890459364	0	0.176678445229682	0	0	0	1.59010600706714	0	0	0	0	0	0	8.8339222614841	0.530035335689046	0	24.7349823321555	0	0	0	28.6219081272085	0	0.176678445229682	0	10.2473498233216	1.41342756183746	0	0	0	0.176678445229682	0	0.176678445229682	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	30	"AWI"	30	133	765	430	0.191387559808612	0.287081339712919	0	0.382775119617225	0	0.478468899521531	0.0956937799043062	0	0.0956937799043062	0	0	0	0	0.191387559808612	0.478468899521531	0	0	0.287081339712919	1.24401913875598	0	0	0	0	0	0.0956937799043062	0	0.0956937799043062	0.0956937799043062	0	0.191387559808612	1.33971291866029	0	0	0	0	0	0	8.32535885167464	1.14832535885167	0.382775119617225	12.6315789473684	0	0	0	60.5741626794258	0	0	0	9.37799043062201	1.33971291866029	0	0	0	0.478468899521531	0	0.0956937799043062	0	0	0	0	0	0	0.0956937799043062
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	35	"AWI"	35	227	831	502	0.411099691675231	0.205549845837616	1.43884892086331	0.359712230215827	0	0.154162384378212	0.0513874614594039	0	0.0513874614594039	0	0	0	0	0.205549845837616	0.411099691675231	0	0.0513874614594039	2.672147995889	0.513874614594039	0	20.9660842754368	0	0	0.0513874614594039	0.0513874614594039	0	0	0	0.616649537512847	0.102774922918808	0.308324768756423	0	0	0	0	0	0	6.37204522096608	0.154162384378212	0	0.92497430626927	0	0	0	49.3319630010278	0	0	0	12.846865364851	0.513874614594039	0	0	0	0.205549845837616	1.02774922918808	0	0	0	0	0	0	0	0
24112	41911	"Lagoa Comprida 2"	40.36278	-7.63611	40	"AWI"	40	337	876	575	1.18110236220472	0	0	0.26246719160105	0	0	0	0	2.0997375328084	0	0	0	0	0	0.393700787401575	0	0	0.131233595800525	14.4356955380577	0	0	0	0	0	0	0	0	0	0.393700787401575	0	0.131233595800525	0	0	0	0	0	0	0.78740157480315	0	0	0.78740157480315	0	0	0	57.4803149606299	0	0	0	20.3412073490814	0.918635170603675	0	0	0	0.131233595800525	0.393700787401575	0	0	0	0.131233595800525	0	0	0	0
