"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16095	24848	"Changeon"	47.27611	0.13194	15	"AWI"	15	-92	190	19	0.436681222707424	0.436681222707424	0	0	0	0	0.873362445414847	0	0	0	0	0	0	0	0	60.6986899563319	0	0	0	0	0	0	0	0	0	0	35.3711790393013	0.873362445414847	0	0	0	0	0.436681222707424	0	0.873362445414847	0	0	0	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	20	"AWI"	20	-83	264	45	0	0	0.666666666666667	0	0	0	0.666666666666667	0	0	0	0	0	0	0.666666666666667	0	76.6666666666667	0	0	0	0	0	0	0	0	0	0	21.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	25	"AWI"	25	-54	288	75	1.11731843575419	0.558659217877095	0	0	0	0	0	0	0	0	0	0.558659217877095	0	0	0	83.7988826815643	0	0	0	0	0	0	0	0	0.558659217877095	0	10.6145251396648	1.11731843575419	0	0	0	0.558659217877095	0.558659217877095	0	0.558659217877095	0	0	0	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	32	"AWI"	32	-30	337	120	0	0	1.03092783505155	0	0	0	0	0	0	0	0	0	0	0	0	92.2680412371134	0	0	0	0	0	0	0	0	0.515463917525773	0	5.67010309278351	0.515463917525773	0	0	0	0	0	0	0	0	0	0	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	36	"AWI"	36	-20	372	146	2.15827338129496	0.719424460431655	1.43884892086331	0	0	0	0.719424460431655	0	0	0	0	0	0	0	0	86.3309352517986	0	0	0	0	0	0	0	0	0	0	5.75539568345324	2.15827338129496	0	0	0	0	0	0	0	0	0	0.719424460431655	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	45	"AWI"	45	24	436	201	7.58620689655172	0.689655172413793	0	0	0.689655172413793	0	0.689655172413793	0	0	0	0	0	0	0.689655172413793	0	76.551724137931	0.689655172413793	0	0	0.689655172413793	0	0	0	0	0	0	6.89655172413793	4.13793103448276	0	0	0	0.689655172413793	0	0	0	0	0	0	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	55	"AWI"	55	67	496	265	23.8709677419355	0	0	0	0	0	12.258064516129	0	0	0.645161290322581	0	0	0	16.1290322580645	0	18.7096774193548	0	0	0	0	1.93548387096774	0	0.645161290322581	0	0	0	3.2258064516129	0	13.5483870967742	0	0.645161290322581	7.74193548387097	0	0	0	0	0	0.645161290322581	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	60	"AWI"	60	82	540	295	13.6054421768707	0.680272108843537	0	0	0	0	3.40136054421769	0	0	0	0	0	0	3.40136054421769	1.36054421768707	60.5442176870748	0	0	0.680272108843537	1.36054421768707	0	0	0	0	0.680272108843537	0	2.04081632653061	4.08163265306122	0	0	0	4.76190476190476	0	0	0.680272108843537	0.680272108843537	0	0.680272108843537	1.36054421768707	0	0
16095	24848	"Changeon"	47.27611	0.13194	65	"AWI"	65	128	555	324	16.8831168831169	1.2987012987013	0	0	0	0	1.94805194805195	0	0	0	0	0	0	3.8961038961039	1.2987012987013	47.4025974025974	0	0	0	0	0	0	0.649350649350649	0	0	0	1.2987012987013	3.24675324675325	15.5844155844156	0	0	4.54545454545455	0	0	0.649350649350649	0.649350649350649	0	0.649350649350649	0	0	0
16095	24848	"Changeon"	47.27611	0.13194	90	"AWI"	90	382	765	551	7.23404255319149	5.53191489361702	3.82978723404255	0.425531914893617	0.851063829787234	0	0	2.97872340425532	0.425531914893617	5.1063829787234	0	1.27659574468085	0.425531914893617	1.27659574468085	0	17.0212765957447	0	0	0.425531914893617	2.12765957446809	0	0	0	0.425531914893617	4.25531914893617	0	1.27659574468085	2.97872340425532	19.5744680851064	0	0	5.1063829787234	0.851063829787234	8.08510638297872	0.425531914893617	1.27659574468085	2.12765957446809	0.425531914893617	1.27659574468085	1.70212765957447	1.27659574468085
