"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3415	4423	"Saint Sixte"	45.42583	5.62861	35	"AWI"	35	-57	525	135	0	0	0	0	0	0	0	0	0	5.88235294117647	0	0	0	0	0	0	11.7647058823529	0	0	0	11.7647058823529	0	0	0	5.88235294117647	0	0	0	0	17.6470588235294	0	0	0	0	0	0	0	0	0	11.7647058823529	17.6470588235294	0	0	0	0	0	0	0	11.7647058823529	0	0	0	0	0	5.88235294117647	0	0	0	0	0	0	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	40	"AWI"	40	-53	604	161	1.05263157894737	2.10526315789474	2.10526315789474	0	0	0	0	0	0	2.10526315789474	0	0	0	0	0	1.05263157894737	15.7894736842105	0	0	5.26315789473684	17.8947368421053	0	0	0	1.05263157894737	0	0	0	0	10.5263157894737	0	0	0	0	0	0	0	1.05263157894737	0	4.21052631578947	3.15789473684211	0	0	0	0	0	0	0	15.7894736842105	0	0	2.10526315789474	0	0	0	2.10526315789474	0	0	1.05263157894737	0	10.5263157894737	0	1.05263157894737
3415	4423	"Saint Sixte"	45.42583	5.62861	45	"AWI"	45	-49	686	186	6.75675675675676	0	6.75675675675676	1.35135135135135	0	0	0	0	0	4.05405405405405	0	0	0	0	0	1.35135135135135	8.10810810810811	0	0	6.75675675675676	6.75675675675676	0	0	0	0	0	0	0	0	22.972972972973	0	0	0	0	0	0	0	0	0	4.05405405405405	4.05405405405405	0	0	0	0	0	0	0	16.2162162162162	0	0	0	0	0	4.05405405405405	2.7027027027027	0	0	0	0	4.05405405405405	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	50	"AWI"	50	-43	766	211	4.41176470588235	1.47058823529412	0	0	0	0	0	0	0	1.47058823529412	0	0	0	0	0	0	5.88235294117647	0	0	2.94117647058824	17.6470588235294	0	0	0	1.47058823529412	0	1.47058823529412	0	0	16.1764705882353	0	0	0	0	0	0	0	0	0	5.88235294117647	1.47058823529412	0	0	0	0	0	0	0	26.4705882352941	0	0	0	0	0	2.94117647058824	2.94117647058824	0	0	0	0	7.35294117647059	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	200	"AWI"	200	629	1686	1157	0	1.66666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	8.33333333333333	46.6666666666667	0	0	0	1.66666666666667	1.66666666666667	0	0	0	8.33333333333333	0	0	0	1.66666666666667	0	0	0	0	0	3.33333333333333	1.66666666666667	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1.66666666666667	0	0	0	0	3.33333333333333	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	210	"AWI"	210	676	1735	1222	11.3636363636364	2.27272727272727	2.27272727272727	2.27272727272727	0	0	0	0	0	0	0	0	0	0	0	0	4.54545454545455	0	0	2.27272727272727	29.5454545454545	0	0	0	9.09090909090909	0	0	0	0	13.6363636363636	0	0	0	0	0	0	0	0	0	2.27272727272727	6.81818181818182	0	0	0	0	0	0	0	9.09090909090909	0	0	0	0	0	0	0	0	0	0	0	4.54545454545455	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	220	"AWI"	220	719	1807	1288	5.88235294117647	1.17647058823529	2.35294117647059	0	0	0	0	0	0	0	0	0	2.35294117647059	0	0	1.17647058823529	5.88235294117647	0	0	4.70588235294118	20	0	0	0	3.52941176470588	0	0	0	0	28.2352941176471	0	0	0	0	0	0	0	0	0	7.05882352941176	2.35294117647059	0	0	0	0	0	0	0	12.9411764705882	0	0	0	0	0	0	0	0	0	1.17647058823529	0	1.17647058823529	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	230	"AWI"	230	801	1873	1350	26.3157894736842	0	5.26315789473684	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	7.89473684210526	0	0	7.89473684210526	13.1578947368421	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63157894736842	0	0	0	0	0	0	0	0	26.3157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	240	"AWI"	240	939	1913	1403	29.1666666666667	4.16666666666667	8.33333333333333	0	4.16666666666667	0	0	0	0	0	0	0	0	0	0	0	0	4.16666666666667	0	0	12.5	0	0	0	0	0	0	0	0	4.16666666666667	0	0	0	0	0	0	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	20.8333333333333	0	0	0	0	0	0	4.16666666666667	0	0	0	0	0	0	0
3415	4423	"Saint Sixte"	45.42583	5.62861	250	"AWI"	250	1063	1955	1459	45.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16666666666667	0	0	0	20.8333333333333	0	0	0	0	0	0	0	0	4.16666666666667	0	0	0	0	0	0	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	16.6666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
