"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Tilia"	"Ulmus"
13428	20128	"Uddelermeer"	52.24591	5.76097	1388	"AWI"	1388	10227	11840	11014	0.48780487804878	0.24390243902439	0.24390243902439	0.975609756097561	0	53.4146341463415	0	0	0	0	1.46341463414634	1.95121951219512	0	0	0	0	0.48780487804878	0	0	13.6585365853659	0	22.1951219512195	0	0.24390243902439	0.24390243902439	0	0	0.48780487804878	3.65853658536585	0	0.24390243902439	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1389	"AWI"	1389	10278	11860	11040	1.85676392572944	0	0.530503978779841	1.3262599469496	0	54.6419098143236	0	0	0.26525198938992	0	2.38726790450928	1.59151193633952	0	0	0	0	0	0	0	14.0583554376658	0	15.9151193633952	0	2.6525198938992	0.530503978779841	0	0	0.26525198938992	2.12201591511936	0	0.530503978779841	1.3262599469496
13428	20128	"Uddelermeer"	52.24591	5.76097	1402	"AWI"	1402	10774	12101	11351	0.347222222222222	0	0	2.43055555555556	0	31.5972222222222	0	0	0.694444444444444	1.73611111111111	2.08333333333333	23.6111111111111	0	0	0.347222222222222	0	0.694444444444444	0	0	23.6111111111111	0	6.94444444444444	0	0.347222222222222	0.347222222222222	1.73611111111111	0	0	3.125	0	0	0.347222222222222
13428	20128	"Uddelermeer"	52.24591	5.76097	1404	"AWI"	1404	10833	12139	11392	0	0	0.36231884057971	2.53623188405797	0	23.9130434782609	0	0	0	1.08695652173913	4.34782608695652	21.3768115942029	0	0	0	0	1.08695652173913	0.72463768115942	0	32.2463768115942	0	9.05797101449275	0.36231884057971	0	0	2.53623188405797	0	0	0.36231884057971	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1405	"AWI"	1405	10862	12159	11416	0.704225352112676	0.352112676056338	1.05633802816901	3.16901408450704	0	32.7464788732394	0	0	0.352112676056338	0.704225352112676	5.98591549295775	19.3661971830986	0	0	0	0	0.352112676056338	0.352112676056338	0	23.2394366197183	0	5.98591549295775	0	0	0.704225352112676	2.11267605633803	0	0	2.8169014084507	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1406	"AWI"	1406	10885	12187	11441	0.3584229390681	1.0752688172043	0.3584229390681	3.584229390681	0	29.7491039426523	0	0	0.3584229390681	1.0752688172043	3.584229390681	21.8637992831541	0	0	0	0	1.4336917562724	0	0	26.5232974910394	0	7.88530465949821	0	0.716845878136201	0.716845878136201	0	0	0.3584229390681	0.3584229390681	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1409	"AWI"	1409	11034	12259	11526	0.36101083032491	0.36101083032491	0	4.33212996389892	0	31.0469314079422	0	0	0.36101083032491	0.36101083032491	3.6101083032491	21.6606498194946	0	0	0	0	1.80505415162455	0	0	21.6606498194946	0	9.38628158844765	0.36101083032491	0.72202166064982	0.36101083032491	1.44404332129964	0	0	2.16606498194946	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1410	"AWI"	1410	11117	12274	11560	0	0.34965034965035	0	1.74825174825175	0	26.5734265734266	0	0	0	0.34965034965035	4.54545454545455	20.6293706293706	0	0	0	0	2.0979020979021	0	0	25.5244755244755	0	11.5384615384615	0.34965034965035	0.34965034965035	0.34965034965035	0.699300699300699	0	0.699300699300699	4.1958041958042	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1411	"AWI"	1411	11181	12292	11594	0.324675324675325	0.324675324675325	0	4.22077922077922	0	27.9220779220779	0	0	0.649350649350649	0.324675324675325	2.5974025974026	20.1298701298701	3.57142857142857	0	0	0	0	0.649350649350649	0	23.0519480519481	0	10.0649350649351	0.324675324675325	0	0.324675324675325	0	0	0	5.51948051948052	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1412	"AWI"	1412	11239	12311	11631	0	0.641025641025641	0	5.44871794871795	0	22.7564102564103	0	0	0.32051282051282	0.32051282051282	3.52564102564103	24.0384615384615	2.56410256410256	0	0	0	0.32051282051282	0	0	23.7179487179487	0	8.97435897435897	0.641025641025641	0.32051282051282	0.641025641025641	0	0	1.92307692307692	3.84615384615385	0	0	0
