"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15798	24277	"Weiherlohe"	49.72972	12.3875	0	"AWI"	0	-126	49	-38	0.986193293885602	0.0986193293885602	3.45167652859961	0.394477317554241	0.0986193293885602	0.591715976331361	0.788954635108481	9.56607495069034	0	0.690335305719921	0	0	0	0	0.0986193293885602	0	1.87376725838264	0	0.986193293885602	0	0	0.887573964497041	0	0	0.591715976331361	0	0.19723865877712	0	0	0.0986193293885602	2.26824457593688	0	0	0	0	0	0	0.19723865877712	35.0098619329389	22.189349112426	0	14.2011834319527	0	0.0986193293885602	0	1.87376725838264	0	0	0.19723865877712	1.08481262327416	0.591715976331361	0	0	0	0	0.0986193293885602	0.493096646942801	0.29585798816568
15798	24277	"Weiherlohe"	49.72972	12.3875	10	"AWI"	10	67	3579	1328	1.79257362355954	0	3.0729833546735	0.256081946222791	0.128040973111396	0.256081946222791	0	8.32266325224072	0.128040973111396	0.384122919334187	0	0.384122919334187	0	0	0.128040973111396	0	0.89628681177977	0.128040973111396	11.01152368758	0	0	0	0.128040973111396	0	1.53649167733675	0.128040973111396	0	0	0	0	0.640204865556978	0	0.128040973111396	0	0	0	0	0.256081946222791	23.8156209987196	18.5659411011524	0	20.2304737516005	0	0.512163892445583	0	2.43277848911652	0	0	0	3.0729833546735	1.53649167733675	0	0	0	0	0	0	0.128040973111396
15798	24277	"Weiherlohe"	49.72972	12.3875	20	"AWI"	20	706	4881	2946	5.42110358180058	0.387221684414327	2.90416263310745	0	0.193610842207164	0.774443368828654	0.484027105517909	32.1393998063892	0	0	0	0.0968054211035818	0	0.0968054211035818	0.0968054211035818	0	7.74443368828654	0	0.871248789932236	0	0	1.54888673765731	0	0	8.32526621490804	0.0968054211035818	0	0	0	0.0968054211035818	1.16166505324298	0.0968054211035818	0	0	0.0968054211035818	0	0	0.0968054211035818	9.87415295256534	10.1645692158761	0	11.0358180058083	0	0.0968054211035818	0	1.54888673765731	0	0	0.0968054211035818	1.45208131655373	2.22652468538238	0	0	0.0968054211035818	0	0.193610842207164	0.484027105517909	0
15798	24277	"Weiherlohe"	49.72972	12.3875	30	"AWI"	30	2072	5455	4275	16.8	0.1	6	0	0.2	1	0	11.4	0	0	0	0.4	0	0	0	0	3.9	0	3.4	0	0	0.4	0	0	22.4	0.1	0	0	0	0	1.4	0	0	0	0	0.2	0	2.1	14.6	7.8	0	3.7	0	0	0	2.1	0	0	0	0.3	0.1	0.1	0	0	0	0.8	0.5	0.2
15798	24277	"Weiherlohe"	49.72972	12.3875	40	"AWI"	40	4991	5825	5500	10.4956268221574	0.194363459669582	14.3828960155491	0	0.291545189504373	0.0971817298347911	0	10.4956268221574	0	0	0	0	0	0	0	0	17.3955296404276	0	1.16618075801749	0	0	0.583090379008746	0	0	6.31681243926142	0.291545189504373	0.680272108843537	0	0	0	2.33236151603499	0	0	0	0	0	0	0	21.2827988338192	5.92808551992225	0	0	0	0	0	4.08163265306122	0	0	0	0	0.0971817298347911	0	0	0	0.0971817298347911	2.1379980563654	1.65208940719145	0
15798	24277	"Weiherlohe"	49.72972	12.3875	50	"AWI"	50	5711	6467	6027	0.440528634361234	0	7.48898678414097	0.146842878120411	0.146842878120411	0.440528634361234	0	15.1248164464024	0	0	0	0	0	0	0	0	26.2848751835536	0	2.34948604992658	0	0	0.734214390602056	0.146842878120411	0	0.587371512481645	0.146842878120411	2.05580029368576	0	0	0	1.61527165932452	0	0	0	0	0	0	0	14.8311306901615	9.98531571218796	0	0	0	0	0	6.90161527165932	0	0	0	0.146842878120411	1.46842878120411	0.146842878120411	0	0	0	3.52422907488987	5.2863436123348	0
15798	24277	"Weiherlohe"	49.72972	12.3875	60	"AWI"	60	5895	6916	6342	0.118623962040332	0.118623962040332	12.8113879003559	0	0.118623962040332	0.474495848161329	0	15.1838671411625	0	0	0	0	0	0	0	0	24.1992882562278	0	3.55871886120996	0	0	0	0	0	0.237247924080664	0	3.55871886120996	0	0	0	0	0	0	0	0	0	0	0	6.9988137603796	14.5907473309609	0	0	0	0.237247924080664	0	7.35468564650059	0	0	0	0	0.711743772241993	0	0	0	0	5.10083036773428	4.62633451957295	0
15798	24277	"Weiherlohe"	49.72972	12.3875	70	"AWI"	70	6086	7235	6606	0.103305785123967	0	5.26859504132231	0	0.413223140495868	0.206611570247934	0	19.2148760330579	0	0	0	0.206611570247934	0	0	0	0	24.1735537190083	0	2.06611570247934	0	0	0.413223140495868	0.206611570247934	0	0.206611570247934	0.206611570247934	1.8595041322314	0	0	0	0.206611570247934	0	0	0	0	0	0	0	13.9462809917355	13.4297520661157	0	0	0	0.206611570247934	0	6.50826446280992	0	0	0.103305785123967	0	0.103305785123967	0.206611570247934	0	0	0.103305785123967	6.30165289256198	4.23553719008264	0.103305785123967
15798	24277	"Weiherlohe"	49.72972	12.3875	80	"AWI"	80	6283	7492	6868	0	0	8.33333333333333	0	0.170068027210884	0.0850340136054422	0	21.1734693877551	0	0	0	0	0	0	0	0	21.0884353741497	0	1.78571428571429	0.0850340136054422	0	0	0	0	0.170068027210884	0.170068027210884	1.36054421768707	0	0	0	0.595238095238095	0	0	0	0	0	0	0	8.84353741496599	13.265306122449	0	0	0	0.0850340136054422	0	6.37755102040816	0	0	0.0850340136054422	0	0.0850340136054422	0.0850340136054422	0	0	0.0850340136054422	8.6734693877551	7.0578231292517	0.340136054421769
15798	24277	"Weiherlohe"	49.72972	12.3875	90	"AWI"	90	6515	7719	7129	0	0	4.46891191709845	0	0	0.323834196891192	0	40.5440414507772	0	0	0	0	0	0	0	0	14.7668393782383	0	6.99481865284974	0	0	0.323834196891192	0	0	0	0.194300518134715	1.16580310880829	0	0	0	0	0	0	0	0	0	0	0	3.36787564766839	13.4715025906736	0	0	0	0.0647668393782384	0	5.82901554404145	0	0	0	0.0647668393782384	0.0647668393782384	0.0647668393782384	0	0	0	4.01554404145078	4.08031088082902	0.194300518134715
