"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Taxus"	"Ulmus"
9838	14564	"Uragh Wood"	51.801282	-9.689462	0	"AWI"	0	-163	11	-62	0	1	0	0	117	0	0	1	2	0	0	0	2	0	5	0	13	0	300	0	0	0	0	1	0	6	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	5	"AWI"	5	-136	54	-32	0	0	3	2	90	0	0	3	3	0	0	0	2	1	10	0	14	0	195	10	0	0	0	1	0	0	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	10	"AWI"	10	-119	121	-6	1	0	0	1	173	0	0	2	2	0	0	0	6	0	7	0	20	0	91	7	0	0	2	3	0	0	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	20	"AWI"	20	-73	222	51	2	0	8	3	211	0	0	7	0	16	0	1	13	0	2	0	25	2	45	0	0	0	1	5	0	2	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	30	"AWI"	30	-42	311	113	6	0	7	0	228	0	0	12	8	9	0	0	19	0	2	0	20	0	23	0	0	0	0	2	0	0	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	40	"AWI"	40	20	368	177	6	1	12	3	36	0	0	23	23	30	1	3	6	1	1	0	67	67	33	0	9	0	2	2	0	1	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	45	"AWI"	45	36	409	210	4	0	5	2	34	0	0	21	46	22	0	0	12	0	0	4	29	115	33	0	0	0	2	6	0	1	1	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	50	"AWI"	50	85	435	247	3	0	4	2	33	0	0	16	78	10	0	1	10	1	0	0	41	86	24	0	0	0	2	17	0	1	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	55	"AWI"	55	115	473	283	8	0	2	1	39	0	0	30	30	7	0	0	13	1	0	0	27	109	56	0	0	0	1	1	0	4	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	60	"AWI"	60	133	528	317	10	0	10	3	90	0	0	34	13	4	0	0	10	2	1	0	14	16	81	0	0	0	2	1	0	0	1	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	65.5	"AWI"	65.5	187.5	559	358.5	16	1	1	3	93	0	0	19	1	4	0	0	13	3	0	0	9	0	155	0	0	0	0	2	0	1	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	70	"AWI"	70	219	593	393	15	0	9	2	70	0	0	30	0	0	0	0	9	2	0	0	13	1	197	0	0	0	0	0	0	0	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	75	"AWI"	75	242	648	430	7	0	18	2	97	0	0	64	12	0	0	0	20	1	0	0	10	8	110	0	0	0	0	7	0	1	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	80	"AWI"	80	341	715	499	5	0	5	1	55	0	0	14	0	0	0	1	12	0	0	0	8	0	211	0	0	0	0	1	0	1	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	85	"AWI"	85	394	847	578	4	0	8	0	42	0	0	27	3	0	0	0	11	0	0	0	8	1	227	0	0	0	0	0	0	0	1	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	90	"AWI"	90	423	1011	651	6	0	21	3	71	0	0	40	1	0	0	2	68	0	0	0	11	1	163	0	0	0	0	3	0	1	0	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	100.5	"AWI"	100.5	648	1359	1002.5	3	0	15	4	108	0	0	86	1	0	0	2	8	1	1	0	19	4	56	0	0	0	0	0	0	0	3	2
9838	14564	"Uragh Wood"	51.801282	-9.689462	109.5	"AWI"	109.5	1058.5	1659.5	1351	13	0	24	0	58	0	0	108	1	4	0	0	8	1	1.5	0	9	0	105	0	0	0	0	1	0	1	1	1
9838	14564	"Uragh Wood"	51.801282	-9.689462	112	"AWI"	112	1243	1705	1470	6	0	29	4	66	0	0	99	1	10	0	3	11	0	1	0	11	0	73	0	0	0	0	3	0	1	1	0
9838	14564	"Uragh Wood"	51.801282	-9.689462	114	"AWI"	114	1374	1766	1563	11	0	15	2	36	2	0	125	1	0	0	4	14	0	22	0	11	0	87	0	0	0	0	6	0	2	0	1
9838	14564	"Uragh Wood"	51.801282	-9.689462	116	"AWI"	116	1471	1836	1658	13	0	7	4	53	0	0	94	0	5	0	2	11	0	19	0	10	0	76	0	0	0	0	3	1	1	8	3
9838	14564	"Uragh Wood"	51.801282	-9.689462	118	"AWI"	118	1542	1947	1751	13	0	16	2	60	0	2	100	1	6	0	0	5	1	18	0	24	0	84	0	0	1	0	3	0	1	1	1
9838	14564	"Uragh Wood"	51.801282	-9.689462	118.5	"AWI"	118.5	1554.5	1981	1773.5	13	0	15	2	77	0	0	81	3	7	0	0	7	0	28	0	15	2	81	0	0	0	0	2	0	0	2	1
9838	14564	"Uragh Wood"	51.801282	-9.689462	119	"AWI"	119	1567	2015	1796	12	0	8	3	89	2	0	87	3	0	0	0	6	0	23	0	20	0	62	0	0	0	0	1	0	2	10	3
9838	14564	"Uragh Wood"	51.801282	-9.689462	119.5	"AWI"	119.5	1579.5	2051.5	1819	7	0	11	0	78	2	0	74	8	5	0	0	7	0	34	0	18	1	69	0	0	0	0	1	0	0	4	1
9838	14564	"Uragh Wood"	51.801282	-9.689462	120	"AWI"	120	1592	2088	1842	15	0	7	3	93	0	0	56	0	0	0	1	6	1	87	0	18	2	80	0	0	0	0	2	0	0	0	6
9838	14564	"Uragh Wood"	51.801282	-9.689462	126	"AWI"	126	1841	2491	2186	7	0	6	0	85	0	0	44	3	7	0	0	11	0	65	0	10	4	66	0	0	0	0	0	0	1	2	4
9838	14564	"Uragh Wood"	51.801282	-9.689462	130	"AWI"	130	1918	2845	2419	5	0	10	2	74	0	0	34	0	7	0	1	13	0	107	0	7	0	67	0	0	0	0	1	0	2	0	4
9838	14564	"Uragh Wood"	51.801282	-9.689462	140	"AWI"	140	2482	3389	2951	13	0	7	0	51	0	0	52	0	8	0	0	8	0	142	0	1	0	46	0	0	0	0	2	0	0	5	9
9838	14564	"Uragh Wood"	51.801282	-9.689462	149	"AWI"	149	3033	3732	3418	8	0	6	5	35	0	0	47	1	0	0	0	16	0	166	0	3	3	46	0	0	0	0	2	0	1	8	4
