"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3120	4062	"Galtsjön"	56.21884	15.21014	749	"AWI"	749	10770	11431	11108	0	1	0	6	0	0	1	0	0	8	25	0	0	0	0	20	0	0	140	0	0	0	4	1	0	0	0	0	20	1	1	0	2
3120	4062	"Galtsjön"	56.21884	15.21014	755	"AWI"	755	11044	11623	11333	0	2	1	8	0	0	0	0	0	0	10	1	0	0	0	22	0	0	216	0	0	0	2	0	0	0	2	0	35	0	0	0	1
3120	4062	"Galtsjön"	56.21884	15.21014	758	"AWI"	758	11176	11720	11445	0	1	1	13	0	432	0	0	0	9	27	2	0	0	0	36	0	0	594	0	0	0	1	0	1	0	0	0	29	0	0	0	1
3120	4062	"Galtsjön"	56.21884	15.21014	761	"AWI"	761	11310	11821	11560	1	3	1	28	0	235	1	0	0	2	52	4	15	1	0	30	0	0	456	1	0	0	3	0	0	0	0	0	63	3	3	0	1
3120	4062	"Galtsjön"	56.21884	15.21014	763	"AWI"	763	11388	11893	11636	2	6	1	22	0	244	0	0	0	0	60	2	20	0	0	42	0	0	590	0	0	0	2	0	1	0	1	0	68	3	1	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	765	"AWI"	765	11459	11973	11713	0	2	0	36	0	162	0	0	0	0	76	0	23	0	0	9	0	2	610	0	0	0	3	0	0	0	0	0	23	0	0	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	770	"AWI"	770	11647	12175	11905	3	20	0	46	0	297	1	0	2	1	91	0	0	1	0	25	0	0	518	0	0	0	4	0	2	0	4	0	33	1	2	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	775	"AWI"	775	11839	12377	12098	2	25	3	88	0	329	2	0	0	0	100	0	0	1	0	50	1	2	586	0	0	0	4	0	0	0	1	0	48	1	4	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	780	"AWI"	780	12034	12572	12286	1	25	0	96	0	240	3	0	2	2	137	0	0	0	0	65	0	2	394	0	0	0	5	0	0	15	4	0	38	4	7	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	783	"AWI"	783	12147	12682	12399	2	27	2	147	0	215	1	0	0	0	110	1	0	0	0	65	0	0	372	1	0	1	6	0	1	0	1	0	35	0	5	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	786	"AWI"	786	12259	12797	12516	2	26	0	69	0	199	1	0	1	0	147	0	0	1	0	47	0	4	442	0	0	0	10	0	0	0	5	0	29	2	2	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	790	"AWI"	790	12409	12949	12664	7	23	0	57	0	157	0	1	1	0	113	0	0	0	0	58	0	2	604	0	0	0	5	0	0	0	1	0	32	1	6	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	793	"AWI"	793	12533	13062	12780	3	26	1	74	0	159	0	2	1	1	114	0	0	0	0	57	0	2	394	0	0	0	5	3	0	0	0	7	34	0	6	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	796	"AWI"	796	12657	13172	12891	4	21	0	51	0	135	0	0	1	2	102	0	34	0	0	41	0	2	542	0	0	0	5	1	0	0	0	0	38	0	4	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	798	"AWI"	798	12723	13258	12969	9	7	1	21	0	129	2	0	0	0	103	0	30	0	0	12	0	4	558	0	0	0	11	1	0	0	0	0	43	2	3	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	800	"AWI"	800	12788	13348	13047	7	12	0	13	0	96	2	0	0	5	93	0	23	0	0	11	1	8	430	0	0	1	8	3	0	0	0	0	44	1	3	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	803	"AWI"	803	12883	13474	13162	5	6	1	1	0	54	1	1	2	6	19	2	0	0	1	4	2	4	60	0	0	0	2	3	1	0	2	0	15	0	0	0	0
3120	4062	"Galtsjön"	56.21884	15.21014	808	"AWI"	808	13044	13697	13348	6	6	1	8	2	97	1	2	0	7	15	3	0	0	0	4	2	2	50	0	0	1	0	7	0	0	1	0	21	2	2	1	0
