"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	0	"AWI"	0	-93	73	-13	1.09489051094891	0.364963503649635	1.82481751824817	0.364963503649635	0.364963503649635	0	0	0	0	0.72992700729927	0	0.364963503649635	0	0	0.364963503649635	0	0	0.72992700729927	16.7883211678832	0	0	0	0.364963503649635	1.45985401459854	0.364963503649635	0	0	0.364963503649635	0	0.364963503649635	0	0	0	0	0	67.8832116788321	0	0	0	1.45985401459854	0	0	0.364963503649635	2.18978102189781	0	0	0.364963503649635	0	0	0.364963503649635	0	0	0.364963503649635	1.09489051094891	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	10	"AWI"	10	5	989	319	3.79746835443038	0	3.54430379746835	0	0	0	0	0	0	1.26582278481013	0.253164556962025	0	0	0	0.253164556962025	0	0	2.0253164556962	19.493670886076	0	0	0.506329113924051	0	0.506329113924051	0	0	0	0.759493670886076	0	0	0	0	0	0	0	61.7721518987342	0	0	0	0	0	0	1.0126582278481	2.27848101265823	0	0.253164556962025	1.26582278481013	0	0	0	0	0	0.253164556962025	0.759493670886076	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	20	"AWI"	20	187	1498	729	10.8108108108108	0.27027027027027	11.0810810810811	0	0	0	0	0	0	1.89189189189189	0	0	0	0	0	0	0	2.97297297297297	1.35135135135135	0.27027027027027	0	0	0	4.59459459459459	0	0	0	0.27027027027027	0	0	0	0	0	0	0.27027027027027	63.2432432432432	0	0	0	0	0	0	1.35135135135135	0	0	0	0.540540540540541	0	0	0	0.27027027027027	0	0.27027027027027	0.27027027027027	0	0.27027027027027
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	40	"AWI"	40	663	2262	1567	11.6822429906542	0.155763239875389	9.34579439252336	0.155763239875389	0	0	0	0.623052959501558	0	1.09034267912773	0	0	0	0	0.467289719626168	0	0	3.11526479750779	3.58255451713396	0	0	0.778816199376947	0	2.18068535825545	0	0	0	0	0	0	0	0	0	0	0	56.2305295950156	0	0	3.11526479750779	0	0	0	1.24610591900312	6.07476635514019	0	0	0.155763239875389	0	0	0	0	0	0	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	60	"AWI"	60	1883	2629	2262	25	0.159235668789809	15.4458598726115	0.159235668789809	0	0	0	0.318471337579618	0	1.27388535031847	0	0	0	0	0	0	0	3.02547770700637	8.12101910828025	0	0	0.318471337579618	0	4.14012738853503	0	0	0	0	0	0	0.159235668789809	0	0	0	0	39.4904458598726	0	0	0	0	0	0	2.07006369426752	0	0	0	0.159235668789809	0	0	0	0.159235668789809	0	0	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	70	"AWI"	70	2171	2937	2556	15.6462585034014	0.226757369614512	14.2857142857143	0.226757369614512	0	0	0	0.226757369614512	0	2.04081632653061	0	0	0	0	0	0	0	2.72108843537415	13.6054421768707	0	0	0.226757369614512	0	3.17460317460317	0	0	0	0	0	0	0	0	0	0	0	44.8979591836735	0	0	0	0	0	0	1.8140589569161	0	0	0.226757369614512	0	0	0	0	0	0	0	0.680272108843537	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	80	"AWI"	80	2303	3258	2774	20.0345423143351	0.172711571675302	17.7892918825561	0	0	0	0	0.172711571675302	0	1.55440414507772	0	0	0	0	0	0	0	1.89982728842832	16.7530224525043	0	0	0	0	3.97236614853195	0	0	0	0	0	0	0	0	0	0	0	27.979274611399	5.18134715025907	0	0	0	0.172711571675302	0	2.76338514680484	0.518134715025907	0	0.172711571675302	0.172711571675302	0	0	0	0	0	0.345423143350604	0.345423143350604	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	90	"AWI"	90	2532	3419	3009	1.22358175750834	0.111234705228031	4.78309232480534	0.333704115684093	0	0.444938820912125	0	0.222469410456062	0	0.333704115684093	0	0.222469410456062	0	0	0	0	0	0.556173526140156	41.1568409343715	0	0	0.222469410456062	0	0.444938820912125	0.111234705228031	0	0	0.111234705228031	0	0	0	0	0.111234705228031	0	0	27.0300333704116	0	0	12.4582869855395	0	0	0	0.556173526140156	0	9.23248053392659	0	0.111234705228031	0	0	0	0	0	0.222469410456062	0	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	100	"AWI"	100	2849	3610	3228	21.5942028985507	0.434782608695652	12.0289855072464	0	0	0	0	0.144927536231884	0	2.46376811594203	0	0.144927536231884	0	0	0	0	0	2.89855072463768	13.3333333333333	0	0	0	0	2.31884057971015	0.144927536231884	0	0	0	0	0	0.144927536231884	0	0	0	0	37.2463768115942	4.92753623188406	0	0	0	0	0	1.30434782608696	0	0	0	0.144927536231884	0	0	0	0	0	0.434782608695652	0.289855072463768	0	0
14569	22842	"Pillon Gsteig-Diablerets"	46.35972	7.19861	110	"AWI"	110	3152	3798	3459	15.6549520766773	0.638977635782748	11.1821086261981	0.319488817891374	0	0	0	0.798722044728434	0	1.59744408945687	0	0	0	0	0	0	0	4.63258785942492	11.5015974440895	0	0	0	0	4.63258785942492	0	0	0	0	0	0	0	0	0	0	0	45.2076677316294	0	0	0	0	0.159744408945687	0	2.3961661341853	0	0	0	0.319488817891374	0	0	0	0.159744408945687	0	0.479233226837061	0.159744408945687	0	0.159744408945687
