"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"
15941	24563	"Charcenay"	47.40472	0.64222	155	"AWI"	155	4036	6067	5000	67.5409836065574	0	0	0.655737704918033	0.327868852459016	0	0	0	0	0	0.327868852459016	0	0	13.7704918032787	3.9344262295082	0	0	0	0	0	0	0	0	0	1.63934426229508	2.95081967213115	0	0	8.52459016393443	0	0	0	0	0	0	0	0.327868852459016	0
15941	24563	"Charcenay"	47.40472	0.64222	195	"AWI"	195	5867	7391	6680	1.5748031496063	0	0	0	0	0	0	0	0	0	0	0	0	91.3385826771654	2.36220472440945	0	0	0	0	0	0	0	0	0.78740157480315	0	1.5748031496063	0	0	1.5748031496063	0	0	0	0.78740157480315	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	195.9	"AWI"	195.9	5922.8	7413.5	6718.7	1.5748031496063	0	0	0	0	0	0	0	0	0	0	0	0	91.3385826771654	2.36220472440945	0	0	0	0	0	0	0	0	0.78740157480315	0	1.5748031496063	0	0	1.5748031496063	0	0	0	0.78740157480315	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	245	"AWI"	245	7736	8965	8454	6.51162790697674	0	0.465116279069767	0	0	2.32558139534884	0	0	0	0	0	0	0	22.7906976744186	15.8139534883721	0	0	0	0	0	0	0	0.930232558139535	43.2558139534884	0	3.25581395348837	0	0	3.25581395348837	0	0	0	0.465116279069767	0	0	0	0	0.930232558139535
15941	24563	"Charcenay"	47.40472	0.64222	250	"AWI"	250	7895	9122	8639	7.14285714285714	0	4.76190476190476	0	2.38095238095238	0	2.38095238095238	0	0	0	0	0	0	38.0952380952381	4.76190476190476	0	0	0	0	0	0	0	0	26.1904761904762	0	11.9047619047619	0	0	0	0	0	0	2.38095238095238	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	255	"AWI"	255	8248	9185	8802	1.25	0	0.625	0	0.625	3.4375	0	0.625	0	0	0.3125	0	0	34.375	29.0625	0	0	0	0	0	0	0	0	20	0.3125	4.0625	0	0	2.8125	0	0	0	0	0.3125	0	0	0	2.1875
15941	24563	"Charcenay"	47.40472	0.64222	260	"AWI"	260	8454	9301	8976	0.959232613908873	0.239808153477218	0.959232613908873	0	1.19904076738609	2.87769784172662	0	0	0	0	0.239808153477218	0	0	30.6954436450839	32.6139088729017	0	0	0	0	0	0	0	0.239808153477218	14.1486810551559	1.43884892086331	6.23501199040767	0	0	5.51558752997602	0	0	0	0.479616306954436	0.959232613908873	0	0	0	1.19904076738609
15941	24563	"Charcenay"	47.40472	0.64222	270	"AWI"	270	8769	9512	9202	0.326797385620915	0	1.63398692810458	0	0.65359477124183	0	0	0.326797385620915	0	0	0	0	0	54.2483660130719	8.49673202614379	0	0	0	0	0	0	0	0.326797385620915	9.47712418300654	0	1.63398692810458	0	0	18.9542483660131	0	0	0	2.94117647058824	0.326797385620915	0	0	0	0.65359477124183
15941	24563	"Charcenay"	47.40472	0.64222	290	"AWI"	290	9124	9902	9501	0.606060606060606	0	0	0	0	0	0	0	0	0	0	0	0	7.27272727272727	3.63636363636364	0	0	0	0	0	0	0	0	86.0606060606061	0	1.21212121212121	0	0	1.21212121212121	0	0	0	0	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	295	"AWI"	295	9238	9959	9575	4.91803278688525	0	0	0	0	0	0	0	0	0	0	0	0	6.55737704918033	3.27868852459016	0	0	0	0	0	0	0	0	81.9672131147541	0	0	0	0	1.63934426229508	0	0	0	0	1.63934426229508	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	300	"AWI"	300	9316	10050	9649	0	0	1.04166666666667	0	0	0	0	0	0	0	0	0	0	0	2.08333333333333	0	0	0	0	0	0	0	0	95.8333333333333	0	1.04166666666667	0	0	0	0	0	0	0	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	305	"AWI"	305	9452	10104	9727	0	0	0	0	0.65359477124183	0	0	0	0	0	0	0	0	0.65359477124183	1.96078431372549	0	0	0	0.65359477124183	0	0	0	0	90.8496732026144	0	2.61437908496732	0	0	0	0	0	0	0.65359477124183	1.96078431372549	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	310	"AWI"	310	9527	10206	9809	0.311526479750779	0	0.311526479750779	0	0.623052959501558	2.18068535825545	2.80373831775701	0	0	0	0	0	0	0	3.42679127725857	0	0	0	0	0	0	0	0	72.8971962616822	0	2.18068535825545	0	0.311526479750779	0	0	0	0.311526479750779	14.3302180685358	0.311526479750779	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	315	"AWI"	315	9614	10318	9931	0.323624595469256	0	0.970873786407767	0	0.647249190938511	2.26537216828479	4.85436893203883	0	0	0	0	0	0	2.9126213592233	9.70873786407767	0	0	0	0	0	0.323624595469256	0	0.323624595469256	58.8996763754045	0	5.17799352750809	0	0	0	0	0	0.323624595469256	12.621359223301	0.647249190938511	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	320	"AWI"	320	9662	10508	10044	0.928792569659443	0	2.1671826625387	0	0	1.23839009287926	2.1671826625387	0	0	0	0	0	0	0.309597523219814	9.59752321981424	0	0	0	0	0	0	0	0.309597523219814	58.2043343653251	0	5.88235294117647	0	0	0.619195046439629	0	0	0	17.6470588235294	0.928792569659443	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	325	"AWI"	325	9765	10593	10163	0	0	1.10497237569061	0	0	0	1.65745856353591	0	0	0	0.276243093922652	0	0	2.48618784530387	1.38121546961326	0	0	0	0	0	0	0	0	83.4254143646409	0	1.65745856353591	0	0	0	0	0	0	6.62983425414365	1.10497237569061	0	0.276243093922652	0	0
15941	24563	"Charcenay"	47.40472	0.64222	330	"AWI"	330	9827	10743	10272	0.321543408360129	0	0.321543408360129	0	0.321543408360129	0	0.643086816720257	0	0	0	0	0	0	0	2.57234726688103	0	0	0	0	0	0	0	0.964630225080386	64.951768488746	0	3.21543408360129	0	0	0	0	0	0	25.4019292604502	0.964630225080386	0	0.321543408360129	0	0
15941	24563	"Charcenay"	47.40472	0.64222	335	"AWI"	335	9944	10811	10384	0.651465798045603	0	0	0	0.325732899022801	0	0.651465798045603	0	0	0	0	0	0	0.325732899022801	1.95439739413681	0	0	0	0	0	0	0.325732899022801	0.325732899022801	89.5765472312704	0	2.60586319218241	0	0	0	0	0	0	1.62866449511401	1.30293159609121	0.325732899022801	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	350	"AWI"	350	10274	11078	10720	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16279069767442	3.48837209302326	0	0	0	0	0	0	0	1.16279069767442	90.6976744186046	0	2.32558139534884	0	0	0	0	0	0	0	1.16279069767442	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	370	"AWI"	370	10814	11780	11204	0.245098039215686	0	1.22549019607843	0	0.735294117647059	0	0.490196078431373	0	0	0	0	0	0	0.735294117647059	1.7156862745098	0	0	0	0	0.490196078431373	0	0	0.490196078431373	71.3235294117647	0	5.3921568627451	0	0	0.245098039215686	0	0	0	13.7254901960784	2.45098039215686	0	0.735294117647059	0	0
15941	24563	"Charcenay"	47.40472	0.64222	375	"AWI"	375	10918	11994	11350	0	0	0.809716599190283	0	0.404858299595142	0	0.404858299595142	0	0	0	0	0	0	0.404858299595142	1.21457489878543	0	0	0	0	0	0	0	0	74.0890688259109	0	8.09716599190283	0	0	0	0	0	0	14.17004048583	0.404858299595142	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	380	"AWI"	380	10973	12343	11481	0.307692307692308	0	1.23076923076923	0	0.615384615384615	0	2.46153846153846	0	0	0	0	0	0	0.307692307692308	4.61538461538462	0	0	0	0	0	0	0	0	58.7692307692308	0	30.7692307692308	0	0	0	0	0	0	0.615384615384615	0.307692307692308	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	385	"AWI"	385	11079	12531	11642	0	0	1.12359550561798	0	0	0	3.37078651685393	0	0	0	0	0	0	2.24719101123596	0	0	0	0	0	0	0	0	0	86.5168539325843	0	2.24719101123596	0	0	0	0	0	0	4.49438202247191	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	390	"AWI"	390	11144	12830	11792	0	0	0	0	2.18579234972678	0	1.09289617486339	0	0	0	0	0	0	0	21.8579234972678	0	0	0	0	0	0	0	0	67.2131147540984	0	7.10382513661202	0	0	0	0	0	0	0.546448087431694	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	395	"AWI"	395	11253	13039	11953	0.859598853868195	0	1.43266475644699	0	5.44412607449857	0	1.14613180515759	0	0	0	0	0	0	0.573065902578797	35.243553008596	0	0	0	0	0	0	0	0.859598853868195	44.1260744985673	0	8.02292263610315	0	0	0	0	0	0	0.573065902578797	0.573065902578797	0	1.14613180515759	0	0
15941	24563	"Charcenay"	47.40472	0.64222	400	"AWI"	400	11325	13282	12101	0.490196078431373	0	1.96078431372549	0	6.86274509803922	0	2.94117647058824	0.490196078431373	0	0	0	0	0	0.980392156862745	25.9803921568627	0	0	0	0	0	0	0	1.47058823529412	48.0392156862745	0.490196078431373	6.86274509803922	0	0	0	0	0	0	1.96078431372549	0.490196078431373	0.490196078431373	0.490196078431373	0	0
15941	24563	"Charcenay"	47.40472	0.64222	405	"AWI"	405	11449	13490	12256	0	0	1.20772946859903	0	8.93719806763285	0	1.20772946859903	0	0.241545893719807	0	0.241545893719807	0	0	0	42.0289855072464	0	0	0	0	0	0	0	2.17391304347826	36.9565217391304	0	4.34782608695652	0	0	0	0	0	0	1.44927536231884	0.966183574879227	0.241545893719807	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	415	"AWI"	415	11640	13940	12554	0	0.348432055749129	3.83275261324042	0	36.9337979094077	0	1.74216027874564	0.348432055749129	0.348432055749129	0	1.39372822299652	0	0	0	8.71080139372822	0	0	0	0	0	0	0	3.48432055749129	26.4808362369338	0.348432055749129	13.588850174216	0	0.348432055749129	0	0.348432055749129	0	0	1.39372822299652	0	0.348432055749129	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	418	"AWI"	418	11696	14076	12651	0	0	4.25531914893617	0	37.5886524822695	0	0	0	0	0	0	0	0	0.709219858156028	10.6382978723404	0	0	0	0	0	0	0	11.3475177304965	13.4751773049645	0	17.0212765957447	0	0	0	0	0	0.709219858156028	0.709219858156028	3.54609929078014	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	422	"AWI"	422	11783	14243	12780	0.757575757575758	0	3.78787878787879	0	21.969696969697	0	1.51515151515152	0	0	0	0	0	0	8.33333333333333	16.6666666666667	0	0	0	0	0	0	0	9.09090909090909	13.6363636363636	0.757575757575758	11.3636363636364	0	0	1.51515151515152	0	0	0.757575757575758	0.757575757575758	9.09090909090909	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	427	"AWI"	427	11884	14451	12927	1	0	1	0	20	0	0	0	0	0	0	0	0	1	9	2	0	1	0	0	0	0	10	31	0	12	0	0	0	0	0	0	0	12	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	432	"AWI"	432	11991	14654	13086	3.26086956521739	0	0	0	26.0869565217391	5.43478260869565	2.17391304347826	0	0	0	0	0	0	0	18.4782608695652	1.08695652173913	0	1.08695652173913	0	0	0	0	3.26086956521739	16.304347826087	1.08695652173913	18.4782608695652	0	0	0	0	0	0	0	3.26086956521739	0	0	0	0
