"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cotinus"	"Cyperaceae"	"Datiscaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Liquidambar"	"Lythraceae"	"Malvaceae"	"Myrtus"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3203	4161	"Köycegiz Gölü"	36.875	28.64167	115	"AWI"	115	581	890	703	1	26	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	163	0	0	10	0	0	0	0	0	2	0	0	0	1	0	0	11	0	0	0	2	0	0	0	0	0	0	474	0	0	0	1	0	0	0	0	0	58	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	3
3203	4161	"Köycegiz Gölü"	36.875	28.64167	130	"AWI"	130	675	1067	841	0	8	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	53	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	101	0	1	0	0	29	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	140	"AWI"	140	745	1166	934	2	11	0	0	7	0	0	0	1	0	0	0	0	0	0	2	0	12	0	0	0	0	0	551	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	158	0	0	0	0	65	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	160	"AWI"	160	896	1379	1119	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	31	0	0	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	180	"AWI"	180	1054	1582	1299	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	57	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	201	"AWI"	201	1227	1782	1493	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	220	"AWI"	220	1386	1965	1667	0	8	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	245	"AWI"	245	1601	2208	1898	3	10	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	0	38	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	260	"AWI"	260	1734	2346	2036	1	4	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	14	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	280	"AWI"	280	1918	2525	2218	0	9	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	87	0	0	0	0	35	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	305	"AWI"	305	2151	2737	2447	2	11	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	123	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	320	"AWI"	320	2291	2858	2585	1	9	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	200	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	330	"AWI"	330	2391	2941	2678	1	21	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	1	0	3	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	340	"AWI"	340	2491	3016	2771	0	26	113	0	338	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	8	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	322	0	0	0	0	125	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	350	"AWI"	350	2586	3096	2861	2	14	0	0	126	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	271	0	0	1	0	39	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	5
3203	4161	"Köycegiz Gölü"	36.875	28.64167	360	"AWI"	360	2693	3175	2955	0	4	151	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	143	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	370	"AWI"	370	2793	3254	3046	0	16	0	0	64	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	1	0	20	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	145	0	0	1	0	97	0	0	0	0	42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	380	"AWI"	380	2903	3324	3138	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	433	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	4	0	0	1	113	2	0	0	0	281	0	0	0	0	94	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	4
3203	4161	"Köycegiz Gölü"	36.875	28.64167	390	"AWI"	390	3008	3398	3229	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	110	1	0	0	0	166	0	0	0	0	103	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
3203	4161	"Köycegiz Gölü"	36.875	28.64167	400	"AWI"	400	3100	3504	3318	2	2	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	333	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	1	193	0	0	0	0	241	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2
3203	4161	"Köycegiz Gölü"	36.875	28.64167	415	"AWI"	415	3217	3698	3454	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	177	3	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	196	1	0	0	1	161	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	430	"AWI"	430	3333	3883	3591	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	18	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	440	"AWI"	440	3409	4000	3683	2	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	2	22	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	460	"AWI"	460	3564	4235	3868	0	4	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	1	0	10	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	183	0	0	0	7	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	470	"AWI"	470	3645	4337	3961	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	12	34	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	480	"AWI"	480	3725	4448	4057	0	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	3	33	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	510	"AWI"	510	3967	4781	4336	0	2	0	0	4	0	0	0	1	0	0	0	0	0	1	0	0	20	0	0	0	1	0	14	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	34	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	520	"AWI"	520	4045	4884	4426	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	35	0	0	0	0	6	0	0	0	0	14	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3203	4161	"Köycegiz Gölü"	36.875	28.64167	540	"AWI"	540	4209	5096	4616	1	17	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	210	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
3203	4161	"Köycegiz Gölü"	36.875	28.64167	555	"AWI"	555	4330	5237	4758	12	3	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	1	35	0	0	0	1	18	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	570	"AWI"	570	4459	5406	4895	0	96	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	580	"AWI"	580	4538	5506	4993	1	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	340	0	0	0	0	33	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	590	"AWI"	590	4620	5622	5084	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	23	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	600	"AWI"	600	4705	5727	5177	1	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	284	0	0	0	0	66	0	0	0	0	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	610	"AWI"	610	4783	5835	5267	0	8	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	200	0	0	0	0	16	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3203	4161	"Köycegiz Gölü"	36.875	28.64167	620	"AWI"	620	4868	5930	5359	1	3	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	140	1	0	0	0	49	0	0	0	0	86	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	2	0	0	2
3203	4161	"Köycegiz Gölü"	36.875	28.64167	630	"AWI"	630	4950	6031	5454	0	2	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	5	8	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	135	1	0	0	0	43	0	0	0	0	114	0	0	0	0	0	4	0	1	1	0	0	2	1	0	1	0	1	0	0	2
