"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16660	26442	"Kirchbichl"	47.51111	12.09028	150	"AWI"	150	4382	5425	4974	155	0	0	1	15	0	13	0	0	4	0	0	0	0	0	0	0	78	9	0	0	0	0	0	165	5	6	0	0	0	0	0	0	0	0	0	0	342	16	0	0	0	6	2	0	0	3	0	0	1	0	0	0	1	1	18	8	0
16660	26442	"Kirchbichl"	47.51111	12.09028	160	"AWI"	160	4514	5494	5083	159	1	0	2	10	1	13	0	0	4	0	0	1	0	0	0	0	56	21	0	0	0	0	0	83	3	5	0	0	0	0	0	0	0	0	0	0	343	23	0	0	0	1	4	0	0	0	0	2	1	1	0	0	0	0	15	8	2
16660	26442	"Kirchbichl"	47.51111	12.09028	170	"AWI"	170	4660	5572	5186	155	0	0	1	13	0	20	0	0	2	1	1	1	0	1	0	0	43	22	0	0	0	0	0	74	2	1	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	21	9	0
16660	26442	"Kirchbichl"	47.51111	12.09028	180	"AWI"	180	4807	5650	5291	115	2	0	4	8	0	32	0	0	5	0	0	0	0	1	0	1	31	19	0	0	0	0	0	40	4	2	0	0	0	0	0	0	0	0	0	0	172	0	0	57	0	0	10	0	0	0	0	8	1	0	0	0	0	0	18	3	0
16660	26442	"Kirchbichl"	47.51111	12.09028	190	"AWI"	190	4955	5726	5395	281	0	0	2	0	0	6	0	0	10	0	0	0	0	0	0	0	53	13	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	1	28	19	1
16660	26442	"Kirchbichl"	47.51111	12.09028	200	"AWI"	200	5113	5797	5501	75	1	1520	1	0	0	6	0	0	0	0	0	0	0	0	0	0	31	12	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	206	0	0	20	0	10	1	0	0	0	0	1	3	0	0	0	1	0	24	12	0
16660	26442	"Kirchbichl"	47.51111	12.09028	210	"AWI"	210	5274	5862	5599	324	0	0	0	15	0	4	0	0	1	0	0	0	0	3	0	0	95	78	0	0	0	0	0	12	13	7	0	0	0	1	0	0	0	0	0	0	441	23	0	0	0	22	3	4	0	0	3	1	1	0	0	0	0	0	7	42	4
16660	26442	"Kirchbichl"	47.51111	12.09028	220	"AWI"	220	5445	5928	5694	133	0	0	5	7	1	15	0	0	4	0	1	0	0	1	0	0	67	37	0	0	0	0	0	4	14	4	0	0	0	0	0	0	0	0	0	0	551	0	0	36	0	5	12	0	0	0	4	5	1	0	0	0	0	0	8	19	1
16660	26442	"Kirchbichl"	47.51111	12.09028	230	"AWI"	230	5525	6083	5797	45	1	133	1	3	1	4	0	0	3	0	0	0	0	0	0	0	72	12	0	0	0	0	0	1	0	9	0	0	1	0	0	0	0	0	0	0	690	0	0	13	0	0	4	0	0	0	0	2	1	0	0	0	1	0	20	15	0
16660	26442	"Kirchbichl"	47.51111	12.09028	240	"AWI"	240	5608	6204	5900	14	2	0	1	6	0	0	0	0	7	0	0	0	0	1	0	0	96	66	0	0	0	0	0	3	23	6	0	0	0	0	0	0	0	0	0	0	492	0	0	22	0	0	14	0	0	0	1	1	0	1	0	0	0	0	23	21	0
16660	26442	"Kirchbichl"	47.51111	12.09028	250	"AWI"	250	5699	6327	6002	3	0	0	0	5	1	5	0	0	9	0	0	0	0	0	0	0	106	15	0	0	2	0	0	4	21	10	0	0	0	0	0	0	0	0	0	0	278	0	0	0	0	0	26	3	1	3	0	3	0	0	0	0	0	0	27	35	0
16660	26442	"Kirchbichl"	47.51111	12.09028	260	"AWI"	260	5780	6443	6099	1	4	493	2	3	1	6	0	0	6	0	0	0	0	0	0	0	101	17	0	0	0	0	0	4	15	12	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	33	50	0
16660	26442	"Kirchbichl"	47.51111	12.09028	270	"AWI"	270	5861	6548	6199	1	0	152	2	0	0	11	0	0	3	0	0	0	0	0	0	0	47	17	0	0	0	0	0	3	0	5	0	0	0	0	0	1	0	0	0	0	703	0	0	0	0	0	17	0	0	0	1	7	0	0	0	0	0	0	36	29	0
16660	26442	"Kirchbichl"	47.51111	12.09028	280	"AWI"	280	5952	6648	6298	0	1	218	3	5	2	19	0	0	4	0	2	1	0	0	0	0	67	7	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	1	0	0	498	0	0	29	0	0	11	0	0	0	1	6	0	0	0	0	0	0	49	40	0
16660	26442	"Kirchbichl"	47.51111	12.09028	290	"AWI"	290	6043	6745	6396	1	0	249	1	3	1	15	0	0	3	0	1	0	0	1	0	0	28	23	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	1	0	0	583	25	0	17	0	0	6	0	0	0	0	3	3	0	0	0	0	0	39	45	0
16660	26442	"Kirchbichl"	47.51111	12.09028	300	"AWI"	300	6138	6849	6498	0	0	0	1	1	2	5	0	0	0	0	0	0	0	0	0	0	70	7	1	0	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	783	0	0	8	0	0	2	0	0	0	1	2	0	0	0	0	0	0	54	16	0
16660	26442	"Kirchbichl"	47.51111	12.09028	310	"AWI"	310	6234	6932	6595	0	1	186	3	2	0	10	0	40	3	0	1	0	0	1	0	0	58	28	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	674	0	0	21	0	0	2	0	0	0	0	4	0	0	0	0	1	0	120	47	0
16660	26442	"Kirchbichl"	47.51111	12.09028	320	"AWI"	320	6342	7017	6693	0	1	467	1	1	0	8	0	0	6	0	0	0	0	0	0	0	46	117	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	390	42	0	15	0	0	5	0	0	0	0	2	0	0	0	0	0	0	58	24	0
16660	26442	"Kirchbichl"	47.51111	12.09028	330	"AWI"	330	6456	7098	6793	1	0	1317	0	0	0	3	0	0	5	0	0	0	0	1	0	0	8	221	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	288	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	13	12	0
16660	26442	"Kirchbichl"	47.51111	12.09028	338	"AWI"	338	6555	7165	6871	1	2	188	0	2	0	15	0	0	5	0	1	0	0	0	0	0	148	147	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	494	71	0	16	0	0	19	2	0	0	1	6	1	0	0	0	1	0	104	67	0
16660	26442	"Kirchbichl"	47.51111	12.09028	350	"AWI"	350	6716	7269	6993	0	0	115	1	2	0	2	0	0	3	0	0	0	0	0	0	0	80	45	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	708	34	0	0	0	0	10	0	0	4	0	4	0	0	0	0	0	0	72	39	0
16660	26442	"Kirchbichl"	47.51111	12.09028	360	"AWI"	360	6842	7387	7112	1	11	294	1	7	3	1	0	0	12	0	0	0	0	1	0	0	108	131	0	0	0	0	0	1	4	48	0	0	0	0	0	0	0	0	0	0	454	43	0	13	0	0	17	60	0	0	2	3	2	0	0	0	0	0	61	66	0
16660	26442	"Kirchbichl"	47.51111	12.09028	370	"AWI"	370	6947	7588	7243	0	2	151	1	3	0	3	0	0	4	0	0	0	0	0	0	0	100	66	0	0	0	0	0	1	0	26	0	0	0	0	1	0	0	2	0	0	504	57	0	19	0	0	19	14	0	3	0	2	0	0	0	0	1	0	94	70	0
16660	26442	"Kirchbichl"	47.51111	12.09028	380	"AWI"	380	7045	7802	7394	0	7	219	0	11	0	5	0	0	8	0	0	0	0	0	0	0	134	44	0	0	0	0	0	1	0	15	0	0	2	0	0	0	0	0	0	0	374	59	0	0	0	0	16	0	0	0	1	1	0	0	0	0	0	0	133	72	0
16660	26442	"Kirchbichl"	47.51111	12.09028	390	"AWI"	390	7167	7988	7547	0	9	251	1	13	1	8	0	0	8	0	0	0	0	0	0	0	160	17	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	391	68	0	0	0	0	25	0	0	0	1	4	0	0	0	0	0	1	132	84	0
16660	26442	"Kirchbichl"	47.51111	12.09028	400	"AWI"	400	7289	8142	7700	1	9	516	0	14	0	3	0	0	27	0	0	0	0	2	0	0	77	121	0	0	0	0	0	0	4	35	0	0	0	0	0	0	0	0	0	0	342	22	0	64	0	0	22	0	0	5	2	3	4	0	0	0	0	0	53	77	0
16660	26442	"Kirchbichl"	47.51111	12.09028	410	"AWI"	410	7432	8292	7858	0	1	352	0	18	4	2	0	0	21	0	0	0	0	2	0	0	68	111	0	0	0	0	0	0	6	40	0	0	0	0	0	0	0	0	0	0	404	32	0	0	0	0	35	11	0	0	0	4	0	0	0	0	0	0	47	51	0
16660	26442	"Kirchbichl"	47.51111	12.09028	420	"AWI"	420	7577	8420	8017	0	5	326	0	17	0	1	0	0	11	0	0	1	0	0	0	0	140	97	0	0	0	0	0	0	8	49	0	0	1	0	0	0	0	0	0	0	315	41	0	0	0	0	28	0	0	4	1	0	3	0	1	0	1	1	48	113	0
16660	26442	"Kirchbichl"	47.51111	12.09028	430	"AWI"	430	7733	8545	8171	0	6	288	1	14	3	7	0	0	23	0	1	0	0	0	0	0	138	150	0	0	0	0	0	0	15	74	0	0	0	1	2	0	0	0	0	0	284	38	0	0	0	0	51	0	0	7	2	2	3	1	0	0	0	0	67	101	0
16660	26442	"Kirchbichl"	47.51111	12.09028	440	"AWI"	440	7890	8670	8326	0	3	167	0	2	1	2	0	0	18	0	2	0	0	0	0	0	150	257	0	0	0	0	0	1	6	47	0	0	2	0	0	0	0	0	0	0	398	43	0	0	0	0	31	0	0	0	3	0	5	0	0	0	0	0	79	122	0
16660	26442	"Kirchbichl"	47.51111	12.09028	450	"AWI"	450	8031	8781	8474	0	8	0	0	2	4	2	0	0	26	0	1	0	0	0	0	0	289	232	0	0	0	0	0	2	0	48	0	0	3	1	0	0	0	0	0	0	245	62	0	0	0	0	49	0	0	4	0	1	1	0	0	0	0	1	57	180	0
