"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16660	26442	"Kirchbichl"	47.51111	12.09028	460	"AWI"	460	8169	8883	8603	0	6	101	0	6	1	2	0	0	24	0	0	0	0	0	0	0	314	218	0	0	0	0	0	0	0	72	0	0	1	0	0	0	0	0	0	0	127	54	0	0	0	0	39	0	0	3	0	1	4	0	0	0	0	2	111	243	0
16660	26442	"Kirchbichl"	47.51111	12.09028	470	"AWI"	470	8259	8968	8681	0	12	0	0	6	0	4	1	0	22	0	1	1	0	0	0	0	368	72	0	0	0	0	0	0	0	85	0	0	1	0	0	0	0	0	0	0	146	51	0	0	0	0	34	0	1	3	0	0	1	0	0	0	0	1	122	199	1
16660	26442	"Kirchbichl"	47.51111	12.09028	480	"AWI"	480	8341	9054	8758	0	4	0	0	3	1	2	0	0	20	0	0	1	0	0	1	0	402	106	0	0	0	0	0	0	0	61	0	0	2	0	0	0	0	0	0	0	91	45	0	0	0	0	42	0	0	3	0	2	1	0	1	0	1	1	77	175	0
16660	26442	"Kirchbichl"	47.51111	12.09028	490	"AWI"	490	8447	9134	8835	0	5	0	1	1	1	5	0	0	26	0	0	0	0	0	0	0	333	189	0	0	0	0	0	1	0	52	0	0	0	0	1	0	0	0	0	0	122	78	0	0	0	0	41	0	0	0	1	2	0	1	0	0	0	1	84	213	2
16660	26442	"Kirchbichl"	47.51111	12.09028	500	"AWI"	500	8545	9215	8915	0	2	0	0	4	1	5	0	0	2	0	0	0	0	0	0	0	193	472	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	104	52	0	0	0	0	25	0	0	0	1	0	1	0	0	0	0	0	94	113	0
16660	26442	"Kirchbichl"	47.51111	12.09028	510	"AWI"	510	8632	9291	8994	0	6	0	0	1	0	4	0	0	11	0	0	0	0	0	0	0	259	77	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	125	0	0	681	0	0	30	0	0	0	0	0	1	0	0	0	0	0	91	141	2
16660	26442	"Kirchbichl"	47.51111	12.09028	520	"AWI"	520	8726	9373	9071	0	1	0	0	0	1	6	0	0	1	0	0	0	0	1	0	0	195	93	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	150	86	0	134	0	0	5	0	0	0	0	1	0	0	0	0	0	0	256	60	1
16660	26442	"Kirchbichl"	47.51111	12.09028	530	"AWI"	530	8809	9463	9155	0	10	0	0	10	0	5	0	13	5	0	0	0	0	0	0	0	368	61	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	31	0	0	3	0	2	0	0	0	0	0	1	211	79	7
16660	26442	"Kirchbichl"	47.51111	12.09028	540	"AWI"	540	8877	9571	9243	0	4	56	0	2	0	8	0	0	12	0	1	0	0	0	0	0	307	37	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	78	40	0	159	0	0	13	0	0	0	0	1	0	0	0	0	0	1	203	57	1
16660	26442	"Kirchbichl"	47.51111	12.09028	550	"AWI"	550	8956	9670	9331	0	3	0	0	2	1	2	0	0	3	0	0	0	0	0	0	0	275	36	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	84	0	0	0	1	1	0	0	0	0	0	0	181	37	6
16660	26442	"Kirchbichl"	47.51111	12.09028	560	"AWI"	560	9042	9762	9419	0	7	0	1	4	0	9	0	0	8	0	0	0	0	0	0	0	420	51	0	0	0	0	0	0	0	42	0	0	1	0	0	0	6	0	0	0	92	59	0	114	0	0	20	0	0	2	2	1	1	0	0	0	0	0	252	80	13
16660	26442	"Kirchbichl"	47.51111	12.09028	570	"AWI"	570	9136	9851	9505	0	2	0	0	2	0	3	0	0	7	0	0	0	0	1	0	0	241	49	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	66	0	0	0	1	5	0	0	0	0	0	0	226	57	11
16660	26442	"Kirchbichl"	47.51111	12.09028	578	"AWI"	578	9205	9931	9573	0	20	0	0	4	0	7	0	0	5	0	0	0	0	0	0	0	330	34	0	0	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	79	0	0	54	0	0	123	0	0	0	2	2	0	0	0	0	0	0	199	23	1
16660	26442	"Kirchbichl"	47.51111	12.09028	590	"AWI"	590	9302	10039	9677	0	20	0	0	2	1	3	0	0	9	0	0	0	0	0	0	0	252	36	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	46	0	0	0	1	0	0	0	0	0	1	0	332	66	1
16660	26442	"Kirchbichl"	47.51111	12.09028	600	"AWI"	600	9390	10124	9764	0	3	0	0	4	1	8	0	28	2	0	0	0	0	0	0	0	244	40	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	84	0	0	133	0	0	38	0	0	0	1	0	0	0	0	0	0	0	235	55	3
16660	26442	"Kirchbichl"	47.51111	12.09028	610	"AWI"	610	9481	10215	9853	0	7	0	0	6	0	5	0	0	2	0	0	0	0	1	0	0	229	44	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	40	0	0	0	0	1	0	0	0	0	0	0	218	60	1
16660	26442	"Kirchbichl"	47.51111	12.09028	620	"AWI"	620	9569	10311	9939	0	14	0	1	2	0	7	0	0	11	0	0	0	0	1	0	0	406	150	0	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	109	80	0	0	0	0	70	0	0	0	1	2	1	0	0	0	2	0	292	103	7
16660	26442	"Kirchbichl"	47.51111	12.09028	630	"AWI"	630	9660	10396	10024	0	10	0	0	5	0	4	0	0	7	0	0	0	0	1	0	0	378	131	0	0	0	0	0	0	0	50	0	0	2	1	1	0	0	0	0	0	96	67	0	0	0	0	72	0	0	0	0	1	0	1	0	0	0	0	216	101	2
16660	26442	"Kirchbichl"	47.51111	12.09028	640	"AWI"	640	9765	10475	10112	0	5	0	0	5	0	0	0	0	27	0	0	1	0	1	0	0	745	753	0	0	0	0	0	0	0	58	0	0	2	1	1	0	4	0	0	0	125	77	0	0	1	0	64	0	1	3	0	0	5	1	0	0	0	0	105	197	2
16660	26442	"Kirchbichl"	47.51111	12.09028	650	"AWI"	650	9869	10548	10198	0	0	0	0	1	0	1	0	0	38	0	0	0	0	0	0	0	520	28	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	33	48	0	0	0	0	29	0	0	4	0	1	0	0	0	0	0	0	53	151	0
16660	26442	"Kirchbichl"	47.51111	12.09028	660	"AWI"	660	9976	10624	10285	0	6	0	0	4	1	2	0	0	54	0	1	0	0	0	0	0	552	77	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	62	0	0	0	0	0	72	0	0	0	0	0	1	0	0	0	0	1	299	239	1
16660	26442	"Kirchbichl"	47.51111	12.09028	670	"AWI"	670	10091	10707	10375	0	3	0	0	1	0	3	0	0	33	0	0	0	0	1	0	0	494	130	1	0	0	0	0	0	0	17	0	0	3	0	3	0	0	0	0	0	84	0	0	129	2	0	44	0	0	0	0	1	3	1	0	0	1	0	65	110	4
16660	26442	"Kirchbichl"	47.51111	12.09028	678	"AWI"	678	10173	10787	10449	0	2	0	1	1	0	1	0	0	39	0	0	0	0	0	0	0	649	73	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	29	0	0	0	0	0	3	1	0	0	0	0	71	150	0
16660	26442	"Kirchbichl"	47.51111	12.09028	682	"AWI"	682	10219	10831	10494	0	0	0	0	1	0	0	0	0	5	0	2	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	21	3	0
16660	26442	"Kirchbichl"	47.51111	12.09028	689	"AWI"	689	10276	10941	10569	0	5	0	0	1	0	0	0	0	32	0	0	0	0	0	0	0	419	68	0	0	0	0	0	0	2	11	0	1	0	0	0	0	0	0	1	0	42	0	0	0	0	0	43	0	0	0	1	1	1	0	0	0	1	0	158	138	0
16660	26442	"Kirchbichl"	47.51111	12.09028	693	"AWI"	693	10327	10976	10613	0	4	0	0	6	0	6	0	0	48	0	0	2	0	0	0	0	781	49	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	41	81	0	0	0	0	58	0	0	0	0	0	1	0	0	0	0	1	196	231	0
16660	26442	"Kirchbichl"	47.51111	12.09028	700	"AWI"	700	10384	11065	10689	0	4	0	0	1	0	1	0	0	33	0	0	0	0	0	0	0	467	50	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	53	83	0	0	6	0	27	0	0	0	0	1	1	0	0	0	0	0	227	125	0
16660	26442	"Kirchbichl"	47.51111	12.09028	705	"AWI"	705	10445	11122	10748	0	4	0	1	1	0	1	0	0	57	0	1	0	0	0	0	0	588	99	1	0	0	0	0	0	0	6	0	0	2	0	0	0	0	1	0	0	34	0	0	0	5	0	46	0	0	0	0	1	1	0	0	0	0	0	102	137	0
16660	26442	"Kirchbichl"	47.51111	12.09028	714	"AWI"	714	10524	11250	10850	0	3	0	0	1	0	1	0	0	86	0	1	0	0	0	0	0	606	43	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	18	79	0	0	4	0	60	0	0	0	0	0	2	0	0	0	0	0	153	206	0
16660	26442	"Kirchbichl"	47.51111	12.09028	724	"AWI"	724	10608	11388	10965	0	3	0	1	0	0	4	0	0	57	0	1	0	0	0	0	0	545	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	124	0	0	9	0	75	0	0	0	0	3	2	0	0	0	0	1	120	242	0
16660	26442	"Kirchbichl"	47.51111	12.09028	732	"AWI"	732	10687	11485	11059	0	1	0	0	4	0	2	0	0	53	0	0	0	0	0	0	0	428	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	135	0	0	10	0	77	0	0	0	0	1	1	0	0	0	1	1	71	223	0
16660	26442	"Kirchbichl"	47.51111	12.09028	738	"AWI"	738	10760	11554	11129	0	6	0	0	2	0	0	0	0	131	0	0	0	0	0	0	0	627	65	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	127	0	1	5	0	1	1	0	0	0	0	0	93	328	0
16660	26442	"Kirchbichl"	47.51111	12.09028	781	"AWI"	781	11148	12144	11602	0	0	0	0	1	0	2	1	0	333	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	1023	0	0	0	0	1	0	0	0	0	3	1	1	0	0	2	3	0	0	0
16660	26442	"Kirchbichl"	47.51111	12.09028	793	"AWI"	793	11244	12320	11731	0	0	0	4	3	0	15	0	0	198	0	0	1	0	0	0	0	32	71	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	4	0	0	0
16660	26442	"Kirchbichl"	47.51111	12.09028	804	"AWI"	804	11331	12486	11845	0	0	0	4	5	0	7	0	0	99	0	0	0	0	2	0	0	0	224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1012	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	8	0	0	0
16660	26442	"Kirchbichl"	47.51111	12.09028	815	"AWI"	815	11419	12627	11961	0	0	0	2	4	0	10	0	0	171	0	0	0	0	0	0	1	3	165	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	1003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	14	0	0	0
16660	26442	"Kirchbichl"	47.51111	12.09028	826	"AWI"	826	11503	12779	12079	0	0	0	1	8	0	1	0	0	141	0	0	0	0	0	0	0	5	134	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0
16660	26442	"Kirchbichl"	47.51111	12.09028	837	"AWI"	837	11604	12919	12196	0	0	0	1	8	0	5	0	0	315	0	0	1	0	2	0	0	2	106	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	8	0	0	0
