"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Malvaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Podocarpaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	9	"AWI"	9	995	1774	1289	0	0	0	0.689655172413793	0.344827586206897	0	47.2413793103448	0	0	0	0.344827586206897	0	0	0	0	0	0	0	6.20689655172414	3.10344827586207	0	0.344827586206897	0.344827586206897	3.44827586206897	26.8965517241379	0	5.17241379310345	0	0	0	0	0	0	0.344827586206897	0.689655172413793	0	0.344827586206897	0.344827586206897	3.44827586206897	0	0	0	0.344827586206897	0.344827586206897
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	14	"AWI"	14	1131	1951	1482	4.01606425702811	0	0.401606425702811	0.803212851405622	0.803212851405622	0	40.1606425702811	0	0	0	0	0	0	0	0	0	0	0	6.42570281124498	2.40963855421687	0	0	0	4.01606425702811	37.3493975903614	0	2.40963855421687	0	0	0	0	0	0	0	0.803212851405622	0	0	0	0	0	0	0	0	0.401606425702811
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	19	"AWI"	19	1209	2145	1683	0	0	0.29585798816568	0.29585798816568	0.887573964497041	0	34.6153846153846	0	0	0	0	0	0	0	0.29585798816568	0	0	0	2.36686390532544	0.591715976331361	0	0.29585798816568	0	3.25443786982249	47.3372781065089	0	6.21301775147929	0	0	0	0	0.29585798816568	0	0	0.591715976331361	0	0	0.29585798816568	2.07100591715976	0	0	0.29585798816568	0	0
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	24	"AWI"	24	1479	2273	1862	0	0.308641975308642	0.308641975308642	1.85185185185185	1.23456790123457	0	39.1975308641975	0	0	0	0	0	0	0	0	0	0	0	3.08641975308642	3.39506172839506	0	0	0	2.46913580246914	41.6666666666667	0.617283950617284	4.01234567901235	0	0	0	0	0	0	0	0.308641975308642	0	0	0.308641975308642	0.925925925925926	0	0	0	0.308641975308642	0
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	29	"AWI"	29	1631	2440	2069	4	0	0.705882352941177	0.705882352941177	0.470588235294118	0	39.7647058823529	0	0	0	0	0	0	0	0	0	0	0	2.35294117647059	2.82352941176471	0	0	0	3.29411764705882	39.2941176470588	0	3.76470588235294	0	0	0	0	0.705882352941177	0	0	0.235294117647059	0	0	0	0.705882352941177	0	0.235294117647059	0.235294117647059	0.705882352941177	0
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	34	"AWI"	34	2018	2599	2256	1.04166666666667	0	1.04166666666667	0	0	0	42.0138888888889	0	0	0	0	0	0	0	0	0	0	0	5.55555555555556	5.20833333333333	0	0	0	2.77777777777778	34.375	0	5.55555555555556	0	0	0	0	0	0	0	0	0	0	0	2.43055555555556	0	0	0	0	0
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	39	"AWI"	39	2185	2865	2451	0	0.254452926208651	0.254452926208651	0.508905852417303	2.03562340966921	0	40.4580152671756	0	0	0	0.254452926208651	0	0	0	0	0	0.763358778625954	0	3.30788804071247	3.81679389312977	0	0	0	4.32569974554707	30.7888040712468	0	7.88804071246819	0	0	0.254452926208651	0	0.508905852417303	0	0	1.01781170483461	0	0.254452926208651	0.508905852417303	2.03562340966921	0	0	0.254452926208651	0.508905852417303	0
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	44	"AWI"	44	2297	3109	2648	3.69515011547344	0.23094688221709	0.23094688221709	0.46189376443418	1.38568129330254	0	36.9515011547344	0	0	0	0.46189376443418	0	0	0	0	0	0	0.46189376443418	1.38568129330254	5.31177829099307	0	0	0	2.77136258660508	40.1847575057737	0	4.15704387990762	0	0	0	0	0.23094688221709	0	0	0.23094688221709	0	0	0	1.38568129330254	0	0	0	0.46189376443418	0
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	49	"AWI"	49	2357	3468	2835	3.50467289719626	0.233644859813084	0.233644859813084	0.233644859813084	0.233644859813084	0	35.0467289719626	0	0	0	0	0	0	0	0	0	0	0	6.30841121495327	2.57009345794392	0	0	0	1.4018691588785	44.392523364486	0	4.20560747663551	0	0	0.233644859813084	0	0.233644859813084	0	0	0.700934579439252	0	0	0	0.233644859813084	0	0	0	0.233644859813084	0
26560	46445	"Lake Yarnyshnoe"	69.06667	36.06667	54	"AWI"	54	2531	3639	3037	0	0	0.32258064516129	0	5.16129032258065	0	39.0322580645161	0	0	0	0	0	0	0	0	0	0	0	2.90322580645161	4.51612903225806	0	0	0	1.93548387096774	39.0322580645161	0	4.83870967741935	0	0	0	0	0	0	0	0	0	0	0.967741935483871	0.967741935483871	0	0	0	0.32258064516129	0
