"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
3362	4360	"Ptichje"	66.35	30.56667	275	"AWI"	275	3425	5263	4378	0	6.40394088669951	0	0	0.985221674876847	0	0	0	0	17.2413793103448	0	0	0	0	0	12.3152709359606	59.6059113300493	0	0.985221674876847	0	0.492610837438424	0	0.985221674876847	0	0	0	0	0.985221674876847
3362	4360	"Ptichje"	66.35	30.56667	300	"AWI"	300	3845	5647	4784	0.4739336492891	6.63507109004739	0	0	0	0	0	0	0	13.2701421800948	0	0.947867298578199	0	0	0	3.7914691943128	72.5118483412322	0	1.4218009478673	0	0	0	0	0	0	0.4739336492891	0	0.4739336492891
3362	4360	"Ptichje"	66.35	30.56667	325	"AWI"	325	4275	6015	5195	0	7.58928571428571	0	0	0	0	0	0	0	14.2857142857143	0	0	0.892857142857143	0	0	3.125	66.5178571428571	0	4.01785714285714	0	0	1.33928571428571	0.446428571428571	0	0	0.446428571428571	0	1.33928571428571
3362	4360	"Ptichje"	66.35	30.56667	350	"AWI"	350	4701	6353	5611	0	3.86740331491713	0	0	0	0	0	0	0	14.9171270718232	0	1.65745856353591	0.552486187845304	0	0	7.73480662983425	62.9834254143646	0	7.18232044198895	0	0	0	0	0	0	0	0	1.10497237569061
3362	4360	"Ptichje"	66.35	30.56667	375	"AWI"	375	5159	6692	6010	0	11.5	0	0.5	0	0	0	0	1	12.5	0	0	0.5	0	0	1	61	0	8.5	0	0	1	0.5	0.5	0	0	0	1.5
3362	4360	"Ptichje"	66.35	30.56667	400	"AWI"	400	5637	6997	6420	0	10.2272727272727	0	0	0	0	0	0	0	15.9090909090909	0	2.27272727272727	0.568181818181818	0	0	2.84090909090909	61.9318181818182	0	3.97727272727273	0.568181818181818	0	0.568181818181818	0.568181818181818	0.568181818181818	0	0	0	0
3362	4360	"Ptichje"	66.35	30.56667	425	"AWI"	425	6117	7280	6834	0	10.7142857142857	0	0	0	0	0	0	0	7.6530612244898	0	1.53061224489796	0	0	0	0	74.4897959183673	0	2.04081632653061	0	0	1.02040816326531	0.510204081632653	0	0	1.02040816326531	0	1.02040816326531
3362	4360	"Ptichje"	66.35	30.56667	450	"AWI"	450	6677	7514	7233	0.65359477124183	4.57516339869281	0	0	0.65359477124183	0	0	0	0	9.80392156862745	0	0	0	0	0	3.92156862745098	76.4705882352941	0	1.96078431372549	0	0	0.65359477124183	0.65359477124183	0	0	0.65359477124183	0	0
3362	4360	"Ptichje"	66.35	30.56667	475	"AWI"	475	7056	7819	7541	0	7.42857142857143	0	0	0	0	0	0	0.571428571428571	18.2857142857143	0	0	0	0	0	0.571428571428571	68.5714285714286	0	1.71428571428571	0	0	1.14285714285714	1.14285714285714	0	0	0	0	0.571428571428571
3362	4360	"Ptichje"	66.35	30.56667	500	"AWI"	500	7305	8161	7776	0	8.55614973262032	0	0	0	0	0	0.53475935828877	0	18.1818181818182	0	1.06951871657754	0	0	0	1.06951871657754	59.3582887700535	0	7.48663101604278	0	0	0	1.06951871657754	0	0	2.13903743315508	0	0.53475935828877
3362	4360	"Ptichje"	66.35	30.56667	525	"AWI"	525	7538	8451	8019	0	3.77358490566038	0	0	0	0	0	0	0	15.7232704402516	0	0	0	0	0.628930817610063	0	72.3270440251572	0.628930817610063	5.66037735849057	0	0	0	0.628930817610063	0	0	0.628930817610063	0	0
3362	4360	"Ptichje"	66.35	30.56667	550	"AWI"	550	7782	8721	8262	0	3.87096774193548	0	0	0	0	0	0.645161290322581	1.29032258064516	11.6129032258065	0	0	0.645161290322581	0	0	0.645161290322581	67.0967741935484	0	12.9032258064516	0	0	0	0	0	0	1.29032258064516	0	0
3362	4360	"Ptichje"	66.35	30.56667	575	"AWI"	575	8022	8986	8515	0	0	0	0	0	0	0	0	0.714285714285714	9.28571428571429	0	0	0	0	0	0	77.8571428571429	0	10	0	0	0.714285714285714	0	0	0	0.714285714285714	0	0.714285714285714
3362	4360	"Ptichje"	66.35	30.56667	600	"AWI"	600	8277	9224	8765	0	2.60416666666667	0	0	0	0	0	0	0.520833333333333	8.33333333333333	0	0	0	0	0	0	76.5625	0	9.375	0	0	0	0.520833333333333	0	0	1.5625	0	0.520833333333333
3362	4360	"Ptichje"	66.35	30.56667	625	"AWI"	625	8546	9457	9011	0	0	0	0	0	0	0	0	0.925925925925926	14.8148148148148	0	0.925925925925926	0	0	0	0.925925925925926	60.1851851851852	0	20.3703703703704	0	0	0	0	0	0	1.85185185185185	0	0
3362	4360	"Ptichje"	66.35	30.56667	650	"AWI"	650	8821	9680	9262	0	0	0	0	0	0	0	0.884955752212389	0	13.2743362831858	0	0	0.884955752212389	0	0	0	57.5221238938053	0	23.8938053097345	0	0	0	0	0	0	2.65486725663717	0	0.884955752212389
3362	4360	"Ptichje"	66.35	30.56667	675	"AWI"	675	9127	9892	9497	0	0	0	0	0	0	0	0	0	32.9268292682927	0	0	0	0	0	1.21951219512195	24.390243902439	0	37.8048780487805	0	0	0	1.21951219512195	0	0	2.4390243902439	0	0
3362	4360	"Ptichje"	66.35	30.56667	700	"AWI"	700	9360	10162	9734	0	0	0	0	0	0	0	0	0	24.4094488188976	0	0	0	0	0	3.93700787401575	48.0314960629921	0	18.1102362204724	0	0	0.78740157480315	0	0.78740157480315	0	3.93700787401575	0	0
3362	4360	"Ptichje"	66.35	30.56667	705	"AWI"	705	9400	10242	9779	0	0	0	0	1.53846153846154	5.38461538461539	0	0	0	2.30769230769231	0.769230769230769	1.53846153846154	0	0.769230769230769	0	0.769230769230769	12.3076923076923	0	50	0	0	16.9230769230769	0	0	4.61538461538462	3.07692307692308	0	0
