"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
3362	4360	"Ptichje"	66.35	30.56667	25	"AWI"	25	30	869	309	0	0	0	0	0.699300699300699	0	0	0	0	48.951048951049	0	1.04895104895105	0	0	0	6.99300699300699	36.7132867132867	0	4.89510489510489	0	0	0.699300699300699	0	0	0	0	0	0
3362	4360	"Ptichje"	66.35	30.56667	50	"AWI"	50	271	1408	723	0.340136054421769	0	0	0	0.680272108843537	0	0	0	0.340136054421769	48.2993197278912	0	0.680272108843537	0	0	0	9.86394557823129	32.312925170068	0	7.48299319727891	0	0	0	0	0	0	0	0	0
3362	4360	"Ptichje"	66.35	30.56667	75	"AWI"	75	557	1913	1121	1.07913669064748	1.43884892086331	0	0	0	0	0	0	0	42.4460431654676	0	0.359712230215827	0	0	0	16.1870503597122	35.2517985611511	0	2.87769784172662	0	0	0	0	0	0	0.359712230215827	0	0
3362	4360	"Ptichje"	66.35	30.56667	100	"AWI"	100	862	2391	1524	0.689655172413793	2.41379310344828	0	0	0.689655172413793	0	0	0	0	31.7241379310345	0	0.689655172413793	0	0	0	14.8275862068966	44.1379310344828	0	3.79310344827586	0	0.344827586206897	0.689655172413793	0	0	0	0	0	0
3362	4360	"Ptichje"	66.35	30.56667	125	"AWI"	125	1188	2858	1934	0	5.3475935828877	0	0	0	0	0	0	0.53475935828877	26.7379679144385	0	1.60427807486631	0	0	0	18.716577540107	43.8502673796791	0	1.60427807486631	0	0	0.53475935828877	0	0.53475935828877	0	0.53475935828877	0	0
3362	4360	"Ptichje"	66.35	30.56667	150	"AWI"	150	1519	3282	2347	0	2.1551724137931	0	0	0	0	0	0	0	24.5689655172414	0	0	0.431034482758621	0	0	21.551724137931	49.5689655172414	0	1.72413793103448	0	0	0	0	0	0	0	0	0
3362	4360	"Ptichje"	66.35	30.56667	175	"AWI"	175	1870	3707	2761	0.363636363636364	5.81818181818182	0	0	0	0.363636363636364	0	0	0.363636363636364	21.0909090909091	0	1.09090909090909	0	0.363636363636364	0	16.3636363636364	51.2727272727273	0	1.09090909090909	0	0	0	0	0	0	0	0	1.81818181818182
3362	4360	"Ptichje"	66.35	30.56667	200	"AWI"	200	2223	4117	3158	0	0	0	0	0	0	0	0	0	23.5042735042735	0	1.28205128205128	0	0	0	15.8119658119658	56.4102564102564	0	2.13675213675214	0	0	0.427350427350427	0	0	0	0	0	0.427350427350427
3362	4360	"Ptichje"	66.35	30.56667	225	"AWI"	225	2627	4500	3577	0	6.13718411552347	0	0	0.72202166064982	0	0	0	0.36101083032491	12.9963898916967	0	0	0	0	0	18.0505415162455	58.8447653429603	0	1.08303249097473	0	0	0.36101083032491	0	0	0	0	0.36101083032491	1.08303249097473
3362	4360	"Ptichje"	66.35	30.56667	250	"AWI"	250	3017	4886	3981	0.8	6.4	0	0	0.8	0	0	0	0	12.8	0	0.8	0	0	0	24	52.4	0	1.6	0	0	0	0	0	0	0	0	0.4
