"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Tilia"	"Ulmus"
13428	20128	"Uddelermeer"	52.24591	5.76097	1388	"AWI"	1388	10227	11840	11014	2	1	1	4	0	219	0	0	0	0	6	8	0	0	0	0	2	0	0	56	0	91	0	1	1	0	0	2	15	0	1	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1389	"AWI"	1389	10278	11860	11040	7	0	2	5	0	206	0	0	1	0	9	6	0	0	0	0	0	0	0	53	0	60	0	10	2	0	0	1	8	0	2	5
13428	20128	"Uddelermeer"	52.24591	5.76097	1402	"AWI"	1402	10774	12101	11351	1	0	0	7	0	91	0	0	2	5	6	68	0	0	1	0	2	0	0	68	0	20	0	1	1	5	0	0	9	0	0	1
13428	20128	"Uddelermeer"	52.24591	5.76097	1404	"AWI"	1404	10833	12139	11392	0	0	1	7	0	66	0	0	0	3	12	59	0	0	0	0	3	2	0	89	0	25	1	0	0	7	0	0	1	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1405	"AWI"	1405	10862	12159	11416	2	1	3	9	0	93	0	0	1	2	17	55	0	0	0	0	1	1	0	66	0	17	0	0	2	6	0	0	8	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1406	"AWI"	1406	10885	12187	11441	1	3	1	10	0	83	0	0	1	3	10	61	0	0	0	0	4	0	0	74	0	22	0	2	2	0	0	1	1	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1409	"AWI"	1409	11034	12259	11526	1	1	0	12	0	86	0	0	1	1	10	60	0	0	0	0	5	0	0	60	0	26	1	2	1	4	0	0	6	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1410	"AWI"	1410	11117	12274	11560	0	1	0	5	0	76	0	0	0	1	13	59	0	0	0	0	6	0	0	73	0	33	1	1	1	2	0	2	12	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1411	"AWI"	1411	11181	12292	11594	1	1	0	13	0	86	0	0	2	1	8	62	11	0	0	0	0	2	0	71	0	31	1	0	1	0	0	0	17	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1412	"AWI"	1412	11239	12311	11631	0	2	0	17	0	71	0	0	1	1	11	75	8	0	0	0	1	0	0	74	0	28	2	1	2	0	0	6	12	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1413	"AWI"	1413	11284	12334	11669	0	0	3	11	0	87	0	0	2	2	12	43	0	0	0	0	0	0	0	70	0	31	0	2	1	3	2	0	15	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1414	"AWI"	1414	11310	12353	11707	0	3	2	10	0	94	0	0	1	1	11	38	0	0	0	0	1	0	0	87	0	26	3	0	2	5	0	0	11	1	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1415	"AWI"	1415	11331	12371	11745	2	1	1	10	0	84	1	0	2	6	7	57	0	0	0	0	3	0	0	64	0	30	1	0	4	4	0	3	18	2	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1416	"AWI"	1416	11350	12392	11785	4	0	1	13	0	95	1	0	2	1	15	57	0	0	0	0	2	0	0	60	0	25	0	0	0	5	1	5	13	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1417	"AWI"	1417	11364	12420	11824	1	1	0	8	0	81	0	1	2	1	10	81	0	0	0	0	0	0	0	69	0	24	1	0	2	7	0	5	20	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1418	"AWI"	1418	11379	12452	11858	4	4	0	10	0	73	0	0	0	0	8	79	0	0	0	0	1	0	0	48	0	29	4	1	0	5	0	2	20	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1419	"AWI"	1419	11465	12466	11912	0	1	0	10	0	80	0	1	3	0	11	65	0	0	0	0	2	1	0	69	0	20	1	0	6	12	1	5	16	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1420	"AWI"	1420	11552	12478	11967	1	1	1	19	0	70	0	0	2	4	7	77	0	0	0	0	2	0	0	54	0	29	1	1	6	0	0	0	20	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1421	"AWI"	1421	11622	12488	12024	1	1	0	12	0	110	0	1	2	2	9	46	0	0	0	0	3	0	0	47	0	30	1	0	10	5	0	0	15	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1422	"AWI"	1422	11683	12501	12082	0	2	0	8	0	80	0	0	1	0	11	77	0	0	0	0	1	0	0	65	0	24	2	1	5	4	0	6	22	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1423	"AWI"	1423	11725	12520	12144	2	0	0	9	0	86	0	1	4	0	11	71	16	0	0	0	2	0	0	56	0	11	0	2	2	0	1	4	24	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1425	"AWI"	1425	11801	12558	12271	0	0	1	12	0	120	0	1	3	0	7	49	0	0	0	0	2	2	0	53	0	27	0	0	1	7	0	3	20	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1426	"AWI"	1426	11837	12581	12334	4	0	1	14	0	117	0	1	0	2	10	30	16	0	0	1	1	1	0	60	0	32	0	2	1	0	1	2	28	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1427	"AWI"	1427	11866	12614	12395	2	0	2	11	0	95	0	0	1	0	5	77	0	0	0	0	3	2	0	54	0	25	0	1	0	7	0	1	19	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1428	"AWI"	1428	11890	12666	12451	1	0	1	8	0	106	0	0	3	1	7	61	17	0	2	1	0	2	0	37	0	31	0	0	1	6	0	1	12	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1429	"AWI"	1429	11937	12676	12476	1	0	2	12	0	80	0	0	0	0	4	65	0	0	0	0	2	0	0	76	0	30	0	1	0	0	0	7	17	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1430	"AWI"	1430	11975	12688	12497	1	1	0	9	0	90	0	0	0	0	6	53	0	0	0	0	3	0	0	70	0	41	1	1	2	9	1	3	29	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1431	"AWI"	1431	12010	12704	12517	0	1	2	13	0	101	0	0	3	1	4	63	20	0	0	0	0	0	0	52	0	25	1	2	4	0	1	8	21	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1432	"AWI"	1432	12043	12728	12544	0	3	0	17	0	106	0	0	2	2	13	42	0	0	0	0	5	0	0	55	0	22	3	2	1	0	0	1	16	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1433	"AWI"	1433	12074	12764	12578	0	1	0	12	2	121	0	0	0	0	3	44	0	0	0	0	1	1	0	71	0	36	1	0	1	0	0	3	18	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1434	"AWI"	1434	12099	12811	12608	2	4	0	4	0	128	0	0	2	0	3	35	0	1	1	0	1	0	0	48	0	38	4	1	2	5	1	1	21	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1435	"AWI"	1435	12121	12864	12634	0	0	0	6	3	149	0	0	2	1	4	18	0	0	0	0	1	0	0	59	0	29	0	1	2	0	0	1	22	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1436	"AWI"	1436	12140	12922	12657	1	1	0	14	0	150	0	0	2	0	6	29	0	0	0	0	3	0	0	38	0	34	1	0	2	5	0	0	17	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1437	"AWI"	1437	12157	12982	12678	1	1	1	8	0	153	0	0	1	0	2	22	0	0	0	0	0	1	0	62	0	21	1	1	4	4	0	3	14	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1438	"AWI"	1438	12176	13048	12698	0	0	3	12	0	151	0	0	3	0	2	19	0	0	0	0	0	0	0	67	0	21	0	1	4	0	0	7	22	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1439	"AWI"	1439	12206	13060	12720	0	0	1	12	0	137	0	0	0	2	7	48	0	1	0	1	0	0	0	81	0	20	0	1	5	11	0	5	17	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1440	"AWI"	1440	12240	13074	12741	1	1	1	11	0	137	0	0	1	0	2	24	0	0	0	0	0	0	0	77	0	32	1	0	3	8	1	1	15	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1441	"AWI"	1441	12267	13087	12761	1	0	1	11	0	141	0	0	2	0	4	27	0	0	1	2	1	0	0	60	0	31	0	0	1	5	1	0	14	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1442	"AWI"	1442	12288	13108	12783	2	0	2	6	0	138	0	0	3	0	14	21	0	0	0	0	3	1	0	59	0	38	0	1	2	0	3	3	10	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1443	"AWI"	1443	12307	13127	12802	0	0	0	7	0	114	0	0	1	0	9	33	0	0	0	0	1	1	0	73	0	44	0	0	1	0	0	1	17	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1444	"AWI"	1444	12331	13148	12822	1	1	2	8	0	149	0	0	1	0	11	23	0	0	0	0	5	0	0	52	0	23	1	1	3	2	1	2	10	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1445	"AWI"	1445	12349	13178	12842	0	0	0	11	0	168	0	0	2	2	6	19	0	0	0	1	2	0	0	44	0	27	0	0	7	2	0	5	15	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1446	"AWI"	1446	12364	13213	12861	2	0	1	5	0	168	0	0	3	0	6	14	0	0	0	0	1	0	0	57	0	27	0	1	6	0	1	1	18	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1447	"AWI"	1447	12377	13241	12879	1	0	0	6	0	150	0	0	1	0	8	19	0	0	0	0	1	0	0	68	0	33	0	2	2	0	2	3	14	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1450	"AWI"	1450	12461	13298	12938	0	1	2	2	0	159	0	0	0	0	4	12	0	0	0	0	0	0	0	82	0	30	1	0	1	5	0	1	14	0	0	1
13428	20128	"Uddelermeer"	52.24591	5.76097	1451	"AWI"	1451	12503	13311	12959	0	0	2	11	0	129	0	0	3	0	12	13	0	0	0	2	3	1	0	94	0	25	0	0	11	0	0	4	10	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1452	"AWI"	1452	12530	13326	12981	0	2	0	6	0	58	0	0	0	0	8	7	0	0	2	0	1	0	0	88	0	15	2	5	5	0	0	5	9	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1453	"AWI"	1453	12555	13345	13001	6	0	1	4	0	150	0	0	0	0	8	15	0	0	3	0	4	2	0	57	0	31	0	5	11	6	0	6	11	0	1	2
13428	20128	"Uddelermeer"	52.24591	5.76097	1454	"AWI"	1454	12580	13365	13021	0	1	0	3	0	133	0	0	1	1	7	20	0	1	0	0	2	1	0	101	0	23	0	0	7	5	0	2	6	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1455	"AWI"	1455	12601	13386	13043	0	2	1	1	0	145	0	0	0	0	3	12	0	1	0	0	1	0	0	84	0	37	0	0	4	0	0	0	8	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1456	"AWI"	1456	12624	13405	13064	0	0	1	1	0	142	0	0	1	0	7	17	0	0	0	0	2	0	0	82	0	34	0	1	3	5	0	0	7	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1457	"AWI"	1457	12639	13428	13084	0	0	0	5	0	133	0	0	2	0	4	11	0	0	0	1	1	0	0	107	0	28	0	0	5	8	0	2	12	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1458	"AWI"	1458	12656	13454	13103	0	0	1	8	0	188	0	0	2	0	6	10	0	0	0	0	1	0	0	39	0	40	0	0	0	17	0	1	11	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1459	"AWI"	1459	12694	13466	13123	0	1	2	3	2	128	0	0	0	0	7	17	0	0	0	0	0	2	0	100	0	31	1	2	1	5	0	1	6	0	0	1
13428	20128	"Uddelermeer"	52.24591	5.76097	1460	"AWI"	1460	12734	13477	13144	0	0	1	3	0	111	0	0	1	0	8	15	0	0	0	0	1	2	0	117	0	35	1	0	2	0	0	3	8	0	0	1
