"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Tilia"	"Ulmus"
13428	20128	"Uddelermeer"	52.24591	5.76097	1461	"AWI"	1461	12763	13490	13165	0	0	2	5	0	105	0	0	2	1	6	11	0	0	0	0	0	0	0	144	0	20	0	3	1	0	0	1	6	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1462	"AWI"	1462	12790	13504	13186	0	0	0	5	0	97	0	0	0	0	4	3	0	0	0	1	1	0	0	152	0	32	1	1	0	0	0	1	1	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1463	"AWI"	1463	12815	13515	13208	0	0	0	5	0	138	0	0	0	0	18	9	0	0	0	0	1	0	0	96	0	23	0	0	0	0	0	2	3	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1464	"AWI"	1464	12835	13530	13231	0	0	0	2	0	140	0	0	0	0	1	10	0	1	0	0	2	0	0	111	0	24	0	2	0	0	0	0	3	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1465	"AWI"	1465	12854	13546	13253	0	0	0	1	0	145	0	0	0	0	14	9	0	0	0	0	3	1	0	119	0	15	0	0	0	0	1	1	9	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1466	"AWI"	1466	12875	13565	13274	0	0	0	2	0	176	0	0	0	0	1	9	0	0	0	0	2	1	0	83	0	15	0	1	1	0	0	0	6	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1467	"AWI"	1467	12887	13589	13297	0	0	1	3	0	209	0	0	0	0	0	5	0	0	0	0	1	0	0	70	0	13	0	0	1	0	0	0	3	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1468	"AWI"	1468	12901	13614	13320	0	0	1	3	0	189	0	0	0	0	0	9	0	0	0	0	0	0	0	81	0	14	0	0	0	0	0	1	8	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1469	"AWI"	1469	12952	13624	13336	2	0	0	1	0	191	0	0	1	0	0	2	0	0	0	0	0	0	0	76	0	15	0	5	2	0	0	0	9	1	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1470	"AWI"	1470	13000	13630	13354	0	0	0	5	0	180	0	0	1	0	3	17	0	0	0	0	0	0	0	63	0	24	0	1	0	3	0	0	2	0	0	2
13428	20128	"Uddelermeer"	52.24591	5.76097	1471	"AWI"	1471	13044	13637	13372	0	0	1	3	0	160	0	0	1	0	6	10	0	1	0	0	3	0	0	75	0	32	0	2	1	4	0	0	6	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1472	"AWI"	1472	13086	13646	13390	0	0	0	6	0	153	0	0	3	0	2	6	0	0	2	1	1	0	0	83	0	37	0	0	1	0	0	2	4	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1473	"AWI"	1473	13124	13657	13409	0	0	0	2	0	171	0	0	1	0	2	13	0	0	0	0	5	0	0	72	0	32	0	0	0	5	0	0	9	0	0	1
13428	20128	"Uddelermeer"	52.24591	5.76097	1474	"AWI"	1474	13156	13668	13430	0	0	1	1	0	170	0	0	0	0	2	10	0	0	0	0	3	0	0	62	0	47	0	2	0	0	0	0	10	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1475	"AWI"	1475	13194	13678	13449	0	0	0	2	0	182	0	0	0	0	0	7	0	0	0	0	0	0	0	64	0	43	0	0	0	0	1	1	2	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1476	"AWI"	1476	13218	13692	13469	0	0	0	3	0	201	0	0	0	0	2	7	0	0	0	0	0	0	0	56	0	19	0	1	0	0	0	2	3	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1477	"AWI"	1477	13241	13708	13488	0	0	0	4	0	179	0	0	0	0	1	3	0	0	0	0	3	0	0	58	0	41	0	0	1	2	0	5	2	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1478	"AWI"	1478	13259	13731	13508	0	0	0	1	0	205	0	0	2	0	3	6	0	0	0	0	5	0	1	37	0	36	0	0	0	0	1	6	11	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1479	"AWI"	1479	13288	13742	13523	0	0	0	5	0	218	0	0	0	0	3	6	0	0	0	0	9	0	0	30	0	31	0	0	0	0	0	3	11	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1480	"AWI"	1480	13310	13753	13537	0	0	2	1	0	231	0	0	0	0	1	3	0	0	1	1	8	0	0	19	0	24	0	0	1	0	1	2	7	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1481	"AWI"	1481	13326	13768	13553	0	0	2	3	0	201	0	0	0	0	4	29	0	0	0	0	7	0	0	16	0	32	0	1	1	0	0	1	7	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1482	"AWI"	1482	13344	13785	13568	0	0	1	6	0	201	0	0	1	0	0	20	0	0	2	1	10	1	0	9	0	35	0	0	1	0	0	3	12	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1483	"AWI"	1483	13355	13803	13584	0	0	0	7	0	202	0	0	0	0	0	22	0	0	2	0	12	0	0	9	0	32	0	0	2	0	0	0	6	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1484	"AWI"	1484	13367	13828	13600	0	0	1	6	0	222	0	0	2	0	0	8	0	0	0	0	4	0	0	7	0	43	0	0	2	3	1	3	17	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1485	"AWI"	1485	13381	13854	13614	0	0	1	8	0	183	0	0	1	0	0	25	0	0	0	0	3	0	0	9	0	53	0	0	3	0	0	3	14	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1486	"AWI"	1486	13394	13886	13628	0	0	3	13	0	207	0	0	2	0	1	14	0	0	0	0	4	1	0	3	0	35	0	0	4	3	1	3	9	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1487	"AWI"	1487	13404	13914	13643	0	0	0	15	0	209	0	0	0	0	0	12	0	0	0	0	4	0	0	4	0	39	0	0	2	0	1	2	18	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1488	"AWI"	1488	13411	13947	13657	0	0	0	12	0	213	0	0	0	0	0	14	0	0	0	0	6	0	0	2	0	39	0	0	1	0	0	2	19	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1489	"AWI"	1489	13433	13964	13671	0	0	0	9	0	200	0	0	2	0	1	12	0	0	0	0	5	0	0	17	0	45	0	0	3	0	1	1	15	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1490	"AWI"	1490	13453	13986	13684	0	0	0	12	0	206	0	0	1	0	1	10	0	0	0	0	9	0	0	7	0	44	0	0	0	0	0	2	15	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1491	"AWI"	1491	13466	14013	13699	0	0	2	10	0	221	0	0	2	0	1	9	0	0	0	0	3	1	0	7	0	31	0	0	1	0	2	1	9	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1492	"AWI"	1492	13480	14039	13714	0	0	3	13	0	221	0	0	3	0	0	8	0	0	0	0	7	0	0	12	0	30	0	0	1	0	2	1	11	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1493	"AWI"	1493	13492	14065	13729	0	0	1	1	0	219	0	0	2	1	2	7	0	0	0	0	14	1	0	4	0	40	0	0	1	0	3	2	18	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1494	"AWI"	1494	13506	14091	13744	0	0	1	6	0	213	0	0	0	0	1	15	0	0	0	0	9	0	0	0	0	36	0	0	0	2	0	1	7	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1495	"AWI"	1495	13517	14118	13759	0	0	1	9	0	206	0	0	5	0	1	15	0	0	0	0	18	1	0	4	0	31	0	0	2	0	3	3	13	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1496	"AWI"	1496	13524	14144	13772	0	0	2	13	0	202	0	0	3	2	0	16	0	0	0	0	17	1	0	4	0	36	0	0	4	0	0	1	21	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1497	"AWI"	1497	13533	14169	13785	0	0	0	0	0	231	0	0	4	0	1	9	0	0	0	0	11	1	0	2	0	26	0	0	3	0	0	0	14	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1498	"AWI"	1498	13540	14202	13798	0	0	1	5	0	241	0	0	2	0	0	8	0	0	0	0	11	1	0	5	0	25	0	0	1	0	1	7	9	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1499	"AWI"	1499	13562	14216	13812	0	0	0	6	0	241	0	0	1	1	0	10	0	0	0	0	21	4	0	1	0	16	0	0	0	0	0	0	14	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1500	"AWI"	1500	13581	14228	13826	0	0	2	13	0	184	0	0	2	0	0	21	0	0	0	0	35	2	0	3	0	30	0	0	2	0	0	4	8	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1501	"AWI"	1501	13593	14247	13839	0	0	4	12	0	174	0	0	6	0	0	32	0	0	0	0	45	0	0	1	0	26	0	0	0	0	0	2	5	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1502	"AWI"	1502	13609	14269	13854	0	0	1	13	0	195	0	0	2	0	0	21	0	0	0	0	48	0	0	2	0	18	0	0	0	2	1	1	15	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1503	"AWI"	1503	13622	14292	13869	0	0	1	15	0	170	0	0	5	0	0	19	0	0	0	0	48	1	0	7	0	35	0	0	1	3	1	3	11	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1504	"AWI"	1504	13636	14316	13883	1	0	1	29	0	86	0	0	7	0	0	33	0	0	0	0	86	2	0	7	0	40	0	0	2	4	3	7	4	0	0	0
13428	20128	"Uddelermeer"	52.24591	5.76097	1505	"AWI"	1505	13648	14336	13897	0	0	1	14	0	170	0	0	3	0	0	23	0	0	0	0	51	5	0	2	0	27	0	0	0	0	0	3	9	0	0	0
