"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16148	24959	"La Borie"	45.24056	2.75028	215	"AWI"	215	8773	9693	9193	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	33	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	405	"AWI"	405	11670	14059	12770	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	185	"AWI"	185	7405	8856	8297	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	127	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	205	"AWI"	205	8661	9343	9015	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	34	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	15	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	450	"AWI"	450	12440	14992	13614	0	0	0	8	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	380	"AWI"	380	11263	13517	12310	0	0	0	7	0	0	0	34	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	190	"AWI"	190	7674	9007	8534	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	35	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	10	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	155	"AWI"	155	5683	7975	6911	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	210	"AWI"	210	8701	9575	9097	0	0	0	1	0	1	0	0	0	13	0	0	0	0	0	0	0	0	132	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	27	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	24	0	0	0	0
16148	24959	"La Borie"	45.24056	2.75028	420	"AWI"	420	11908	14367	13055	1	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
