"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
16304	25289	"Col Luitel"	45.08833	5.84972	300	"AWI"	300	6407	7107	6769	601	14	21	0	5	1	2	0	21	1	0	0	3	0	51	18	0	0	0	19	0	0	0	0	0	0	0	0	0	0	40	0	0	1	44	0	0	0	0	0	0	0	0	14	54	0
16304	25289	"Col Luitel"	45.08833	5.84972	310	"AWI"	310	6507	7178	6853	672	5	34	0	1	0	1	0	36	1	0	0	0	0	75	31	0	0	1	32	0	0	0	0	0	0	0	0	0	0	53	1	0	3	59	1	0	0	1	0	0	0	0	11	59	0
16304	25289	"Col Luitel"	45.08833	5.84972	320	"AWI"	320	6587	7268	6941	598	5	31	0	5	2	0	0	16	1	0	0	0	0	63	49	0	0	2	25	0	0	0	0	0	1	0	0	0	0	58	2	0	2	40	0	0	0	0	0	0	1	0	10	58	0
16304	25289	"Col Luitel"	45.08833	5.84972	330	"AWI"	330	6716	7327	7024	680	4	13	0	4	0	0	0	5	0	0	0	0	0	25	7	0	0	4	23	0	0	0	0	1	0	0	0	0	0	65	0	0	0	27	0	0	0	0	0	0	0	0	14	62	0
16304	25289	"Col Luitel"	45.08833	5.84972	340	"AWI"	340	6817	7413	7119	384	2	21	3	2	1	1	0	13	0	0	0	0	0	84	6	0	0	0	48	0	0	0	0	0	0	0	0	0	0	64	0	0	0	74	0	0	1	1	1	0	0	0	20	107	0
16304	25289	"Col Luitel"	45.08833	5.84972	350	"AWI"	350	6895	7604	7225	207	5	22	0	0	2	3	0	22	0	0	0	0	0	114	10	0	0	2	32	0	0	0	0	0	0	0	0	0	0	54	0	0	0	88	0	0	0	1	2	0	0	0	44	119	0
16304	25289	"Col Luitel"	45.08833	5.84972	355	"AWI"	355	6938	7701	7281	158	0	13	0	1	0	1	0	23	0	0	0	0	0	300	4	0	0	5	7	0	0	0	0	0	0	0	0	0	0	34	0	0	1	126	0	0	0	0	0	0	0	2	51	129	0
16304	25289	"Col Luitel"	45.08833	5.84972	360	"AWI"	360	6978	7798	7339	76	2	10	0	2	2	4	0	15	1	0	0	0	0	391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	119	0	0	0	0	0	0	0	0	32	117	0
16304	25289	"Col Luitel"	45.08833	5.84972	365	"AWI"	365	7009	7922	7393	37	0	13	0	0	1	3	0	14	0	1	0	0	0	514	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	51	0	0	0	107	0	0	0	0	0	0	0	0	42	139	0
16304	25289	"Col Luitel"	45.08833	5.84972	370	"AWI"	370	7047	8035	7450	7	0	12	0	0	3	3	0	37	0	0	0	0	0	638	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	115	1	0	0	0	0	0	0	0	19	107	0
16304	25289	"Col Luitel"	45.08833	5.84972	375	"AWI"	375	7090	8120	7513	0	1	18	0	0	2	4	0	41	0	0	0	0	0	624	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	63	0	0	1	118	0	0	0	0	0	0	0	0	29	169	0
16304	25289	"Col Luitel"	45.08833	5.84972	380	"AWI"	380	7124	8214	7575	0	0	20	2	2	2	2	0	51	0	0	0	0	0	579	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	82	0	0	1	122	0	0	0	0	0	0	0	0	31	185	0
16304	25289	"Col Luitel"	45.08833	5.84972	385	"AWI"	385	7165	8330	7632	0	0	19	1	6	0	6	0	81	0	1	0	0	1	477	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	115	0	0	0	132	0	0	0	0	2	0	0	0	25	167	0
16304	25289	"Col Luitel"	45.08833	5.84972	390	"AWI"	390	7208	8402	7694	0	0	7	1	2	1	7	0	87	0	0	0	0	0	445	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	138	1	0	0	125	0	0	0	0	0	0	0	0	7	139	0
16304	25289	"Col Luitel"	45.08833	5.84972	395	"AWI"	395	7241	8493	7752	0	0	28	0	4	0	12	0	311	0	0	0	0	2	163	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	399	0	0	0	37	0	0	0	3	0	0	0	0	0	7	0
16304	25289	"Col Luitel"	45.08833	5.84972	400	"AWI"	400	7273	8612	7807	0	0	10	2	6	0	16	0	312	0	0	0	0	0	1	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	620	0	0	0	3	1	0	0	2	4	0	0	2	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	405	"AWI"	405	7331	8668	7867	0	0	0	5	10	0	60	0	322	0	1	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	655	1	0	0	0	1	0	1	5	1	0	0	2	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	407	"AWI"	407	7347	8703	7891	0	0	0	4	5	0	59	0	237	0	0	0	1	1	0	7	2	0	0	0	0	0	0	7	0	0	1	0	0	0	565	0	0	0	0	2	0	1	4	2	0	0	8	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	410	"AWI"	410	7372	8752	7928	0	0	0	5	4	0	58	0	164	0	0	0	1	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	715	0	0	0	0	6	0	1	0	1	0	0	8	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	412	"AWI"	412	7385	8785	7951	0	0	0	7	5	0	105	6	180	1	1	0	2	1	0	7	1	0	0	0	1	0	0	6	0	0	0	0	0	0	889	0	0	0	0	6	0	2	1	4	1	0	5	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	415	"AWI"	415	7405	8849	7986	0	0	0	7	11	0	74	0	160	0	0	0	1	2	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	872	0	0	0	0	0	0	3	2	3	0	0	1	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	417	"AWI"	417	7425	8889	8010	0	0	0	0	3	0	17	0	87	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811	0	0	0	0	2	0	2	1	1	0	0	3	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	420	"AWI"	420	7453	8922	8048	0	0	0	1	2	0	13	0	114	0	0	0	0	1	0	7	3	0	0	0	0	0	0	5	0	0	0	0	0	0	878	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	422	"AWI"	422	7474	8950	8073	0	0	0	2	3	0	21	0	78	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833	0	0	0	0	0	0	1	4	4	0	0	3	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	425	"AWI"	425	7500	8994	8111	0	0	0	0	3	0	29	0	94	0	0	0	0	3	0	5	2	0	0	0	0	0	0	0	0	0	1	0	0	0	791	0	0	0	0	2	0	0	1	1	0	0	2	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	427	"AWI"	427	7518	9028	8134	0	0	0	0	2	0	44	0	121	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	636	1	0	0	0	2	0	0	0	1	0	0	4	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	430	"AWI"	430	7539	9081	8171	0	0	0	1	3	0	28	10	130	1	0	0	0	3	0	1	2	0	0	0	0	0	0	8	0	0	0	0	0	0	684	0	0	0	0	1	0	0	6	1	0	0	5	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	432	"AWI"	432	7555	9121	8195	0	0	0	0	3	0	53	6	173	0	0	0	0	4	0	7	2	0	0	0	0	0	0	2	0	0	2	0	0	0	494	1	0	0	0	2	6	1	3	1	0	0	5	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	435	"AWI"	435	7588	9163	8230	0	0	0	2	5	0	64	0	276	0	0	0	0	11	0	8	6	0	0	0	0	0	0	1	0	0	0	0	0	0	299	0	0	0	0	1	0	0	8	5	0	0	5	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	437	"AWI"	437	7606	9183	8255	0	0	0	2	2	0	64	0	413	1	0	0	2	11	0	5	2	0	0	0	0	0	0	9	0	0	0	0	0	0	171	3	0	0	0	1	0	2	13	10	0	0	4	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	440	"AWI"	440	7633	9232	8295	0	0	0	4	3	0	86	13	411	0	1	0	2	5	0	6	12	0	0	0	0	0	0	25	0	0	1	0	0	0	249	0	0	0	0	1	0	2	9	17	0	0	16	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	442	"AWI"	442	7647	9260	8319	0	0	0	2	5	0	44	0	509	0	0	0	1	8	0	13	15	0	0	0	0	0	0	48	0	0	0	0	0	0	83	0	0	0	0	1	0	2	7	14	0	0	9	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	445	"AWI"	445	7670	9313	8354	0	0	0	2	6	0	45	0	528	0	0	0	0	5	0	11	13	0	0	0	0	0	0	56	0	0	0	0	0	0	32	0	0	0	0	1	0	6	8	14	0	0	0	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	447	"AWI"	447	7684	9352	8377	0	0	0	2	1	0	16	0	347	0	1	0	1	2	0	11	34	0	0	0	0	0	0	87	0	0	0	0	0	0	18	0	0	0	0	0	0	1	3	6	0	0	5	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	450	"AWI"	450	7708	9399	8412	0	0	0	4	4	0	29	0	177	0	0	0	1	13	0	25	35	0	0	0	0	0	0	66	0	0	0	0	0	0	58	2	0	0	0	1	0	0	4	1	0	0	7	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	452	"AWI"	452	7731	9428	8437	0	0	0	19	3	0	158	13	55	0	0	0	7	17	0	38	10	0	0	0	0	0	0	46	0	0	0	0	0	0	176	0	0	0	0	3	0	3	0	1	0	0	13	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	455	"AWI"	455	7764	9470	8474	0	0	0	15	1	0	97	0	47	0	0	0	3	9	0	17	4	0	0	0	0	0	0	33	0	0	0	0	0	0	72	0	0	0	0	0	0	1	0	2	0	0	4	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	457	"AWI"	457	7782	9500	8498	0	0	0	18	1	0	102	0	15	0	0	0	6	11	0	25	3	0	0	0	0	0	0	55	1	0	0	0	0	0	88	0	0	0	0	1	0	1	5	1	0	0	8	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	460	"AWI"	460	7810	9542	8533	0	0	0	10	2	0	96	0	17	0	0	0	6	16	0	12	2	0	0	0	0	0	0	18	0	0	0	0	0	0	67	0	0	0	0	1	0	1	0	1	0	0	7	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	470	"AWI"	470	7900	9688	8654	0	0	0	33	2	0	115	0	7	0	0	0	7	24	0	7	3	0	0	0	1	0	0	11	0	0	0	0	0	0	76	2	0	0	0	3	0	0	2	1	0	0	16	0	0	0
16304	25289	"Col Luitel"	45.08833	5.84972	480	"AWI"	480	7989	9853	8775	0	0	0	44	4	0	165	0	16	0	0	0	2	1	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	104	4	0	0	0	0	0	1	0	0	0	0	7	0	0	0
