"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
16304	25289	"Col Luitel"	45.08833	5.84972	10	"AWI"	10	2855	3253	3004	31	0	19	4	4	0	2	0	23	0	0	0	0	0	40	9	0	39	27	3	0	0	2	0	0	0	0	1	0	45	436	13	57	0	23	1	0	1	1	0	0	0	1	2	2	0
16304	25289	"Col Luitel"	45.08833	5.84972	20	"AWI"	20	2911	3469	3106	114	3	56	2	4	0	2	0	18	0	0	0	0	0	51	1	0	49	198	4	0	0	18	0	0	0	0	0	0	10	246	11	38	0	32	0	0	0	0	0	0	1	0	2	3	0
16304	25289	"Col Luitel"	45.08833	5.84972	30	"AWI"	30	2960	3636	3223	64	0	107	2	2	0	4	0	33	0	0	0	0	0	84	0	0	11	279	2	0	0	2	0	0	0	0	0	0	2	158	5	14	0	78	3	0	0	0	0	0	0	0	0	16	0
16304	25289	"Col Luitel"	45.08833	5.84972	40	"AWI"	40	3042	3767	3335	181	0	77	2	1	0	1	0	15	1	0	0	0	0	54	0	0	18	221	1	0	0	0	0	0	0	0	0	0	3	119	6	0	0	53	1	0	0	0	0	0	2	0	5	9	0
16304	25289	"Col Luitel"	45.08833	5.84972	50	"AWI"	50	3113	3929	3448	210	4	95	0	2	0	2	0	19	0	0	0	0	0	64	3	0	10	162	5	0	0	0	0	0	0	0	0	1	1	140	3	0	0	47	0	0	1	0	1	0	5	0	1	17	0
16304	25289	"Col Luitel"	45.08833	5.84972	60	"AWI"	60	3208	4029	3568	272	4	108	1	0	0	3	0	13	0	0	0	0	0	63	0	0	0	182	6	0	1	0	0	0	0	0	0	0	4	74	3	10	0	93	1	0	0	0	0	0	0	0	3	24	0
16304	25289	"Col Luitel"	45.08833	5.84972	70	"AWI"	70	3311	4145	3684	190	1	80	0	0	0	1	0	25	0	4	0	1	0	119	5	0	0	115	7	0	0	0	0	0	0	0	0	0	0	82	2	0	2	84	1	0	1	0	0	0	0	2	2	19	0
16304	25289	"Col Luitel"	45.08833	5.84972	80	"AWI"	80	3397	4279	3797	181	4	99	2	3	1	4	0	14	0	0	0	0	0	79	15	0	11	134	6	0	1	0	0	0	0	0	0	2	2	90	4	0	8	64	0	0	0	1	1	0	0	0	9	25	0
16304	25289	"Col Luitel"	45.08833	5.84972	90	"AWI"	90	3540	4376	3907	301	0	93	0	0	3	5	0	20	1	0	0	0	2	82	6	0	3	84	14	0	1	0	0	0	0	0	0	0	1	68	1	0	0	95	1	0	0	1	0	0	1	0	12	39	0
16304	25289	"Col Luitel"	45.08833	5.84972	100	"AWI"	100	3660	4497	4039	271	6	66	0	2	1	3	0	14	0	0	0	1	0	53	36	0	15	98	7	0	1	0	0	0	0	0	0	0	1	83	8	24	2	73	1	0	1	0	1	0	0	1	10	34	0
16304	25289	"Col Luitel"	45.08833	5.84972	110	"AWI"	110	3759	4709	4185	455	6	100	2	0	2	4	0	35	0	1	0	0	0	46	17	0	4	91	11	0	3	0	0	0	0	0	0	0	0	65	1	0	2	93	0	0	0	0	0	0	1	0	7	35	0
16304	25289	"Col Luitel"	45.08833	5.84972	120	"AWI"	120	3884	4906	4348	395	5	99	0	0	0	3	0	21	0	0	0	0	0	64	11	0	0	52	2	0	1	0	0	0	0	0	0	0	0	69	1	0	0	101	1	0	0	0	0	0	0	0	8	25	0
16304	25289	"Col Luitel"	45.08833	5.84972	130	"AWI"	130	4001	5116	4512	373	2	53	1	0	2	7	0	18	0	0	0	0	0	57	0	0	0	52	11	0	0	0	0	0	0	0	0	0	3	71	1	0	0	99	1	0	1	0	0	0	0	0	5	26	0
16304	25289	"Col Luitel"	45.08833	5.84972	140	"AWI"	140	4131	5280	4680	294	4	80	0	2	0	3	0	28	0	0	0	1	0	91	8	0	4	74	17	0	0	0	0	0	0	0	0	0	0	86	2	30	2	147	1	0	0	0	0	0	1	2	8	40	0
16304	25289	"Col Luitel"	45.08833	5.84972	150	"AWI"	150	4277	5444	4849	151	3	123	0	0	1	3	0	23	0	1	0	0	0	75	14	0	8	100	16	0	0	0	0	0	0	0	0	0	1	89	1	31	2	113	2	0	0	0	0	0	0	0	5	25	0
16304	25289	"Col Luitel"	45.08833	5.84972	155	"AWI"	155	4341	5525	4937	167	3	67	0	1	0	1	0	26	0	0	0	0	0	68	9	0	0	37	17	0	0	0	0	0	0	1	0	0	2	45	2	0	0	118	0	0	0	0	0	0	1	1	4	32	0
16304	25289	"Col Luitel"	45.08833	5.84972	160	"AWI"	160	4392	5638	5019	139	7	134	3	3	0	5	0	43	0	0	0	0	0	136	23	0	3	64	19	0	0	0	0	0	0	0	0	0	0	61	6	76	0	127	3	0	0	1	1	0	4	0	10	79	0
16304	25289	"Col Luitel"	45.08833	5.84972	165	"AWI"	165	4504	5690	5101	200	3	67	0	6	2	3	0	18	0	0	0	0	0	61	9	0	0	22	16	0	0	0	1	0	0	0	0	0	0	52	0	51	0	77	1	0	0	0	0	0	0	0	9	44	0
16304	25289	"Col Luitel"	45.08833	5.84972	170	"AWI"	170	4588	5752	5187	375	2	55	0	1	2	0	0	22	0	0	0	0	0	74	11	0	0	8	17	0	0	0	0	0	0	0	0	0	0	52	0	0	1	95	0	0	0	0	0	0	1	0	7	55	0
16304	25289	"Col Luitel"	45.08833	5.84972	180	"AWI"	180	4742	5889	5351	317	3	66	0	2	0	1	0	19	0	0	0	0	0	48	0	0	2	15	9	0	0	0	0	0	0	0	0	0	3	64	3	0	1	73	2	0	0	0	1	0	3	1	10	44	0
16304	25289	"Col Luitel"	45.08833	5.84972	190	"AWI"	190	4891	6010	5528	371	7	114	0	2	1	7	0	20	0	0	0	0	0	139	49	0	0	17	16	0	0	0	0	0	0	0	0	0	1	73	0	0	0	125	1	0	0	0	1	0	0	0	16	46	0
16304	25289	"Col Luitel"	45.08833	5.84972	200	"AWI"	200	5128	6112	5694	277	4	78	0	3	3	5	0	31	0	2	0	2	0	104	8	0	3	41	17	0	0	0	0	0	0	0	0	0	0	54	2	0	0	87	1	0	0	0	1	0	0	0	10	52	0
16304	25289	"Col Luitel"	45.08833	5.84972	210	"AWI"	210	5334	6244	5857	414	1	54	1	1	0	5	0	21	0	0	0	0	0	63	29	0	0	22	12	0	0	0	0	0	0	0	0	0	0	57	1	0	0	74	0	0	0	0	0	0	1	0	12	31	0
16304	25289	"Col Luitel"	45.08833	5.84972	220	"AWI"	220	5619	6317	6009	223	5	53	0	1	1	2	0	34	0	0	0	0	0	78	71	0	2	50	11	0	0	0	0	0	0	0	0	0	2	63	0	0	0	76	0	0	0	0	0	0	0	0	7	34	0
16304	25289	"Col Luitel"	45.08833	5.84972	230	"AWI"	230	5764	6413	6141	334	4	24	0	0	1	4	0	24	0	0	0	0	0	45	29	0	0	12	11	0	0	0	0	0	0	0	0	0	0	31	0	0	5	66	0	0	1	0	1	0	0	0	5	34	0
16304	25289	"Col Luitel"	45.08833	5.84972	240	"AWI"	240	5859	6561	6257	229	5	41	0	5	1	5	0	18	0	0	0	0	0	84	144	0	0	19	16	0	0	0	0	0	0	0	0	0	1	37	1	0	0	59	0	0	0	0	1	0	0	0	9	46	1
16304	25289	"Col Luitel"	45.08833	5.84972	250	"AWI"	250	5969	6657	6342	251	6	43	0	2	1	3	0	9	0	0	0	0	0	70	349	0	0	5	18	0	0	0	0	0	0	0	0	0	0	36	1	0	2	83	0	0	0	0	0	0	0	1	14	81	0
16304	25289	"Col Luitel"	45.08833	5.84972	260	"AWI"	260	6055	6769	6424	232	10	35	0	2	0	1	0	16	0	0	0	0	0	77	170	0	0	2	15	0	0	0	0	0	0	0	0	0	0	44	2	0	1	65	0	0	0	0	0	0	0	0	8	47	0
16304	25289	"Col Luitel"	45.08833	5.84972	270	"AWI"	270	6124	6871	6509	735	5	7	0	5	0	0	0	7	0	0	0	0	0	45	6	0	0	1	18	0	0	0	0	0	0	0	0	0	0	42	0	0	0	30	0	0	0	0	0	0	0	0	6	41	0
16304	25289	"Col Luitel"	45.08833	5.84972	280	"AWI"	280	6221	6946	6596	849	2	7	0	0	0	1	0	5	0	0	0	0	0	27	7	0	0	1	18	0	0	0	0	0	0	0	0	0	0	39	1	0	1	44	0	0	0	1	0	0	0	0	7	45	0
16304	25289	"Col Luitel"	45.08833	5.84972	290	"AWI"	290	6306	7034	6682	731	2	9	0	4	2	1	0	3	0	0	0	0	0	14	4	0	0	5	22	0	0	0	0	0	0	0	0	0	0	47	0	0	0	22	0	0	0	0	0	0	0	0	12	48	0
