"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16655	26433	"Gradenmoos"	46.96539	12.808492	10	"AWI"	10	-62	441	100	0.545702592087312	0	3.34242837653479	0.613915416098227	0	0.204638472032742	0	0.613915416098227	0.409276944065484	0.0682128240109141	0	0	0	0.0682128240109141	0.34106412005457	32.6739427012278	0	0	0.682128240109141	0	0	0.136425648021828	0	0	0.409276944065484	0	0	0	32.1964529331514	26.6030013642565	0.886766712141883	0	0	0	0	0.0682128240109141	0	0	0.0682128240109141	0	0	0	0	0	0	0	0.0682128240109141	0
16655	26433	"Gradenmoos"	46.96539	12.808492	15	"AWI"	15	-8	528	195	0.12070006035003	0.0603500301750151	7.72480386240193	0.181050090525045	0	0.844900422450211	0	1.02595051297526	0.12070006035003	0	0	0	0	0.301750150875075	0.12070006035003	27.0971635485818	0	13.5787567893784	0.905250452625226	0	0	0.24140012070006	0	0	0.422450211225106	0.12070006035003	0	0.0603500301750151	12.7338563669282	23.1140615570308	0.784550392275196	10.1991550995776	0	0	0	0	0	0.12070006035003	0.0603500301750151	0	0	0	0	0	0	0	0.0603500301750151	0
16655	26433	"Gradenmoos"	46.96539	12.808492	20	"AWI"	20	22	687	282	0.396039603960396	0	13.7623762376238	0.594059405940594	0	0.99009900990099	0	0.99009900990099	0.297029702970297	0.099009900990099	0	0	0	0.198019801980198	0.297029702970297	15.6435643564356	0.099009900990099	0	1.98019801980198	0	0	0.495049504950495	0	0.198019801980198	0.693069306930693	1.28712871287129	0	0	25.3465346534653	34.2574257425743	1.68316831683168	0	0.099009900990099	0	0	0.198019801980198	0	0	0.198019801980198	0	0	0	0	0.099009900990099	0	0.099009900990099	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	35	"AWI"	35	219	926	555	2.77777777777778	0	30.0925925925926	0.154320987654321	0	0.540123456790123	0	1.08024691358025	0.231481481481481	0.0771604938271605	0	0	0	0.0771604938271605	0.308641975308642	8.71913580246914	0	0	4.93827160493827	0	0.0771604938271605	0	0.462962962962963	0	0.771604938271605	0	0	0.0771604938271605	26.0030864197531	22.1450617283951	0.231481481481481	0	0.0771604938271605	0	0	0	0	0	0.462962962962963	0.540123456790123	0	0	0	0.154320987654321	0	0	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	50	"AWI"	50	414	1175	827	2.90635091496232	0	12.7018299246502	0.215285252960172	0	0.430570505920344	0	0.430570505920344	0	0	0	0	0	0	0	31.3240043057051	0	0	3.65984930032293	0	0	0.215285252960172	0	0	0	0	0	0	26.264800861141	21.6361679224973	0	0	0	0	0	0	0	0	0.107642626480086	0	0	0	0	0	0	0.107642626480086	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	60	"AWI"	60	604	1309	1017	3.73608903020668	0.317965023847377	17.329093799682	0.158982511923688	0	0.476947535771065	0	1.74880763116057	0.158982511923688	0.0794912559618442	0	0	0	0	0	27.4244833068363	0	0	4.61049284578696	0	0	0.158982511923688	0	0	0.158982511923688	0.635930047694754	0	0	22.8934817170111	19.5548489666137	0.238473767885533	0	0	0.0794912559618442	0	0	0	0.0794912559618442	0	0.158982511923688	0	0	0	0	0	0	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	70	"AWI"	70	827	1409	1191	3.89972144846797	0.0928505106778087	13.2776230269266	0.0928505106778087	0	0.74280408542247	0	0.835654596100279	0.185701021355617	0.0928505106778087	0.0928505106778087	0	0	0.185701021355617	0.0928505106778087	26.6480965645311	0	0	4.45682451253482	0	0	0.0928505106778087	0	0	0.278551532033426	0.74280408542247	0	0	27.8551532033426	19.2200557103064	0.278551532033426	0	0	0.0928505106778087	0	0	0	0	0.557103064066852	0.0928505106778087	0	0	0	0	0	0.0928505106778087	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	80	"AWI"	80	1168	1492	1350	3.83586083853702	0.0892060660124889	18.4656556645852	0.267618198037467	0	0.624442462087422	0	1.51650312221231	0.0892060660124889	0.0892060660124889	0.0892060660124889	0	0	0	0.267618198037467	22.3015165031222	0	0	4.19268510258698	0	0	0.356824264049955	0	0	0	1.07047279214987	0	0	23.8180196253345	21.8554861730598	0.178412132024978	0	0	0.178412132024978	0	0	0	0.0892060660124889	0	0.0892060660124889	0	0	0	0.178412132024978	0	0.356824264049955	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	90	"AWI"	90	1331	1641	1469	2.9757785467128	0.0692041522491349	12.1107266435986	0.0692041522491349	0	0.41522491349481	0	0.830449826989619	0	0	0.0692041522491349	0	0	0	0	21.522491349481	0	0	4.08304498269896	0	0	0	0	0	0.0692041522491349	0	0	0	35.916955017301	21.1072664359862	0.484429065743945	0	0	0	0	0	0	0.0692041522491349	0.13840830449827	0	0	0	0	0.0692041522491349	0	0	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	100	"AWI"	100	1393	1787	1563	1.60284951024043	0.178094390026714	41.7631344612645	0.267141585040071	0	0.445235975066785	0	0.801424755120214	0.178094390026714	0	0	0	0	0	0.267141585040071	14.3365983971505	0	0	3.20569902048085	0	0	0	0	0	0	0	0	0	19.5013357079252	16.5627782724844	0.267141585040071	0	0	0.178094390026714	0	0	0	0	0.267141585040071	0.0890471950133571	0	0	0	0	0.0890471950133571	0	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	110	"AWI"	110	1468	1906	1660	1.02389078498294	0.0853242320819113	44.7952218430034	0.341296928327645	0	0.938566552901024	0	1.70648464163823	0.170648464163823	0	0.0853242320819113	0	0	0.0853242320819113	1.10921501706485	16.7235494880546	0	0	3.66894197952218	0	0.0853242320819113	0	0.170648464163823	0	0	0.68259385665529	0	0.0853242320819113	8.95904436860068	17.5767918088737	0.511945392491468	0	0	0.0853242320819113	0	0	0	0.170648464163823	0.426621160409556	0	0.0853242320819113	0.170648464163823	0	0	0.170648464163823	0.0853242320819113	0	0
16655	26433	"Gradenmoos"	46.96539	12.808492	120	"AWI"	120	1547	2001	1760	4.742145820984	0.1185536455246	12.6259632483699	0	0	0.4742145820984	0	0.4742145820984	0.0592768227622999	0	0	0	0	0	0.1778304682869	17.190278601067	0	0	2.4303497332543	0	0	0	0.1778304682869	0	0	0.2371072910492	0	0	38.3521043272081	22.525192649674	0.0592768227622999	0	0	0.1185536455246	0	0	0	0	0.1778304682869	0.0592768227622999	0	0	0	0	0	0	0	0
