"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	305	"AWI"	305	6877	7497	7191	0	1	0	67	0	1	0	2	0	0	92	0	0	0	0	0	0	0	0	55	0	10	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	324	0	0	0	0	2	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	308	"AWI"	308	6914	7557	7243	0	0	0	86	0	0	0	9	0	0	107	0	0	0	0	0	0	0	0	62	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	32	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	313	"AWI"	313	6967	7699	7328	0	0	0	79	0	0	0	2	0	0	112	0	0	0	0	0	0	0	0	64	0	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	432	0	0	0	0	1	0	65	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	315	"AWI"	315	7018	7719	7362	0	0	0	105	0	0	0	5	0	0	102	0	0	0	1	0	0	0	0	78	0	8	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	320	"AWI"	320	7113	7784	7457	0	0	0	126	0	0	0	2	0	0	93	0	0	0	1	0	0	0	0	94	0	10	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	6	575	0	0	0	0	0	0	61	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	23	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	325	"AWI"	325	7170	7892	7548	0	0	0	63	0	0	1	3	0	0	61	0	0	0	0	0	0	0	0	42	0	6	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	1	1	401	0	0	0	0	1	0	69	0	0	0	0	0	1	1	0	0	0	0	0	0	0	12	21	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	330	"AWI"	330	7308	7936	7638	0	0	0	111	0	0	0	3	0	0	86	0	1	0	0	0	0	0	0	61	0	14	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	636	0	0	0	0	0	0	64	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	21	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	335	"AWI"	335	7389	8005	7728	0	0	0	76	0	0	0	2	0	0	51	0	0	0	0	0	0	0	0	64	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	307	0	0	0	0	0	0	33	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	340	"AWI"	340	7545	8062	7809	0	0	0	81	1	1	3	3	0	0	124	0	1	0	0	0	0	0	0	67	0	13	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	609	0	0	0	0	2	0	68	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	351	"AWI"	351	7756	8229	7986	0	0	0	130	0	0	0	4	0	0	197	0	0	0	2	0	0	0	0	107	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	452	0	0	0	0	0	0	78	1	0	0	0	0	1	0	0	0	0	0	0	0	1	8	24	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	353	"AWI"	353	7776	8258	8013	0	0	0	90	0	0	0	1	0	0	225	0	0	0	0	0	0	0	0	136	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	355	"AWI"	355	7796	8300	8043	0	0	0	64	0	0	0	4	0	0	135	0	0	0	0	0	0	0	0	119	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	0	1	0	42	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	360	"AWI"	360	7840	8414	8104	0	0	0	79	0	0	0	7	0	0	165	0	0	0	0	0	0	0	0	104	0	9	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	1	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	365	"AWI"	365	7909	8464	8175	0	0	0	102	0	1	0	2	0	0	175	0	0	0	1	0	0	0	0	116	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	495	0	0	0	0	4	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	1	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	370	"AWI"	370	7950	8552	8245	0	0	0	109	0	0	1	3	0	0	132	0	0	0	2	0	0	0	0	120	0	19	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	2	545	0	0	0	0	1	0	55	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	28	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	375	"AWI"	375	8043	8606	8311	0	0	0	106	0	0	0	2	0	0	198	0	0	0	0	0	0	0	0	202	0	7	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	378	0	0	0	0	1	0	71	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0	0	1
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	380	"AWI"	380	8109	8666	8376	0	0	0	72	0	0	0	1	0	0	149	0	0	0	2	0	0	0	0	171	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	0	0	0	0	72	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	19	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	385	"AWI"	385	8204	8729	8440	0	0	0	80	0	0	0	2	0	0	214	0	0	0	1	0	0	0	0	146	0	28	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	461	0	0	0	0	1	0	64	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	27	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	390	"AWI"	390	8316	8785	8501	0	1	0	81	0	0	0	2	0	0	193	0	1	0	0	0	0	0	0	137	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	495	0	0	0	0	2	0	63	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	402	"AWI"	402	8470	8943	8663	0	0	0	72	0	3	0	1	0	0	241	0	0	0	3	0	0	0	0	152	0	53	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	438	0	0	0	0	3	0	56	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	24	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	409	"AWI"	409	8540	9056	8757	0	0	0	63	0	1	1	4	0	0	245	0	0	0	2	0	0	0	0	166	0	17	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	2	401	0	0	0	0	1	0	79	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	31	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	420	"AWI"	420	8644	9207	8905	0	0	0	54	0	3	0	2	0	0	215	0	0	0	0	0	0	0	0	232	0	29	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	379	0	0	0	0	0	0	83	1	0	0	1	0	8	0	0	0	0	0	0	0	3	0	24	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	424	"AWI"	424	8691	9252	8960	0	0	0	28	0	1	0	7	0	0	252	0	1	0	2	0	0	0	0	212	0	20	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	370	0	0	0	0	1	0	93	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	27	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	430	"AWI"	430	8755	9336	9037	0	0	0	48	0	0	0	4	0	0	293	0	0	0	1	0	0	0	0	270	0	20	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	257	0	0	0	0	6	0	91	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	22	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	435	"AWI"	435	8840	9381	9104	0	0	0	33	0	0	0	4	0	0	320	0	0	0	3	0	0	0	0	252	0	10	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	249	0	0	0	0	15	0	96	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	20	4	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	440	"AWI"	440	8884	9439	9174	0	0	0	14	0	0	0	2	0	0	228	0	1	0	4	0	0	0	0	284	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	0	3	0	62	0	0	0	0	0	8	0	2	0	0	0	0	0	1	0	26	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	445	"AWI"	445	8990	9494	9245	0	0	0	16	0	1	0	3	0	0	260	0	0	0	3	0	0	0	0	285	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	6	0	42	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	17	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	450	"AWI"	450	9035	9591	9321	0	0	0	10	0	1	0	1	0	0	249	0	0	0	1	0	0	0	0	265	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	2	0	62	0	0	0	1	0	6	1	0	1	0	0	0	0	0	0	19	1	1	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	456	"AWI"	456	9118	9696	9411	0	0	0	13	0	0	0	3	0	0	252	0	0	0	5	0	0	0	0	267	0	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	379	0	0	0	0	5	0	59	0	0	0	0	0	3	0	0	0	0	0	0	0	2	7	17	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	460	"AWI"	460	9154	9766	9473	0	0	0	6	0	2	0	4	0	0	251	0	0	0	1	0	0	0	0	274	0	14	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	376	0	0	0	0	13	0	56	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	465	"AWI"	465	9213	9885	9546	0	0	0	5	0	0	0	2	0	0	249	0	0	0	2	0	0	0	0	260	0	17	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	5	0	27	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	21	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	470	"AWI"	470	9297	9945	9631	0	0	0	3	0	1	0	2	0	0	234	0	0	0	3	0	0	0	0	239	1	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	20	0	36	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	475	"AWI"	475	9353	10063	9712	0	0	0	3	0	2	0	3	0	0	230	0	0	0	3	0	0	0	0	226	0	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	467	0	0	0	0	12	0	36	0	0	0	1	0	7	0	0	0	0	0	0	0	1	0	18	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	480	"AWI"	480	9463	10115	9790	0	0	0	2	0	1	0	5	0	0	243	0	0	0	4	0	0	0	0	229	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	465	0	0	0	0	13	0	22	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	14	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	484	"AWI"	484	9521	10166	9854	0	0	0	1	1	2	0	4	0	0	233	0	1	0	1	0	0	0	0	231	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	7	0	28	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	16	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	490	"AWI"	490	9630	10235	9942	0	0	0	1	0	0	0	2	0	0	219	0	0	0	6	0	0	0	0	266	0	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	470	0	0	0	0	2	0	19	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	15	0	1	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	506	"AWI"	506	9849	10465	10166	0	0	0	0	0	2	0	3	0	0	310	0	0	0	5	0	0	0	0	121	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	538	0	0	0	0	11	1	8	1	0	0	0	0	5	0	0	0	0	0	0	0	1	0	6	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	510	"AWI"	510	9885	10546	10218	0	0	0	0	0	1	0	3	0	0	261	0	0	0	1	0	0	0	0	122	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	581	0	0	0	0	15	0	3	0	0	0	1	0	11	0	0	0	0	0	0	0	1	0	6	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	515	"AWI"	515	9958	10604	10279	0	0	0	0	1	1	0	3	0	0	225	0	0	0	6	0	0	0	0	120	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	615	0	0	0	0	18	0	5	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	5	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	520	"AWI"	520	10017	10686	10343	0	0	0	0	0	2	0	5	0	0	266	0	0	0	6	0	0	0	0	107	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	581	0	0	0	0	24	0	6	0	0	0	1	0	8	0	0	0	0	0	0	0	2	0	8	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	525	"AWI"	525	10090	10751	10403	0	0	0	0	1	3	0	4	0	0	277	0	0	0	5	0	0	0	0	99	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	585	0	0	0	0	13	0	2	1	0	0	0	0	17	1	0	0	0	0	0	0	0	0	5	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	530	"AWI"	530	10158	10813	10463	0	0	0	0	0	0	0	4	0	0	307	0	0	0	4	0	0	0	0	83	0	16	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	573	0	0	0	0	8	0	5	0	0	0	1	0	9	1	0	0	0	0	0	0	1	0	8	3	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	535	"AWI"	535	10217	10884	10524	0	0	0	1	0	0	0	5	0	0	326	0	0	0	3	0	0	0	0	80	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	567	0	0	0	0	11	0	1	0	0	0	0	0	6	0	0	0	0	0	1	0	1	0	4	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	540	"AWI"	540	10303	10936	10585	0	0	0	0	0	1	0	3	0	0	354	0	0	0	6	0	0	0	0	72	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	547	0	0	0	0	6	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	9	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	554	"AWI"	554	10458	11138	10742	0	0	0	0	0	1	0	8	0	0	358	0	0	0	6	0	0	0	0	51	0	18	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	551	0	0	0	0	16	0	3	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	5	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	560	"AWI"	560	10514	11231	10803	0	0	0	1	0	0	0	6	0	0	378	0	0	0	9	0	0	1	0	53	0	9	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	519	0	0	0	0	23	0	3	2	0	0	0	0	13	0	0	0	0	0	0	0	2	0	8	3	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	565	"AWI"	565	10551	11308	10855	0	0	0	1	0	2	0	7	0	0	352	0	0	0	5	0	0	0	0	56	0	18	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	560	0	0	0	0	9	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	8	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	569	"AWI"	569	10589	11369	10894	0	0	0	1	0	0	0	7	0	0	299	0	0	0	9	0	0	0	0	48	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	615	0	0	0	0	13	0	0	0	0	0	1	0	19	0	0	0	0	0	1	0	0	0	3	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	574	"AWI"	574	10648	11431	10944	0	0	0	0	0	0	0	5	0	0	278	0	0	0	8	0	0	0	0	50	0	14	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	639	0	0	0	0	10	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	6	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	577	"AWI"	577	10673	11482	10977	0	0	0	1	0	1	0	1	0	0	258	0	0	0	9	0	0	0	0	60	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	9	0	1	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	4	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	580	"AWI"	580	10698	11537	11008	0	0	0	1	0	1	0	4	0	0	296	0	0	0	3	0	0	0	0	100	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	565	0	0	0	0	15	0	2	1	0	0	1	0	14	0	0	0	0	0	0	0	0	0	10	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	584	"AWI"	584	10759	11578	11042	0	0	0	0	0	0	0	3	0	0	162	0	0	0	7	0	0	0	0	56	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	11	0	1	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	585	"AWI"	585	10772	11591	11052	0	0	0	0	1	2	0	8	0	0	357	0	0	0	4	0	0	0	0	131	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	24	0	2	0	0	0	1	0	10	0	0	0	0	0	1	0	1	0	11	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	588	"AWI"	588	10799	11631	11081	0	0	0	1	0	0	0	6	0	0	284	0	0	0	6	0	0	0	0	66	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	24	0	2	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	590	"AWI"	590	10815	11662	11101	0	0	0	1	0	1	0	1	0	0	362	0	0	0	6	0	0	0	0	50	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	555	0	0	0	0	12	0	1	1	0	0	0	0	8	0	0	0	0	0	0	0	1	0	10	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	602	"AWI"	602	10981	11920	11283	0	0	0	2	0	1	0	2	0	0	642	0	0	0	2	0	0	0	0	8	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	0	0	0	0	32	0	3	0	0	0	1	0	17	0	0	0	0	0	0	0	1	0	1	5	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	605	"AWI"	605	11044	11977	11356	0	0	0	1	1	3	0	3	0	0	678	0	0	0	2	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	281	0	0	0	0	25	0	1	1	0	0	1	0	9	0	0	0	0	0	0	0	0	0	1	16	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	610	"AWI"	610	11134	12072	11489	0	0	0	2	2	0	0	7	0	0	330	0	0	0	1	0	0	0	0	2	0	23	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	272	0	0	0	0	11	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	7	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	615	"AWI"	615	11198	12220	11620	0	0	0	0	0	0	0	2	0	0	307	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	360	0	0	0	0	24	0	1	0	0	0	2	0	9	0	0	0	0	0	0	0	1	0	0	9	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	620	"AWI"	620	11319	12312	11761	0	0	0	0	4	1	0	8	0	0	136	0	0	0	0	0	0	0	0	4	0	23	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	372	0	0	0	0	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	625	"AWI"	625	11395	12463	11904	0	0	0	0	1	0	0	16	0	0	178	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	630	"AWI"	630	11541	12548	12034	0	0	0	0	5	0	0	30	0	0	192	0	0	0	0	0	0	0	0	2	0	46	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	401	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	2	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	635	"AWI"	635	11639	12649	12170	0	0	0	1	2	1	0	24	0	0	134	0	0	0	1	0	0	0	0	1	0	47	0	0	0	0	0	0	0	0	0	1	0	0	65	0	0	0	0	1	0	291	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	640	"AWI"	640	11817	12780	12313	0	0	0	1	3	1	0	22	0	0	133	0	0	0	0	0	0	0	0	3	0	29	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	326	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	652	"AWI"	652	12233	13329	12775	0	0	0	0	1	0	0	5	0	0	268	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	272	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	658	"AWI"	658	12392	14116	13101	0	0	0	0	0	1	0	5	0	0	312	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	242	0	0	0	0	3	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	659	"AWI"	659	12410	14268	13153	0	0	0	0	0	1	0	2	0	0	246	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	243	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	663	"AWI"	663	12604	14612	13408	0	0	0	1	0	0	0	7	0	0	340	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	188	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	670	"AWI"	670	12856	15038	13926	0	0	0	2	0	1	0	9	0	0	182	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	345	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	675	"AWI"	675	13099	15349	14256	0	0	0	0	0	1	0	9	0	0	204	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	322	0	0	0	0	2	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	1	0	0	2	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	680	"AWI"	680	13340	15525	14640	0	0	0	0	0	1	0	8	0	0	188	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	304	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
14488	22689	"Schwanengrabenrinne"	52.52444	13.05639	685	"AWI"	685	13609	15792	14998	0	0	0	0	2	1	0	5	0	0	209	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	331	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0
