"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15936	24553	"Caves d'Amont"	47.32667	0.47528	10	"AWI"	10	-44	206	59	7	0	33	14	5	0	1	0	0	2	1	0	0	7	0	2	2	0	0	0	0	10	104	0	4	0	0	0	1	0	0	0	0	0	0	1	0	7	2	0	0	0	0	0	0	0	38	3	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	1	0	1	6	2	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	15	"AWI"	15	-33	300	91	5	0	9	16	2	1	2	0	4	4	2	0	0	3	0	0	1	0	0	0	0	7	89	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	1	0	44	2	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	2	0	0	2	1	0	0	0	2
15936	24553	"Caves d'Amont"	47.32667	0.47528	20	"AWI"	20	-22	395	122	0	0	14	3	2	0	4	0	2	0	3	0	0	0	0	2	1	0	0	0	0	10	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1
15936	24553	"Caves d'Amont"	47.32667	0.47528	25	"AWI"	25	1	460	158	3	0	23	4	1	0	1	0	4	0	3	0	0	0	0	0	2	0	0	0	0	3	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	54	2	0	0	0	1	0	0	10	0	0	0	0	0	0	7	0	2	0	1	0	3	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	30	"AWI"	30	29	486	202	0	0	15	3	3	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	4	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	12	3	0	0	0	2	0	0	10	0	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	35	"AWI"	35	51	526	244	1	0	22	7	2	0	7	0	4	1	3	0	0	2	0	0	0	0	0	0	0	13	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	1	0	23	6	0	0	0	1	0	0	9	0	0	0	0	0	0	12	0	0	0	0	2	3	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	40	"AWI"	40	65	568	284	3	0	13	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	3	1	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	45	"AWI"	45	77	618	323	0	0	19	2	2	0	1	0	3	0	3	0	0	2	0	0	0	0	1	0	0	11	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	50	"AWI"	50	114	646	361	1	0	12	1	2	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	19	24	0	5	0	0	0	0	0	0	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0	50	3	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	1	0	0	2	8	1	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	55	"AWI"	55	151	667	403	1	0	11	9	0	0	2	0	1	0	0	0	0	0	0	0	3	0	0	0	1	15	39	0	0	1	0	0	0	1	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	70	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	2	3	0	0	1
15936	24553	"Caves d'Amont"	47.32667	0.47528	60	"AWI"	60	174	696	444	1	0	17	10	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	2	0	0	0	0	1	0	0	0	0	0	1	0	11	1	0	0	0	2	0	0	0	40	5	0	0	0	2	0	0	6	0	0	1	0	0	0	7	0	1	0	0	0	1	0	0	0	1
15936	24553	"Caves d'Amont"	47.32667	0.47528	65	"AWI"	65	195	739	485	3	0	16	1	1	0	0	0	4	0	2	0	0	0	0	2	0	0	1	0	0	11	46	0	8	0	0	0	1	2	0	0	0	0	0	1	0	15	1	0	0	0	3	0	1	0	53	4	0	0	0	0	0	0	6	0	5	0	0	0	0	4	0	2	0	0	0	3	1	0	0	2
15936	24553	"Caves d'Amont"	47.32667	0.47528	70	"AWI"	70	237	777	524	1	0	10	1	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	31	0	5	0	0	0	0	1	4	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	28	4	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	75	"AWI"	75	292	792	562	3	0	16	2	0	0	3	0	2	0	0	0	1	2	0	5	0	0	1	0	0	8	60	0	7	1	0	0	2	2	0	0	0	0	0	2	0	13	1	0	0	0	2	0	2	0	38	3	0	0	0	0	0	0	7	0	0	0	0	1	0	1	0	0	0	2	0	1	1	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	80	"AWI"	80	339	816	603	2	0	4	2	2	0	0	0	2	1	1	0	0	1	0	1	0	0	0	0	0	7	118	0	6	0	0	2	2	2	0	0	0	0	0	3	0	20	3	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	2	0	0	16	2	0	0	0	1
15936	24553	"Caves d'Amont"	47.32667	0.47528	85	"AWI"	85	365	839	643	2	0	15	3	11	0	2	0	2	0	2	1	0	2	0	3	2	0	0	0	0	5	62	0	23	1	0	0	2	1	0	0	0	1	0	7	0	18	2	0	0	0	0	0	1	0	18	4	0	0	0	0	5	1	9	0	0	0	0	0	0	3	0	1	0	1	2	2	1	1	0	2
15936	24553	"Caves d'Amont"	47.32667	0.47528	90	"AWI"	90	394	876	684	2	0	11	2	6	0	2	0	6	1	3	0	2	6	0	2	3	0	0	0	0	10	47	0	12	0	0	3	2	0	0	0	0	0	0	4	0	17	6	0	0	0	0	0	0	0	11	5	0	0	0	0	3	0	14	0	0	0	0	0	0	3	0	1	0	2	2	2	0	1	0	2
15936	24553	"Caves d'Amont"	47.32667	0.47528	95	"AWI"	95	484	891	719	1	0	96	4	3	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	33	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	1	0	4	1	1	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	105	"AWI"	105	655	916	790	1	0	115	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	23	34	0	2	0	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	33	0	0	0	0	0	3	4	0	0	0	0	27	5	0	0	0	0
15936	24553	"Caves d'Amont"	47.32667	0.47528	110	"AWI"	110	713	936	828	0	1	184	2	3	2	2	0	8	0	2	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	0	2	4	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	1	27	0	0	0	0	0	2	1	0	2	0	1	11	6	1	2	0	3
15936	24553	"Caves d'Amont"	47.32667	0.47528	115	"AWI"	115	753	961	861	1	1	7	6	5	1	1	0	2	2	2	1	0	2	0	4	2	0	0	0	0	4	74	0	4	0	0	6	3	0	0	1	0	0	0	7	0	17	2	0	0	1	0	0	0	0	4	5	0	0	0	0	0	0	15	0	0	0	0	2	3	11	0	1	0	1	1	2	1	1	0	3
15936	24553	"Caves d'Amont"	47.32667	0.47528	120	"AWI"	120	794	993	894	1	0	6	2	4	0	2	0	1	2	4	0	0	3	0	2	3	0	0	3	0	2	85	0	0	0	6	0	2	0	0	0	0	0	1	6	0	10	7	1	1	2	2	0	0	0	1	4	0	0	0	0	0	2	13	0	0	1	0	1	0	7	0	2	0	1	1	1	0	2	0	2
15936	24553	"Caves d'Amont"	47.32667	0.47528	125	"AWI"	125	818	1036	926	0	1	7	2	2	0	2	0	2	0	4	0	0	1	0	2	1	0	0	2	1	2	110	0	3	0	0	0	1	0	0	0	0	1	0	7	0	13	1	0	0	0	1	0	1	0	2	2	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	2	0	1	1	1	0	0	0	1
15936	24553	"Caves d'Amont"	47.32667	0.47528	130	"AWI"	130	833	1089	955	0	0	5	3	2	0	2	0	2	1	2	0	0	0	0	2	0	0	0	0	1	3	92	1	3	0	0	0	2	0	0	0	1	0	2	3	1	7	3	2	0	0	2	0	1	0	2	1	0	0	0	0	0	0	6	0	0	0	0	2	0	3	0	2	0	1	4	2	0	1	0	2
15936	24553	"Caves d'Amont"	47.32667	0.47528	135	"AWI"	135	845	1146	984	0	0	26	2	2	0	2	0	1	0	1	0	0	1	0	5	0	0	0	0	0	5	90	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	2	5	0	0	0	0	2	0	13	0	33	0	0	0	0	1	0	3	0	0	0	2	0	0	0	2
