"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16151	24966	"Watten"	50.83361	2.21333	1265	"AWI"	1265	7566	7963	7747	0	0	34	48	0	0	0	0	0	14	0	0	0	0	0	0	1	1	0	252	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	105	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	17	32	0	0
16151	24966	"Watten"	50.83361	2.21333	1275	"AWI"	1275	7573	7984	7756	0	0	33	35	0	2	1	2	0	9	0	0	0	0	0	0	0	0	0	252	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	42	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	16	27	0	1
16151	24966	"Watten"	50.83361	2.21333	1285	"AWI"	1285	7577	8003	7766	0	0	31	30	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	267	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	120	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	12	39	0	0
16151	24966	"Watten"	50.83361	2.21333	1295	"AWI"	1295	7582	8027	7775	0	1	112	37	0	0	1	1	0	12	0	0	0	0	0	0	0	0	0	440	0	34	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	104	5	0	0	0	0	0	0	0	0	0	0	0	0	55	55	0	0
16151	24966	"Watten"	50.83361	2.21333	1305	"AWI"	1305	7588	8044	7784	0	0	47	26	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	294	0	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	52	0	0	0	0	59	3	0	0	0	0	0	0	2	0	1	0	0	0	25	31	0	0
16151	24966	"Watten"	50.83361	2.21333	1315	"AWI"	1315	7593	8068	7792	0	0	25	7	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	249	0	17	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	9	0	0	0	34	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	0	0
16151	24966	"Watten"	50.83361	2.21333	1345	"AWI"	1345	7604	8144	7817	0	0	4	33	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	154	0	17	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	16	0	0	0	33	0	0	0	1	52	1	0	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0
16151	24966	"Watten"	50.83361	2.21333	1355	"AWI"	1355	7611	8171	7825	0	0	35	69	1	0	0	6	0	13	0	0	0	0	0	2	0	0	0	424	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	0	0	0	108	0	0	0	0	77	2	0	0	0	0	0	0	6	2	0	0	0	0	22	47	0	0
16151	24966	"Watten"	50.83361	2.21333	1365	"AWI"	1365	7615	8199	7834	0	0	12	26	0	3	2	2	0	15	0	0	0	0	0	0	0	0	0	264	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	129	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	19	33	0	0
16151	24966	"Watten"	50.83361	2.21333	1375	"AWI"	1375	7626	8213	7844	0	0	33	30	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	382	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	0	0
16151	24966	"Watten"	50.83361	2.21333	1385	"AWI"	1385	7636	8220	7855	0	0	8	25	0	2	1	1	0	8	0	0	0	0	0	0	0	0	0	134	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	162	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	6	27	0	0
16151	24966	"Watten"	50.83361	2.21333	1395	"AWI"	1395	7646	8234	7865	0	0	11	26	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	130	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	1	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	12	25	0	0
16151	24966	"Watten"	50.83361	2.21333	1405	"AWI"	1405	7652	8248	7874	0	0	45	112	0	0	2	2	0	20	0	0	0	0	0	0	0	0	0	602	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	106	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	0	0	0	28	58	0	0
16151	24966	"Watten"	50.83361	2.21333	1415	"AWI"	1415	7658	8264	7885	0	0	15	19	0	4	0	0	0	10	0	0	0	0	0	0	1	0	0	174	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	3	0	0	0	0	8	36	0	0
16151	24966	"Watten"	50.83361	2.21333	1445	"AWI"	1445	7678	8303	7913	0	0	15	45	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	162	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	30	1	0	0	57	0	0	0	0	20	2	0	0	0	0	0	0	0	1	0	0	0	1	8	18	0	0
16151	24966	"Watten"	50.83361	2.21333	1455	"AWI"	1455	7682	8323	7921	0	0	4	96	0	11	0	3	0	9	0	0	0	0	0	0	1	0	0	138	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	5	21	0	0
16151	24966	"Watten"	50.83361	2.21333	1465	"AWI"	1465	7687	8334	7931	0	0	12	37	0	0	1	4	0	14	0	0	0	0	0	0	0	0	0	265	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	0	0	24	3	0	0	0	0	0	0	0	0	0	0	0	0	5	16	0	0
16151	24966	"Watten"	50.83361	2.21333	1475	"AWI"	1475	7691	8350	7940	0	0	6	79	0	8	1	3	0	5	0	0	0	0	0	2	1	0	1	133	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0
16151	24966	"Watten"	50.83361	2.21333	1485	"AWI"	1485	7693	8370	7950	0	0	6	0	0	12	2	4	0	28	0	0	0	0	0	1	0	0	1	153	0	19	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	5	21	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0
16151	24966	"Watten"	50.83361	2.21333	1495	"AWI"	1495	7698	8394	7960	0	0	24	36	0	0	1	3	0	21	0	0	0	0	0	0	0	0	0	252	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	225	0	0	0	1	23	3	0	0	2	0	0	0	0	1	0	0	0	0	3	33	0	2
16151	24966	"Watten"	50.83361	2.21333	1505	"AWI"	1505	7701	8424	7969	0	1	16	21	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	214	0	20	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	0	0	0	58	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	3	11	0	0
16151	24966	"Watten"	50.83361	2.21333	1515	"AWI"	1515	7712	8437	7978	0	0	13	29	0	11	1	3	0	23	0	0	0	0	0	0	0	0	0	228	0	48	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	54	3	0	0	0	0	0	0	0	1	0	0	0	0	10	42	0	0
16151	24966	"Watten"	50.83361	2.21333	1525	"AWI"	1525	7717	8447	7988	0	0	7	45	0	0	1	3	0	7	0	0	0	0	0	0	0	0	0	227	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	47	0	0	0	40	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0
16151	24966	"Watten"	50.83361	2.21333	1535	"AWI"	1535	7729	8456	7997	0	0	11	50	0	8	0	2	0	13	0	0	0	0	0	0	0	0	1	90	0	64	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	1	48	0	0	0	0	0	0	0	0	35	1	0	0	0	0	0	0	0	2	0	0	0	0	3	19	0	0
16151	24966	"Watten"	50.83361	2.21333	1545	"AWI"	1545	7734	8467	8005	1	2	14	58	0	2	1	1	0	11	0	0	0	0	0	0	0	0	0	262	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	24	0	0	0	0	0	0	0	2	31	0	0	0	0	0	0	0	0	1	0	0	0	0	3	20	1	0
16151	24966	"Watten"	50.83361	2.21333	1555	"AWI"	1555	7739	8476	8016	0	4	9	25	0	7	2	1	0	11	0	0	0	0	0	0	3	0	0	240	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	1	8	27	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0
16151	24966	"Watten"	50.83361	2.21333	1565	"AWI"	1565	7743	8483	8024	0	0	16	30	0	0	1	4	0	11	0	0	0	0	0	0	0	0	0	229	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	19	0	0	0	23	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	1
16151	24966	"Watten"	50.83361	2.21333	1575	"AWI"	1575	7748	8497	8033	0	0	10	40	0	5	1	2	0	4	0	1	0	0	0	0	2	0	0	210	0	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0
16151	24966	"Watten"	50.83361	2.21333	1585	"AWI"	1585	7756	8504	8041	0	0	20	28	0	5	1	2	0	14	0	0	0	0	0	0	0	0	0	230	0	28	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	38	0	0	0	51	0	0	0	0	29	2	0	0	0	0	0	0	0	1	0	0	0	0	3	27	0	0
16151	24966	"Watten"	50.83361	2.21333	1595	"AWI"	1595	7761	8516	8050	0	0	14	41	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	268	0	27	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	48	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	7	16	0	0
16151	24966	"Watten"	50.83361	2.21333	1605	"AWI"	1605	7768	8534	8058	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	248	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	51	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	7	0	0
16151	24966	"Watten"	50.83361	2.21333	1625	"AWI"	1625	7777	8574	8076	0	0	5	37	0	3	0	2	0	7	0	0	0	0	0	0	0	0	0	255	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	54	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0
16151	24966	"Watten"	50.83361	2.21333	1635	"AWI"	1635	7781	8599	8084	0	0	3	49	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	186	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0
16151	24966	"Watten"	50.83361	2.21333	1685	"AWI"	1685	7820	8645	8131	0	0	6	43	0	0	1	1	0	24	0	0	0	0	0	0	0	0	0	183	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56	0	0	1	37	0	0	0	0	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0
16151	24966	"Watten"	50.83361	2.21333	1692	"AWI"	1692	7826	8651	8138	0	0	8	81	0	14	1	3	0	34	0	0	0	0	0	0	0	0	0	484	0	92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	54	0	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	1	0	0	0	2	28	0	0
16151	24966	"Watten"	50.83361	2.21333	1705	"AWI"	1705	7838	8665	8147	0	0	16	67	0	0	2	4	0	13	0	0	0	0	0	4	0	0	0	318	0	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	0
16151	24966	"Watten"	50.83361	2.21333	1725	"AWI"	1725	7856	8688	8167	0	0	15	33	1	0	0	1	0	10	0	0	0	0	0	0	0	0	0	249	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0
16151	24966	"Watten"	50.83361	2.21333	1745	"AWI"	1745	7869	8714	8184	0	0	12	0	0	0	1	1	0	10	0	0	2	0	0	0	0	0	0	192	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	40	0	0	0	0	30	1	0	0	0	0	0	0	0	2	0	0	0	0	1	16	0	0
16151	24966	"Watten"	50.83361	2.21333	1785	"AWI"	1785	7890	8779	8220	0	0	15	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	252	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	3	25	0	1
16151	24966	"Watten"	50.83361	2.21333	1825	"AWI"	1825	7930	8811	8254	0	0	7	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	87	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0
16151	24966	"Watten"	50.83361	2.21333	1865	"AWI"	1865	7961	8854	8292	0	0	18	0	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	252	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	26	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	2	18	0	0
16151	24966	"Watten"	50.83361	2.21333	1885	"AWI"	1885	7977	8879	8309	0	0	10	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	125	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	28	1	0	0	0	0	0	0	0	1	0	0	0	1	1	9	0	0
16151	24966	"Watten"	50.83361	2.21333	1905	"AWI"	1905	7992	8908	8324	0	0	2	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	122	0	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0
16151	24966	"Watten"	50.83361	2.21333	1925	"AWI"	1925	8004	8940	8342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	51	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
16151	24966	"Watten"	50.83361	2.21333	1945	"AWI"	1945	8040	8953	8369	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	267	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	6	0	0
16151	24966	"Watten"	50.83361	2.21333	1965	"AWI"	1965	8079	8966	8401	1	0	8	0	0	0	2	3	0	11	0	0	1	0	0	0	0	0	0	276	0	13	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	12	0	0	0	38	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	1	0	0	2	16	0	0
16151	24966	"Watten"	50.83361	2.21333	1985	"AWI"	1985	8106	8975	8436	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	182	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	111	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	0
16151	24966	"Watten"	50.83361	2.21333	2005	"AWI"	2005	8130	9000	8472	0	0	6	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	348	0	7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	1	0	1	0	0	1	11	0	1
16151	24966	"Watten"	50.83361	2.21333	2035	"AWI"	2035	8156	9047	8515	0	0	10	0	0	0	1	1	0	15	0	0	0	0	0	0	0	0	0	170	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	15	0	0	1	41	0	0	0	0	36	1	0	0	1	1	0	0	0	1	0	1	0	0	4	24	0	1
16151	24966	"Watten"	50.83361	2.21333	2045	"AWI"	2045	8163	9066	8533	0	0	11	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	284	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	0	0
16151	24966	"Watten"	50.83361	2.21333	2065	"AWI"	2065	8177	9109	8562	0	0	13	0	0	0	1	1	0	7	0	0	0	0	0	0	0	1	0	402	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	12	0	0	1	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	0
16151	24966	"Watten"	50.83361	2.21333	2085	"AWI"	2085	8280	9134	8631	0	0	6	0	0	0	3	1	0	12	0	0	1	0	0	0	0	0	0	164	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	8	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	1	0	0	1	15	0	1
16151	24966	"Watten"	50.83361	2.21333	2204	"AWI"	2204	8895	9323	9092	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0
16151	24966	"Watten"	50.83361	2.21333	2210	"AWI"	2210	8920	9348	9117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
