"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	488	"AWI"	488	-142	24	-56	12.1621621621622	0	0	0	0	0	0	0	0	0	0	0	0	22.972972972973	0	12.1621621621622	0	0	0	12.1621621621622	0	35.1351351351351	0	0	0	0	5.40540540540541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	493	"AWI"	493	-64	438	107	2.65060240963855	0	0	0	0	70.3614457831325	0	0	0	0	0.240963855421687	0.481927710843374	0	5.54216867469879	0	0	0	0	0	2.40963855421687	0	14.9397590361446	0	0	0	0	1.20481927710843	0	0	0	0	0	0	0	0	0	0	0	1.68674698795181	0	0	0	0	0	0	0.481927710843374	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	498	"AWI"	498	27	640	288	2.28690228690229	0	0	0.207900207900208	0	71.9334719334719	0	0	0	0	0	0	0	4.36590436590437	0	3.32640332640333	0	0	0	1.87110187110187	0	14.3451143451143	0	0	0	0	0.415800415800416	0	0	0	0	0	0	0	0	0.415800415800416	0	0	0	0	0	0.207900207900208	0.623700623700624	0	0	0	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	502	"AWI"	502	139	757	436	2.86396181384248	0	0	0.238663484486874	0	77.5656324582339	0	0	0	0	0	0	0	4.77326968973747	0	0	0	0	0	2.38663484486873	0	11.4558472553699	0	0	0	0	0.477326968973747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238663484486874	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	507	"AWI"	507	292	908	614	2.71493212669683	0	0	0	0	78.0542986425339	0	0	0	0	0	0	0	4.29864253393665	0	2.03619909502262	0	0	0	2.48868778280543	0	8.82352941176471	0	0	0	0	0.678733031674208	0	0	0	0	0	0	0	0.226244343891403	0	0	0	0	0	0	0	0.226244343891403	0	0	0.452488687782805	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	511	"AWI"	511	471	1017	749	4.09090909090909	0	0	0	0	86.5909090909091	0	0	0	0	0	0	0	3.63636363636364	0	0	0	0	0	1.36363636363636	0.227272727272727	3.18181818181818	0	0	0	0.227272727272727	0.227272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454545454545455	0	0	0	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	515	"AWI"	515	678	1132	890	23.4375	0	0	1.5625	0	0	0	0	0	1.5625	0	0	0	23.4375	0	0	0	0	0	9.375	0	35.9375	0	0	0	0	4.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	519	"AWI"	519	838	1281	1040	23.5294117647059	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0	9.41176470588235	0	0	0	0	0	4.70588235294118	0	12.9411764705882	0	0	0	0	2.35294117647059	43.5294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	1.17647058823529	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	523	"AWI"	523	912	1590	1192	1.86915887850467	0	0	0	0	88.5514018691589	0	0	0	0	0.467289719626168	0	0	3.27102803738318	0	2.80373831775701	0	0	0	0.233644859813084	0	2.10280373831776	0	0	0	0	0.467289719626168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233644859813084	0	0	0	0
26168	45639	"Gammelheimenvatnet"	68.48221	17.75935	527	"AWI"	527	1030	1764	1364	6.03448275862069	0	0	0	0	85.7758620689655	0	0	0	0	0.21551724137931	0	0	4.0948275862069	0	0	0	0	0	1.07758620689655	0	1.93965517241379	0	0	0	0	0.431034482758621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431034482758621	0
