"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13430	20131	"Mekelermeer"	52.770122	6.62688	36	"AWI"	36	-137	28	-52	0	9	1	0	0	1	0	62	0	0	0	1	0	2	50	0	0	0	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	4	0	0	0	3	36	0	0	0	0	0	0
13430	20131	"Mekelermeer"	52.770122	6.62688	38	"AWI"	38	-98	160	5	1	4	0	0	0	0	0	62	0	0	0	0	0	0	57	0	0	0	1	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	8	0	0	0	7	18	0	0	0	1	1	0
13430	20131	"Mekelermeer"	52.770122	6.62688	39	"AWI"	39	-87	252	31	0	8	4	0	0	0	0	14	0	0	0	0	0	0	58	0	0	0	2	1	0	0	0	0	0	0	1	0	10	0	0	0	0	0	7	0	0	0	6	43	0	0	0	0	0	0
13430	20131	"Mekelermeer"	52.770122	6.62688	41	"AWI"	41	-72	445	84	0	49	2	1	0	0	0	30	1	0	0	0	0	12	20	0	0	0	12	2	0	0	0	0	2	0	4	0	20	0	0	0	1	0	14	0	0	0	11	1	0	0	2	1	0	0
13430	20131	"Mekelermeer"	52.770122	6.62688	42	"AWI"	42	-65	548	109	0	50	3	1	0	2	0	21	0	0	0	0	0	11	14	0	0	0	8	2	0	0	0	0	0	0	5	0	13	0	0	0	2	0	16	0	0	0	17	0	0	0	0	1	0	0
13430	20131	"Mekelermeer"	52.770122	6.62688	44	"AWI"	44	-56	739	160	0	54	3	0	0	0	0	26	0	0	0	0	0	17	14	0	0	0	7	0	0	0	0	0	1	0	1	0	17	0	0	0	1	0	17	0	0	0	20	1	0	0	0	0	1	0
13430	20131	"Mekelermeer"	52.770122	6.62688	46	"AWI"	46	-46	938	210	0	49	1	0	0	0	0	25	0	0	0	0	0	14	10	0	0	0	14	0	0	1	0	0	0	0	1	0	11	0	75	0	1	0	23	0	0	0	7	6	0	0	1	2	1	0
13430	20131	"Mekelermeer"	52.770122	6.62688	48	"AWI"	48	-39	1133	261	0	54	1	0	0	0	0	24	0	0	0	0	0	12	14	0	0	0	9	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	27	0	0	0	14	2	0	0	0	0	0	0
13430	20131	"Mekelermeer"	52.770122	6.62688	50	"AWI"	50	-31	1328	313	0	37	1	1	0	1	0	19	0	0	0	0	0	18	11	0	0	0	7	0	0	0	0	0	4	0	2	0	3	0	0	0	0	0	30	0	0	0	8	1	0	0	1	0	0	0
13430	20131	"Mekelermeer"	52.770122	6.62688	52	"AWI"	52	7	1389	382	0	51	0	0	0	0	0	21	0	0	0	1	0	15	9	0	0	0	11	0	0	0	0	0	0	1	2	0	5	0	0	0	0	2	26	0	0	0	6	0	0	0	1	0	0	0
