"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cercis"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Montiaceae"	"Myrtus"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	0	"AWI"	0	-115	76	-38	0	0	4.1044776119403	1.11940298507463	0.746268656716418	0	0.373134328358209	1.86567164179104	0	0	0.746268656716418	0	0	0	2.23880597014925	0	1.11940298507463	0.373134328358209	0	0	0.746268656716418	1.49253731343284	0.746268656716418	0	0	0	0.746268656716418	0	0	36.5671641791045	0	0	0	0	0	2.61194029850746	0	0	0	0	2.61194029850746	0	0	0.373134328358209	0	0.746268656716418	0	0.373134328358209	1.11940298507463	0	0	0	1.86567164179104	0	2.98507462686567	0	0	0	0	0	0	29.1044776119403	4.1044776119403	0	0	0	0	0	0	0	0	0	0	0	0.373134328358209	0.746268656716418	0	0	0	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	5	"AWI"	5	-27	751	220	0	0.75187969924812	0	3.00751879699248	0.75187969924812	0	0	9.02255639097744	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75187969924812	0	0.75187969924812	0	0	0	0	0	42.8571428571429	0	0	0	0	0.75187969924812	6.76691729323308	0	0	0	0	0	0	0	0.75187969924812	0	7.5187969924812	0	0	3.00751879699248	0	0	0	0	0	0	0	0	0	0	0	0	21.8045112781955	1.50375939849624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	10	"AWI"	10	103	1072	558	0	0	0	1.875	0	0	0	1.875	0	0	0	0	0	0	0	0	1.875	0	0	0	0	1.875	0	0	0	0	0	0	0	56.25	3.125	0	0	0	0	1.25	0	0	0	0	0	0	0	0	0	1.875	0	0	5.625	0	0	0	0	0	0	0	0	0	0	0	0	16.875	1.875	0	0	0	0	0	0	3.75	0	0	0	0	0	1.875	0	0	0	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	15	"AWI"	15	310	1362	935	0	0.284090909090909	0	0.568181818181818	0.284090909090909	0	0	2.84090909090909	0	0	0	0	0	0	0	0	0.568181818181818	0	0	0	0	0.284090909090909	0	0	0	0	0	0	0	51.4204545454545	0	0	0	0	0	1.98863636363636	0	0	0.284090909090909	0	0.568181818181818	0	0	0	0	17.6136363636364	0	0	3.97727272727273	0	0	0	0.568181818181818	0	0	0	0	0	0	0	0	15.3409090909091	2.84090909090909	0	0	0	0	0	0	0.284090909090909	0	0	0	0	0	0	0	0	0.284090909090909	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	20	"AWI"	20	830	1596	1274	0	0	0	0.743494423791822	0	0	0.743494423791822	1.11524163568773	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743494423791822	0	0	0	0	0	0	0	56.1338289962825	0	0	0	0	0.371747211895911	1.85873605947955	0	0	0.371747211895911	0	0	0	0	0.371747211895911	0	6.69144981412639	0	0	2.23048327137546	0	0	0	0	0	0	0	0	0	0	0	0	26.3940520446097	2.23048327137546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	25	"AWI"	25	1368	1769	1597	0	0	0	0.505050505050505	0	0	0.505050505050505	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.6060606060606	0	0	0	0	0	1.76767676767677	0	0	0	0	0	0	0	0	0.252525252525253	6.56565656565657	0	0	2.77777777777778	0	0	0	0	0	0	0	0	0	0	0	0	24.2424242424242	1.76767676767677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	30	"AWI"	30	1715	2166	1924	0	0.691244239631336	0	0	0.230414746543779	0	0.230414746543779	0.921658986175115	0.230414746543779	0	0	0	0	0	0	0	0	0	0	0	0	1.15207373271889	0.230414746543779	0	0	0	0	0	0	44.9308755760369	0	0	0.230414746543779	0.230414746543779	0	3.68663594470046	0	0	0	0	0	0	0	0	0	1.84331797235023	0	0	2.76497695852535	0	0	0.460829493087558	0	0	0	0	0	0	0.230414746543779	0	0	40.3225806451613	0.691244239631336	0	0	0	0	0	0	0	0	0.691244239631336	0	0	0	0	0	0	0.230414746543779	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	35	"AWI"	35	1891	2887	2361	0.591715976331361	0.29585798816568	0	0.887573964497041	0	0	0	1.4792899408284	0.591715976331361	0	0	0	0	0	0	0	0	0	0	0	0.29585798816568	0.29585798816568	0	0	0.591715976331361	0	0	0	0	67.1597633136095	0	0	0	0	0	1.4792899408284	0	0	0	0	0	0	0	0	0	0.29585798816568	0	0	2.36686390532544	0	0	0	0.29585798816568	0	0	0	0	0	0	0	0	20.414201183432	2.66272189349112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29585798816568	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	40	"AWI"	40	2112	3295	2851	0.446428571428571	0.892857142857143	0	0.892857142857143	0	0	0	1.33928571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446428571428571	0	0	0	0	0	0	0	66.9642857142857	1.33928571428571	0	0	0	0	2.23214285714286	0	0	0	0	0	0	0	0	0	0	0	0	2.67857142857143	0	0	1.33928571428571	0	0	0	0.446428571428571	0	0	0	0	0	19.6428571428571	1.33928571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27017	47587	"Urgo Pietra Giordano"	37.85262	14.12767	45	"AWI"	45	2937	3418	3275	0.272479564032698	0.817438692098093	0	0.544959128065395	0	0	0	1.63487738419619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.3188010899183	0	0	0	0	0	0	5.99455040871935	0	0	0	0	0	0	0	0	0	0	0	1.63487738419619	0	0	0	0.272479564032698	0	0	0.272479564032698	0	0	0	0	0	37.3297002724796	0.817438692098093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272479564032698	0	0.817438692098093	0	0	0	0
