"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
13381	20012	"Donvold"	68.13333	13.58333	88	"AWI"	88	981	1367	1166	0	0.645161290322581	0	0	0	0	32.9032258064516	0	0	0	0	28.0645161290323	27.0967741935484	0	0	0	0.32258064516129	10.3225806451613	0	0	0	0	0	0.645161290322581	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	98	"AWI"	98	1102	1748	1360	0	2.68041237113402	0	0.206185567010309	0	0.824742268041237	33.6082474226804	0	0.412371134020619	0	0	17.1134020618557	17.1134020618557	0	0	0	0.412371134020619	14.8453608247423	0.618556701030928	0	0	0	0	0.824742268041237	10.7216494845361	0	0.412371134020619	0	0.206185567010309	0	0
13381	20012	"Donvold"	68.13333	13.58333	108	"AWI"	108	1235	2045	1579	0	2.67111853088481	0	0	0	0	37.228714524207	0.1669449081803	0.1669449081803	0.333889816360601	0	1.3355592654424	40.567612687813	0	0	0	0.500834724540901	10.6844741235392	0	0	0	0	0	0	6.17696160267112	0	0	0	0.1669449081803	0	0
13381	20012	"Donvold"	68.13333	13.58333	118	"AWI"	118	1393	2279	1805	0	4.89913544668588	0.144092219020173	0	0	0.720461095100865	24.7838616714697	0	0.720461095100865	0.432276657060519	0	2.30547550432277	48.7031700288184	0	0	0	0.144092219020173	12.8242074927954	0	0	0	0	0	1.00864553314121	3.31412103746398	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	126	"AWI"	126	1533	2432	1977	0	2.7027027027027	0	0.386100386100386	0	1.15830115830116	19.3050193050193	0	0.386100386100386	0	0	34.3629343629344	27.027027027027	0	0	0	0.386100386100386	13.8996138996139	0	0	0	0	0	0	0	0	0.386100386100386	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	136	"AWI"	136	1708	2613	2180	0	0.279850746268657	0	0	0	0	9.51492537313433	0	0.0932835820895522	0	0	0.746268656716418	78.0783582089552	0	0	0	0.0932835820895522	3.45149253731343	0.279850746268657	0	0	0	0	0.373134328358209	6.99626865671642	0	0	0	0.0932835820895522	0	0
13381	20012	"Donvold"	68.13333	13.58333	144	"AWI"	144	1854	2741	2345	0	3.66088631984586	0	0	0	0	47.3988439306358	0	0	0	0	6.9364161849711	15.606936416185	0	0	0	0.578034682080925	19.8458574181118	0	0	0	0	0	1.34874759152216	4.23892100192678	0.385356454720617	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	152	"AWI"	152	2025	2860	2510	0	4.42930153321976	0	0	0	1.0221465076661	27.7683134582624	0	0.170357751277683	0	0	15.8432708688245	25.5536626916525	0	0	0	0.340715502555366	22.4872231686542	0	0	0	0	0	1.53321976149915	0	0.681431005110733	0	0	0.170357751277683	0	0
13381	20012	"Donvold"	68.13333	13.58333	159	"AWI"	159	2189	2967	2663	0	3.92156862745098	0	0	0	0	27.9034690799397	0	0	0	0	40.422322775264	0	0	0	0	0.452488687782805	14.4796380090498	0	0	0	0	0	3.77073906485671	5.7315233785822	3.31825037707391	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	167	"AWI"	167	2420	3083	2813	0	4.87329434697856	0	0	0	0	43.0799220272904	0	0.194931773879142	0	0	9.94152046783626	18.7134502923977	0	0.194931773879142	0	0	15.7894736842105	0	0	0	0	0	0.194931773879142	6.4327485380117	0	0.584795321637427	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	173	"AWI"	173	2522	3193	2916	0	3.96825396825397	0	0	0	0.595238095238095	69.0476190476191	0	0	0	0	0.396825396825397	16.8650793650794	0	0	0	0	8.33333333333333	0	0	0	0	0	0.793650793650794	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	182	"AWI"	182	2643	3357	3036	0	2.33009708737864	0	0.194174757281553	0	0	69.9029126213592	0	0.194174757281553	0	0	1.35922330097087	14.1747572815534	0	0	0	0	4.46601941747573	0	0	0	0	0	1.16504854368932	6.21359223300971	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	191	"AWI"	191	2777	3499	3161	0	5.77689243027888	0.796812749003984	0	0	0.597609561752988	62.1513944223108	0	0.199203187250996	0	0	3.58565737051793	14.5418326693227	0	0	0	0	7.56972111553785	0	0	0	0	0	0.398406374501992	4.38247011952191	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	198	"AWI"	198	2888	3578	3260	0	5.58882235528942	0	0	0.199600798403194	0	52.4950099800399	0	0.199600798403194	0	0	6.38722554890219	16.1676646706587	0	0	0	0.399201596806387	17.3652694610778	0	0	0	0	0	0.598802395209581	0	0	0	0	0.399201596806387	0.199600798403194	0
13381	20012	"Donvold"	68.13333	13.58333	206	"AWI"	206	3026	3685	3378	0	1.99370409233998	0	0	0	0	21.6159496327387	0.104931794333683	0.104931794333683	0	0	36.5162644281217	26.3378803777545	0	0	0	0	8.0797481636936	0	0	0	0	0	0.209863588667366	4.72193074501574	0	0	0	0.104931794333683	0	0.209863588667366
13381	20012	"Donvold"	68.13333	13.58333	214	"AWI"	214	3169	3781	3497	0	3.08219178082192	0	0	0	0	34.4178082191781	0	0.342465753424658	0	0	17.9794520547945	22.6027397260274	0	0	0	0.171232876712329	13.8698630136986	0	0	0	0	0	0.171232876712329	7.36301369863014	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	222	"AWI"	222	3308	3882	3615	0	2.4390243902439	0	0.40650406504065	0	0	53.6585365853659	0	0	0	0	27.2357723577236	10.5691056910569	0	0	0	0	5.48780487804878	0	0	0	0	0.203252032520325	0	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	229	"AWI"	229	3447	3956	3715	0	2.41545893719807	0	0.161030595813205	0	0.322061191626409	56.3607085346216	0	0	0	0	17.8743961352657	14.0096618357488	0	0	0	0	8.37359098228663	0	0	0	0	0.161030595813205	0.322061191626409	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	237	"AWI"	237	3694	4075	3853	0	2.73722627737226	0	0.182481751824818	0.182481751824818	0	69.5255474452555	0	0	0	0	2.18978102189781	18.7956204379562	0	0.182481751824818	0	0.182481751824818	5.47445255474453	0	0	0.182481751824818	0	0	0.364963503649635	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	245	"AWI"	245	3816	4372	4042	0	1.78571428571429	0	0	0	0	52.3214285714286	0	0.178571428571429	0.178571428571429	0	1.07142857142857	29.4642857142857	0	0	0	0.178571428571429	14.6428571428571	0	0	0	0	0	0.178571428571429	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	248	"AWI"	248	3839	4558	4116	0	2.05831903945112	0	0.343053173241852	0	0	44.253859348199	0	0	0	0	0.171526586620926	47.5128644939966	0	0	0	0	5.48885077186964	0	0	0	0	0	0.171526586620926	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	253	"AWI"	253	3936	4774	4264	0	1.94986072423398	0	0.139275766016713	0	0	37.6044568245125	0	0	0.139275766016713	0	0	54.4568245125348	0	0	0	0	3.2033426183844	0	0	0	0.417827298050139	0.139275766016713	0.139275766016713	1.53203342618384	0	0	0	0	0.278551532033426	0
13381	20012	"Donvold"	68.13333	13.58333	255	"AWI"	255	3971	4831	4331	0	1.62213740458015	0	0	0	0.286259541984733	21.3740458015267	0.0954198473282443	0.0954198473282443	0.190839694656489	0	0.286259541984733	70.0381679389313	0.190839694656489	0	0	0	5.62977099236641	0	0	0	0	0	0.0954198473282443	0	0	0	0	0.0954198473282443	0	0
13381	20012	"Donvold"	68.13333	13.58333	259	"AWI"	259	4028	5005	4461	0	1.48731408573928	0	0	0	0	20.1224846894138	0	0	0	0	0	71.4785651793526	0	0	0	0	4.63692038495188	0	0	0	0.0874890638670166	0	0	2.01224846894138	0	0.0874890638670166	0	0	0	0.0874890638670166
13381	20012	"Donvold"	68.13333	13.58333	263	"AWI"	263	4150	5106	4582	0	0.671785028790787	0	0	0.0959692898272553	0.287907869481766	12.9558541266795	0	0	0	0	0	76.8714011516315	0	0	0	0	6.62188099808061	0	0	0	0	0	0	2.49520153550864	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	270	"AWI"	270	4275	5316	4820	0	2.04498977505112	0	0	0	0	43.3537832310838	0.204498977505113	0.204498977505113	0	0	0.204498977505113	42.7402862985685	0	0	0	0.204498977505113	10.4294478527607	0	0	0	0	0	0.408997955010225	0	0	0	0	0.204498977505113	0	0
13381	20012	"Donvold"	68.13333	13.58333	277	"AWI"	277	4527	5432	5034	0	3.00751879699248	0	0	0	0	48.3082706766917	0	0	0.56390977443609	0	0.18796992481203	40.6015037593985	0	0	0	0	6.39097744360902	0	0	0	0	0.18796992481203	0.75187969924812	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	284	"AWI"	284	4932	5649	5305	0	2.27272727272727	0	0.284090909090909	0	0	65.625	0	0	0	0.142045454545455	0	22.3011363636364	0	0	1.13636363636364	0	1.84659090909091	0	0	0	0	0	0.142045454545455	5.68181818181818	0	0.426136363636364	0	0	0	0.142045454545455
13381	20012	"Donvold"	68.13333	13.58333	291	"AWI"	291	5172	6191	5631	0	2.36559139784946	0.21505376344086	1.29032258064516	0	0.43010752688172	76.5591397849462	0	0.21505376344086	0	0	1.0752688172043	11.3978494623656	0.21505376344086	0	1.50537634408602	0	3.65591397849462	0	0	0	0	0	0.43010752688172	0	0	0	0	0.21505376344086	0	0.43010752688172
13381	20012	"Donvold"	68.13333	13.58333	299	"AWI"	299	5436	7080	6201	0	3.39943342776204	0	0	0	0	82.7195467422096	0.84985835694051	0.84985835694051	0.28328611898017	0	2.54957507082153	0	0.28328611898017	0	0	0	8.21529745042493	0	0	0	0	0	0	0	0	0	0	0.84985835694051	0	0
13381	20012	"Donvold"	68.13333	13.58333	306	"AWI"	306	5899	7465	6795	0	4.28571428571429	0	0	0	0	65.7142857142857	0	0	0	0	3.46938775510204	22.2448979591837	0	0	0	0	4.28571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	313	"AWI"	313	6586	7791	7341	0	5.13761467889908	0	0	0	0	46.0550458715596	0	0	0.18348623853211	0	41.2844036697248	0	0	0	0	0	6.60550458715596	0	0	0	0	0	0.18348623853211	0	0	0	0	0	0	0.55045871559633
13381	20012	"Donvold"	68.13333	13.58333	320	"AWI"	320	7503	8049	7797	0	1.71858216970999	0	0	0	0	27.7121374865736	0	0	0.214822771213749	0	66.1654135338346	0	0	0	0.214822771213749	0	3.54457572502685	0	0	0	0	0.214822771213749	0	0	0	0.107411385606874	0	0	0	0.107411385606874
13381	20012	"Donvold"	68.13333	13.58333	328	"AWI"	328	7745	8443	8087	0	3.32640332640333	0	0	0	0	61.5384615384615	0	0	0	0	28.2744282744283	0	0.415800415800416	0	0	0	6.23700623700624	0	0	0	0	0	0	0	0	0.207900207900208	0	0	0	0
13381	20012	"Donvold"	68.13333	13.58333	335	"AWI"	335	8047	8698	8325	0.704225352112676	0.704225352112676	0	0.234741784037559	0	0	58.6854460093897	0.234741784037559	0	0	0	20.18779342723	0	0	0	0	0	17.8403755868545	0	0	0	0	0.234741784037559	0.234741784037559	0	0	0.704225352112676	0	0	0	0.234741784037559
13381	20012	"Donvold"	68.13333	13.58333	342	"AWI"	342	8242	8968	8553	0	0.202020202020202	0	0.202020202020202	0	0	74.3434343434343	0	0	0	0	17.7777777777778	0	0.202020202020202	0.202020202020202	0	0	3.83838383838384	0	0	0.202020202020202	0	0	0.202020202020202	0	0	1.81818181818182	0.202020202020202	0	0	0.808080808080808
13381	20012	"Donvold"	68.13333	13.58333	349	"AWI"	349	8351	9407	8743	0	0.154798761609907	0.154798761609907	0	0	0	44.1176470588235	0	0	0.309597523219814	0	51.2383900928793	0	0.154798761609907	0	0	0	2.63157894736842	0	0	0	0	0	0	0	0	1.08359133126935	0	0	0	0.154798761609907
13381	20012	"Donvold"	68.13333	13.58333	356	"AWI"	356	8483	9757	8944	0.0779119594857811	0.0779119594857811	0.194779898714453	0	0	0	10.7518504090378	0.0779119594857811	0.0389559797428905	0	0	71.3283989092326	14.1410206466693	0	0	0	0	0.818075574600701	0	0	0	0	0	0	1.94779898714453	0	0.506427736657577	0	0	0	0.0389559797428905
