"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Grossulariaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Montiaceae"	"Myrica"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
14573	22849	"Lake Racze"	53.96802	14.60637	802	"AWI"	802	-115	65	-22	0	0.460829493087558	6.29800307219662	1.68970814132104	0	0.307219662058372	0	0	2.1505376344086	0	0	0	1.38248847926267	0	0	0	0	0.153609831029186	0	0	0	1.0752688172043	0	6.60522273425499	0	0	0	0	0	0	4.45468509984639	0	0.307219662058372	0	0	0	3.84024577572965	0	0	0	0	0	0	0	0	0.768049155145929	0.307219662058372	0.614439324116744	57.9109062980031	0	0	0	0	0	0.307219662058372	0	8.60215053763441	0	0	0	0	0	0	0	0	0	0	0.153609831029186	0	0	0	0	0.460829493087558	2.1505376344086	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	807	"AWI"	807	-77	242	55	0	0.21551724137931	6.25	1.07758620689655	0	0.21551724137931	0	0	3.87931034482759	0	0	0	0	0	0	0	0	0	0	0	0	1.29310344827586	0	7.75862068965517	0	0	0	0	0	0	4.52586206896552	0	0.646551724137931	0	0	0	5.17241379310345	0	0	0	0	0	0	0	0	0.862068965517241	0	0.646551724137931	56.8965517241379	0	0	0	0.21551724137931	0	0.21551724137931	0	7.75862068965517	0	0	0	0.21551724137931	0	0	0	0	0	0	0	0	0	0	0	0.21551724137931	1.93965517241379	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	812	"AWI"	812	-26	384	136	0.163934426229508	0	9.01639344262295	0	0	0	0	0	1.14754098360656	0	0	0	0.983606557377049	0	0	0	0	0.163934426229508	0	0	0	2.62295081967213	0	10.983606557377	0	0	0	0	0	0	4.0983606557377	0	0.327868852459016	0	0	0	15.4098360655738	0	0	0	0.163934426229508	1.14754098360656	0	0	0	0.819672131147541	0.491803278688525	0.327868852459016	40.1639344262295	0	0	0	0	0	0	0	9.50819672131147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163934426229508	2.29508196721311	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	817	"AWI"	817	28	454	238	0	0	9.98307952622674	0.338409475465313	0	0.169204737732657	0	0	0.676818950930626	0	0	0	1.01522842639594	0	0	0	0	0	0	0	0	3.21489001692047	0	10.1522842639594	0	0	0	0	0	0	3.21489001692047	0	0.676818950930626	0	0	0	8.62944162436548	0	0	0	0	0.169204737732657	0	0	0	1.1844331641286	0.338409475465313	0	47.2081218274112	0	0	0	0	0	0	0	11.336717428088	0	0	0	0.169204737732657	0	0	0	0	0	0	0	0	0	0	0.338409475465313	0	1.1844331641286	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	822	"AWI"	822	113	533	327	0	0	9.38023450586265	0.33500837520938	0	0.33500837520938	0	0	1.50753768844221	0	0	0	1.6750418760469	0	6.36515912897822	0	0	0	0	0	0	3.18257956448911	0	10.8877721943049	0	0	0	0	0	0	4.85762144053601	0	0.16750418760469	0	0	0	11.5577889447236	0	0	0	0	0.16750418760469	0	0	0	1.50753768844221	0	0.33500837520938	33.6683417085427	0	0.16750418760469	0	0	0	0.33500837520938	0	11.3902847571189	0	0	0	0.33500837520938	0	0	0	0	0	0	0	0	0	0	0	0	1.84254606365159	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	827	"AWI"	827	217	568	423	0	0	10	0	0	1.25	0	0	0.9375	0	0	0	0.9375	0	19.6875	0	0	0	0	0	0	3.4375	0	7.65625	0	0	0	0	0	0	4.21875	0	0.15625	0	0	0	8.4375	0	0	0	0	0	0	0	0	1.25	0.625	0.15625	26.5625	0	0	0	0	0	0	0	10.3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15625	0	0.3125	3.90625	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	832	"AWI"	832	329	621	506	0	0	9.53678474114441	0.136239782016349	0	0.544959128065395	0	0	2.17983651226158	0	0	0	0.681198910081744	0	39.7820163487738	0	0	0	0	0	0	4.49591280653951	0	4.49591280653951	0	0	0	0	0	0	2.17983651226158	0	0.272479564032698	0	0	0	3.26975476839237	0	0	0.136239782016349	0	0.408719346049046	0	0	0	1.08991825613079	0	0.136239782016349	20.9809264305177	0	0	0	0	0	0.408719346049046	0	5.99455040871935	0	0	0	0	0	0	0	0	0	0.136239782016349	0	0	0	0.272479564032698	0	0.272479564032698	2.58855585831063	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	837	"AWI"	837	468	654	564	0	0	7.96915167095116	0	0	0.51413881748072	0	0	2.18508997429306	0	0	0	0.12853470437018	0	43.1876606683805	0	0	0	0	0	0	3.59897172236504	0	5.52699228791774	0	0	0	0	0	0	3.59897172236504	0.12853470437018	0.38560411311054	0	0	0	1.67095115681234	0	0	0	0	0.12853470437018	0	0	0	1.02827763496144	0	0.12853470437018	21.2082262210797	0	0	0	0	0	0.51413881748072	0	5.91259640102828	0	0	0	0.12853470437018	0	0	0	0	0	0	0	0	0	0.12853470437018	0	0.12853470437018	1.79948586118252	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	842	"AWI"	842	545	733	631	0	0	16.8771526980482	0.114810562571757	0	1.14810562571757	0	0	3.21469575200919	0	0	0	0.459242250287026	0	15.0401836969001	0	0	0	0	0	0	7.23306544202067	0	3.55912743972445	0	0	0	0	0	0	3.55912743972445	0	0.34443168771527	0	0	0	0.918484500574053	0	0	0	0	1.60734787600459	0	0	0.803673938002296	2.6406429391504	0	0.459242250287026	28.3582089552239	0	0	0	0	0	0.574052812858783	0	10.5625717566016	0	0	0	0.114810562571757	0	0	0	0	0	0	0	0	0	0.229621125143513	0	0.68886337543054	1.49253731343284	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	847	"AWI"	847	577	875	690	0	0	22.0472440944882	0.47244094488189	0	0.62992125984252	0	0	2.67716535433071	0	0	0	0.78740157480315	0	4.40944881889764	0	0	0	0	0	0	4.7244094488189	0	6.61417322834646	0	0	0	0	0	0	6.92913385826772	0	0.94488188976378	0	0	0	0	0	0	0	0	0	0	0	0	5.82677165354331	0	0.15748031496063	24.4094488188976	0	0	0	0	0	0.47244094488189	0	14.9606299212598	0	0	0	0.15748031496063	0	0	0	0	0	0	0	0	0	0.15748031496063	0	1.41732283464567	2.20472440944882	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	852	"AWI"	852	620	1016	759	0	0.114678899082569	22.0183486238532	0	0	0.229357798165138	0	0	1.14678899082569	0	0	0	0.344036697247706	0.802752293577982	2.29357798165138	0	0	0	0	0	0	3.21100917431193	0	5.1605504587156	0	0	0	0	0.114678899082569	0	9.28899082568807	0	0.229357798165138	0	0	0	0.114678899082569	0	0	0	0	0	0	0	0	4.47247706422018	0	0.229357798165138	24.3119266055046	0	0	0	0	0	0.688073394495413	0	22.5917431192661	0	0	0	0.229357798165138	0	0	0	0	0	0	0	0.114678899082569	0	0.114678899082569	0	0.917431192660551	1.26146788990826	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	857	"AWI"	857	658	1155	847	0.110619469026549	0	26.9911504424779	0.221238938053097	0	0.221238938053097	0	0	1.65929203539823	0	0	0	0.221238938053097	0	0	0	0	0	0	0	0	2.65486725663717	0	2.43362831858407	0	0	0	0	0	0	10.9513274336283	0	0.331858407079646	0	0	0	0	0	0	0.221238938053097	0	0.110619469026549	0	0	0	3.31858407079646	0	0.221238938053097	22.6769911504425	0	0	0	0	0	0.442477876106195	0	25.2212389380531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110619469026549	0	1.21681415929204	0.663716814159292	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	862	"AWI"	862	712	1296	933	0	0	25.0593824228029	0.118764845605701	0	0.118764845605701	0	0	0.712589073634204	0	0	0	0.475059382422803	0	0	0	0	0	0	0	0	1.90023752969121	0	2.73159144893112	0	0	0	0	0	0	11.2826603325416	0.237529691211401	0.356294536817102	0	0	0	0	0	0	0	0	0.118764845605701	0	0	0	4.51306413301663	0	0.237529691211401	18.1710213776722	0	0	0	0	0	0.712589073634204	0	32.3040380047506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356294536817102	0.593824228028504	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	867	"AWI"	867	760	1400	1029	0	0	19.2782526115859	0	0	0.284900284900285	0	0	1.51946818613485	0	0	0	1.23456790123457	0	0	0	0	0	0	0	0	2.65906932573599	0	2.94396961063628	0	0	2.27920227920228	0	0	0	16.1443494776828	0	0.379867046533713	0	0	0	0	0	0	0	0	0.189933523266857	0	0	1.04463437796771	4.27350427350427	0	0.0949667616334283	24.8812915479582	0	0	0	0	0	0.474833808167141	0	20.5128205128205	0	0.0949667616334283	0	0.0949667616334283	0	0	0	0	0	0	0	0.0949667616334283	0.189933523266857	0	0	0.474833808167141	0.854700854700855	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	872	"AWI"	872	819	1510	1117	0	0	16.5413533834586	0	0	0.644468313641246	0	0	0.966702470461869	0	0	0	0.859291084854995	0	0	0	0	0	0	0	0	2.79269602577873	0	2.04081632653061	0	0	0	0	0.107411385606874	0	21.1600429645542	0.429645542427497	0.537056928034372	0	0	0	0.214822771213749	0	0	0.107411385606874	0	0	0	0	0	3.65198711063373	0	0.107411385606874	27.0676691729323	0	0	0	0	0	0.214822771213749	0	20.7303974221267	0	0.214822771213749	0	0.107411385606874	0	0	0	0	0	0	0	0	0	0.107411385606874	0	0.644468313641246	0.644468313641246	0.107411385606874	0
14573	22849	"Lake Racze"	53.96802	14.60637	877	"AWI"	877	891	1604	1208	0	0	14.8633879781421	0.109289617486339	0.109289617486339	0.655737704918033	0	0	0.327868852459016	0	0	0	1.4207650273224	0	0	0	0	0	0	0	0	3.3879781420765	0	1.85792349726776	0	0	0	0	0	0	23.9344262295082	0.218579234972678	0.655737704918033	0	0	0	0	0	0	0.109289617486339	0	0.109289617486339	0	0	0	4.80874316939891	0	0.109289617486339	28.8524590163934	0	0	0	0	0	0.327868852459016	0	16.7213114754098	0	0	0	0	0	0	0	0.109289617486339	0	0	0	0.109289617486339	0	0	0	0.655737704918033	0.546448087431694	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	882	"AWI"	882	975	1719	1293	0.116009280742459	0	13.4570765661253	0.116009280742459	0	1.04408352668213	0	0	1.39211136890951	0	0	0	1.39211136890951	0	0	0	0	0	0	0	0	3.36426914153132	0	2.32018561484919	0	0	0	0	0	0	24.7099767981439	0.116009280742459	0.928074245939675	0	0	0	0	0	0	0	0	0.116009280742459	0	0	0	4.98839907192575	0	0.348027842227378	33.1786542923434	0	0	0	0	0	0.580046403712297	0	10.5568445475638	0	0	0	0.116009280742459	0	0	0	0	0	0	0	0.116009280742459	0	0	0	0.116009280742459	0.928074245939675	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	887	"AWI"	887	1061	1797	1380	0	0	16.8478260869565	0.271739130434783	0	0.543478260869565	0	0	0.951086956521739	0	0	0	0.271739130434783	0.543478260869565	0	0	0	0.135869565217391	0	0	0	3.80434782608696	0	1.22282608695652	0	0	0	0	0	0	24.5923913043478	0	0	0	0	0	0	0	0	0	0	0.271739130434783	0	0	0	4.7554347826087	0	0.135869565217391	34.6467391304348	0	0	0	0	0	0.407608695652174	0	9.375	0	0	0	0.135869565217391	0	0	0	0	0	0	0	0	0	0	0	0.679347826086957	0.407608695652174	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	892	"AWI"	892	1173	1901	1474	0.0871080139372822	0.0871080139372822	20.9059233449477	0.0871080139372822	0	0.174216027874564	0	0	0.348432055749129	0	0	0	0	0	0	0	0	0	0	0	0	1.65505226480836	0	0.696864111498258	0	0	0	0	0	0	40.7665505226481	0	1.13240418118467	0	0	0	0.261324041811847	0	0	0	0	0.174216027874564	0	0	0	5.22648083623693	0	0.0871080139372822	20.1219512195122	0	0	0	0	0	0.174216027874564	0	7.40418118466899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261324041811847	0.348432055749129	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	897	"AWI"	897	1316	1987	1573	0	0.0957854406130268	16.7624521072797	0.0957854406130268	0	0.191570881226054	0	0	0.28735632183908	0	0	0	0	0	0	0	0	0	0	0	0	3.35249042145594	0	1.53256704980843	0.0957854406130268	0	0	0	0	0	31.7049808429119	0	1.0536398467433	0	0	0	0	0	0	0	0	0.0957854406130268	0	0	0	4.50191570881226	0	0.0957854406130268	31.7049808429119	0	0	0	0	0	0.383141762452107	0	7.56704980842912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28735632183908	0.191570881226054	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	900	"AWI"	900	1359	2075	1631	0	0	14.7213459516299	0	0	0	0	0	0.420609884332282	0	0	0	0	0	0	0	0	0	0	0	0	5.36277602523659	0	0.736067297581493	0	0	0	0	0	0	24.0799158780231	0	0.525762355415352	0	0	0	0	0	0	0	0	0	0	0	0	3.78548895899054	0	0.210304942166141	38.801261829653	0	0	0	0	0	0.420609884332282	0	10.6203995793901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10515247108307	0	0.10515247108307	0.10515247108307	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	902	"AWI"	902	1430	2119	1711	0	0	22.5301204819277	0.120481927710843	0	0.240963855421687	0	0	1.20481927710843	0	0	0	0	0	0	0	0	0	0	0	0	3.73493975903614	0	1.68674698795181	0	0	0	0	0	0	23.3734939759036	0	0.843373493975904	0	0	0	0.120481927710843	0	0	0.120481927710843	0	0	0	0	0	3.6144578313253	0	0.120481927710843	27.3493975903614	0	0	0	0	0	0.72289156626506	0	12.7710843373494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481927710843374	0.963855421686747	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	904	"AWI"	904	1480	2182	1796	0	0	28.2918149466192	0.177935943060498	0	0	0	0	0.711743772241993	0	0	0	0	0	0	0	0	0	0	0	0	4.35943060498221	0	0.711743772241993	0	0	0	0.0889679715302491	0	0	24.1992882562278	0	0.355871886120996	0	0	0	0.0889679715302491	0	0	0	0	0	0	0	0	3.38078291814947	0	0.177935943060498	18.7722419928826	0	0	0	0	0	0.0889679715302491	0	16.9039145907473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889679715302491	0.800711743772242	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	906	"AWI"	906	1518	2263	1880	0.107874865156419	0	22.8694714131607	0.107874865156419	0	0	0	0	0.539374325782093	0	0	0	0.107874865156419	0	0	0	0	0	0	0	0	5.71736785329018	0	0.970873786407767	0	0	0	0	0.107874865156419	0	26.9687162891046	0	0.970873786407767	0	0	0.107874865156419	0.215749730312837	0	0	0	0	0	0	0.107874865156419	0	3.02049622437972	0	0	18.3387270765912	0	0	0	0	0	0.215749730312837	0	18.4466019417476	0	0	0	0	0	0	0	0	0	0	0	0	0.107874865156419	0	0	0.647249190938511	0.215749730312837	0.107874865156419	0
14573	22849	"Lake Racze"	53.96802	14.60637	908	"AWI"	908	1550	2366	1958	0.0858369098712446	0	22.3175965665236	0.171673819742489	0	0	0.0858369098712446	0	0.429184549356223	0	0	0	0	0	0	0	0	0	0	0	0	4.97854077253219	0	0.772532188841202	0	0	0	0	0	0	29.4420600858369	0	0.343347639484979	0	0	0	0	0	0	0	0	0	0	0	0	4.29184549356223	0	0.0858369098712446	16.6523605150215	0	0	0	0	0	0.429184549356223	0	18.8841201716738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257510729613734	0.515021459227468	0.257510729613734	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	910	"AWI"	910	1572	2494	2033	0	0	21.1778029445074	0.113250283125708	0	0.226500566251416	0	0	0.226500566251416	0	0	0	0.113250283125708	0	0	0	0	0	0	0	0	6.34201585503964	0	1.13250283125708	0	0	0	0	0	0	24.1223103057758	0	0.226500566251416	0	0	0	0.113250283125708	0	0	0	0	0	0	0	0	5.7757644394111	0	0.113250283125708	20.3850509626274	0	0	0	0	0	0.339750849377123	0	19.365798414496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113250283125708	0.113250283125708	0	0
14573	22849	"Lake Racze"	53.96802	14.60637	912	"AWI"	912	1714	2527	2106	0	0	24.390243902439	0.0871080139372822	0	0	0.0871080139372822	0	0.609756097560976	0	0	0	0	0	0	0	0	0	0	0	0	5.05226480836237	0	1.04529616724739	0	0	0	0	0	0	22.8222996515679	0	0.261324041811847	0	0	0	0	0	0	0	0	0	0	0	0	3.65853658536585	0	0.0871080139372822	19.5993031358885	0	0	0	0	0	0.174216027874564	0	20.4703832752613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348432055749129	0.609756097560976	0.696864111498258	0	0
