"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Betula"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	235	"AWI"	235	4420	4905	4706	5.66893424036281	0	0.226757369614512	0	0.453514739229025	0	0	0	0.226757369614512	0	0	23.1292517006803	65.7596371882086	1.13378684807256	0	0.226757369614512	0.226757369614512	0	0.226757369614512	2.72108843537415
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	255	"AWI"	255	4835	5196	4997	5.66801619433198	0	0.202429149797571	0	1.417004048583	1.01214574898785	0	0	0	0	0.202429149797571	27.1255060728745	58.7044534412955	2.02429149797571	0	0.202429149797571	0	0	1.417004048583	2.02429149797571
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	275	"AWI"	275	5049	5497	5282	19.1729323308271	0	0	0	2.25563909774436	1.12781954887218	0	0	0	0	0	19.5488721804511	40.9774436090226	7.89473684210526	0	1.8796992481203	0	1.12781954887218	0.75187969924812	5.26315789473684
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	285	"AWI"	285	5181	5560	5377	8	0	0	0	2	1	0	0	0.2	0	0.2	34	47.6	1.6	0	1.2	0	0.2	2	2
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	295	"AWI"	295	5280	5663	5478	10.0490196078431	0	0	0	3.43137254901961	1.22549019607843	0	0	0.490196078431373	0	0	23.2843137254902	51.4705882352941	2.94117647058824	0	0.980392156862745	0	0.245098039215686	1.7156862745098	4.16666666666667
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	305	"AWI"	305	5378	5783	5574	11.9791666666667	0	0	0	4.42708333333333	1.30208333333333	0	0	0	0.260416666666667	0.260416666666667	19.2708333333333	53.6458333333333	3.64583333333333	0	1.5625	0	0	0.78125	2.86458333333333
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	315	"AWI"	315	5502	5862	5671	10.3244837758112	0	0.294985250737463	0	3.83480825958702	1.47492625368732	0	0	0.294985250737463	0	0	15.929203539823	55.4572271386431	4.71976401179941	0	1.76991150442478	0	0.294985250737463	1.17994100294985	4.42477876106195
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	325	"AWI"	325	5579	6001	5768	8.2010582010582	0	0	0	2.64550264550265	0.793650793650794	0	0	0	0	0.264550264550265	19.5767195767196	60.8465608465608	2.64550264550265	0	1.05820105820106	0	0.264550264550265	1.05820105820106	2.64550264550265
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	335	"AWI"	335	5625	6187	5867	11.1979166666667	0	0	0	3.64583333333333	1.04166666666667	0	0	0.260416666666667	0	0.260416666666667	13.0208333333333	58.59375	4.16666666666667	0	1.30208333333333	0	0.260416666666667	1.04166666666667	5.20833333333333
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	345	"AWI"	345	5817	6241	6000	13.0434782608696	0	0	0	3.72670807453416	0.93167701863354	0	0	0	0	0	20.1863354037267	50.6211180124224	3.72670807453416	0	1.86335403726708	0	0	1.24223602484472	4.6583850931677
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	355	"AWI"	355	5958	6329	6137	13.4663341645885	0	0.249376558603491	0	4.73815461346633	1.99501246882793	0	0	0.748129675810474	0	0	13.715710723192	51.8703241895262	4.98753117206983	0	1.24688279301746	0.249376558603491	0	1.74563591022444	4.98753117206983
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	365	"AWI"	365	6050	6493	6271	11.2676056338028	0	0	0	1.40845070422535	1.12676056338028	0	0	0.28169014084507	0	0	13.5211267605634	62.5352112676056	1.97183098591549	0	0.845070422535211	0	0	1.97183098591549	5.07042253521127
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	375	"AWI"	375	6131	6610	6370	12.6721763085399	0	0	0	3.85674931129477	2.75482093663912	0	0	0.550964187327824	0	0	10.7438016528926	58.6776859504132	4.40771349862259	0	0	0	0	1.65289256198347	4.6831955922865
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	385	"AWI"	385	6195	6719	6454	13.9720558882236	0	0	0	3.39321357285429	0.399201596806387	0	0	0	0	0	17.7644710578842	53.8922155688623	2.19560878243513	0	0.199600798403194	0	0.598802395209581	2.39520958083832	5.18962075848303
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	395	"AWI"	395	6238	6898	6524	8.03782505910165	0	0.236406619385343	0	4.01891252955083	1.41843971631206	0	0	0	0	0	23.4042553191489	53.4278959810875	3.07328605200946	0	0.945626477541371	0	0.236406619385343	1.6548463356974	3.54609929078014
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	405	"AWI"	405	6332	7073	6618	10.2915951972556	0	0	0	4.97427101200686	0.514579759862779	0	0	0	0	0.171526586620926	25.0428816466552	46.3121783876501	4.45969125214408	0	1.20068610634648	0	0	2.05831903945112	4.97427101200686
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	415	"AWI"	415	6531	7137	6780	11.0070257611241	0	0.234192037470726	0	6.3231850117096	3.04449648711944	0	0	0	0	0	14.2857142857143	52.4590163934426	4.68384074941452	0	0.702576112412178	0	0	0.702576112412178	6.55737704918033
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	425	"AWI"	425	6656	7230	6948	7.95918367346939	0	0	0	3.26530612244898	0.816326530612245	0	0	0	0	0	17.5510204081633	62.6530612244898	2.24489795918367	0	0.612244897959184	0	0.204081632653061	1.42857142857143	3.26530612244898
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	435	"AWI"	435	6744	7415	7101	13.8817480719794	0	0.25706940874036	0	4.88431876606684	0.51413881748072	0	0	0	0	0	10.025706940874	58.6118251928021	3.59897172236504	0	1.02827763496144	0	0	1.2853470437018	5.91259640102828
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	445	"AWI"	445	6977	7529	7270	7.47252747252747	0	0.21978021978022	0	2.85714285714286	1.31868131868132	0	0	0.21978021978022	0	0.21978021978022	15.3846153846154	64.1758241758242	2.1978021978022	0	0.21978021978022	0	0	1.97802197802198	3.73626373626374
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	455	"AWI"	455	7122	7705	7440	8.33333333333333	0	0	0	3.53535353535354	0.252525252525253	0	0	0.252525252525253	0	0	15.9090909090909	60.6060606060606	3.03030303030303	0	0.505050505050505	0	0	1.01010101010101	6.56565656565657
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	465	"AWI"	465	7226	7965	7602	9.3984962406015	0	0.18796992481203	0	5.07518796992481	1.31578947368421	0	0	0	0	0	10.9022556390977	58.0827067669173	5.6390977443609	0	0.75187969924812	0	0	1.31578947368421	7.33082706766917
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	475	"AWI"	475	7359	8141	7744	10.4166666666667	0	0	0	5.72916666666667	0.520833333333333	0	0	0.520833333333333	0	0	7.8125	60.6770833333333	2.60416666666667	0	0.78125	0	0.260416666666667	1.82291666666667	8.85416666666667
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	485	"AWI"	485	7486	8252	7876	8.45070422535211	0	0	0	4.02414486921529	0.603621730382294	0	0	0.201207243460765	0	0	9.05432595573441	62.374245472837	3.21931589537223	0	0.402414486921529	0	0.201207243460765	2.61569416498994	8.85311871227364
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	495	"AWI"	495	7566	8434	8002	14.5454545454545	0	0	0	7.01298701298701	0.519480519480519	0	0	0.25974025974026	0	0	2.07792207792208	57.1428571428571	5.71428571428571	0.25974025974026	0.519480519480519	0	0.25974025974026	1.2987012987013	10.3896103896104
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	505	"AWI"	505	7659	8632	8121	10.1769911504425	0	0	0	2.21238938053097	0.884955752212389	0	0	0.221238938053097	0	0	3.98230088495575	69.9115044247788	4.20353982300885	0	0.221238938053097	0	0	1.54867256637168	6.63716814159292
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	515	"AWI"	515	7852	8686	8234	14.4385026737968	0	0	0	5.08021390374332	0.53475935828877	0	0	0	0	0	3.74331550802139	56.4171122994652	5.88235294117647	0	0.53475935828877	0	0	4.01069518716578	9.35828877005348
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	525	"AWI"	525	7981	8766	8352	10.6639839034205	0	0	0	3.21931589537223	0.603621730382294	0	0	0	0	0	4.22535211267606	62.374245472837	6.2374245472837	0.201207243460765	0.804828973843058	0	0	1.81086519114688	9.85915492957746
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	535	"AWI"	535	8052	8912	8470	18.1159420289855	0	0.241545893719807	0	5.07246376811594	0.483091787439614	0	0	0	0	0	1.44927536231884	57.9710144927536	6.03864734299517	0	0.241545893719807	0	0.241545893719807	2.41545893719807	7.72946859903382
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	545	"AWI"	545	8175	8976	8577	19.0804597701149	0	0	0	5.51724137931035	0.919540229885057	0	0	0	0	0	2.75862068965517	56.0919540229885	5.74712643678161	0	0.229885057471264	0	0.919540229885057	2.06896551724138	6.66666666666667
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	555	"AWI"	555	8265	9058	8680	19.2837465564738	0	0	0	3.58126721763085	0.826446280991736	0	0	0.275482093663912	0	0.275482093663912	2.20385674931129	59.228650137741	6.61157024793388	0	0.275482093663912	0	0	2.47933884297521	4.95867768595041
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	565	"AWI"	565	8333	9187	8783	4.3731778425656	0	4.3731778425656	0	1.45772594752187	0.291545189504373	0	0	0	0	0	4.95626822157434	81.6326530612245	1.16618075801749	0	0	0	0	0.87463556851312	0.87463556851312
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	575	"AWI"	575	8452	9287	8880	19.434628975265	0	0	0	2.47349823321555	0.706713780918728	0	0	0	0	0	1.06007067137809	63.6042402826855	5.30035335689046	0	0.353356890459364	0	0.353356890459364	2.82685512367491	3.886925795053
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	585	"AWI"	585	8590	9338	8981	17.5054704595186	0	0.218818380743982	0	3.06345733041575	1.09409190371991	0	0	0	0	0	1.09409190371991	63.4573304157549	7.00218818380744	0	0.218818380743982	0	0.87527352297593	1.09409190371991	4.37636761487965
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	595	"AWI"	595	8673	9411	9084	14.6496815286624	0	0.318471337579618	0	2.22929936305732	1.27388535031847	0	0	0	0	0	2.22929936305732	67.515923566879	7.64331210191083	0	0.318471337579618	0	0.318471337579618	0.955414012738854	2.54777070063694
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	605	"AWI"	605	8765	9511	9184	4.58333333333333	0	0	16.4583333333333	1.45833333333333	0.416666666666667	0	0	0	0	0	3.33333333333333	68.75	3.54166666666667	0	0.208333333333333	0	0	0.416666666666667	0.833333333333333
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	625	"AWI"	625	8979	9700	9373	15.4574132492114	0	0	0	1.89274447949527	0.630914826498423	0	0	0.315457413249211	0	0	1.26182965299685	66.2460567823344	8.51735015772871	0	0.630914826498423	0	0.315457413249211	0.946372239747634	3.78548895899054
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	635	"AWI"	635	9036	9860	9461	17.0087976539589	0	0.293255131964809	0	2.34604105571848	0.879765395894428	0	0	0.293255131964809	0	0	1.46627565982405	60.7038123167155	11.1436950146628	0.293255131964809	0	0	0.586510263929619	0.586510263929619	4.39882697947214
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	645	"AWI"	645	9167	9936	9557	12.3376623376623	0	0.324675324675325	0	2.5974025974026	0.974025974025974	0	0	0	0	0	1.2987012987013	71.4285714285714	7.79220779220779	0	0.324675324675325	0	0.974025974025974	0	1.94805194805195
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	655	"AWI"	655	9264	10003	9656	14.5785876993166	0	0	0	2.50569476082005	0.455580865603645	0	0	0	0	0	0.683371298405467	70.8428246013667	5.92255125284738	0	0.227790432801822	0	0.683371298405467	0.227790432801822	3.87243735763098
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	665	"AWI"	665	9337	10106	9754	16.1812297734628	0	0	0	2.9126213592233	0.323624595469256	0	0	0	0	0	0.323624595469256	67.9611650485437	8.09061488673139	0	0.323624595469256	0	0.323624595469256	0.323624595469256	3.23624595469256
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	675	"AWI"	675	9484	10203	9862	17.5054704595186	0.218818380743982	0.218818380743982	0	2.62582056892779	0.656455142231947	0	0	0	0	0	0.656455142231947	63.4573304157549	9.84682713347921	0	0	0	0.437636761487965	0	4.37636761487965
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	685	"AWI"	685	9654	10286	9984	9.52380952380952	0	0	0	3.64145658263305	0.840336134453782	0	0	0.280112044817927	0	0	0.280112044817927	75.6302521008403	7.28291316526611	0	0	0	0.560224089635854	0.280112044817927	1.68067226890756
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	695	"AWI"	695	9763	10408	10116	9.23076923076923	0	0	0	1.23076923076923	1.23076923076923	0	0	0.307692307692308	0	0	0.615384615384615	77.8461538461538	7.07692307692308	0	0.307692307692308	0	0.307692307692308	0.307692307692308	1.53846153846154
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	705	"AWI"	705	9879	10587	10246	11.8959107806691	0.371747211895911	1.48698884758364	0	5.20446096654275	1.85873605947955	0	0	0	0	0	0.371747211895911	48.3271375464684	22.3048327137546	0	0.371747211895911	0	3.3457249070632	0	4.46096654275093
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	715	"AWI"	715	10152	10726	10438	2.65017667844523	0.176678445229682	0.530035335689046	49.2932862190813	0.88339222614841	0	0	0	0.176678445229682	0	0.176678445229682	0.176678445229682	33.0388692579505	10.9540636042403	0	0.176678445229682	0.176678445229682	0.353356890459364	0	1.23674911660777
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	725	"AWI"	725	10304	10985	10632	3.36538461538462	0	0.240384615384615	0	1.68269230769231	0.480769230769231	0	0	0.240384615384615	0	0	0	82.9326923076923	9.61538461538462	0	0	0	0.240384615384615	0	1.20192307692308
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	735	"AWI"	735	10382	11317	10825	0.604229607250755	0	0.302114803625378	44.7129909365559	1.51057401812689	1.81268882175227	0	0	0.302114803625378	0	0.302114803625378	0.302114803625378	33.2326283987915	14.5015105740181	0	0.302114803625378	0	1.20845921450151	0	0.906344410876133
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	745	"AWI"	745	10639	11502	11036	1.50943396226415	0.377358490566038	0.188679245283019	45.4716981132076	1.50943396226415	0.566037735849057	0	0	0	0	0	0	36.4150943396226	11.3207547169811	0	0	0	1.13207547169811	0	1.50943396226415
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	755	"AWI"	755	10828	11731	11249	0.925925925925926	0	0.231481481481481	44.9074074074074	1.38888888888889	2.08333333333333	0	0	0	0	0	0.231481481481481	30.787037037037	17.3611111111111	0	0	0	0.462962962962963	0	1.62037037037037
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	765	"AWI"	765	10916	12025	11438	0	0.214592274678112	0.858369098712446	60.3004291845494	1.28755364806867	0.643776824034335	0	0	0.214592274678112	0	0	0	16.9527896995708	17.1673819742489	0	0	0	1.71673819742489	0	0.643776824034335
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	775	"AWI"	775	11037	12250	11588	0.176678445229682	0.176678445229682	0.176678445229682	50.530035335689	2.12014134275618	1.76678445229682	0	0	0.176678445229682	0	0	0	29.5053003533569	12.1908127208481	0	0.176678445229682	0	0.88339222614841	0.176678445229682	1.9434628975265
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	785	"AWI"	785	11158	12307	11689	0	0.1669449081803	0.333889816360601	40.7345575959933	1.1686143572621	0.333889816360601	0	0	0.1669449081803	0	0	0.1669449081803	43.4056761268781	11.0183639398998	0	0	0	0.333889816360601	0	2.17028380634391
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	805	"AWI"	805	11314	12474	11886	0.386847195357834	0	0.773694390715667	54.5454545454545	0.580270793036751	1.35396518375242	0	0	0	0	0	0	25.3384912959381	15.0870406189555	0	0	0	0.773694390715667	0	1.1605415860735
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	815	"AWI"	815	11406	12546	11973	0	0.193798449612403	0.968992248062015	52.1317829457364	0.387596899224806	0.968992248062015	0	0	0	0	0	0	27.1317829457364	17.4418604651163	0	0	0	0.387596899224806	0	0.387596899224806
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	845	"AWI"	845	11601	12875	12233	0	0	0.66079295154185	50.8810572687225	0	1.98237885462555	0	0	0	0	0.220264317180617	0	23.3480176211454	22.6872246696035	0	0	0	0.220264317180617	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	855	"AWI"	855	11672	13008	12323	1.4018691588785	0	2.33644859813084	0	0.467289719626168	0	0	0	0.467289719626168	0	0	0.467289719626168	53.2710280373832	41.588785046729	0	0	0	0	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	865	"AWI"	865	11719	13162	12404	0.45662100456621	0.45662100456621	1.36986301369863	41.5525114155251	0.228310502283105	2.05479452054794	0	0	0.45662100456621	0	0	1.14155251141552	26.4840182648402	23.972602739726	0.228310502283105	0	0	1.36986301369863	0	0.228310502283105
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	875	"AWI"	875	11777	13301	12486	0.448430493273543	0.224215246636771	1.34529147982063	50.8968609865471	0.224215246636771	0.448430493273543	0	0.224215246636771	0.448430493273543	0	0	1.5695067264574	20.4035874439462	21.9730941704036	0	0	0.224215246636771	1.34529147982063	0	0.224215246636771
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	885	"AWI"	885	11861	13406	12573	1.1472275334608	0.956022944550669	1.1472275334608	43.7858508604207	0	1.91204588910134	0.191204588910134	0.191204588910134	1.33843212237094	0	0	1.1472275334608	20.2676864244742	26.1950286806883	0	0	0.191204588910134	1.1472275334608	0	0.382409177820268
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	895	"AWI"	895	11922	13548	12653	2.53968253968254	1.9047619047619	2.85714285714286	51.1111111111111	0.634920634920635	3.17460317460317	0	0.317460317460317	0.317460317460317	0	0	0.634920634920635	15.8730158730159	18.4126984126984	0	0	0	1.9047619047619	0	0.317460317460317
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	905	"AWI"	905	11978	13700	12736	6.9377990430622	2.15311004784689	5.98086124401914	47.8468899521531	0.717703349282297	3.34928229665072	0	0	2.15311004784689	0	0.239234449760766	0.239234449760766	8.37320574162679	18.4210526315789	0	0	0.239234449760766	2.63157894736842	0	0.717703349282297
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	915	"AWI"	915	12064	13817	12818	8.22622107969152	2.82776349614396	7.45501285347044	39.0745501285347	1.54241645244216	7.19794344473008	0	0	1.2853470437018	0	0	1.2853470437018	20.0514138817481	6.94087403598972	0.51413881748072	0	0	3.08483290488432	0.25706940874036	0.25706940874036
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	925	"AWI"	925	12131	13944	12889	11.9158878504673	4.4392523364486	9.81308411214953	47.6635514018692	2.33644859813084	3.97196261682243	0	0	3.97196261682243	0	0.467289719626168	0.700934579439252	7.24299065420561	4.4392523364486	0	0	0	2.80373831775701	0	0.233644859813084
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	935	"AWI"	935	12184	14116	12970	8.94941634241245	3.89105058365759	7.00389105058366	47.0817120622568	2.72373540856031	5.83657587548638	0	0.778210116731518	0.778210116731518	0	0.778210116731518	3.11284046692607	13.2295719844358	4.66926070038911	0	0	0	1.16731517509728	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	945	"AWI"	945	12269	14243	13051	12.2352941176471	5.64705882352941	7.29411764705882	43.5294117647059	1.88235294117647	4.94117647058823	0	0	1.17647058823529	0	0.941176470588235	1.88235294117647	15.5294117647059	3.76470588235294	0	0	0	1.17647058823529	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	955	"AWI"	955	12349	14322	13128	10.9452736318408	4.47761194029851	8.95522388059701	45.771144278607	2.7363184079602	6.96517412935323	0	0	1.24378109452736	0	1.24378109452736	1.74129353233831	12.4378109452736	2.48756218905473	0	0.248756218905473	0	0.497512437810945	0	0.248756218905473
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	965	"AWI"	965	12419	14456	13208	13.8059701492537	2.23880597014925	6.34328358208955	41.7910447761194	2.23880597014925	3.73134328358209	0	0.373134328358209	2.98507462686567	0	0	4.47761194029851	15.6716417910448	5.22388059701492	0	0	0	1.11940298507463	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	975	"AWI"	975	12484	14602	13288	16.4490861618799	2.088772845953	6.00522193211488	40.9921671018277	5.22193211488251	3.39425587467363	0	0.261096605744125	2.87206266318538	0	0.261096605744125	3.1331592689295	13.3159268929504	5.74412532637076	0	0	0	0.261096605744125	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	985	"AWI"	985	12592	14694	13367	11.849710982659	3.75722543352601	10.4046242774566	37.2832369942197	4.04624277456647	4.91329479768786	0	0	2.60115606936416	0	0.867052023121387	4.33526011560694	13.2947976878613	4.6242774566474	0	0.289017341040462	0	0.867052023121387	0.289017341040462	0.578034682080925
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	995	"AWI"	995	12646	14812	13444	16.1835748792271	2.41545893719807	8.69565217391304	41.304347826087	5.31400966183575	3.86473429951691	0	0	1.69082125603865	0	0.483091787439614	2.41545893719807	11.3526570048309	4.34782608695652	0	0.483091787439614	0.241545893719807	0.966183574879227	0.241545893719807	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	1005	"AWI"	1005	12707	14959	13523	18.1506849315068	1.71232876712329	6.84931506849315	43.4931506849315	4.79452054794521	2.73972602739726	0	0	1.02739726027397	0	0.684931506849315	2.05479452054794	8.9041095890411	8.21917808219178	0	0.684931506849315	0	0.684931506849315	0	0
