"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
15715	24118	"Kugelstattmoos"	48.953182	12.857416	28	"AWI"	28	1915	3017	2496	215	0	37	0	0	0	2	0	40	0	0	0	0	31	0	0	0	235	0	0	78	0	0	0	0	4	49	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	30	"AWI"	30	1988	3134	2607	238	1	41	0	0	0	0	0	31	0	0	0	0	26	1	0	0	222	1	0	43	0	0	0	0	5	53	3	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	32	"AWI"	32	2040	3241	2726	274	0	70	0	1	0	0	0	23	0	0	0	0	15	2	0	0	270	0	0	0	0	0	0	0	1	28	4	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	34	"AWI"	34	2085	3379	2844	159	1	30	0	0	0	1	0	13	0	0	0	0	26	0	0	0	381	1	0	27	0	0	0	0	1	50	2	0	0	0	0	2	1	0	1	3	0	0	0	0	3	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	36	"AWI"	36	2127	3531	2956	150	0	43	0	0	0	2	0	11	0	2	0	0	41	0	0	0	350	0	0	43	0	0	0	0	3	49	8	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	38	"AWI"	38	2166	3703	3063	107	0	50	1	2	0	3	0	17	0	1	0	0	33	0	0	0	350	0	0	40	0	1	0	0	5	27	2	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	40	"AWI"	40	2254	3847	3161	26	0	28	0	1	0	1	0	27	0	1	0	0	30	0	0	0	256	0	0	0	0	0	0	0	1	9	4	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	44	"AWI"	44	2735	3900	3383	82	2	45	0	0	0	2	0	16	0	0	0	0	31	0	0	0	444	0	0	22	0	0	0	0	2	37	3	0	0	0	0	3	1	0	0	0	1	0	0	0	6	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	48	"AWI"	48	3177	3968	3601	137	0	71	0	2	0	0	0	19	0	1	0	0	70	1	0	0	292	1	0	16	0	0	0	0	1	61	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	56	"AWI"	56	3601	4144	3935	75	0	39	0	0	0	0	0	8	0	0	0	0	35	1	0	0	367	0	0	22	0	0	0	0	2	76	24	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	64	"AWI"	64	3813	4276	4082	56	1	60	0	0	0	0	0	33	0	0	0	0	25	1	0	0	374	0	0	47	0	0	0	0	2	62	26	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	72	"AWI"	72	3931	4404	4183	33	0	18	0	0	0	0	0	8	0	0	0	0	4	0	0	0	173	0	0	43	0	0	0	0	0	53	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	80	"AWI"	80	4017	4526	4273	26	0	18	0	0	0	0	0	7	0	0	0	0	8	1	0	0	186	0	0	27	0	0	0	0	1	50	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	88	"AWI"	88	4139	4610	4363	54	0	39	0	0	0	0	0	13	0	0	0	0	21	0	0	0	415	0	0	68	0	0	0	0	0	98	8	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	96	"AWI"	96	4252	4715	4451	59	0	45	0	0	0	1	0	24	0	1	0	0	17	2	0	0	400	0	2	19	0	0	0	0	0	81	5	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	104	"AWI"	104	4352	4819	4540	27	0	47	0	0	0	0	0	25	0	0	0	0	27	1	0	0	338	0	0	44	0	0	0	0	0	28	11	0	0	0	0	5	1	0	0	1	1	0	0	0	4	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	112	"AWI"	112	4460	4908	4650	34	0	74	0	2	0	0	0	40	0	0	0	0	49	0	0	0	396	0	1	26	0	0	0	0	1	60	22	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	120	"AWI"	120	4537	5036	4757	14	0	35	0	0	0	0	0	25	0	0	0	0	53	1	0	0	286	0	0	33	0	0	0	0	0	62	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	128	"AWI"	128	4649	5123	4874	14	0	47	0	0	0	0	0	14	0	2	0	0	29	6	0	0	201	0	0	31	0	0	0	0	0	75	17	0	0	0	0	2	0	0	0	1	1	0	0	0	3	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	136	"AWI"	136	4781	5217	4977	24	0	66	0	1	0	0	0	29	0	0	0	0	69	1	0	0	345	0	0	32	0	0	0	0	0	76	14	2	0	0	0	4	0	0	0	0	0	0	0	0	5	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	144	"AWI"	144	4885	5326	5082	3	1	16	0	0	0	0	0	4	0	0	0	0	10	1	0	0	51	0	0	0	0	0	0	0	0	22	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	152	"AWI"	152	4955	5391	5171	16	0	20	0	0	0	2	0	7	0	0	0	0	5	0	0	0	134	0	0	15	0	0	0	0	0	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	160	"AWI"	160	5022	5478	5258	11	0	66	0	0	0	2	0	31	0	0	0	0	40	1	0	0	439	1	1	34	0	0	0	1	0	59	18	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	168	"AWI"	168	5123	5528	5346	10	0	55	0	0	0	1	0	31	0	0	0	0	25	1	0	0	487	0	2	61	0	0	0	0	0	46	8	0	0	0	0	3	0	0	0	1	1	0	0	0	4	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	176	"AWI"	176	5266	5592	5441	2	1	81	0	0	0	0	0	47	0	0	0	0	30	2	0	0	400	0	0	65	0	1	0	0	1	39	5	0	0	0	0	3	1	0	0	0	1	0	0	0	8	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	184	"AWI"	184	5354	5713	5540	2	0	105	0	0	0	0	0	51	0	0	0	0	46	1	0	0	387	0	1	58	0	0	0	0	0	53	15	0	0	0	0	4	1	0	0	0	1	0	0	0	4	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	192	"AWI"	192	5437	5874	5659	2	1	82	0	1	0	2	0	25	0	0	0	0	58	4	0	0	452	0	0	69	0	0	0	0	0	39	14	0	0	0	0	1	0	0	0	1	2	0	0	0	6	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	202	"AWI"	202	5563	6071	5808	2	2	87	0	1	0	0	0	50	0	0	0	0	70	3	0	0	396	0	0	60	0	1	0	0	0	63	10	0	0	0	0	4	0	0	0	0	0	0	0	0	7	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	208	"AWI"	208	5639	6138	5913	4	0	91	0	2	0	0	0	196	0	1	0	0	61	0	0	0	263	3	0	28	0	0	0	0	0	20	6	0	0	0	0	2	1	0	0	0	1	0	0	0	7	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	216	"AWI"	216	5874	6234	6056	3	1	107	0	7	0	0	0	72	0	0	0	0	66	1	0	0	320	0	0	44	0	0	1	0	0	70	6	0	0	0	0	5	0	0	0	0	1	0	0	0	19	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	224	"AWI"	224	6021	6424	6213	1	3	64	0	0	1	0	0	75	0	0	0	0	51	1	0	0	299	0	1	102	0	0	0	0	0	101	11	0	0	0	0	4	1	0	0	0	0	0	0	0	13	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	232	"AWI"	232	6160	6763	6455	0	0	147	0	1	0	1	0	50	0	0	0	0	88	0	0	0	150	0	1	38	0	1	0	0	0	94	23	0	0	0	0	3	1	0	0	1	0	0	0	0	20	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	240	"AWI"	240	6333	7099	6684	3	0	204	0	2	0	1	0	185	0	0	0	0	85	1	0	0	21	0	1	106	0	0	0	0	0	44	29	0	0	0	0	6	0	0	0	0	0	0	0	0	20	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	248	"AWI"	248	6517	7227	6938	0	0	173	0	3	0	4	0	93	0	0	0	0	119	1	0	0	12	0	3	29	0	0	0	0	0	79	34	0	0	0	0	14	1	0	1	1	0	0	1	0	46	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	256	"AWI"	256	6872	7332	7133	0	0	138	0	2	0	1	0	44	0	0	0	0	255	7	0	0	6	0	0	23	0	0	0	1	0	77	41	0	0	0	0	5	0	0	0	0	3	1	0	0	33	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	264	"AWI"	264	7076	7504	7316	1	0	173	0	6	0	1	0	66	0	1	0	0	180	3	0	0	2	0	0	78	0	0	0	0	0	66	58	0	0	0	0	6	0	0	0	0	1	0	0	0	25	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	272	"AWI"	272	7191	7604	7424	0	0	148	0	9	0	0	0	179	0	0	0	0	139	7	0	0	0	1	0	31	0	0	0	0	0	49	54	0	0	0	0	9	1	0	0	0	2	0	0	30	19	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	280	"AWI"	280	7344	7732	7528	0	0	248	0	6	0	0	0	125	0	0	0	0	116	4	0	1	1	0	0	57	0	0	0	0	0	31	33	0	0	0	1	1	0	0	0	2	1	0	0	0	14	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	289	"AWI"	289	7503	7866	7654	0	1	224	0	2	0	1	0	282	0	2	0	0	209	38	0	0	0	4	3	134	0	1	0	1	0	55	76	0	0	0	0	11	3	0	0	0	8	0	0	59	44	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	296	"AWI"	296	7592	8133	7820	0	0	81	0	4	0	0	0	51	0	0	0	0	60	3	0	0	0	1	0	20	0	0	0	0	0	67	48	0	0	0	0	4	0	0	0	0	1	0	0	0	16	1
15715	24118	"Kugelstattmoos"	48.953182	12.857416	304	"AWI"	304	7675	8577	8004	0	1	112	0	8	0	0	0	250	0	1	0	0	105	1	0	0	0	0	3	49	0	0	0	0	0	53	53	0	0	0	0	3	0	0	0	0	2	0	0	45	12	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	312	"AWI"	312	7801	8722	8227	0	0	207	0	1	0	0	0	141	0	0	0	1	168	5	0	0	0	2	0	105	0	0	0	0	0	36	31	0	0	0	0	3	1	0	0	0	3	0	0	20	13	1
15715	24118	"Kugelstattmoos"	48.953182	12.857416	320	"AWI"	320	7973	8934	8440	0	0	127	0	3	0	0	0	285	0	0	0	0	106	2	0	0	0	0	0	43	0	0	0	2	0	36	64	0	0	0	0	1	0	0	0	0	3	0	0	0	5	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	328	"AWI"	328	8125	9097	8660	0	0	114	0	1	0	1	0	280	0	1	1	0	124	6	0	0	0	0	0	35	0	0	0	0	0	16	78	0	0	0	0	6	0	0	0	2	0	0	0	0	17	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	336	"AWI"	336	8558	9240	8882	0	0	38	1	2	0	0	0	409	0	0	0	0	136	1	0	0	0	0	0	38	0	0	0	0	0	19	49	0	0	0	0	3	0	0	0	0	9	0	0	34	8	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	344	"AWI"	344	8858	9614	9210	0	0	5	0	1	0	2	8	224	0	1	0	0	201	0	0	0	0	0	0	40	0	0	0	0	0	6	150	0	0	0	0	0	1	0	0	0	7	0	0	0	7	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	352	"AWI"	352	9111	10643	9911	0	0	0	0	1	0	2	0	212	0	0	0	0	71	0	0	0	0	0	1	16	0	0	0	0	0	3	326	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	360	"AWI"	360	9820	11283	10574	0	0	0	0	3	0	0	0	257	0	0	0	0	2	3	0	0	0	0	0	14	0	0	0	0	0	2	412	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	367	"AWI"	367	10528	11590	11202	0	0	0	0	0	0	0	0	55	0	1	1	0	0	15	0	0	0	0	0	9	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15715	24118	"Kugelstattmoos"	48.953182	12.857416	395	"AWI"	395	11104	13065	11992	0	0	0	0	14	0	20	0	54	11	0	0	0	3	41	0	4	0	0	1	67	0	1	0	0	0	0	228	0	0	0	0	0	1	17	4	0	9	0	0	0	0	0
