"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26991	47520	"Prášilské jezero"	49.075004	13.399778	1478.5	"AWI"	1478.5	-59	-49.5	-54.5	3.48837209302326	0.232558139534884	5.81395348837209	0	0	0	0	0	17.906976744186	0	0.697674418604651	0	0.232558139534884	0	0	6.27906976744186	0.697674418604651	0	0	0	0	6.97674418604651	1.16279069767442	0	0	0.232558139534884	0	0	0	0	0.465116279069767	0.697674418604651	19.5348837209302	20.6976744186046	1.62790697674419	0	0	0	0	0	3.48837209302326	0	0	0.232558139534884	1.16279069767442	1.16279069767442	0	0	0	0.232558139534884	0	0	6.97674418604651	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1479.5	"AWI"	1479.5	-43	-35.5	-39.5	5.21541950113379	0	8.61678004535147	0.680272108843537	0	0	0	0	16.7800453514739	0	0.453514739229025	0	0.226757369614512	0	0	7.2562358276644	0.90702947845805	0	0	0	0	5.4421768707483	1.13378684807256	0	0	0.226757369614512	0	0	0	0	0	0.453514739229025	22.9024943310658	19.047619047619	1.13378684807256	0	0	0	0	0	2.04081632653061	0	0	0	1.8140589569161	1.8140589569161	0	0	0	0.226757369614512	0.90702947845805	0	2.72108843537415	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1480.5	"AWI"	1480.5	-28	-20	-24.5	4.24528301886792	0	7.54716981132075	0.235849056603774	0	0	0.235849056603774	0	14.622641509434	0	0.235849056603774	0	0.471698113207547	0	0	3.06603773584906	1.65094339622642	0	0	0	0	3.06603773584906	0.471698113207547	0	0	0	0	0	0	0	0	0.235849056603774	28.3018867924528	23.1132075471698	3.06603773584906	0	0	0	0	0	3.77358490566038	0	0	0.235849056603774	1.17924528301887	0.707547169811321	0	0	0	0	0.471698113207547	0.235849056603774	2.59433962264151	0	0.235849056603774
26991	47520	"Prášilské jezero"	49.075004	13.399778	1481.5	"AWI"	1481.5	-14.5	-4	-9.5	3.54330708661417	0	3.34645669291339	0.196850393700787	0	0	0.590551181102362	0	11.8110236220472	0	0	0	0.196850393700787	0	0	6.49606299212598	0.78740157480315	0	0	0	0	5.11811023622047	0.590551181102362	0	0	0	0	0	0	0	0	0.78740157480315	30.9055118110236	12.992125984252	2.36220472440945	0	13.1889763779528	0	0	0	1.96850393700787	0	0	0.196850393700787	1.96850393700787	0.78740157480315	0	0	0	0	0.196850393700787	0.78740157480315	1.18110236220472	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1482.5	"AWI"	1482.5	-1.5	13	5.5	9.11111111111111	0.222222222222222	9.33333333333333	0.222222222222222	0	0	0.444444444444444	0	12	0	0.444444444444444	0	0	0	0	8.22222222222222	1.55555555555556	0	0	0	0	7.77777777777778	0	0	0.222222222222222	0	0	0	0	0	0.222222222222222	0.222222222222222	22.2222222222222	16	1.33333333333333	0	0	0	0	0	2.22222222222222	0	0	0.222222222222222	2.66666666666667	1.11111111111111	0	0	0	0	1.33333333333333	1.77777777777778	1.11111111111111	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1483.5	"AWI"	1483.5	20.5	37.5	28.5	9.14396887159533	0	4.47470817120623	0	0	0	0	0	7.5875486381323	0	0.194552529182879	0	0	0	0	7.00389105058366	1.55642023346304	0	0	0	0	9.33852140077821	0.389105058365759	0	0	0	0.194552529182879	0	0	0	0	0.194552529182879	21.7898832684825	17.1206225680934	0	0	13.4241245136187	0	0.194552529182879	0	2.14007782101167	0	0	0	2.14007782101167	0.389105058365759	0	0	0	0	0.778210116731518	0.389105058365759	1.55642023346304	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1484.5	"AWI"	1484.5	47.5	72.5	60	7.0631970260223	0.185873605947955	5.57620817843866	0	0	0	0.371747211895911	0	10.0371747211896	0	0	0	0.371747211895911	0	0	6.31970260223048	2.41635687732342	0	0	0	0	9.66542750929368	0.557620817843866	0	0	0.371747211895911	0	0	0	0	0.185873605947955	1.48698884758364	25.4646840148699	13.3828996282528	0	0	10.9665427509294	0	0	0	1.6728624535316	0	0	0	1.48698884758364	0.743494423791822	0	0	0	0	0.557620817843866	0.743494423791822	0.371747211895911	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1487.25	"AWI"	1487.25	107.5	184	145.75	10.467706013363	0.22271714922049	10.913140311804	0	0	0	0.22271714922049	0	6.6815144766147	0	0	0	0.22271714922049	0	0	10.6904231625835	0.66815144766147	0	0	0	0	10.467706013363	0	0	0	0	0	0	0	0	0	0.44543429844098	24.0534521158129	16.9265033407572	1.55902004454343	0	0	0	0	0	2.67260579064588	0	0	0.44543429844098	1.33630289532294	0.44543429844098	0	0	0	0.22271714922049	0.66815144766147	0.44543429844098	0.22271714922049	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1489.25	"AWI"	1489.25	150.5	265.25	205.25	11.3636363636364	0.206611570247934	8.26446280991736	0	0	0	0.413223140495868	0	5.37190082644628	0	0.206611570247934	0	0.206611570247934	0	0	13.2231404958678	0.413223140495868	0	1.44628099173554	0	0	13.2231404958678	0.206611570247934	0	0	0	0	0	0	0	0	0.619834710743802	23.3471074380165	14.6694214876033	1.65289256198347	0	0	0	0	0	1.65289256198347	0	0	0	1.2396694214876	0.413223140495868	0	0	0	0.206611570247934	0.619834710743802	0.619834710743802	0.413223140495868	0	0
26991	47520	"Prášilské jezero"	49.075004	13.399778	1490.25	"AWI"	1490.25	159.75	323.75	233.75	12.1004566210046	0	6.62100456621005	0	0	0	0	0	6.39269406392694	0	0	0	0.45662100456621	0	0	11.1872146118721	1.14155251141552	0	0	0	0	10.7305936073059	0	0	0	0.45662100456621	0	0	0	0	0	0.45662100456621	29.6803652968037	16.2100456621005	0	0	0	0	0	0	2.05479452054794	0	0	0	0.91324200913242	1.14155251141552	0	0	0	0	0.228310502283105	0.228310502283105	0	0	0
