"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Tamaricaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23671	40958	"Durchenbergried"	47.77488	8.978824	25	"AWI"	25	461	631	545	4	1	7	0	0	0	0	2	0	0	24	0	2	0	0	2	0	0	0	0	0	0	18	29	0	0	0	0	0	23	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	13	124	0	0	35	0	0	0	0	77	0	0	1	3	2	0	0	0	0	0	0	0	0	2	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	27.5	"AWI"	27.5	482.5	681.5	583	0	1	14	0	0	0	0	0	0	0	23	0	1	0	0	2	0	0	1	0	0	0	18	42	0	0	0	0	0	17	0	3	0	0	0	0	4	0	0	20	0	0	0	0	0	0	0	0	20	0	17	99	0	0	42	0	0	0	0	134	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	30	"AWI"	30	554	716	635	1	0	17	0	0	0	0	1	0	0	31	0	0	0	0	1	0	0	1	0	0	0	44	61	0	0	0	0	0	33	0	1	0	0	0	0	17	1	1	5	0	0	0	0	0	0	0	0	10	0	5	86	0	0	39	0	0	0	0	62	0	0	1	0	3	0	0	0	0	0	0	0	0	7	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	32.5	"AWI"	32.5	616.5	753.5	686.5	1	0	12	0	0	0	0	0	0	0	39	0	1	0	0	2	0	0	1	0	0	0	19	44	0	0	0	0	0	12	0	7	0	0	0	0	4	0	1	5	0	0	0	0	0	0	0	0	12	0	7	99	0	0	34	0	0	0	0	115	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	35	"AWI"	35	666	819	738	4	1	10	0	0	0	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	35	37	0	0	0	0	0	25	0	1	1	0	0	0	11	0	2	6	0	0	0	0	0	0	0	0	10	0	18	88	0	0	0	0	0	0	1	90	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	37.5	"AWI"	37.5	700.5	893.5	794	1	0	8	0	0	0	0	0	0	0	40	0	1	0	0	4	0	0	1	0	0	0	34	36	0	0	0	0	0	29	0	5	0	0	0	0	3	0	2	10	0	0	0	0	0	0	0	0	7	0	13	74	0	0	34	0	0	0	0	105	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	40	"AWI"	40	730	985	852	4	0	16	1	0	0	0	5	0	0	22	0	0	0	0	0	0	0	0	0	0	0	40	79	0	0	0	0	0	30	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	11	0	3	9	0	0	57	0	0	0	0	91	0	0	0	5	3	1	0	0	0	0	0	0	0	1	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	42.5	"AWI"	42.5	756.5	1063	901.5	3	0	23	0	0	0	0	3	0	0	37	0	0	0	0	4	0	0	4	0	0	0	43	55	0	0	0	0	0	25	0	4	0	0	0	0	2	0	3	14	0	0	0	0	0	0	0	0	9	0	9	54	0	0	46	0	0	0	1	84	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	45	"AWI"	45	781	1076	926	4	0	12	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	0	15	45	0	0	0	0	0	41	0	1	0	0	0	0	6	0	0	8	0	0	0	0	0	0	0	0	18	0	38	81	0	0	44	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	47.5	"AWI"	47.5	797	1099.5	950	1	0	14	2	0	0	0	1	0	0	17	0	1	0	0	2	0	0	1	0	0	0	16	114	0	0	0	0	0	23	0	1	0	0	0	0	12	0	0	22	0	0	0	0	1	0	0	0	5	0	9	34	0	0	59	0	0	0	0	80	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	50	"AWI"	50	808	1127	975	2	0	11	1	0	0	0	2	0	0	20	0	0	0	1	11	0	0	0	0	0	0	28	59	0	0	0	0	0	33	0	1	0	0	0	0	21	0	1	14	0	0	0	0	0	0	0	0	10	0	6	11	0	0	74	0	1	0	0	91	0	0	0	3	13	0	0	0	0	0	0	0	0	1	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	52.5	"AWI"	52.5	818	1165.5	1001	0	0	8	0	0	0	0	3	0	0	10	0	1	0	0	3	0	0	1	0	0	0	15	182	0	0	0	0	0	23	0	3	0	0	0	0	10	0	0	11	0	0	0	0	2	0	0	0	0	0	3	9	0	0	56	0	0	0	0	74	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1
23671	40958	"Durchenbergried"	47.77488	8.978824	55	"AWI"	55	825	1206	1025	1	1	8	0	0	0	0	1	0	28	17	0	0	0	0	0	0	0	0	0	0	0	13	105	0	0	0	0	0	16	0	1	0	0	0	0	28	0	0	5	0	0	0	0	2	0	0	0	2	0	11	17	0	0	43	0	0	0	3	64	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	57.5	"AWI"	57.5	860	1233.5	1051.5	0	0	9	0	0	0	0	4	0	0	23	0	1	0	0	1	0	0	0	0	0	0	36	58	0	0	0	0	0	34	1	1	0	0	0	0	15	0	1	3	0	0	0	0	0	0	0	0	5	0	4	15	0	0	71	0	0	0	1	112	0	0	0	1	3	0	0	0	0	0	0	0	0	2	2	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	60	"AWI"	60	908	1244	1079	10	0	28	1	0	0	0	1	0	0	14	0	0	0	0	1	0	0	0	0	0	0	28	61	0	0	0	0	0	64	0	2	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	4	0	7	11	0	0	46	0	0	0	0	125	0	0	2	2	10	0	0	0	0	0	0	0	0	1	3	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	62.5	"AWI"	62.5	948	1255	1107.5	2	0	12	0	0	0	0	1	0	0	10	0	0	0	0	2	0	0	0	0	0	0	19	144	0	0	0	0	0	20	1	1	0	0	0	0	51	0	0	1	0	0	0	0	0	0	0	0	5	0	7	8	0	0	68	0	0	0	0	74	0	0	1	3	4	0	0	0	0	0	0	0	0	0	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	65	"AWI"	65	974	1278	1137	4	0	12	0	0	0	0	3	0	0	26	0	2	0	0	0	0	0	0	0	0	0	29	64	0	0	0	0	0	36	0	4	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	3	0	4	34	0	0	55	0	0	0	0	94	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	67.5	"AWI"	67.5	993	1303.5	1165.5	2	1	11	2	0	0	0	2	0	0	19	0	3	0	0	4	0	0	0	0	0	0	40	76	0	0	0	0	0	33	0	6	0	0	0	1	5	0	2	11	0	0	0	0	0	0	0	0	8	0	4	16	0	0	0	0	0	0	0	131	0	0	0	3	4	1	0	0	1	0	0	0	0	3	1	0	1
23671	40958	"Durchenbergried"	47.77488	8.978824	70	"AWI"	70	1008	1339	1194	5	0	16	5	0	0	0	4	0	0	10	0	0	0	0	2	0	0	0	0	0	0	31	59	0	0	0	0	0	48	1	3	0	0	0	0	18	0	1	3	0	0	0	0	0	0	0	0	4	1	7	10	0	0	60	0	0	0	0	98	0	0	0	1	5	0	0	0	0	0	0	0	0	3	0	0	1
23671	40958	"Durchenbergried"	47.77488	8.978824	72.5	"AWI"	72.5	1057.5	1360.5	1227	4	0	6	1	0	0	0	3	0	0	20	0	1	0	0	2	0	0	0	0	0	0	35	27	0	0	0	0	0	58	0	3	0	0	0	0	61	0	0	3	0	0	0	0	0	0	0	0	2	0	2	6	0	0	43	0	0	0	0	167	0	0	1	4	5	0	0	0	1	0	0	0	0	1	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	75	"AWI"	75	1092	1388	1258	11	0	26	3	0	0	0	2	0	0	24	0	0	0	0	1	0	0	0	0	0	0	34	39	0	0	0	0	0	55	0	6	0	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	7	0	8	12	0	0	45	0	0	0	0	110	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	77.5	"AWI"	77.5	1111.5	1422	1288.5	5	0	12	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	28	48	0	0	0	0	0	48	1	2	0	0	0	0	3	0	1	4	0	0	0	0	0	0	0	0	8	0	3	3	0	0	51	0	0	0	0	128	0	0	0	5	4	0	0	0	0	0	0	0	0	2	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	80	"AWI"	80	1123	1463	1316	6	0	34	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	6	26	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	82.5	"AWI"	82.5	1130.5	1513	1345.5	9	0	66	0	0	0	0	1	0	0	47	0	1	0	0	1	0	0	0	0	0	0	29	48	0	0	0	0	0	42	0	5	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	6	0	5	7	0	0	39	0	0	0	0	77	0	0	0	3	8	0	0	0	0	0	0	0	0	1	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	85	"AWI"	85	1154	1550	1376	9	1	88	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	0	0	33	45	0	0	0	0	0	47	0	7	0	0	0	0	10	0	1	3	0	0	0	0	0	0	0	0	9	0	13	11	0	0	37	0	0	0	0	50	0	0	2	2	7	0	0	0	0	0	0	0	0	6	3	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	87.5	"AWI"	87.5	1186.5	1573.5	1405.5	15	0	47	2	0	0	0	4	0	0	13	0	2	0	0	4	0	0	0	0	0	0	30	70	0	0	0	0	0	54	0	1	0	0	0	0	18	0	2	2	0	0	0	0	1	0	0	0	4	0	11	8	0	0	0	0	0	0	0	40	0	0	2	1	1	0	0	0	0	0	0	0	0	4	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	90	"AWI"	90	1214	1600	1437	9	1	77	1	0	0	0	2	0	0	27	0	0	0	0	2	0	0	0	0	0	0	65	20	0	0	0	0	0	67	0	10	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	0	10	0	6	5	0	0	0	0	0	0	1	60	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0	1
23671	40958	"Durchenbergried"	47.77488	8.978824	92.5	"AWI"	92.5	1235	1648.5	1468	5	0	80	0	0	0	0	2	0	0	33	0	0	0	0	2	0	0	0	0	0	0	55	8	0	0	0	0	0	77	0	1	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	12	0	7	4	0	0	42	0	0	0	1	77	0	0	3	1	1	0	0	0	0	0	0	0	0	8	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	95	"AWI"	95	1249	1709	1498	7	1	86	0	0	0	0	3	0	0	71	0	0	0	0	0	0	0	0	0	0	0	75	19	0	0	0	0	0	81	0	8	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	20	0	4	10	0	0	0	0	0	0	0	86	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	97.5	"AWI"	97.5	1259.5	1772.5	1525.5	5	0	73	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	27	9	0	0	0	0	0	86	0	14	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	10	0	7	6	0	0	0	0	0	0	0	64	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	100	"AWI"	100	1287	1799	1553	7	0	93	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	39	20	0	0	0	0	0	61	0	10	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	6	0	9	12	0	0	0	0	0	0	0	62	0	0	0	1	3	0	0	0	0	0	0	0	0	2	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	102.5	"AWI"	102.5	1318	1816	1585.5	1	0	80	0	0	0	0	1	0	0	91	0	0	0	0	1	0	0	0	0	0	0	33	25	0	0	0	0	0	63	0	13	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	7	0	1	7	0	0	0	0	1	0	0	54	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	105	"AWI"	105	1348	1835	1613	6	0	80	0	0	0	0	1	0	0	91	0	0	0	0	0	0	0	0	0	0	0	39	67	0	0	0	0	0	60	0	7	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	9	14	0	0	0	0	0	0	0	65	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	107.5	"AWI"	107.5	1374	1858	1646	4	0	51	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	31	59	0	0	0	0	0	57	0	14	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	8	0	5	10	0	0	0	0	0	0	0	69	0	0	0	2	4	0	0	0	0	0	0	0	1	4	0	0	1
23671	40958	"Durchenbergried"	47.77488	8.978824	110	"AWI"	110	1384	1886	1675	9	0	65	1	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	30	86	0	0	0	0	0	42	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	8	14	0	0	14	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	112.5	"AWI"	112.5	1408	1922	1703.5	5	0	51	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	1	0	0	0	34	54	0	0	0	0	0	58	0	9	0	0	0	0	7	0	0	1	0	0	0	0	1	0	0	0	14	0	11	23	0	0	0	0	0	0	0	78	0	0	1	0	6	1	0	0	0	0	0	0	1	3	0	1	0
23671	40958	"Durchenbergried"	47.77488	8.978824	115	"AWI"	115	1477	1932	1726	0	0	65	0	0	0	0	1	0	0	36	0	0	0	0	1	0	0	0	0	0	0	48	32	0	0	0	0	0	47	0	15	0	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	9	20	0	0	0	0	0	0	0	61	0	0	0	3	5	3	0	0	0	0	3	0	0	3	4	0	1
23671	40958	"Durchenbergried"	47.77488	8.978824	117.5	"AWI"	117.5	1548.5	1940.5	1747	4	0	79	0	0	0	0	3	0	0	28	0	0	0	1	1	0	0	1	0	0	0	48	42	0	0	0	0	0	39	0	5	0	1	0	0	18	0	0	1	0	0	0	0	0	0	0	0	4	0	5	21	0	0	0	0	0	0	0	91	0	0	0	1	3	0	0	0	0	0	0	0	0	3	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	120	"AWI"	120	1604	1949	1770	9	0	68	0	0	0	0	2	0	0	41	0	0	0	0	0	0	0	0	0	0	0	35	17	0	0	0	0	0	43	0	2	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	4	0	7	17	0	0	0	0	1	0	0	116	0	0	0	1	0	0	0	0	0	0	1	0	0	6	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	122.5	"AWI"	122.5	1631	1963	1797	9	0	105	0	0	0	0	2	0	0	98	0	0	0	0	0	0	0	0	0	0	0	31	39	1	0	0	0	0	37	0	11	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	1	0	4	11	0	0	0	0	0	0	0	81	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	125	"AWI"	125	1646	1979	1827	7	1	111	0	0	0	0	0	0	0	86	0	0	0	0	1	0	0	0	0	0	0	39	41	0	0	0	0	0	50	0	6	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	0	8	17	0	0	0	0	0	0	0	63	0	0	0	1	6	0	0	0	0	0	0	0	1	4	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	127.5	"AWI"	127.5	1670	2001	1853	15	1	98	0	0	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	59	57	0	0	0	0	0	48	0	0	0	0	0	0	20	0	1	2	0	0	0	0	0	0	0	0	3	0	10	17	0	0	0	0	0	0	0	70	0	0	0	1	7	0	0	0	0	0	0	0	1	2	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	130	"AWI"	130	1700	2026	1876	12	0	67	0	0	0	0	2	0	0	25	0	0	0	0	0	0	0	0	0	0	0	55	28	0	0	0	0	0	36	0	5	0	0	0	0	20	0	0	3	0	0	0	0	0	0	0	0	3	0	11	13	0	0	0	0	0	0	0	111	0	0	1	2	1	0	0	0	0	0	1	0	0	3	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	132	"AWI"	132	1714	2043	1894	12	0	40	0	0	0	0	1	0	0	25	0	0	0	0	0	0	0	1	0	0	0	13	35	0	0	0	0	0	53	0	1	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	4	0	8	10	0	0	0	0	0	0	0	178	0	0	1	1	5	0	0	0	0	0	0	0	2	0	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	137	"AWI"	137	1748	2112	1936	22	0	27	1	0	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	15	29	0	0	0	0	0	10	0	15	0	0	0	0	11	0	4	4	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	137	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	140	"AWI"	140	1761	2154	1964	13	0	47	1	0	0	4	1	0	0	63	0	0	0	0	0	0	0	0	0	0	0	18	66	0	0	0	0	0	41	0	2	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	1	0	7	19	0	0	0	0	1	0	0	68	0	0	0	2	3	0	0	0	0	0	0	0	0	20	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	142.5	"AWI"	142.5	1791	2167	1985	5	0	28	1	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	28	31	0	0	0	0	0	42	0	1	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	3	0	6	15	0	0	35	0	0	0	1	169	0	0	0	2	3	0	0	0	0	0	0	0	2	3	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	145	"AWI"	145	1814	2182	2004	8	1	35	0	0	0	0	1	0	0	23	0	0	0	0	1	0	0	0	0	0	0	44	16	0	0	0	0	0	49	0	1	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	1	0	5	20	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	147.5	"AWI"	147.5	1831	2200	2030	4	0	52	0	0	0	0	2	0	0	45	0	1	0	0	1	0	0	0	0	0	0	27	32	0	0	0	0	0	32	0	12	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	118	0	0	0	1	2	0	0	0	0	0	0	0	0	1	2	1	0
23671	40958	"Durchenbergried"	47.77488	8.978824	150	"AWI"	150	1847	2219	2053	8	2	70	0	0	0	0	3	0	0	78	0	1	0	0	2	0	0	0	0	0	0	24	47	0	0	0	0	0	32	0	2	0	0	0	0	11	0	0	5	0	0	0	0	0	0	0	0	12	0	6	17	0	0	0	0	1	0	0	78	0	0	0	0	4	0	0	0	0	0	0	0	0	4	1	0	0
23671	40958	"Durchenbergried"	47.77488	8.978824	152.5	"AWI"	152.5	1855	2244.5	2077.5	2	0	28	0	0	0	0	2	0	0	37	0	0	0	0	3	0	0	0	0	0	0	24	67	0	0	0	0	0	33	0	2	0	0	0	0	6	0	1	11	0	0	0	0	0	0	0	0	10	0	5	25	0	0	48	0	0	0	0	76	0	0	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0
