"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Malus"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3432	4445	"Lake Solsø"	56.12833	8.613126	98	"AWI"	98	-74	116	15	0	5.64826700898588	0.641848523748395	0	0	0	0.128369704749679	0	0	6.29011553273427	0.256739409499358	0	0	0	0	0	0	4.74967907573813	0	0	2.18228498074454	0	0	0	0	0.385109114249037	0	0.385109114249037	0	0	0	0	0	0	0	0	0	2.56739409499358	0	0	0	0	1.15532734274711	3.20924261874198	0	0.128369704749679	68.2926829268293	0	0	0	0	2.31065468549422	0	0	0	0	0	0.385109114249037	0.128369704749679	0	0	0	0	0	0	0	0.256739409499358	0.385109114249037	0.513478818998716	0
3432	4445	"Lake Solsø"	56.12833	8.613126	114	"AWI"	114	-12	638	257	0	7.43440233236152	0.291545189504373	0	0	0	0.291545189504373	0	0	10.4956268221574	0.43731778425656	0	0.145772594752187	0	0	0	0	8.01749271137026	0	0	8.30903790087464	0	0	0	0	0.728862973760933	0	0.291545189504373	0	0	0	0	0	0	0	0	0	5.68513119533528	0	0	0	0.291545189504373	0.583090379008746	4.08163265306122	0	0	44.7521865889213	0	0	0	0	5.24781341107872	0	0	0	0	0	0.43731778425656	0	0	0	0	0	0	0	0	0.583090379008746	0.728862973760933	1.16618075801749	0
3432	4445	"Lake Solsø"	56.12833	8.613126	130	"AWI"	130	181	905	526	0	14.4542772861357	1.17994100294985	0	0	0	0.884955752212389	0	0	18.8790560471976	0	0	0.294985250737463	0	0	0	0	14.4542772861357	0	0	14.7492625368732	0	0	0	0	1.17994100294985	0	1.47492625368732	0	0	0	0	0	0	0	0	0	11.2094395280236	0	0	0	0.589970501474926	1.17994100294985	7.66961651917404	0	0	0	0	0	0	0	9.14454277286136	0	0	0	0.294985250737463	0	0.294985250737463	0	0	0	0	0	0	0	0.294985250737463	0.589970501474926	0.884955752212389	0.294985250737463	0
3432	4445	"Lake Solsø"	56.12833	8.613126	146	"AWI"	146	370	1111	811	0	17.2169811320755	0.235849056603774	0	0.235849056603774	0	0.235849056603774	0	0	21.4622641509434	0.235849056603774	0	0	0	0	0	0	12.2641509433962	0	0	14.8584905660377	0	0	0	0	0.943396226415094	0.235849056603774	0.943396226415094	0	0	0	0	0.235849056603774	0	0	0.235849056603774	0	8.25471698113208	0	0	0	0	0.235849056603774	8.49056603773585	0	0	0	0	0	0	0	10.1415094339623	0	0	0	0.235849056603774	0	0.707547169811321	0	0	0	0	0	0	0	0	0.707547169811321	0.943396226415094	0.943396226415094	0
3432	4445	"Lake Solsø"	56.12833	8.613126	162	"AWI"	162	828	1183	1023	0	16.5548098434004	0	0	0	0	0.223713646532438	0	0	14.3176733780761	0.671140939597315	0	0.671140939597315	0.223713646532438	0	0	0	12.3042505592841	0	0	15.8836689038031	0	0	0	0	2.23713646532438	0	0.894854586129754	0	0	0	0	0	0	0.223713646532438	0	0	10.9619686800895	0.223713646532438	0	0	0.671140939597315	0.223713646532438	8.94854586129754	0	0	0	0	0	0	0	12.3042505592841	0	0	0	0.223713646532438	0	0.447427293064877	0	0	0	0	0	0	0	0	0.894854586129754	0.671140939597315	0.223713646532438	0
3432	4445	"Lake Solsø"	56.12833	8.613126	178	"AWI"	178	1047	1269	1163	0	17.0854271356784	0	0	0	0.251256281407035	0.753768844221105	0	0	19.5979899497487	0.753768844221105	0	0.251256281407035	0	0	0	0	9.04522613065327	0	0	14.8241206030151	0	0	0	0	3.01507537688442	0.251256281407035	1.25628140703518	0.251256281407035	0	0	0	0	0	0	0	0	14.070351758794	0	0	0	0.50251256281407	0.251256281407035	6.78391959798995	0	0	0	0	0	0	0.50251256281407	7.53768844221105	0	0	0	0	0	0.50251256281407	0	0	0	0	0	0.251256281407035	0	0	1.25628140703518	1.00502512562814	0	0
3432	4445	"Lake Solsø"	56.12833	8.613126	188	"AWI"	188	1106	1338	1217	0	16.1520190023753	0.237529691211401	0	0	0	0.950118764845606	0	0	20.4275534441805	0	0	0.237529691211401	0	0	0	0	9.02612826603325	0	0	13.0641330166271	0	0	0	0	2.85035629453682	0	0.237529691211401	0.475059382422803	0.237529691211401	0	0	0	0	0	0	0	16.3895486935867	0	0	0	0.237529691211401	0.475059382422803	5.70071258907363	0	0	0	0	0.475059382422803	0	0	9.73871733966746	0	0	0	0.237529691211401	0	1.18764845605701	0	0	0	0	0	0	0	0	1.18764845605701	0.475059382422803	0	0
3432	4445	"Lake Solsø"	56.12833	8.613126	196	"AWI"	196	1191	1424	1296	0	14.100185528757	0.185528756957328	0	0	0	0.371057513914657	0	0	16.7903525046382	0.463821892393321	0	0.371057513914657	0.0927643784786642	0	0	0.185528756957328	17.4397031539889	0	0	10.6679035250464	0	0	0	0	0.927643784786642	0	0.463821892393321	0.185528756957328	0.0927643784786642	0	0	0.185528756957328	0	0	0	0	11.5027829313544	0	0	0	0.371057513914657	0.278293135435993	6.30797773654917	0	0	0	0	0.278293135435993	0	0	10.3896103896104	0	0	0	0.0927643784786642	4.54545454545455	1.20593692022263	0	0	0	0	0	0	0	0.185528756957328	0.463821892393321	1.39146567717996	0.463821892393321	0
3432	4445	"Lake Solsø"	56.12833	8.613126	204	"AWI"	204	1341	1559	1452	0	9.10652920962199	0.171821305841924	0	0	0	0.515463917525773	0	0	15.6357388316151	0.171821305841924	0	0.171821305841924	0	0	0	0	11.1683848797251	0	0	6.70103092783505	0	0	0	0	1.54639175257732	0	0.687285223367698	0	0	0	0	0	0	0	0	0	13.0584192439863	0	0	0	0	0.343642611683849	3.26460481099656	0	0	26.9759450171821	0	0.171821305841924	0	0	8.4192439862543	0	0	0	0	0	1.20274914089347	0.171821305841924	0	0	0	0	0	0	0	0.171821305841924	0.171821305841924	0.171821305841924	0
3432	4445	"Lake Solsø"	56.12833	8.613126	212	"AWI"	212	1444	1756	1609	0	13.3567662565905	0	0	0	0	0.175746924428822	0	0	19.6836555360281	0.175746924428822	0	0.527240773286467	0.175746924428822	0	0	0	14.0597539543058	0	0	5.79964850615114	0	0	0	0	2.10896309314587	0	0.351493848857645	0	0	0	0.175746924428822	0	0	0	0	0	13.884007029877	0	0	0	0.527240773286467	0.175746924428822	5.09666080843585	0	0	0	0	0	0	0	13.5325131810193	0	0	0	0	8.26010544815466	0.351493848857645	0	0	0	0	0	0	0	0	0.351493848857645	0.878734622144113	0.351493848857645	0
3432	4445	"Lake Solsø"	56.12833	8.613126	220	"AWI"	220	1566	1942	1761	0	14.3086816720257	0.321543408360129	0	0	0	1.12540192926045	0	0	21.0610932475884	0.321543408360129	0	0.321543408360129	0.160771704180064	0	0	0	19.935691318328	0	0	8.68167202572347	0	0	0	0	2.41157556270096	0	0.482315112540193	0	0.160771704180064	0	0	0	0	0	0	0	11.4147909967846	0	0	0	0.482315112540193	0.160771704180064	4.5016077170418	0	0	0	0	0	0	0	12.0578778135048	0	0	0	0.160771704180064	0	0.643086816720257	0	0	0	0	0	0.160771704180064	0	0.160771704180064	0.321543408360129	0.643086816720257	0	0
3432	4445	"Lake Solsø"	56.12833	8.613126	228	"AWI"	228	1767	2030	1902	0	14.7766323024055	0.515463917525773	0	0	0	0	0	0	24.5704467353952	0.343642611683849	0	0.343642611683849	0	0	0	0	16.6666666666667	0	0	5.67010309278351	0	0	0	0	2.23367697594502	0	0.343642611683849	0	0.343642611683849	0.343642611683849	0	0	0	0	0.171821305841924	0	14.2611683848797	0	0	0	0	0.171821305841924	3.78006872852234	0	0	0	0	0	0	0	11.1683848797251	0	0	0	0.171821305841924	2.06185567010309	0	0	0	0	0	0	0.171821305841924	0	0	0.687285223367698	1.20274914089347	0	0
3432	4445	"Lake Solsø"	56.12833	8.613126	236	"AWI"	236	1901	2180	2043	0	13.1410256410256	0.16025641025641	0	0	0	0.32051282051282	0	0	26.7628205128205	0	0	0.16025641025641	0.16025641025641	0	0	0	11.2179487179487	0	0	6.08974358974359	0	0	0.16025641025641	0	2.24358974358974	0	1.12179487179487	0.480769230769231	0	0	0	0	0	0	0	0	13.4615384615385	0	0	0	0.16025641025641	0.16025641025641	5.92948717948718	0	0	0	0	0.480769230769231	0	0	13.3012820512821	0	0	0	0	0.801282051282051	1.28205128205128	0.16025641025641	0	0	0	0	0.16025641025641	0	0	0.641025641025641	1.44230769230769	0	0
3432	4445	"Lake Solsø"	56.12833	8.613126	244	"AWI"	244	1996	2345	2173	0	12.1418826739427	0	0	0	0	0.409276944065484	0	0	23.1923601637108	0.272851296043656	0	0.136425648021828	0	0	0	0	16.5075034106412	0	0	4.91132332878581	0	0	0	0	1.63710777626194	0	0.818553888130969	0.136425648021828	0	0	0	0	0	0	0	0	16.7803547066849	0	0	0	0.818553888130969	0.136425648021828	7.91268758526603	0	0	0	0	0.136425648021828	0	0	11.7326057298772	0	0	0	0	0	0.818553888130969	0	0	0	0	0	0	0	0	0.682128240109141	0.818553888130969	0	0
3432	4445	"Lake Solsø"	56.12833	8.613126	252	"AWI"	252	2120	2427	2263	0	15.2173913043478	0.250836120401338	0	0	0	0.250836120401338	0	0	23.3277591973244	0.167224080267559	0	0.167224080267559	0.0836120401337793	0	0	0	21.9899665551839	0	0	4.68227424749164	0	0	0	0	2.25752508361204	0	1.17056856187291	0.334448160535117	0.0836120401337793	0.0836120401337793	0	0.167224080267559	0	0	0	0	7.35785953177258	0	0	0	0.334448160535117	0.167224080267559	6.77257525083612	0	0	0	0	0	0	0	12.3745819397993	0	0	0	0	0	0.668896321070234	0	0	0	0	0	0	0	0	0.0836120401337793	1.33779264214047	0.668896321070234	0
3432	4445	"Lake Solsø"	56.12833	8.613126	260	"AWI"	260	2194	2529	2354	0	15.8677685950413	0.330578512396694	0	0	0	0	0	0	22.9752066115702	0	0	0	0	0	0	0	13.5537190082645	0	0	3.96694214876033	0	0	0	0	2.14876033057851	0.165289256198347	1.48760330578512	0.165289256198347	0	0.165289256198347	0	0	0	0	0	0	14.2148760330579	0	0	0	0.991735537190083	0	6.61157024793388	0	0	0	0	0.495867768595041	0	0	14.7107438016529	0	0	0	0	0	0.165289256198347	0	0	0	0	0	0	0	0	0.495867768595041	1.32231404958678	0.165289256198347	0
3432	4445	"Lake Solsø"	56.12833	8.613126	268	"AWI"	268	2256	2658	2442	0	17.2981878088962	0.329489291598023	0	0	0	0.988467874794069	0	0	22.0757825370675	0	0	0	0	0	0	0	16.3097199341021	0	0	6.09555189456343	0	0	0	0	1.97693574958814	0	1.31795716639209	0.329489291598023	0	0	0	0.329489291598023	0	0	0	0	11.2026359143328	0	0	0	0.658978583196046	0.164744645799012	5.43657331136738	0	0	0	0	0.164744645799012	0	0	11.6968698517298	0	0	0	0.164744645799012	0	0.988467874794069	0	0	0	0	0	0	0	0	0.329489291598023	1.4827018121911	0.658978583196046	0
