"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Coriariaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Oleaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14457	22628	"Albufera Alcudia"	39.79278	3.11917	255	"AWI"	255	-129	30	-42	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	10	0	0	0	0	0	0	5	0	2.5	15	0	0	32.5	7.5	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	265	"AWI"	265	-107	77	-10	0	0	1.04166666666667	4.16666666666667	0.520833333333333	0	3.64583333333333	0	1.04166666666667	0	0	0.520833333333333	0	0	0	0	0.520833333333333	3.64583333333333	0	0.520833333333333	5.72916666666667	0	0	0	0	0.520833333333333	0.520833333333333	0	0	15.625	0	0.520833333333333	21.875	1.04166666666667	8.33333333333333	13.5416666666667	0	2.08333333333333	12.5	0	0	0	0	1.04166666666667	0	0.520833333333333	0	0.520833333333333	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	275	"AWI"	275	-89	134	19	0	0	0	1.58730158730159	3.17460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52380952380952	3.17460317460317	0	0	0	0	0	6.34920634920635	0	1.58730158730159	17.4603174603175	0	0	23.8095238095238	7.93650793650794	1.58730158730159	0	0	6.34920634920635	17.4603174603175	0	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	285	"AWI"	285	-76	204	48	0	0	0	0.746268656716418	0.746268656716418	0	1.49253731343284	0	1.49253731343284	0	0	3.73134328358209	0	0	0	0	0	2.23880597014925	0	0	5.97014925373134	0	0	0	0	0	0	0	0	17.1641791044776	0	2.98507462686567	49.2537313432836	0	1.49253731343284	0	0	0	11.9402985074627	0	0	0	0	0.746268656716418	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	295	"AWI"	295	-24	222	91	0	0	0	1.06382978723404	1.06382978723404	0	6.38297872340426	0	0	0	0	0	0	0	0	0	0	6.38297872340426	1.06382978723404	0	2.12765957446809	0	0	0	0	0	2.12765957446809	0	2.12765957446809	21.2765957446809	0	0	29.7872340425532	5.31914893617021	1.06382978723404	0	0	5.31914893617021	13.8297872340426	0	0	0	0	0	0	0	1.06382978723404	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	305	"AWI"	305	16	234	155	0	0	0	28.125	6.25	0	1.5625	0	0	0	0	0	0	0	0	0	1.5625	6.25	0	0	3.125	0	0	0	0	0	0	0	0	6.25	0	0	29.6875	0	3.125	0	0	4.6875	9.375	0	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	315	"AWI"	315	42	254	229	0	0	0	15.9420289855072	3.6231884057971	0	0.72463768115942	0	0	0	0	0	0	0	0	0	0	4.34782608695652	0	4.34782608695652	2.17391304347826	0	0	0	0	0	2.89855072463768	0	6.52173913043478	13.768115942029	0	0	26.0869565217391	6.52173913043478	0	0	0	2.17391304347826	10.8695652173913	0	0	0	0	0	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	325	"AWI"	325	104	422	299	0	0	0	18.5185185185185	3.7037037037037	0	0	0	0	0	0	0	0	0	0	0	0	5.55555555555556	0	1.85185185185185	3.7037037037037	0	0	0	0	0	0	0	0	7.40740740740741	0	0	42.5925925925926	0	5.55555555555556	0	0	0	9.25925925925926	0	0	0	0	1.85185185185185	0	0	0	0	0	0
14457	22628	"Albufera Alcudia"	39.79278	3.11917	335	"AWI"	335	196	959	576	0	0	0	2.25225225225225	1.35135135135135	0	3.15315315315315	0	0	0	0.45045045045045	0	0	0	0	0	0.45045045045045	3.15315315315315	0	4.05405405405405	1.8018018018018	0	0	0	0	0	3.15315315315315	0	5.40540540540541	22.5225225225225	0	0	13.0630630630631	5.40540540540541	0.900900900900901	0	0	7.65765765765766	23.8738738738739	0	0	0	0	0.900900900900901	0	0	0	0	0	0.45045045045045
14457	22628	"Albufera Alcudia"	39.79278	3.11917	345	"AWI"	345	259	1528	876	0	0	0	1.78571428571429	0	0	6.54761904761905	0	1.19047619047619	0	0	0.595238095238095	0.595238095238095	0	0	0	0	1.19047619047619	0	0	2.38095238095238	0	0	0	0	0	0	0	0	18.452380952381	0	0	33.3333333333333	0	1.78571428571429	0	0	4.16666666666667	25	0	0	0	0	2.38095238095238	0	0	0	0	0	0.595238095238095
