"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Pyrus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15689	24053	"Rinderplatz"	46.644508	11.491498	320	"AWI"	320	5518	8196	6992	20	1	37	0	0	1	0	0	3	0	83	0	0	0	0	0	0	0	0	0	20	0	0	69	0	0	0	0	0	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	309	200	0	0	0	0	0	0	0	0	46	0	0	0	3	0	0	0	0	1	5	0	0	5	3	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	325	"AWI"	325	5652	8295	7137	24	0	82	0	0	1	0	0	11	0	127	0	1	0	0	0	0	0	0	0	20	0	0	120	0	0	0	0	0	0	46	0	0	0	0	3	0	6	0	0	0	0	0	0	408	268	0	0	0	0	0	0	0	0	70	0	1	0	1	0	0	0	0	0	8	0	1	10	14	0	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	330	"AWI"	330	5744	8442	7281	21	1	73	0	0	0	0	0	7	0	72	0	2	0	0	0	0	0	0	0	27	0	0	94	0	0	0	0	0	0	27	0	0	0	0	0	0	3	0	0	0	0	0	0	509	270	0	0	0	0	0	0	0	0	77	0	1	0	0	2	0	0	0	0	6	0	1	7	9	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	335	"AWI"	335	5934	8510	7416	18	1	36	0	0	0	0	0	7	0	29	0	0	0	0	0	0	0	0	0	17	0	0	53	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0	400	326	0	0	0	0	0	0	0	0	49	0	0	0	0	0	1	0	0	1	2	0	2	8	5	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	340	"AWI"	340	6093	8595	7546	19	0	76	0	0	1	0	0	9	0	104	0	0	0	0	0	0	0	0	0	24	0	0	52	0	0	0	1	0	0	28	0	0	0	0	0	0	7	0	0	0	0	0	0	554	237	0	0	0	0	0	0	0	0	76	0	0	0	0	1	1	0	0	1	10	0	1	9	11	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	345	"AWI"	345	6228	8719	7692	14	0	68	0	0	2	0	0	1	0	89	0	0	0	0	0	0	0	0	0	19	0	0	53	0	0	0	0	0	0	15	0	0	0	0	1	0	5	0	0	0	0	0	0	506	205	0	0	0	0	0	0	0	0	63	0	0	0	0	1	0	0	0	0	5	0	0	1	17	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	350	"AWI"	350	6384	8836	7829	8	1	53	0	0	3	0	0	3	0	57	0	0	0	0	0	0	0	0	0	14	0	0	58	0	0	0	0	0	0	9	0	0	0	0	1	0	3	0	0	0	0	0	0	561	153	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	4	0	2	10	12	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	355	"AWI"	355	6591	8903	7958	9	1	64	0	0	1	0	0	0	0	121	0	1	0	0	0	0	0	0	0	17	0	0	74	0	0	0	0	0	0	16	0	0	0	0	0	0	7	0	0	0	1	0	0	555	206	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1	2	0	0	4	14	2	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	360	"AWI"	360	6746	8978	8097	7	2	33	0	0	2	0	0	2	0	49	0	0	0	0	0	0	0	0	0	16	0	0	67	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	501	148	0	0	0	0	0	0	0	0	49	0	2	0	0	3	0	0	0	0	3	0	0	10	9	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	365	"AWI"	365	6885	9081	8236	9	0	44	0	0	2	0	0	1	0	40	0	0	0	0	0	0	0	0	0	11	0	0	51	0	0	0	0	0	0	14	0	0	0	0	0	0	6	0	0	0	0	0	0	489	105	0	0	0	0	0	0	0	0	52	0	0	0	0	0	1	0	0	0	0	0	1	4	8	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	370	"AWI"	370	7072	9167	8364	3	2	59	0	0	2	0	0	5	0	68	0	0	0	0	0	0	0	0	0	13	0	0	51	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	594	157	0	0	0	0	0	0	0	0	56	0	0	0	0	2	0	0	0	0	1	0	0	9	11	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	375	"AWI"	375	7267	9249	8497	15	0	84	0	0	1	0	0	5	0	75	0	0	0	0	0	0	0	0	0	28	0	0	77	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0	0	0	1	0	0	698	274	0	0	0	0	0	0	0	0	78	0	0	0	1	3	0	0	0	0	2	0	0	13	16	1	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	380	"AWI"	380	7449	9332	8632	4	1	56	0	0	1	0	0	6	0	44	0	0	0	0	0	0	0	0	0	24	0	0	48	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	604	206	0	0	0	0	0	0	0	0	48	0	0	0	2	1	0	0	0	0	0	0	1	4	21	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	385	"AWI"	385	7585	9456	8769	2	1	39	0	0	3	0	0	3	0	46	0	0	0	0	0	0	0	0	0	32	0	0	81	0	0	0	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	644	276	0	0	0	0	0	0	0	0	63	0	1	0	1	3	0	0	0	0	1	0	1	6	14	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	390	"AWI"	390	7953	9506	8882	0	1	23	0	0	1	0	0	2	0	46	0	0	0	0	0	0	0	0	0	17	0	0	51	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	407	275	0	0	0	0	0	0	0	0	40	0	0	0	1	2	0	0	0	1	2	0	2	8	10	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	395	"AWI"	395	8270	9581	9005	0	1	49	0	0	0	0	0	4	0	52	0	0	0	0	0	0	0	0	0	35	0	0	87	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	0	3	0	550	288	0	0	0	0	0	0	0	0	56	0	0	0	1	2	0	0	0	0	3	0	0	14	18	2	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	400	"AWI"	400	8489	9682	9139	0	1	33	0	0	0	0	0	3	0	62	0	0	0	0	0	0	0	0	0	39	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	385	323	0	0	0	0	0	0	0	0	39	0	1	0	0	2	1	0	0	0	1	0	0	8	14	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	405	"AWI"	405	8696	9801	9271	0	0	44	0	0	5	0	0	3	0	45	0	0	0	0	0	0	0	0	0	39	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	547	361	0	0	0	0	0	0	0	0	26	0	0	0	0	4	0	0	0	0	0	0	0	7	18	0	0	2
15689	24053	"Rinderplatz"	46.644508	11.491498	410	"AWI"	410	8978	9886	9393	0	1	30	0	0	2	0	0	8	0	57	0	0	0	0	0	0	0	0	1	31	0	0	159	0	0	0	0	0	0	0	0	0	0	0	1	0	63	0	0	0	0	0	0	196	616	0	0	0	0	0	0	0	0	41	0	0	0	0	2	0	0	0	0	1	0	1	16	10	0	0	1
15689	24053	"Rinderplatz"	46.644508	11.491498	415	"AWI"	415	9107	10008	9522	0	0	31	0	0	3	0	0	5	0	87	0	1	0	0	0	0	0	0	0	33	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	76	1098	0	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	3	0	1	16	16	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	420	"AWI"	420	9181	10221	9632	0	3	21	0	0	2	0	0	3	0	108	0	0	0	0	0	0	0	0	0	37	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	31	703	0	0	0	0	0	0	0	0	42	0	0	0	1	6	0	0	0	0	0	0	0	9	21	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	425	"AWI"	425	9280	10381	9753	0	0	9	0	0	5	0	0	5	0	68	0	0	0	0	0	0	0	0	0	30	0	0	150	0	0	0	0	0	0	0	0	0	0	0	2	0	52	0	0	1	0	0	0	13	777	0	0	0	0	0	0	0	0	29	0	0	0	2	2	1	0	0	0	0	0	1	3	18	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	430	"AWI"	430	9374	10524	9878	0	0	14	0	0	0	0	0	10	0	48	0	0	0	0	0	0	0	0	0	27	0	0	97	1	0	0	0	0	0	1	0	0	0	0	1	0	31	0	0	0	0	0	0	20	659	0	0	0	0	0	0	0	0	20	0	0	0	1	2	0	0	0	0	0	0	1	4	2	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	435	"AWI"	435	9436	10730	9999	0	0	6	0	0	1	0	0	5	0	52	0	0	0	0	0	0	0	0	0	11	0	0	182	0	0	0	0	0	0	1	0	0	0	0	3	0	41	0	0	0	0	0	0	5	604	0	0	0	0	0	0	0	0	22	0	0	0	2	5	0	0	0	2	3	0	1	2	9	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	440	"AWI"	440	9485	10976	10107	0	1	1	0	0	3	0	1	6	0	44	0	0	0	0	0	0	0	0	0	15	0	0	106	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	3	562	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	0	1	0	1	6	11	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	445	"AWI"	445	9603	11090	10234	0	0	4	0	0	1	0	0	4	0	56	0	0	0	0	0	0	0	1	0	7	0	0	275	0	0	0	0	0	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0	8	648	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	1	0	0	5	10	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	450	"AWI"	450	9674	11201	10370	0	0	11	0	0	2	0	0	6	0	69	0	0	0	0	0	0	0	0	0	13	0	0	182	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	6	742	0	0	0	0	0	0	0	0	11	0	0	0	0	4	0	0	0	1	3	0	1	7	12	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	455	"AWI"	455	9734	11403	10494	0	0	5	0	0	1	0	0	1	0	26	0	0	0	0	0	0	0	0	0	2	0	0	202	0	0	0	0	1	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	1	634	0	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	2	0	1	3	4	2	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	460	"AWI"	460	9834	11552	10617	0	1	7	0	0	1	0	0	1	0	32	1	0	0	0	0	0	0	0	0	4	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	3	909	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	1	5	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	465	"AWI"	465	9969	11630	10738	0	0	6	0	0	4	0	0	3	0	100	0	0	0	0	0	0	0	0	0	2	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	4	754	0	0	0	0	0	0	0	0	9	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	470	"AWI"	470	10073	11739	10866	0	1	1	0	0	3	0	0	3	0	60	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	5	775	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	1	0	1	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	475	"AWI"	475	10151	11885	10993	0	1	3	0	0	1	0	0	4	0	30	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	729	0	0	0	0	0	0	0	0	11	0	0	0	1	6	1	0	0	0	0	0	0	1	3	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	480	"AWI"	480	10299	11996	11108	0	1	10	0	0	2	0	0	11	0	69	0	0	0	0	0	0	0	1	0	0	0	0	539	0	0	0	0	0	0	0	0	0	0	0	4	0	32	0	0	0	0	0	0	1	748	0	0	0	0	0	0	0	0	10	0	0	0	0	5	1	0	0	0	0	0	0	7	5	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	485	"AWI"	485	10457	12075	11235	0	0	12	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	0	1	616	0	0	0	0	0	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	4	7	7	3	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	490	"AWI"	490	10571	12193	11371	0	0	3	0	0	4	0	0	7	0	80	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	637	0	0	0	0	0	0	0	0	12	0	0	0	1	2	0	0	0	0	0	0	2	4	3	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	495	"AWI"	495	10672	12331	11495	0	0	4	0	0	6	0	0	6	0	37	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	3	0	31	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	7	0	0	0	1	6	1	0	0	0	1	0	0	1	1	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	500	"AWI"	500	10966	12393	11639	0	0	4	0	0	5	0	0	6	0	58	0	0	0	0	0	0	0	0	2	0	0	0	1245	0	0	0	0	0	0	0	0	0	1	0	5	0	39	0	0	0	0	0	0	1	867	0	0	0	0	0	0	0	0	17	0	0	0	1	1	0	0	0	0	0	0	3	2	1	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	505	"AWI"	505	11189	12498	11783	0	0	3	0	0	6	0	0	10	0	75	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	6	0	19	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	1	0	0	0	1	5	1	0	0	0	0	0	2	3	1	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	507.5	"AWI"	507.5	11263	12584.5	11855.5	0	0	0	3	0	13	0	0	32	0	29	0	0	0	0	0	0	0	1	1	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	8	0	0	0	1	7	1	0	0	0	0	0	8	2	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	510	"AWI"	510	11320	12683	11931	0	0	2	3	0	22	0	0	142	0	72	0	1	4	0	0	0	0	1	5	0	0	0	856	0	0	0	0	0	0	0	0	0	0	0	27	0	4	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	16	0	0	0	9	17	2	0	0	0	0	0	6	4	0	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	512.5	"AWI"	512.5	11367.5	12801.5	12015	0	0	0	1	0	9	0	0	55	0	24	0	0	0	0	0	0	0	1	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	3	0	0	0	8	4	2	0	0	0	0	0	0	1	1	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	515	"AWI"	515	11485	12892	12118	0	0	1	6	0	12	0	0	98	0	38	0	0	3	0	0	0	0	0	0	0	0	0	444	1	2	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	583	0	0	0	0	0	0	0	0	6	0	0	0	3	16	1	0	0	0	0	0	6	3	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	520	"AWI"	520	11714	13049	12366	0	0	8	5	0	28	0	0	148	0	24	0	0	2	0	0	0	0	0	1	0	0	0	698	1	0	0	0	0	0	0	0	0	0	0	24	0	2	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	7	0	0	0	5	10	2	0	0	0	0	0	16	4	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	525	"AWI"	525	11837	13258	12624	0	1	1	2	0	4	0	0	55	0	20	0	0	0	0	0	0	0	0	1	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	10	0	0	0	5	14	0	0	0	0	0	0	10	0	1	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	530	"AWI"	530	11942	13563	12859	0	0	1	0	0	6	0	0	28	0	30	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	13	0	0	0	4	9	2	0	0	0	0	0	7	6	1	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	535	"AWI"	535	12272	13736	13065	0	0	2	1	0	7	0	0	31	0	40	0	0	0	0	0	0	0	0	2	0	0	0	891	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	602	0	0	0	0	0	0	0	0	9	0	0	0	3	4	2	0	0	0	0	0	4	2	1	1	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	537.5	"AWI"	537.5	12485	13784.5	13164.5	0	2	1	0	1	4	0	0	39	0	44	0	1	0	0	0	0	0	0	3	0	0	0	1199	0	2	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	9	0	0	0	3	4	1	0	0	0	0	0	9	2	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	540	"AWI"	540	12688	13838	13265	0	0	4	0	0	4	0	0	42	0	68	0	0	0	0	0	0	0	0	2	0	0	0	1232	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	5	0	0	0	2	1	4	0	0	0	0	0	8	0	1	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	542.5	"AWI"	542.5	12854.5	13895.5	13367.5	0	0	0	2	0	6	0	0	30	0	42	0	0	0	0	0	0	0	0	2	0	0	0	1388	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	1	0	0	0	487	0	0	0	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	11	1	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	545	"AWI"	545	12997	13965	13477	0	0	0	4	0	4	0	0	30	0	40	0	0	0	0	0	0	0	0	1	0	0	0	1575	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	737	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	14	1	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	547.5	"AWI"	547.5	13096	14066	13582.5	0	0	2	2	0	3	0	0	38	0	37	0	0	10	0	0	0	0	1	0	0	0	0	1510	0	3	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	0	0	0	0	0	5	1	0	0	0	0
15689	24053	"Rinderplatz"	46.644508	11.491498	550	"AWI"	550	13156	14223	13685	0	0	0	0	0	2	0	0	9	0	7	0	0	0	0	0	0	0	0	0	0	1	0	349	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
