"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15806	40582	"Aletschwald"	46.38972	8.02556	0	"AWI"	0	-100	72	-17	0	0	22	3	0	0	14	0	0	26	0	3	0	2	0	0	2	0	5	149	0	0	0	0	0	4	0	0	0	0	13	0	0	0	0	36	353	0	0	0	0	0	2	0	0	0	1	5	0	0	0	0	0	0	1	7	0
15806	40582	"Aletschwald"	46.38972	8.02556	5	"AWI"	5	-31	341	118	0	0	76	2	0	3	6	0	0	8	0	0	15	3	0	1	0	0	4	112	0	0	0	0	0	1	0	0	2	1	11	0	0	0	0	58	204	0	129	0	0	0	1	0	0	0	3	3	2	0	0	0	0	0	0	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	10	"AWI"	10	-3	691	246	1	0	124	0	0	2	7	0	0	13	0	2	7	0	0	1	0	0	3	62	0	0	0	0	4	0	0	0	2	0	31	0	1	0	0	67	352	0	0	0	0	0	6	0	0	0	0	5	2	0	0	0	1	0	0	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	20	"AWI"	20	164	942	583	2	0	46	1	0	2	34	0	0	8	0	0	4	3	0	0	0	0	4	73	0	0	0	0	3	0	1	0	1	4	68	0	0	0	0	36	280	0	0	0	0	0	5	0	0	0	0	14	2	0	0	0	1	0	0	2	0
15806	40582	"Aletschwald"	46.38972	8.02556	30	"AWI"	30	584	1115	882	2	0	76	1	0	0	13	0	0	6	0	1	1	2	0	0	0	0	7	34	0	0	0	0	4	0	0	0	1	0	42	0	0	0	0	44	194	0	0	0	0	0	5	0	0	0	1	3	1	0	0	0	0	0	0	1	1
15806	40582	"Aletschwald"	46.38972	8.02556	40	"AWI"	40	839	1339	1083	2	0	280	2	0	2	8	0	0	16	0	0	2	1	0	3	0	0	10	30	0	0	0	0	10	1	0	0	1	0	63	0	1	0	0	71	387	0	0	0	0	0	20	0	0	0	3	23	1	0	0	1	0	0	1	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	50	"AWI"	50	972	1553	1252	5	0	231	1	0	6	13	0	0	27	0	0	2	1	0	1	0	0	11	8	0	0	0	0	13	0	2	0	1	0	84	0	2	0	0	94	450	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	1
15806	40582	"Aletschwald"	46.38972	8.02556	60	"AWI"	60	1128	1691	1421	4	1	226	1	0	1	13	0	0	21	0	1	0	0	0	0	0	0	12	8	0	0	0	0	8	1	0	0	3	0	47	0	0	0	0	99	379	0	0	0	0	0	12	0	0	0	0	6	1	0	0	0	0	0	0	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	70	"AWI"	70	1331	1831	1585	4	2	346	0	0	2	17	0	0	21	0	0	1	2	0	2	0	0	13	13	0	0	0	0	12	0	1	0	2	3	92	0	0	0	0	105	497	0	0	0	0	0	19	0	0	0	2	6	4	0	0	0	0	0	1	2	0
15806	40582	"Aletschwald"	46.38972	8.02556	80	"AWI"	80	1518	2033	1757	11	2	247	1	0	0	18	0	0	23	0	0	6	2	0	1	0	0	12	18	0	0	0	0	7	0	0	0	0	1	65	0	0	0	0	91	247	0	0	0	0	0	22	0	0	0	2	4	3	0	0	0	0	0	1	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	90	"AWI"	90	1637	2288	1926	1	0	241	1	0	1	9	0	0	17	0	0	4	1	0	0	0	0	5	77	0	0	0	0	3	0	0	0	0	3	19	0	0	0	0	67	260	0	0	0	0	0	14	0	1	0	1	2	1	0	0	0	0	0	1	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	100	"AWI"	100	1762	2468	2096	9	1	236	1	0	1	8	0	0	22	0	0	2	0	0	1	0	0	10	25	0	0	0	0	4	0	0	0	0	1	18	0	0	0	0	50	237	0	0	0	1	0	13	0	2	0	0	7	2	0	0	0	1	0	1	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	110	"AWI"	110	1912	2629	2272	7	2	125	1	0	0	8	0	0	16	0	0	0	0	0	1	0	0	5	22	0	0	0	0	5	0	2	0	0	0	16	0	0	0	0	52	241	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	2	2	0
15806	40582	"Aletschwald"	46.38972	8.02556	120	"AWI"	120	2081	2777	2444	6	4	139	0	0	0	5	0	0	17	0	0	0	0	0	0	0	0	5	24	0	0	0	0	5	1	0	0	0	0	21	0	0	0	0	81	272	0	0	0	0	0	14	0	1	0	0	4	0	0	0	0	0	0	0	0	1
15806	40582	"Aletschwald"	46.38972	8.02556	130	"AWI"	130	2299	2912	2612	9	0	113	1	0	1	13	0	0	31	0	0	3	0	0	0	0	0	17	38	0	0	0	0	2	2	0	0	0	0	23	0	0	0	0	87	335	0	0	0	0	0	17	0	0	0	1	8	1	0	0	0	0	0	1	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	140	"AWI"	140	2519	3182	2816	13	3	181	0	0	0	16	0	0	38	0	0	3	0	0	1	0	0	22	38	0	0	0	0	10	1	0	0	0	1	19	0	0	0	0	115	352	0	0	1	0	0	35	0	0	0	2	13	3	0	0	0	1	0	1	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	150	"AWI"	150	2681	3592	3058	18	2	169	0	0	0	15	0	0	38	0	0	2	0	0	1	0	0	17	33	0	0	0	0	8	1	0	1	0	0	25	0	0	1	0	106	382	0	0	0	0	0	27	0	0	0	0	6	0	0	0	0	1	0	1	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	160	"AWI"	160	2852	3845	3304	25	2	92	0	0	3	9	0	0	77	0	0	3	0	0	0	0	0	14	84	0	0	8	0	11	1	0	0	0	0	23	0	3	0	1	79	505	0	0	0	0	0	39	0	1	0	0	9	5	0	0	0	1	0	6	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	170	"AWI"	170	3058	4068	3571	14	0	41	0	0	1	8	0	0	35	0	0	0	0	0	0	0	0	7	48	0	0	0	0	5	0	0	0	0	0	12	0	0	0	0	50	334	0	0	0	0	0	14	0	0	0	0	2	3	0	0	0	3	0	1	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	180	"AWI"	180	3333	4247	3840	26	0	58	0	0	3	9	0	0	46	0	0	3	0	0	0	0	0	10	51	0	0	0	0	7	0	1	0	0	0	12	0	0	1	0	47	549	0	0	0	0	0	18	0	0	0	0	3	3	0	0	0	0	0	4	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	190	"AWI"	190	3693	4426	4088	27	3	70	0	0	3	13	0	0	35	0	0	2	0	0	0	0	0	16	86	0	0	0	0	4	1	0	0	0	0	11	0	0	0	0	85	575	0	0	0	0	0	18	0	0	0	0	4	2	0	0	0	0	0	2	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	200	"AWI"	200	4042	4812	4372	28	2	59	0	0	4	10	0	0	55	0	0	5	0	0	3	0	0	13	99	0	0	0	0	8	1	0	0	0	0	15	0	0	0	0	65	647	0	0	0	0	0	25	0	0	0	0	0	4	0	0	0	1	0	3	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	210	"AWI"	210	4229	5323	4694	41	3	64	0	0	4	8	0	0	52	0	1	1	0	0	1	0	0	11	50	0	0	0	0	4	1	0	0	0	0	14	0	1	0	0	44	587	0	0	0	0	0	12	0	1	0	0	4	5	0	0	0	1	0	1	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	220	"AWI"	220	4468	5736	5059	33	0	42	0	0	5	7	0	0	59	0	0	1	0	0	0	0	0	9	27	0	0	0	0	2	0	2	0	1	0	15	0	1	0	0	22	514	0	0	0	0	0	14	0	0	0	1	2	4	0	0	0	1	0	4	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	230	"AWI"	230	4794	6028	5434	29	2	48	0	0	3	7	0	0	44	0	0	4	0	0	0	0	0	9	31	0	0	0	0	2	0	0	0	0	0	13	0	0	0	0	16	441	0	0	0	0	0	14	0	0	0	0	2	3	0	0	0	0	0	7	0	1
15806	40582	"Aletschwald"	46.38972	8.02556	240	"AWI"	240	5162	6265	5811	34	0	16	0	0	5	8	0	0	53	0	1	3	0	0	0	0	0	11	19	0	0	0	0	3	1	2	0	0	0	15	0	2	0	0	7	503	0	0	0	0	0	10	0	0	0	1	2	4	0	0	0	0	0	8	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	250	"AWI"	250	5685	6472	6144	39	1	0	1	0	3	4	0	0	72	0	0	1	0	0	0	0	0	14	41	0	0	0	0	5	0	0	0	0	0	12	0	4	0	0	0	604	0	0	0	0	0	14	0	0	0	0	3	10	0	0	1	1	0	6	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	260	"AWI"	260	6070	6837	6443	26	2	15	0	0	2	3	0	0	33	0	0	1	0	0	0	0	0	8	33	0	0	0	0	1	0	2	0	0	0	15	0	1	0	0	8	420	0	0	0	0	0	21	0	0	0	0	4	3	0	0	1	2	0	6	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	270	"AWI"	270	6246	7202	6691	17	0	15	0	0	5	5	0	0	23	0	0	1	0	0	0	0	0	13	30	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	5	327	0	0	0	0	0	10	0	0	0	0	1	2	0	0	0	1	0	2	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	280	"AWI"	280	6463	7456	6955	20	0	35	1	0	0	8	0	0	21	0	0	1	0	0	0	0	0	8	32	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	15	305	0	0	0	0	0	15	0	0	0	0	3	3	0	0	1	1	0	2	2	0
15806	40582	"Aletschwald"	46.38972	8.02556	290	"AWI"	290	6697	7668	7225	26	0	14	0	0	4	6	0	0	50	0	0	0	0	0	1	0	0	19	44	0	0	0	0	1	0	0	0	0	0	8	0	1	0	0	3	444	0	0	0	0	0	8	0	0	0	0	0	7	0	0	1	0	0	11	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	300	"AWI"	300	6985	7835	7487	23	1	25	0	0	6	3	0	0	53	0	0	2	0	0	0	0	0	21	66	0	0	0	0	0	4	0	1	0	0	13	0	0	0	0	3	569	0	0	0	0	0	8	0	0	0	0	3	11	0	0	0	1	0	5	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	305	"AWI"	305	7252	7885	7602	11	3	18	0	0	10	7	0	0	86	0	2	7	0	0	1	0	0	17	81	1	0	0	0	0	1	0	0	0	0	24	0	0	0	0	5	618	0	0	0	0	0	12	0	0	0	1	6	10	0	0	0	8	0	8	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	310	"AWI"	310	7403	7991	7726	13	0	14	1	0	9	5	0	0	78	0	0	1	0	0	0	0	0	26	72	0	0	0	0	0	0	0	1	0	1	31	0	0	0	0	1	462	0	0	0	0	0	12	0	0	0	0	2	2	0	0	0	1	0	11	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	315	"AWI"	315	7604	8066	7837	15	0	0	0	0	11	3	0	0	55	0	0	2	0	3	1	0	0	33	79	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	1	490	0	0	0	0	0	5	0	0	0	0	2	4	0	0	0	2	0	13	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	320	"AWI"	320	7684	8249	7944	22	1	22	0	0	8	4	0	0	75	0	0	2	0	0	1	0	0	27	69	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	2	479	0	0	0	0	0	8	0	0	0	0	3	4	0	0	0	2	0	10	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	325	"AWI"	325	7763	8349	8038	23	0	0	0	0	20	6	0	0	130	0	0	6	0	0	3	0	0	42	136	0	0	0	0	0	3	0	0	0	0	34	0	0	0	0	3	617	0	0	0	0	0	10	0	0	0	0	11	5	1	0	0	1	0	17	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	330	"AWI"	330	7807	8540	8126	18	1	25	0	0	16	8	0	0	76	0	0	3	0	0	0	0	0	35	131	0	0	0	0	0	1	0	0	0	1	46	0	0	0	0	2	538	0	0	0	0	0	13	0	0	0	0	8	11	0	0	0	1	0	18	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	335	"AWI"	335	7899	8612	8225	7	0	0	0	0	8	3	0	0	71	0	1	1	0	0	2	0	0	21	63	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	0	269	0	0	0	0	0	6	0	0	0	0	8	5	0	0	0	0	0	7	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	340	"AWI"	340	7949	8730	8314	15	2	17	0	0	9	4	0	0	53	0	0	3	0	0	1	0	0	38	75	0	0	0	0	0	1	0	0	0	1	29	0	0	0	0	1	452	0	0	0	0	0	10	0	0	0	1	6	3	0	0	3	1	0	12	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	345	"AWI"	345	8043	8806	8411	11	1	13	0	0	13	6	0	0	126	0	0	5	0	0	0	0	0	46	73	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	1	489	0	0	0	0	0	7	0	0	0	1	5	4	0	0	2	4	0	18	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	350	"AWI"	350	8105	8917	8511	11	3	0	0	0	13	0	0	0	70	0	1	4	0	0	2	0	0	84	46	0	0	0	0	3	1	0	1	0	0	51	0	0	0	0	1	365	0	0	0	0	0	15	0	1	0	0	4	0	1	0	0	2	9	19	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	355	"AWI"	355	8225	8986	8597	8	0	0	0	0	10	5	0	0	56	0	0	2	0	0	0	0	0	48	106	0	0	0	0	0	0	0	0	0	4	57	0	0	0	0	1	507	0	0	0	0	0	14	0	0	0	2	5	4	0	0	1	3	0	14	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	360	"AWI"	360	8302	9087	8687	8	0	40	0	0	19	6	0	0	88	0	0	3	0	0	1	0	0	157	70	0	0	0	0	0	0	0	0	0	1	69	0	0	0	0	0	588	0	0	0	0	0	21	0	1	0	0	8	8	1	0	0	1	0	31	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	365	"AWI"	365	8467	9154	8774	5	1	0	0	0	8	5	0	0	40	0	0	1	0	0	0	0	0	51	53	0	0	0	0	0	1	0	0	0	1	28	0	0	0	0	0	358	0	0	0	0	0	6	0	0	0	0	13	3	0	0	0	3	0	9	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	370	"AWI"	370	8563	9256	8869	1	1	0	1	0	37	5	0	0	125	0	0	4	0	0	2	0	0	166	47	0	0	0	0	0	0	0	0	0	2	82	0	0	0	0	0	481	0	0	0	0	0	23	0	0	0	1	29	8	0	0	2	3	0	17	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	375	"AWI"	375	8643	9388	8965	3	0	0	0	0	13	7	0	0	133	0	1	2	0	0	1	0	0	83	56	0	0	0	0	0	0	0	0	0	1	48	0	0	0	0	0	332	0	0	0	0	0	15	0	0	0	1	23	6	0	0	0	5	0	21	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	380	"AWI"	380	8687	9597	9054	1	0	0	0	0	41	10	0	0	189	0	0	2	0	0	6	0	0	76	68	0	0	0	0	0	0	1	0	0	4	84	0	0	1	0	0	599	0	0	0	0	0	30	0	0	0	1	29	1	0	0	0	5	0	33	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	385	"AWI"	385	8764	9685	9154	3	0	0	0	0	29	11	0	0	226	0	0	2	0	0	0	0	0	70	90	0	0	0	0	0	2	0	0	0	6	38	0	1	0	0	0	327	0	0	0	0	0	3	0	0	0	0	23	3	0	0	0	5	0	20	1	0
15806	40582	"Aletschwald"	46.38972	8.02556	405	"AWI"	405	9045	10195	9549	3	1	0	0	1	34	5	0	0	328	0	0	2	0	0	3	0	0	66	101	1	0	0	0	0	0	0	0	0	6	19	0	0	0	0	1	567	0	0	0	0	0	4	0	0	0	2	33	11	0	0	0	4	0	13	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	407.5	"AWI"	407.5	9075	10260.5	9599	0	0	5	0	0	9	6	1	0	168	0	0	0	0	0	1	0	0	19	41	0	0	0	0	0	1	0	1	0	0	8	0	0	0	0	1	386	0	0	0	0	1	6	0	0	0	0	3	1	0	0	0	3	0	3	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	412.5	"AWI"	412.5	9150.5	10384.5	9699	1	0	11	0	0	25	6	0	0	359	0	0	6	0	0	11	0	0	55	116	1	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	688	0	0	0	0	1	5	0	0	0	0	25	1	0	0	0	7	7	8	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	417.5	"AWI"	417.5	9231	10503	9804.5	2	0	45	0	2	25	17	0	0	558	0	1	8	0	0	9	0	0	47	187	1	0	0	0	0	0	0	1	0	15	14	0	0	0	0	0	1309	0	0	0	0	0	20	0	0	0	1	38	6	0	0	1	5	0	17	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	425	"AWI"	425	9372	10677	9955	1	1	45	0	0	15	30	0	0	277	0	0	2	0	0	11	0	0	5	82	2	0	0	0	0	0	0	0	0	20	6	0	0	0	0	0	1586	0	0	0	0	0	17	0	0	0	0	51	24	0	5	0	2	0	7	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	430	"AWI"	430	9439	10825	10059	1	0	0	1	0	3	19	0	0	80	0	0	1	0	0	0	0	0	5	29	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	1191	0	0	0	0	0	3	0	0	0	0	11	2	0	0	0	0	0	3	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	435	"AWI"	435	9542	10933	10161	8	0	26	7	0	9	37	0	0	65	1	0	1	0	0	2	0	0	6	36	3	0	0	0	0	0	0	0	0	25	12	0	0	0	0	3	1467	0	0	0	0	0	13	0	0	0	0	18	1	0	0	0	2	0	4	0	0
15806	40582	"Aletschwald"	46.38972	8.02556	442.5	"AWI"	442.5	9649.5	11135	10328	0	0	5	3	0	5	36	0	0	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	1	0	2	0	0
