"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Droseraceae"	"Ericales"	"Juniperus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3211	4169	"Kunyok"	67.83333	33.66667	3	"AWI"	3	-74	325	70	0	0	0	0	0	45.5357142857143	0	0	0	0	0	15.1785714285714	0	14.5833333333333	24.702380952381	0	0	0	0	0	0	0	0	0	0
3211	4169	"Kunyok"	67.83333	33.66667	23	"AWI"	23	661	1283	934	0	4.83383685800604	0.906344410876133	0.604229607250755	0	40.785498489426	0	0	0	0.604229607250755	0	27.190332326284	0	3.02114803625378	19.9395770392749	1.81268882175227	0	0	0	0	0	0	0	0	0.302114803625378
3211	4169	"Kunyok"	67.83333	33.66667	43	"AWI"	43	2178	2654	2450	0	2.44988864142539	0	0	0.44543429844098	61.0244988864143	0	0.22271714922049	0	0.44543429844098	0	9.79955456570156	0	7.12694877505568	16.0356347438753	1.55902004454343	0	0.44543429844098	0	0	0.44543429844098	0	0	0	0
3211	4169	"Kunyok"	67.83333	33.66667	51	"AWI"	51	3218	3849	3595	0	1.3840830449827	0	0.69204152249135	0.519031141868512	35.6401384083045	0	0	0	0	0	15.7439446366782	0	12.6297577854671	33.3910034602076	0	0	0	0	0	0	0	0	0	0
3211	4169	"Kunyok"	67.83333	33.66667	57	"AWI"	57	4488	5259	4909	0	2.38095238095238	0	0.158730158730159	0.476190476190476	38.2539682539683	0	0	0	0.952380952380952	0.476190476190476	11.7460317460317	0	2.53968253968254	41.2698412698413	1.11111111111111	0.158730158730159	0	0	0.158730158730159	0	0	0	0	0.317460317460317
3211	4169	"Kunyok"	67.83333	33.66667	63	"AWI"	63	5143	5710	5423	0	2.8169014084507	0	0.704225352112676	0	30.7511737089202	0	0	0.234741784037559	12.6760563380282	0	4.69483568075117	0	0.234741784037559	46.0093896713615	0.234741784037559	0	0.234741784037559	0.938967136150235	0	0	0	0.234741784037559	0.234741784037559	0
3211	4169	"Kunyok"	67.83333	33.66667	71	"AWI"	71	5623	6026	5823	0.627943485086342	6.27943485086342	0.156985871271586	0.156985871271586	0	43.3281004709576	0.156985871271586	0.156985871271586	0	6.90737833594976	0.156985871271586	7.06436420722135	0	2.35478806907378	31.0832025117739	0.627943485086342	0	0	0	0	0.156985871271586	0	0	0.313971742543171	0.470957613814757
3211	4169	"Kunyok"	67.83333	33.66667	78	"AWI"	78	5923	6465	6149	0	3.01810865191147	0	0	0	30.784708249497	0	0	0.201207243460765	2.21327967806841	0	19.1146881287726	0.402414486921529	1.40845070422535	42.0523138832998	0.402414486921529	0	0.201207243460765	0	0	0	0	0	0	0.201207243460765
3211	4169	"Kunyok"	67.83333	33.66667	83	"AWI"	83	6117	6813	6397	0	5.95399188092016	0	0.54127198917456	0.13531799729364	46.2787550744249	0	0.13531799729364	0	3.382949932341	0.13531799729364	3.92422192151556	0	0.81190798376184	36.2652232746955	0.6765899864682	0	0.40595399188092	0	0	0.27063599458728	0.13531799729364	0	0.40595399188092	0.54127198917456
3211	4169	"Kunyok"	67.83333	33.66667	87	"AWI"	87	6294	7063	6595	0	8.00477897252091	0.2389486260454	0.2389486260454	0.3584229390681	45.2807646356033	0	0.1194743130227	0	5.85424133811231	0.1194743130227	1.4336917562724	0	1.4336917562724	33.452807646356	1.4336917562724	0	1.5531660692951	0.3584229390681	0	0	0	0	0	0.1194743130227
3211	4169	"Kunyok"	67.83333	33.66667	93	"AWI"	93	6871	7511	7271	0	2.70793036750484	0	0.193423597678917	0	35.7833655705996	0	0	0	0.580270793036751	0	0	0	0	60.3481624758221	0.386847195357834	0	0	0	0	0	0	0	0	0
3211	4169	"Kunyok"	67.83333	33.66667	105	"AWI"	105	7709	8073	7899	0	2.62751159196291	0	0.927357032457496	0.463678516228748	45.9041731066461	0	0	0	3.5548686244204	0	6.18238021638331	0	0	39.1035548686244	0.309119010819165	0	0	0	0	0.463678516228748	0	0	0.154559505409583	0.309119010819165
