"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Malus"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
3166	4118	"Liptovský Ján"	49.04167	19.67778	10	"AWI"	10	-18	969	385	1	0	14	1	5	0	6	0	9	0	0	0	0	0	0	0	0	5	171	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	160	139	0	0	0	0	0	0	7	0	0	0	0	0	21	0	0	0	1	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	15	"AWI"	15	8	1478	599	16	0	8	7	0	0	7	0	2	0	0	0	0	0	0	0	0	1	5	0	0	0	2	0	3	0	0	1	0	1	0	0	0	2	0	315	150	0	0	0	0	0	0	3	0	0	0	2	0	7	0	0	6	0	2	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	20	"AWI"	20	214	1685	850	9	0	4	10	3	0	10	0	3	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	235	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	1	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	25	"AWI"	25	353	1827	1149	18	0	7	4	1	0	8	0	2	0	0	0	0	0	0	0	0	5	3	0	0	0	5	0	3	0	0	0	0	1	0	0	0	2	0	235	139	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	30	"AWI"	30	450	2019	1443	47	0	16	7	1	0	5	0	10	0	0	0	0	0	0	0	0	11	11	0	0	0	4	0	1	0	0	0	0	0	0	5	0	8	0	275	233	0	0	1	0	6	0	7	0	0	0	2	0	1	0	0	0	2	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	35	"AWI"	35	764	2179	1669	37	0	5	6	2	0	5	0	6	0	0	0	0	0	0	0	0	10	29	1	0	0	2	0	3	0	0	0	0	0	0	4	0	1	0	226	215	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	40	"AWI"	40	1261	2220	1848	102	0	10	4	5	0	12	0	8	0	0	0	0	0	0	0	0	4	21	0	0	0	6	0	0	0	0	0	0	0	0	2	2	0	0	229	243	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	45	"AWI"	45	1727	2282	2039	93	0	19	2	2	1	11	0	12	0	0	0	0	0	0	0	0	7	18	0	0	0	4	0	0	0	0	0	0	0	0	1	0	5	0	279	189	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2	1	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	50	"AWI"	50	1948	2374	2200	100	0	9	0	0	0	2	0	2	0	0	0	0	0	0	0	0	11	11	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	265	98	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	55	"AWI"	55	2017	2459	2262	114	0	19	4	4	0	6	0	17	0	0	0	0	0	0	0	0	9	33	0	0	0	25	0	0	0	0	0	0	0	0	0	0	6	0	261	115	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	3	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	60	"AWI"	60	2052	2604	2321	42	0	14	3	0	0	1	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	6	0	0	0	0	0	333	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	65	"AWI"	65	2080	2756	2375	131	0	31	3	0	0	2	0	13	0	0	0	0	0	0	0	0	13	14	0	0	0	2	0	2	0	0	3	0	3	0	0	0	6	0	348	118	0	0	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	3	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	70	"AWI"	70	2143	2808	2432	46	0	21	8	4	0	2	0	9	0	0	0	0	0	0	0	0	3	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	291	165	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	5	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	75	"AWI"	75	2185	2868	2490	77	0	20	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	390	193	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0
3166	4118	"Liptovský Ján"	49.04167	19.67778	80	"AWI"	80	2214	2962	2543	35	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	69	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
