"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	0	"AWI"	0	-121	41	-40	0.48780487804878	0	23.4146341463415	0.975609756097561	0	0	0	0.48780487804878	0	0	0	0	0.48780487804878	0	0.48780487804878	8.78048780487805	0	0	3.41463414634146	0	0	0	3.90243902439024	2.4390243902439	0.48780487804878	0.48780487804878	0	0	31.7073170731707	17.0731707317073	0	0	0.975609756097561	0	3.90243902439024	0	0.48780487804878	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	10	"AWI"	10	77	546	347	0	0	40	1.22448979591837	0	0	0	0.408163265306122	0	0	0	0	0	0	0.408163265306122	4.48979591836735	0	0	4.08163265306122	0	1.22448979591837	0	1.63265306122449	2.44897959183673	0	0.816326530612245	0	0	22.4489795918367	17.9591836734694	0	0	0	0.816326530612245	1.63265306122449	0	0	0	0	0	0.408163265306122
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	20	"AWI"	20	207	1107	734	0	0	36.2007168458781	1.0752688172043	0	0.3584229390681	0.3584229390681	0	0	0	0.3584229390681	0	0.3584229390681	0	0	3.9426523297491	0	0	5.01792114695341	0	0.3584229390681	0	0	7.88530465949821	0	0	0	0	24.0143369175627	18.6379928315412	0	0	0.3584229390681	0	0.716845878136201	0	0	0	0.3584229390681	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	30	"AWI"	30	331	1675	1120	0.284090909090909	0	44.6022727272727	0	0	0	0.284090909090909	0.284090909090909	0	0	0	0	0	0	0	5.11363636363636	0	0	11.3636363636364	0	0.568181818181818	0	0	7.10227272727273	0	0.284090909090909	0.284090909090909	0	5.96590909090909	22.7272727272727	0	0.284090909090909	0	0.284090909090909	0	0	0	0	0.568181818181818	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	50	"AWI"	50	580	2819	1889	0	0.387596899224806	36.046511627907	0	0	0	0	0	0	0	0	0	0	0	1.93798449612403	1.93798449612403	0	0	7.75193798449612	0	1.16279069767442	0.387596899224806	0.775193798449612	10.8527131782946	0	0	0	0	0	36.4341085271318	0	0	0	0	0.387596899224806	0	0	0	1.93798449612403	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	70	"AWI"	70	825	3961	2656	0	0	14.8148148148148	0	0	0	0	0	0	0	1.64609053497942	1.23456790123457	0	0	2.05761316872428	1.23456790123457	0	0	19.3415637860082	0	0.411522633744856	0.411522633744856	0	13.1687242798354	0	0	0	0.823045267489712	0	44.4444444444444	0	0	0	0	0	0	0	0	0.411522633744856	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	100	"AWI"	100	1984	4945	3673	1.92307692307692	0	21.6346153846154	0.480769230769231	0	0.480769230769231	0.480769230769231	0.961538461538462	0	0	0	0	0.480769230769231	0	11.5384615384615	1.44230769230769	0	0	8.17307692307692	1.92307692307692	1.44230769230769	0	0	26.4423076923077	0	1.44230769230769	0	0	0	19.7115384615385	0	0	0.480769230769231	0.480769230769231	0	0	0	0	0.480769230769231	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	110	"AWI"	110	2591	5031	3962	10.2678571428571	0.446428571428571	15.1785714285714	0.446428571428571	0	0.446428571428571	0.446428571428571	0.446428571428571	0	0	0.892857142857143	0	0	0	19.6428571428571	0.892857142857143	0	0	8.92857142857143	0	0.446428571428571	0	0	22.3214285714286	0	0.892857142857143	0	0	0	15.1785714285714	0.446428571428571	0	0	0.892857142857143	0	0	0	0	1.33928571428571	0	0.446428571428571
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	130	"AWI"	130	3765	5267	4529	11.3138686131387	0	11.6788321167883	0.72992700729927	0	0	0	0	0	0.364963503649635	0	0	0	0.364963503649635	7.66423357664234	0.364963503649635	0	0	5.47445255474453	2.55474452554745	0.364963503649635	0	0.72992700729927	24.8175182481752	0	0.364963503649635	0	0	11.3138686131387	19.3430656934307	0	0	0	0	0	1.09489051094891	0	0.364963503649635	0.72992700729927	0	0.364963503649635
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	150	"AWI"	150	4444	5790	5137	14.8854961832061	1.14503816793893	24.4274809160305	0	0	0.381679389312977	1.52671755725191	0	0	0.381679389312977	0	0	0	0	3.05343511450382	0.381679389312977	0	0	2.29007633587786	2.67175572519084	2.29007633587786	0	0	14.5038167938931	0	0.381679389312977	0	0	0	25.9541984732824	0	0	0.381679389312977	0	0	1.90839694656489	0	0.763358778625954	1.52671755725191	0.381679389312977	0.763358778625954
