"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Paliurus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3164	4114	"Ioannina I"	39.7625	20.73056	70	"AWI"	70	1356	3830	2493	8	0	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	32	0	58	0	2	8	0	0	14	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	125	1	1	0	0	70	1	0	0	0	158	0	3	0	324	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0
3164	4114	"Ioannina I"	39.7625	20.73056	80	"AWI"	80	1675	4199	2853	3	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	130	0	0	6	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	55	0	0	0	0	49	1	0	0	0	117	0	0	0	199	29	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	1	0	0	0
3164	4114	"Ioannina I"	39.7625	20.73056	95	"AWI"	95	2205	4741	3440	6	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	118	0	0	19	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	80	0	0	0	0	89	0	0	1	0	0	0	0	1	203	41	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	0	0	1
3164	4114	"Ioannina I"	39.7625	20.73056	105	"AWI"	105	2552	5094	3807	8	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	157	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	101	0	0	1	0	96	1	0	0	0	350	0	0	0	286	20	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	8	0	0	2
3164	4114	"Ioannina I"	39.7625	20.73056	115	"AWI"	115	2889	5424	4170	6	1	13	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	19	0	104	0	0	12	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	103	0	0	2	0	74	3	0	0	0	110	0	0	0	193	32	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	3	0	0	1
3164	4114	"Ioannina I"	39.7625	20.73056	125	"AWI"	125	3284	5766	4537	5	0	4	0	0	0	1	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	336	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	67	0	0	0	0	73	0	0	0	0	276	0	0	1	154	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	7	0	0	2
3164	4114	"Ioannina I"	39.7625	20.73056	130	"AWI"	130	3459	5966	4722	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	103	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	51	0	0	0	0	61	0	0	0	0	129	0	0	0	146	10	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	4	0	0	5
3164	4114	"Ioannina I"	39.7625	20.73056	137	"AWI"	137	3780	6182	4975	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	32	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	42	0	0	0	0	53	3	0	0	0	0	0	0	0	117	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	5	0	1	1
3164	4114	"Ioannina I"	39.7625	20.73056	150	"AWI"	150	4361	6638	5440	16	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	59	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	49	0	0	0	0	105	0	0	0	0	117	0	0	0	132	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1
3164	4114	"Ioannina I"	39.7625	20.73056	160	"AWI"	160	4803	6998	5855	7	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	159	0	0	10	0	0	7	0	0	0	0	0	1	0	0	0	0	6	0	3	0	0	0	92	0	0	0	0	58	0	0	0	0	219	0	1	0	235	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	7	0	0	2
3164	4114	"Ioannina I"	39.7625	20.73056	170	"AWI"	170	5224	7476	6309	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	40	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	78	0	0	1	268	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	4	0	0	1
3164	4114	"Ioannina I"	39.7625	20.73056	180	"AWI"	180	5643	7975	6752	3	0	5	0	0	24	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	63	0	25	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	147	0	0	0	0	30	1	0	0	0	132	0	0	0	112	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	44	21	0	0	2
3164	4114	"Ioannina I"	39.7625	20.73056	190	"AWI"	190	6095	8432	7192	19	2	5	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	146	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	93	0	0	0	0	60	9	0	0	0	471	0	0	0	316	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	23	16	0	0	1
3164	4114	"Ioannina I"	39.7625	20.73056	195	"AWI"	195	6440	8608	7402	8	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	19	0	120	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	23	0	0	0	0	25	4	0	0	0	222	0	0	0	197	0	0	0	0	0	1	0	3	0	0	0	1	0	0	2	9	11	0	1	2
3164	4114	"Ioannina I"	39.7625	20.73056	205	"AWI"	205	6911	9110	7928	2	1	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	191	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	457	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	21	0	0	1
3164	4114	"Ioannina I"	39.7625	20.73056	210	"AWI"	210	7074	9534	8206	3	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	55	5	0	0	0	474	0	0	0	250	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	33	1	0	0
3164	4114	"Ioannina I"	39.7625	20.73056	220	"AWI"	220	7545	10194	8799	5	3	19	0	0	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	48	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	46	23	0	0	0	835	0	0	0	461	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	37	31	0	0	2
3164	4114	"Ioannina I"	39.7625	20.73056	230	"AWI"	230	8041	10756	9405	3	3	6	0	1	0	2	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	94	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	17	0	0	0	437	0	0	0	432	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	30	12	0	0	0
